"Otu000001" "Otu000005" "Otu000007" "Otu000009" "Otu000010" "Otu000012" "Otu000017" "Otu000019" "Otu000020" "Otu000022" "Otu000023" "Otu000025" "Otu000040" "Otu000041" "Otu000044" "Otu000046" "Otu000048" "Otu000050" "Otu000058" "Otu000060" "Otu000066" "Otu000070" "Otu000071" "Otu000075" "Otu000077" "Otu000081" "Otu000093" "Otu000106" "Otu000117" "Otu000124" "Otu000136" "Otu000137" "Otu000161" "Otu000162" "Otu000176" "Otu000179" "Otu000195" "Otu000217" "Otu000227" "Otu000261" "Otu000262" "Otu000267" "Otu000282" "Otu000298" "Otu000304" "Otu000311" "Otu000320" "Otu000322" "Otu000328" "Otu000338" "Otu000347" "Otu000355" "Otu000363" "Otu000377" "Otu000385" "Otu000387" "Otu000399" "Otu000450" "Otu000459" "Otu000500" "Otu000506" "Otu000646" "Otu000663" "Otu000717" "Otu000746" "Otu000763" "Otu000785" "Otu000787" "Otu000793" "Otu000803" "Otu000810" "Otu000877" "Otu000931" "Otu001065" "Otu001097" "Otu001104" "Otu001118" "Otu001183" "Otu001201" "Otu001269" "Otu001276" "Otu001301" "Otu001311" "Otu001319" "Otu001643" "Otu001784" "Otu001802" "Otu001821" "Otu002159" "Otu002882" "Otu003259"
"Z14011F" 0.055549407989377 0.00309837335398916 0.0796724576740069 0.0227951753900631 0.098041385415514 0.00796724576740069 0.0806683633949319 0.00752462100254509 0.163881819187784 0.000553280956069492 0.0069713400464756 0.00497952860462543 0.000110656191213898 0.00132787429456678 0.00265574858913356 0.00509018479583933 0.00254509239791966 0.029434546862897 0.0735863671572424 0.00265574858913356 0.00608609051676441 0 0.0136107115193095 0.00165984286820848 0 0.0399468850282173 0.0162664601084431 0.00221312382427797 0 0.0111762753126037 0.0102910257828926 0.00343034192763085 0 0.000995905720925086 0.00199181144185017 0.0187008963151488 0.000331968573641695 0.00398362288370034 0.00199181144185017 0.00165984286820848 0.00177049905942237 0.0127254619895983 0.00331968573641695 0.00343034192763085 0.0278853601859024 0 0.00575412194312272 0.000110656191213898 0.000553280956069492 0.000221312382427797 0.0110656191213898 0.00597543432555051 0.0157131791523736 0 0.000221312382427797 0.0116189000774593 0.000885249529711187 0.0153812105787319 0.0110656191213898 0.0138320239017373 0 0 0.0165984286820848 0.0070819962376895 0.0073033086201173 0 0 0 0 0.00143853048578068 0 0.00553280956069492 0.000221312382427797 0.0101803695916787 0.00453690383976984 0.00287706097156136 0 0.000663937147283391 0.00188115525063627 0.00254509239791966 0 0.000553280956069492 0.00188115525063627 0 0 0.00121721810335288 0 0.0070819962376895 0 0.00343034192763085 0
"Z14012F" 0.190660617461547 0.0147172734314485 0.118291468407657 0.0637379661392055 0.0681642137877614 0.0255615801704105 0.0812216443510014 0.0665043709195529 0.0689388071262587 0.0171517096381543 0.0151598981963041 0.0615248423149275 0.00343034192763085 0.000553280956069492 0.00376231050127255 0.0341927630850946 0.0118402124598871 0.0179263029766515 0.00564346575190882 0.0208033639482129 0.00121721810335288 0.00199181144185017 0.00188115525063627 0.000885249529711187 0.00475821622219763 0.0254509239791966 0.00442624764855594 0.00287706097156136 0.00177049905942237 0.00409427907491424 0 0.000774593338497289 0.000221312382427797 0.000442624764855594 0.00365165431005865 0.00918446387075357 0 0.00221312382427797 0 0.000885249529711187 0.00597543432555051 0.000553280956069492 0.000221312382427797 0 0 0.000774593338497289 0 0.000110656191213898 0.000663937147283391 0.00199181144185017 0 0.00774593338497289 0 0.0175943344030098 0.000110656191213898 0.000995905720925086 0.00276640478034746 0 0.000331968573641695 0 0 0 0 0 0.00232378001549187 0 0 0 0.000110656191213898 0 0 0 0 0 0 0 0 0 0 0 0.000110656191213898 0.000110656191213898 0.000663937147283391 0 0.000221312382427797 0 0 0 0.000110656191213898 0 0
"Z14013F" 0.143410423813212 0.0521190660617462 0.0650658404337723 0.0502379108111099 0.0288812659068275 0.0333075135553834 0.0690494633174726 0.0365165431005865 0.0556600641805909 0.0067500276640478 0.0157131791523736 0.0476928184131902 0.00542215336948102 0.00973774482682306 0.00520084098705323 0.0131680867544539 0.0131680867544539 0.0558813765630187 0.00221312382427797 0.0171517096381543 0.0385083545424366 0.00276640478034746 0.00199181144185017 0.000221312382427797 0.00575412194312272 0.0990372911364391 0.0100697134004648 0.00630740289919221 0.000110656191213898 0.0071926524289034 0.00796724576740069 0.0182582715502932 0.000774593338497289 0.000221312382427797 0.00874183910589798 0.0067500276640478 0.00110656191213898 0.00354099811884475 0.00177049905942237 0.00188115525063627 0.00509018479583933 0 0 0 0 0.000331968573641695 0.00121721810335288 0.000110656191213898 0 0.00154918667699458 0 0.0100697134004648 0 0.0066393714728339 0.00298771716277526 0.000663937147283391 0.00531149717826712 0 0.000221312382427797 0.000110656191213898 0 0.00486887241341153 0.000110656191213898 0 0.00188115525063627 0 0.00597543432555051 0.000442624764855594 0.00154918667699458 0 0.000110656191213898 0 0 0 0 0 0 0 0 0 0 0.000885249529711187 0 0.000110656191213898 0 0.000331968573641695 0 0 0.000110656191213898 0 0
"Z14014F" 0.174062188779462 0.0299878278189665 0.191435210800044 0.0357419497620892 0.0561026889454465 0.0284386411419719 0.0681642137877614 0.0297665154365387 0.0451477260152706 0.000995905720925086 0.021799269669138 0.0492420050901848 0.00287706097156136 0.00741396481133119 0.00387296669248644 0.00298771716277526 0.0116189000774593 0.0518977536793184 0.000774593338497289 0.0142746486665929 0.011950868651101 0 0.00343034192763085 0.000110656191213898 0.00376231050127255 0.0753568662166648 0.0073033086201173 0.00298771716277526 0.000110656191213898 0.00453690383976984 0.00276640478034746 0.00829921434104238 0.000442624764855594 0 0.0068606838552617 0.00564346575190882 0.000553280956069492 0.00442624764855594 0.00121721810335288 0.00243443620670577 0.000885249529711187 0.000221312382427797 0 0 0.000331968573641695 0 0.00143853048578068 0 0 0.000663937147283391 0 0.00453690383976984 0 0.00287706097156136 0.00298771716277526 0.000885249529711187 0.00553280956069492 0 0 0 0 0.00210246763306407 0 0 0.00154918667699458 0 0.00265574858913356 0.000221312382427797 0.00221312382427797 0.000221312382427797 0 0 0 0 0 0 0 0 0 0 0 0.00143853048578068 0 0 0 0.000110656191213898 0 0 0.000331968573641695 0 0
"Z14016F" 0.181144185017152 0.0318689830696027 0.102910257828926 0.0561026889454465 0.0505698793847516 0.0293238906716831 0.073033086201173 0.0324222640256722 0.0417173840876397 0.0106229943565342 0.016377116299657 0.0603076242115746 0.00320902954520305 0.0067500276640478 0.00287706097156136 0.0335288259378112 0.0153812105787319 0.0438198517207038 0.000885249529711187 0.025008299214341 0.0149385858138763 0.00309837335398916 0.00287706097156136 0.000885249529711187 0.00331968573641695 0.0516764412968906 0.0073033086201173 0.00520084098705323 0.000663937147283391 0.00409427907491424 0.00221312382427797 0.0183689277415071 0.000442624764855594 0 0.0067500276640478 0.00542215336948102 0.000774593338497289 0.00431559145734204 0.00121721810335288 0.00276640478034746 0.00497952860462543 0 0 0 0 0.000442624764855594 0.00121721810335288 0 0.000331968573641695 0.00365165431005865 0 0.0102910257828926 0 0.00387296669248644 0.00121721810335288 0.00165984286820848 0.00509018479583933 0.000110656191213898 0.000110656191213898 0.000331968573641695 0 0.00232378001549187 0 0 0.00287706097156136 0 0.00331968573641695 0 0.00232378001549187 0 0 0 0 0 0 0 0 0 0 0 0.000442624764855594 0.000774593338497289 0 0.000331968573641695 0 0 0 0 0.000110656191213898 0 0
"Z14017F" 0.143410423813212 0.10246763306407 0.125152152262919 0.064291247095275 0.0333075135553834 0.0379550735863672 0.0482460993692597 0.0256722363616244 0.0525616908266017 0.00442624764855594 0.0222418944339936 0.0389509793072922 0.0149385858138763 0.0067500276640478 0.00542215336948102 0.0168197410645126 0.0220205820515658 0.0101803695916787 0.00343034192763085 0.0144959610490207 0.00785658957618679 0 0.0443731326767733 0.000663937147283391 0.0115082438862454 0.0399468850282173 0.00929512006196747 0.00232378001549187 0.000995905720925086 0.0137213677105234 0.00376231050127255 0.00243443620670577 0.00365165431005865 0 0.00553280956069492 0.00575412194312272 0.000885249529711187 0.00763527719375899 0.000885249529711187 0.00376231050127255 0.00464756003098373 0.000221312382427797 0 0.000110656191213898 0 0 0.000221312382427797 0.000221312382427797 0.000110656191213898 0.00331968573641695 0 0.0106229943565342 0 0.000331968573641695 0.00420493526612814 0.000995905720925086 0.00121721810335288 0 0.00188115525063627 0 0.000110656191213898 0 0 0 0.00254509239791966 0.000331968573641695 0.00121721810335288 0.000774593338497289 0.00464756003098373 0 0.000663937147283391 0 0.000221312382427797 0 0 0 0 0 0.000110656191213898 0.000110656191213898 0 0.00143853048578068 0 0 0 0.000110656191213898 0 0 0.00188115525063627 0 0
"Z14018F" 0.112869315038176 0.184463870753569 0.109660285492973 0.038176385968795 0.0246763306406993 0.044705101250415 0.081664269115857 0.0428239459997787 0.0451477260152706 0.00188115525063627 0.0133893991368817 0.0295452030541109 0.00652871528162001 0.0101803695916787 0.00232378001549187 0.00354099811884475 0.0143853048578068 0.00896315148832577 0.000221312382427797 0.0110656191213898 0.0106229943565342 0.000110656191213898 0.0433772269558482 0.000110656191213898 0.00586477813433662 0.0169303972557265 0.0201394268009295 0.00265574858913356 0.000442624764855594 0.0102910257828926 0.0070819962376895 0.00232378001549187 0.00863118291468408 0.000442624764855594 0.00453690383976984 0.0117295562686732 0.00309837335398916 0.00962708863560916 0.00221312382427797 0.00398362288370034 0.00177049905942237 0.00188115525063627 0 0.00110656191213898 0 0 0.000221312382427797 0.00110656191213898 0.000110656191213898 0.00309837335398916 0.000442624764855594 0.016377116299657 0 0.00143853048578068 0.00199181144185017 0.000331968573641695 0.00254509239791966 0 0 0 0.000663937147283391 0 0 0 0.00243443620670577 0.000663937147283391 0.00110656191213898 0.000885249529711187 0.00509018479583933 0 0.000553280956069492 0 0.000885249529711187 0 0 0 0 0 0 0 0.000110656191213898 0.00254509239791966 0 0 0.000221312382427797 0 0 0 0.00199181144185017 0 0
"Z14019F" 0.121057873188005 0.00387296669248644 0.0721478366714618 0.0611928737412858 0.0396149164545756 0.0113975876950315 0.116410313157021 0.0282173287595441 0.168750691601195 0.00210246763306407 0.00586477813433662 0.0156025229611597 0.000221312382427797 0.00143853048578068 0.00110656191213898 0.0113975876950315 0.00121721810335288 0.0204713953745712 0.0864224853380547 0.00199181144185017 0.00354099811884475 0.000110656191213898 0.00276640478034746 0.0104016819741065 0 0.0260042049352661 0.00918446387075357 0.000885249529711187 0 0.0148279296226624 0.00497952860462543 0.00309837335398916 0 0.000442624764855594 0.0125041496071705 0.0285492973331858 0.000110656191213898 0.00331968573641695 0.00143853048578068 0.000995905720925086 0.000885249529711187 0.00243443620670577 0 0.000885249529711187 0.000553280956069492 0 0.00365165431005865 0 0.000442624764855594 0.000331968573641695 0.00962708863560916 0.00309837335398916 0.000331968573641695 0.000110656191213898 0 0.00387296669248644 0 0.00475821622219763 0.00442624764855594 0.00110656191213898 0 0 0.00343034192763085 0 0.0223525506252075 0 0 0.000110656191213898 0.000442624764855594 0.00829921434104238 0.000221312382427797 0.00365165431005865 0 0.00221312382427797 0.000553280956069492 0.00210246763306407 0 0.000110656191213898 0.000995905720925086 0.000110656191213898 0 0.0142746486665929 0.00586477813433662 0.000442624764855594 0 0.000885249529711187 0 0.00165984286820848 0 0.00210246763306407 0
"Z14020F" 0.13112758658847 0.129357087529047 0.107336505477481 0.0621887794622109 0.0267787982737634 0.0442624764855594 0.0928405444284608 0.0638486223304194 0.0531149717826712 0.00188115525063627 0.0122828372247427 0.0422706650437092 0.00542215336948102 0.00575412194312272 0.00154918667699458 0.00652871528162001 0.0131680867544539 0.00542215336948102 0.00121721810335288 0.0135000553280956 0.0070819962376895 0.000774593338497289 0.0389509793072922 0.000442624764855594 0.00331968573641695 0.0188115525063627 0.0167090848732987 0.00199181144185017 0.000110656191213898 0.0149385858138763 0.00232378001549187 0.00232378001549187 0.00387296669248644 0.000553280956069492 0.00354099811884475 0.00984840101803696 0.00254509239791966 0.00763527719375899 0.00177049905942237 0.00254509239791966 0.000995905720925086 0.00121721810335288 0 0.000221312382427797 0 0 0 0.000663937147283391 0.000110656191213898 0.00199181144185017 0 0.0169303972557265 0.000110656191213898 0.00221312382427797 0.00110656191213898 0.000774593338497289 0.00121721810335288 0 0.000331968573641695 0 0.000553280956069492 0 0 0.000221312382427797 0.00132787429456678 0.000221312382427797 0.000774593338497289 0.000110656191213898 0.00398362288370034 0.000110656191213898 0.000110656191213898 0 0.000553280956069492 0 0 0 0.000110656191213898 0 0 0 0.000553280956069492 0.00143853048578068 0 0 0.000110656191213898 0 0.000331968573641695 0 0.00165984286820848 0 0
"Z14021F" 0.148832577182693 0.0417173840876397 0.162443288702003 0.0553280956069492 0.0325329202168861 0.0187008963151488 0.0286599535243997 0.00398362288370034 0.0553280956069492 0.00154918667699458 0.0115082438862454 0.0401681974106451 0.0349673564235919 0.0136107115193095 0.00265574858913356 0.00276640478034746 0.0131680867544539 0.043598539338276 0.000110656191213898 0.0107336505477481 0.0188115525063627 0.000110656191213898 0.000110656191213898 0 0.0367378554830143 0.113201283611818 0.0188115525063627 0.00343034192763085 0 0.0102910257828926 0.00564346575190882 0.000885249529711187 0.00177049905942237 0.000774593338497289 0.00265574858913356 0.00276640478034746 0 0.0143853048578068 0.000331968573641695 0.000331968573641695 0.000553280956069492 0.00110656191213898 0 0 0 0.000331968573641695 0.000221312382427797 0 0.000110656191213898 0.00520084098705323 0.000110656191213898 0.00863118291468408 0 0.00409427907491424 0.00442624764855594 0.000774593338497289 0.000885249529711187 0 0.000221312382427797 0 0 0.0068606838552617 0 0 0.00531149717826712 0.000110656191213898 0.00243443620670576 0.000110656191213898 0.00409427907491424 0 0 0 0 0 0 0 0 0 0 0 0.000110656191213898 0 0 0.000221312382427797 0.000442624764855594 0.000221312382427797 0 0 0 0 0
