"Otu000001" "Otu000005" "Otu000007" "Otu000009" "Otu000010" "Otu000012" "Otu000017" "Otu000019" "Otu000020" "Otu000022" "Otu000023" "Otu000025" "Otu000040" "Otu000041" "Otu000044" "Otu000046" "Otu000048" "Otu000050" "Otu000058" "Otu000060" "Otu000066" "Otu000070" "Otu000071" "Otu000075" "Otu000077" "Otu000081" "Otu000093" "Otu000106" "Otu000117" "Otu000124" "Otu000136" "Otu000137" "Otu000161" "Otu000162" "Otu000176" "Otu000179" "Otu000195" "Otu000217" "Otu000227" "Otu000261" "Otu000262" "Otu000267" "Otu000282" "Otu000298" "Otu000304" "Otu000311" "Otu000320" "Otu000322" "Otu000328" "Otu000338" "Otu000347" "Otu000355" "Otu000363" "Otu000377" "Otu000385" "Otu000387" "Otu000399" "Otu000450" "Otu000459" "Otu000500" "Otu000506" "Otu000646" "Otu000663" "Otu000717" "Otu000746" "Otu000763" "Otu000785" "Otu000787" "Otu000793" "Otu000803" "Otu000810" "Otu000877" "Otu000931" "Otu001065" "Otu001097" "Otu001104" "Otu001118" "Otu001183" "Otu001201" "Otu001269" "Otu001276" "Otu001301" "Otu001311" "Otu001319" "Otu001643" "Otu001784" "Otu001802" "Otu001821" "Otu002159" "Otu002882" "Otu003259"
"Z14022F" 0.100143853048578 0.0411641031315702 0.143078455239571 0.0627420604182804 0.0383976983512228 0.0234591125373465 0.0267787982737634 0.00575412194312272 0.0676109328316919 0.00951643244439526 0.0169303972557265 0.0475821622219763 0.0224632068164214 0.00807790195861458 0.00464756003098373 0.00763527719375899 0.0193648334624322 0.0503485670023238 0.000995905720925086 0.0126148057983844 0.0211353325218546 0.00121721810335288 0.000221312382427797 0.000110656191213898 0.0372911364390838 0.106672568330198 0.016377116299657 0.00475821622219763 0 0.0125041496071705 0.00464756003098373 0.00564346575190882 0.00298771716277526 0.000663937147283391 0.00431559145734204 0.00188115525063627 0 0.010844306738962 0.000110656191213898 0.000221312382427797 0.00165984286820848 0.00121721810335288 0 0 0 0 0.000221312382427797 0.000221312382427797 0.00110656191213898 0.00409427907491424 0 0.01305743056324 0 0.00564346575190882 0.00365165431005865 0.000774593338497289 0.00165984286820848 0 0 0 0 0.00564346575190882 0 0 0.00431559145734204 0 0.00343034192763085 0.000221312382427797 0.0112869315038176 0 0.000553280956069492 0 0 0 0 0 0 0 0 0 0 0.000110656191213898 0 0 0.000221312382427797 0 0 0 0 0 0
"Z14023F" 0.121279185570433 0.00785658957618679 0.0973774482682306 0.02611486112648 0.0471395374571207 0.00265574858913356 0.0303197963926082 0.00863118291468408 0.126922651322341 0.000553280956069492 0.00154918667699458 0.00298771716277526 0.000221312382427797 0.000442624764855594 0.00110656191213898 0.0139426800929512 0.000663937147283391 0.00464756003098373 0.0310943897311055 0.000885249529711187 0.00276640478034746 0.00154918667699458 0.0671683080668363 0.000221312382427797 0 0.014163992475379 0.0188115525063627 0.00110656191213898 0 0.0070819962376895 0.000553280956069492 0.00221312382427797 0 0 0.000221312382427797 0.0263361735089078 0 0.00520084098705323 0 0.000331968573641695 0.00586477813433662 0.00818855814982848 0 0.000553280956069492 0.167090848732987 0 0.00885249529711187 0.000221312382427797 0.000331968573641695 0.00309837335398916 0.014163992475379 0.000885249529711187 0.00276640478034746 0 0 0.00398362288370034 0 0.0151598981963041 0.0194754896536461 0.0169303972557265 0 0 0.00763527719375899 0.00951643244439526 0.0123934934159566 0 0 0.000221312382427797 0.000110656191213898 0 0 0.00132787429456678 0 0.00309837335398916 0.00442624764855594 0.00453690383976984 0.000110656191213898 0 0.00376231050127255 0.000221312382427797 0 0.000663937147283391 0.00431559145734204 0.000221312382427797 0 0.00121721810335288 0.00110656191213898 0.00320902954520305 0 0.000110656191213898 0.000110656191213898
"Z14024F" 0.116963594113091 0.0214673010954963 0.12150049795286 0.0545535022684519 0.020692707756999 0.0156025229611597 0.0270001106561912 0.00520084098705323 0.0712625871417506 0.00497952860462543 0.0137213677105234 0.0395042602633617 0.0139426800929512 0.00763527719375899 0.0068606838552617 0.00575412194312272 0.0148279296226624 0.0441518202943455 0.00110656191213898 0.0151598981963041 0.0144959610490207 0.000885249529711187 0 0.000442624764855594 0.127143963704769 0.118844749363727 0.0173730220205821 0.00420493526612814 0 0.0116189000774593 0.00298771716277526 0.00177049905942237 0.00199181144185017 0.000885249529711187 0.00553280956069492 0.00431559145734204 0 0.0136107115193095 0.000885249529711187 0.000110656191213898 0.00121721810335288 0.00121721810335288 0.000110656191213898 0 0.000110656191213898 0 0 0.000221312382427797 0.000331968573641695 0.00453690383976984 0 0.0118402124598871 0 0.00210246763306407 0.00619674670797831 0.000995905720925086 0.00132787429456678 0 0.000221312382427797 0 0 0.00420493526612814 0.000110656191213898 0 0.00387296669248644 0 0.00387296669248644 0 0.00752462100254509 0 0.000221312382427797 0 0 0.000331968573641695 0.000110656191213898 0 0 0 0 0 0 0.000110656191213898 0 0.000110656191213898 0 0.000110656191213898 0 0 0 0 0
"Z14025F" 0.226623879606064 0.0491313488989709 0.25063627309948 0.0985946663715835 0.0129467743720261 0.0071926524289034 0.0308730773486777 0.00066393714728339 0.0542215336948102 0.0135000553280956 0.00597543432555051 0.0147172734314485 0.00298771716277526 0.0191435210800044 0.015270554387518 0.00066393714728339 0.0159344915348014 0.0265574858913356 0.000110656191213898 0.00509018479583933 0.00984840101803696 0.00973774482682306 0 0.000110656191213898 0.0113975876950315 0.0073033086201173 0.0177049905942237 0.00464756003098373 0.000110656191213898 0.00298771716277526 0.00188115525063627 0.00398362288370034 0.00143853048578068 0.00132787429456678 0.00199181144185017 0.00608609051676441 0.000221312382427797 0.000221312382427797 0 0 0.000221312382427797 0.00143853048578068 0 0 0 0.000221312382427797 0.000221312382427797 0.000774593338497289 0.000110656191213898 0.00542215336948102 0 0.00121721810335288 0 0.00752462100254509 0.000663937147283391 0 0.000995905720925086 0 0.000221312382427797 0 0 0.000774593338497289 0 0 0.0310943897311055 0.000663937147283391 0.000442624764855594 0 0.0135000553280956 0 0.000663937147283391 0 0 0 0 0 0 0.000221312382427797 0 0 0.000442624764855594 0.00110656191213898 0 0 0.000110656191213898 0 0 0 0 0 0.000110656191213898
"Z14026F" 0.231935376784331 0.0448157574416289 0.249972335952197 0.0826601748367821 0.0104016819741065 0.00785658957618679 0.0230164877724909 0.000110656191213898 0.0408321345579285 0.0248976430231271 0.00243443620670577 0.0120615248423149 0.000995905720925086 0.0198074582272878 0.0123934934159566 0.00066393714728339 0.0133893991368817 0.0211353325218546 0.000442624764855594 0.00343034192763085 0.0102910257828926 0.0451477260152706 0 0.000331968573641695 0.00874183910589798 0.00553280956069492 0.01305743056324 0.00376231050127255 0.000110656191213898 0.00486887241341153 0.00232378001549187 0.00453690383976984 0.00143853048578068 0.000663937147283391 0.00177049905942237 0.00475821622219763 0.000110656191213898 0.000110656191213898 0 0 0.000553280956069492 0.00132787429456678 0 0 0 0.000221312382427797 0.000663937147283391 0.000221312382427797 0.000774593338497289 0.0146066172402346 0 0.00143853048578068 0.000221312382427797 0.00652871528162001 0.00110656191213898 0.000331968573641695 0.00165984286820848 0 0 0 0 0.000663937147283391 0 0 0.0366271992918004 0.000442624764855594 0.000774593338497289 0.000110656191213898 0.0179263029766515 0 0.000553280956069492 0 0 0 0 0 0.000110656191213898 0 0 0 0.000774593338497289 0.00121721810335288 0 0 0.000110656191213898 0.000110656191213898 0 0 0 0 0.000110656191213898
"Z14027F" 0.127475932278411 0.000885249529711187 0.059864999446719 0.0622994356534248 0.0657297775810557 0.000663937147283391 0.186345026004205 0.248201836892774 0.0660617461546974 0.000331968573641695 0.000110656191213898 0.0255615801704105 0 0.000553280956069492 0.000663937147283391 0.00763527719375899 0 0.000221312382427797 0.0845413300874184 0.000110656191213898 0.000110656191213898 0 0.000774593338497289 0.00188115525063627 0.00177049905942237 0.00143853048578068 0.00365165431005865 0.000995905720925086 0 0.0144959610490207 0.000110656191213898 0.00221312382427797 0.000110656191213898 0.000110656191213898 0.000553280956069492 0.000995905720925086 0 0 0 0.000553280956069492 0.000221312382427797 0 0 0 0 0 0.00110656191213898 0.000442624764855594 0 0.0069713400464756 0.000110656191213898 0.000331968573641695 0 0 0.000221312382427797 0.000110656191213898 0.000110656191213898 0 0.000885249529711187 0.000663937147283391 0 0 0.00188115525063627 0 0.0115082438862454 0 0 0 0.000110656191213898 0.00121721810335288 0 0 0 0.000331968573641695 0 0.000442624764855594 0 0.000110656191213898 0.00232378001549187 0.000331968573641695 0 0 0.00232378001549187 0.000110656191213898 0 0 0.000221312382427797 0 0 0.000885249529711187 0
"Z14028F" 0.209029545203054 0.053336284165099 0.170853159234259 0.101139758769503 0.0224632068164214 0.0178156467854376 0.0887462653535465 0.00199181144185017 0.0390616354985061 0.00619674670797831 0.00840987053225628 0.0239017373022021 0.00154918667699458 0.0494633174726126 0.0116189000774593 0.00486887241341153 0.0109549629301759 0.0116189000774593 0.000774593338497289 0.00874183910589798 0.0157131791523736 0.0175943344030098 0 0.00365165431005865 0.00597543432555051 0.0120615248423149 0.00896315148832577 0.00276640478034746 0 0.00586477813433662 0.000995905720925086 0.00741396481133119 0.000221312382427797 0.000221312382427797 0.00829921434104238 0.0110656191213898 0.000110656191213898 0.00331968573641695 0 0 0.000442624764855594 0.000553280956069492 0 0 0 0.000110656191213898 0.000331968573641695 0.000663937147283391 0.000110656191213898 0.0067500276640478 0 0.00376231050127255 0 0.00774593338497289 0.000774593338497289 0 0.000995905720925086 0 0 0 0 0.000442624764855594 0 0 0.0139426800929512 0.000663937147283391 0.000331968573641695 0 0.0132787429456678 0 0.000221312382427797 0 0 0 0 0 0 0 0 0 0.000110656191213898 0.00143853048578068 0 0 0.000221312382427797 0.000110656191213898 0 0 0 0 0.000221312382427797
"Z14029F" 0.127365276087197 0.0510125041496072 0.129357087529047 0.0606395927852163 0.0257828925528383 0.0455903507801261 0.119729998893438 0.0334181697465973 0.083877392940135 0.00254509239791966 0.0107336505477481 0.04570100697134 0.0132787429456678 0.0338607945114529 0.00143853048578068 0.00597543432555051 0.0120615248423149 0.0246763306406993 0.000110656191213898 0.0135000553280956 0.00376231050127255 0.000331968573641695 0.00177049905942237 0.00354099811884475 0.00575412194312272 0.0136107115193095 0.0126148057983844 0.00453690383976984 0 0.00597543432555051 0.00276640478034746 0.00608609051676441 0.00409427907491424 0.00121721810335288 0.00143853048578068 0.0175943344030098 0.000331968573641695 0.00896315148832577 0.00154918667699458 0.00143853048578068 0.000995905720925086 0.000221312382427797 0 0.00143853048578068 0 0 0.000110656191213898 0.000442624764855594 0.000221312382427797 0.0070819962376895 0 0.020692707756999 0 0.000774593338497289 0.00232378001549187 0.000553280956069492 0.00619674670797831 0 0.000110656191213898 0 0.000553280956069492 0 0 0 0.00210246763306407 0.00331968573641695 0.00188115525063627 0 0.00774593338497289 0.000331968573641695 0 0 0 0 0 0 0.000331968573641695 0 0 0 0 0.00376231050127255 0.000221312382427797 0.000331968573641695 0 0 0 0 0.000110656191213898 0 0.000110656191213898
"Z14030F" 0.142303861901073 0.153590793404891 0.153148168640035 0.0621887794622109 0.0318689830696027 0.0474715060307624 0.066504370919553 0.0314263583047472 0.0452583822064845 0.00165984286820848 0.00442624764855594 0.0551067832245214 0.00542215336948102 0.0203607391833573 0.000885249529711187 0.00177049905942237 0.0167090848732987 0.0227951753900631 0 0.0181476153590793 0.00254509239791966 0 0.000221312382427797 0.00376231050127255 0.00298771716277526 0.00309837335398916 0.0129467743720261 0.00210246763306407 0.000331968573641695 0.00763527719375899 0.00221312382427797 0.00210246763306407 0.000995905720925086 0.000774593338497289 0.00177049905942237 0.0159344915348014 0.000221312382427797 0.00420493526612814 0.00154918667699458 0.000663937147283391 0.000110656191213898 0.000221312382427797 0 0.00188115525063627 0 0 0 0 0 0.00365165431005865 0 0.0161558039172292 0 0 0.000774593338497289 0 0.00343034192763085 0 0 0 0.000331968573641695 0 0 0 0.00199181144185017 0.0189222086975766 0.000221312382427797 0.000110656191213898 0.00177049905942237 0 0.000221312382427797 0 0.000221312382427797 0 0 0 0.000553280956069492 0 0 0 0.000331968573641695 0.000885249529711187 0 0.000995905720925086 0 0 0 0 0.000110656191213898 0 0
"Z14031F" 0.0863118291468408 0.000774593338497289 0.0734757109660285 0.0582051565785106 0.052340378444174 0.0104016819741065 0.149053889565121 0.0351886688060197 0.223304193869647 0.00165984286820848 0.0071926524289034 0.0109549629301759 0.000110656191213898 0.000331968573641695 0.00154918667699458 0.00486887241341153 0.000774593338497289 0.0104016819741065 0.0862011729556269 0.000110656191213898 0.00066393714728339 0 0.00110656191213898 0.00232378001549187 0.000221312382427797 0.0285492973331858 0.00586477813433662 0.00254509239791966 0 0.0244550182582715 0.00110656191213898 0.00165984286820848 0 0.000553280956069492 0.0111762753126037 0.0260042049352661 0.000221312382427797 0.00365165431005865 0.00165984286820848 0.000885249529711187 0.000442624764855594 0.00564346575190882 0 0.00287706097156136 0.000221312382427797 0 0.00398362288370034 0 0.000442624764855594 0.000663937147283391 0.00177049905942237 0.00276640478034746 0.000442624764855594 0 0 0.00343034192763085 0.000221312382427797 0.00453690383976984 0.00343034192763085 0.00143853048578068 0 0 0.00177049905942237 0 0.0139426800929512 0.000110656191213898 0 0 0.000110656191213898 0.00907380767953967 0 0.00110656191213898 0 0.00165984286820848 0.000995905720925086 0.00110656191213898 0.000221312382427797 0.000221312382427797 0.000663937147283391 0.000221312382427797 0 0.000995905720925086 0.0073033086201173 0 0 0.00154918667699458 0.000110656191213898 0.000442624764855594 0 0.000221312382427797 0
"Z14032F" 0.139316144738298 0.0948323558703109 0.173619564014607 0.0615248423149275 0.0464756003098373 0.0253402677879827 0.0990372911364391 0.0382870421600089 0.0440411641031316 0.00320902954520305 0.00232378001549187 0.0760208033639482 0.00254509239791966 0.0111762753126037 0.00066393714728339 0.00542215336948102 0.0149385858138763 0.0320902954520305 0 0.0139426800929512 0.00232378001549187 0.000442624764855594 0.000663937147283391 0.00453690383976984 0.00752462100254509 0.000553280956069492 0.0148279296226624 0.00254509239791966 0 0.00531149717826712 0.000442624764855594 0.00298771716277526 0.00177049905942237 0.00110656191213898 0.000995905720925086 0.0188115525063627 0.000331968573641695 0.00320902954520305 0.00121721810335288 0.000442624764855594 0.000110656191213898 0.000774593338497289 0 0.00132787429456678 0 0.000110656191213898 0 0.000221312382427797 0 0.00199181144185017 0 0.0172623658293682 0 0.000331968573641695 0.000221312382427797 0 0.00188115525063627 0 0 0 0 0 0 0 0.00132787429456678 0.0159344915348014 0 0.000774593338497289 0.000442624764855594 0 0 0 0.000442624764855594 0 0 0 0.000331968573641695 0 0 0.000110656191213898 0.000221312382427797 0.000331968573641695 0 0.000885249529711187 0.000110656191213898 0 0 0 0 0 0
"Z14033F" 0.163549850614142 0.204160672789643 0.158570322009516 0.0562133451366604 0.014163992475379 0.00829921434104238 0.00564346575190882 0 0.0428239459997787 0.00221312382427797 0.00497952860462543 0.0178156467854376 0.000553280956069492 0.0291025782892553 0.00586477813433662 0.000774593338497289 0.0741396481133119 0.0167090848732987 0.00542215336948102 0.0128361181808122 0.0278853601859024 0.00110656191213898 0.000110656191213898 0.000110656191213898 0.00309837335398916 0.0212459887130685 0.00475821622219763 0.0151598981963041 0 0.000774593338497289 0 0.00265574858913356 0.00132787429456678 0.000885249529711187 0.00398362288370034 0.00199181144185017 0 0.0161558039172292 0 0 0 0.00199181144185017 0.000110656191213898 0.000774593338497289 0 0.000331968573641695 0 0.000221312382427797 0.000221312382427797 0.0191435210800044 0 0.0066393714728339 0 0.000885249529711187 0.000110656191213898 0 0.000885249529711187 0 0.000331968573641695 0 0 0.000110656191213898 0.000110656191213898 0 0.0325329202168861 0 0.00188115525063627 0 0.00365165431005865 0 0.000110656191213898 0 0 0 0 0 0.000110656191213898 0 0 0 0.000221312382427797 0.00354099811884475 0 0 0 0 0.000221312382427797 0 0 0 0.000774593338497289
"Z14034F" 0.131570211353325 0.199402456567445 0.138762863782229 0.0662830585371252 0.0153812105787319 0.0117295562686732 0.00929512006196747 0 0.0524510346353879 0.00331968573641695 0.0069713400464756 0.0204713953745712 0.00143853048578068 0.0422706650437092 0.00608609051676441 0.00165984286820848 0.0632953413743499 0.0295452030541109 0.0069713400464756 0.0144959610490207 0.0285492973331858 0.000774593338497289 0 0.000331968573641695 0.00774593338497289 0.0331968573641695 0.00586477813433662 0.0125041496071705 0.000221312382427797 0.00199181144185017 0 0.00254509239791966 0.00343034192763085 0.00221312382427797 0.00320902954520305 0.00188115525063627 0 0.0191435210800044 0.000110656191213898 0 0.000110656191213898 0.000774593338497289 0.000221312382427797 0.000110656191213898 0 0.000442624764855594 0.000331968573641695 0.000221312382427797 0.000221312382427797 0.00409427907491424 0 0.0073033086201173 0 0.000442624764855594 0.000995905720925086 0.000442624764855594 0.000663937147283391 0 0 0 0 0.000663937147283391 0 0 0.024012393493416 0 0.00254509239791966 0 0.00575412194312272 0 0.000442624764855594 0 0 0 0 0 0.000663937147283391 0 0 0 0.000331968573641695 0.00331968573641695 0 0 0.000553280956069492 0 0 0 0.000110656191213898 0 0.000110656191213898
"Z14035F" 0.150271107668474 0.125041496071705 0.027221423038619 0.0448157574416289 0.117406218877946 0.0174836782117959 0.0236804249197743 0.00420493526612814 0.0495739736638265 0.00177049905942237 0.0252296115967688 0.0202500829921434 0.00132787429456678 0.0191435210800044 0.00630740289919221 0.00575412194312272 0.0196968020360739 0.000995905720925086 0.214119729998893 0.00154918667699458 0.0354099811884475 0.00232378001549187 0 0.00829921434104238 0.00497952860462543 0.0318689830696027 0.00442624764855594 0.00564346575190882 0.00121721810335288 0.00298771716277526 0 0.00354099811884475 0 0.000774593338497289 0.00431559145734204 0.00343034192763085 0 0.000553280956069492 0.000110656191213898 0 0.000553280956069492 0.000221312382427797 0.000553280956069492 0.000663937147283391 0 0 0 0 0.000110656191213898 0.00165984286820848 0 0.000774593338497289 0 0.00287706097156136 0.000110656191213898 0 0.000331968573641695 0 0.000663937147283391 0 0 0.000442624764855594 0 0 0.00354099811884475 0 0.000221312382427797 0.000553280956069492 0.000221312382427797 0 0 0 0 0 0 0 0 0 0 0 0 0.000221312382427797 0 0.000442624764855594 0.000110656191213898 0 0 0 0 0 0
"Z14036F" 0.107668474051123 0.213566449042824 0.117295562686732 0.0733650547748147 0.0149385858138763 0.010844306738962 0.00863118291468408 0 0.0600863118291468 0.00531149717826712 0.0101803695916787 0.0271107668474051 0.00165984286820848 0.0324222640256722 0.00752462100254509 0.00110656191213898 0.0545535022684519 0.0471395374571207 0.00298771716277526 0.00929512006196747 0.0233484563461326 0.00387296669248644 0 0.000110656191213898 0.00752462100254509 0.0287706097156136 0.0131680867544539 0.00907380767953967 0 0.00232378001549187 0 0.00586477813433662 0.00453690383976984 0.00265574858913356 0.00409427907491424 0.00398362288370034 0 0.0316476706871749 0.000221312382427797 0 0.000221312382427797 0.000221312382427797 0.000774593338497289 0 0 0 0 0.000663937147283391 0.000442624764855594 0.00398362288370034 0 0.00320902954520305 0 0.000774593338497289 0.000331968573641695 0.000663937147283391 0.000885249529711187 0 0 0 0 0.000442624764855594 0 0 0.0232378001549187 0 0.00420493526612814 0 0.00874183910589798 0 0.000221312382427797 0 0 0 0 0 0.000553280956069492 0 0 0 0.000110656191213898 0.00298771716277526 0 0 0 0.000331968573641695 0 0 0 0 0.000110656191213898
"Z14037F" 0.167422817306628 0.169303972557265 0.117959499834016 0.0521190660617462 0.0100697134004648 0.0420493526612814 0.00365165431005865 0 0.0383976983512228 0.0168197410645126 0.00475821622219763 0.0122828372247427 0.0327542325993139 0.0216886134779241 0.0165984286820848 0.00265574858913356 0.0234591125373465 0.0319796392608166 0 0.00420493526612814 0.0258935487440522 0.0154918667699458 0 0.000553280956069492 0.0143853048578068 0.0248976430231271 0.0230164877724909 0.00509018479583933 0 0.00531149717826712 0.000663937147283391 0.00177049905942237 0.00121721810335288 0.00453690383976984 0.00343034192763085 0.0109549629301759 0 0.00619674670797831 0.00154918667699458 0 0.00121721810335288 0.00110656191213898 0 0 0 0.00221312382427797 0.000331968573641695 0.000331968573641695 0.000553280956069492 0.00331968573641695 0 0.00763527719375899 0 0 0.00453690383976984 0.000110656191213898 0.00121721810335288 0 0.000110656191213898 0 0 0.00597543432555051 0 0 0.0295452030541109 0 0.00165984286820848 0 0.0253402677879827 0 0 0 0.000221312382427797 0 0 0 0 0 0 0 0.000110656191213898 0.000885249529711187 0 0 0.000442624764855594 0 0 0 0 0 0
"Z14038F" 0.177935155471949 0.171074471616687 0.103352882593781 0.062078123270997 0.010844306738962 0.0422706650437092 0.00431559145734204 0 0.0368485116742282 0.0104016819741065 0.00453690383976984 0.0101803695916787 0.0309837335398916 0.0273320792298329 0.0181476153590793 0.00210246763306407 0.015270554387518 0.0245656744494854 0 0.00365165431005865 0.0224632068164214 0.0111762753126037 0 0.000110656191213898 0.00874183910589797 0.0343034192763085 0.0199181144185017 0.0067500276640478 0.000110656191213898 0.00387296669248644 0.00143853048578068 0.00188115525063627 0.000442624764855594 0.00376231050127255 0.00464756003098373 0.00630740289919221 0.000221312382427797 0.00531149717826712 0.000663937147283391 0.000110656191213898 0.00143853048578068 0.000663937147283391 0 0 0 0.00243443620670577 0.000110656191213898 0.000553280956069492 0.00287706097156136 0.0275533916122607 0 0.00918446387075357 0 0 0.00398362288370034 0.000885249529711187 0.00188115525063627 0 0 0 0 0.00464756003098373 0 0 0.0264468297001217 0.000110656191213898 0.00143853048578068 0 0.0196968020360739 0 0.000221312382427797 0 0.000110656191213898 0 0 0 0 0.000110656191213898 0 0 0 0.000774593338497289 0 0 0.00575412194312272 0 0 0 0 0 0.000995905720925086
"Z14039F" 0.190107336505477 0.0351886688060197 0.0603076242115746 0.0829921434104238 0.0380657297775811 0.10844306738962 0.0738076795396702 0.0859798605731991 0.081664269115857 0.00376231050127255 0.0369591678654421 0.00840987053225628 0.00132787429456678 0.0182582715502932 0.00265574858913356 0.0148279296226624 0.00630740289919221 0.0068606838552617 0.010844306738962 0.00608609051676441 0.0122828372247427 0.00398362288370034 0.000110656191213898 0.0139426800929512 0.00121721810335288 0.010844306738962 0.0125041496071705 0.00165984286820848 0.000221312382427797 0.0154918667699458 0 0.00885249529711187 0.000110656191213898 0.000995905720925086 0.00586477813433662 0.00165984286820848 0 0.00531149717826712 0.000110656191213898 0.00254509239791966 0.00210246763306407 0.00597543432555051 0 0.000221312382427797 0 0.000110656191213898 0 0.000331968573641695 0.000331968573641695 0.00531149717826712 0.000110656191213898 0.00343034192763085 0 0 0 0.000221312382427797 0.00188115525063627 0 0.00132787429456678 0 0 0.000110656191213898 0 0 0.00221312382427797 0 0.000110656191213898 0 0.00210246763306407 0 0.000331968573641695 0 0 0 0.000110656191213898 0 0 0.000331968573641695 0 0 0.000110656191213898 0.000110656191213898 0 0 0.000774593338497289 0.00121721810335288 0.000331968573641695 0 0 0 0.000221312382427797
"Z14040F" 0.159344915348014 0.16576297443842 0.127918557043267 0.0534469403563129 0.0150492420050902 0.043598539338276 0.0161558039172292 0.000995905720925086 0.041385415513998 0.00553280956069492 0.00509018479583933 0.0171517096381543 0.034856700232378 0.0264468297001217 0.0157131791523736 0.000442624764855594 0.020692707756999 0.024012393493416 0.000442624764855594 0.00564346575190882 0.0322009516432444 0.00652871528162001 0 0.000221312382427797 0.0138320239017373 0.0286599535243997 0.0183689277415071 0.00420493526612814 0 0.00486887241341153 0.000995905720925086 0.00276640478034746 0.000774593338497289 0.00542215336948102 0.00309837335398916 0.0066393714728339 0.000331968573641695 0.0111762753126037 0.000995905720925086 0.000553280956069492 0.00165984286820848 0.00188115525063627 0.000221312382427797 0 0 0.000995905720925086 0.000110656191213898 0 0.00143853048578068 0.00486887241341153 0 0.0069713400464756 0 0 0.00265574858913356 0.00121721810335288 0.00210246763306407 0 0 0 0 0.00586477813433662 0 0 0.0244550182582715 0 0.00243443620670577 0 0.0210246763306407 0 0 0 0.000110656191213898 0 0 0 0 0 0 0 0.000110656191213898 0.000110656191213898 0 0 0.000221312382427797 0.000110656191213898 0 0 0.000110656191213898 0 0
"Z14041F" 0.182693371694146 0.0961602301648777 0.127697244660839 0.0317583268783888 0.0234591125373465 0.0748035852605953 0.0178156467854376 0.000663937147283391 0.0475821622219763 0.00265574858913356 0.00287706097156136 0.0242337058758438 0.00121721810335288 0.0232378001549187 0.0135000553280956 0.00343034192763085 0.0244550182582715 0.090406108221755 0.000885249529711187 0.0172623658293682 0.0556600641805909 0.00121721810335288 0 0.000221312382427797 0.00409427907491424 0.0422706650437092 0.014163992475379 0.00453690383976983 0.000110656191213898 0.00608609051676441 0.000774593338497289 0.00177049905942237 0.00298771716277526 0.00210246763306407 0.00973774482682306 0.00420493526612814 0.000442624764855594 0.0073033086201173 0.000110656191213898 0.000885249529711187 0.00331968573641695 0.000553280956069492 0.000110656191213898 0.000442624764855594 0 0 0.00387296669248644 0.000221312382427797 0.000110656191213898 0.00154918667699458 0 0.00564346575190882 0 0.000110656191213898 0.000221312382427797 0.000885249529711187 0.00254509239791966 0 0 0 0 0 0 0 0.00641805909040611 0.000110656191213898 0.00154918667699458 0 0.00520084098705323 0 0.000221312382427797 0 0.000110656191213898 0 0 0 0 0 0 0 0.000110656191213898 0.000885249529711187 0 0 0.000110656191213898 0 0 0 0.000221312382427797 0 0
"Z14042F" 0.118955405554941 0.115635719818524 0.134447272324887 0.0364058869093726 0.0258935487440522 0.101471727343145 0.0136107115193095 0 0.0451477260152706 0.00431559145734204 0.000885249529711187 0.0295452030541109 0.00132787429456678 0.0198074582272878 0.0148279296226624 0.00188115525063627 0.0380657297775811 0.0935044815757442 0.000110656191213898 0.0159344915348014 0.0454796945889123 0.000442624764855594 0.000110656191213898 0 0.00387296669248644 0.0416067278964258 0.0148279296226624 0.00619674670797831 0 0.0066393714728339 0.00066393714728339 0.00232378001549187 0.000995905720925086 0.00287706097156136 0.0115082438862454 0.00309837335398916 0.000331968573641695 0.00608609051676441 0.000331968573641695 0.000442624764855594 0.00132787429456678 0.000553280956069492 0 0.000553280956069492 0 0.000110656191213898 0.00343034192763085 0 0.000110656191213898 0.00188115525063627 0 0.0112869315038176 0 0.000774593338497289 0.000221312382427797 0.000663937147283391 0.00243443620670577 0 0 0 0 0.000221312382427797 0 0 0.00741396481133119 0.00110656191213898 0.00121721810335288 0 0.00409427907491424 0 0 0 0.000331968573641695 0 0 0.000110656191213898 0 0 0 0 0 0.00132787429456678 0 0 0 0 0 0 0.000774593338497289 0 0.000442624764855594
"Z14043F" 0.165099037291136 0.0224632068164214 0.0885249529711187 0.0504592231935377 0.0309837335398916 0.0630740289919221 0.123492309394711 0.0463649441186234 0.146398140975988 0.00387296669248644 0.00520084098705323 0.00796724576740069 0 0.0179263029766515 0.00298771716277526 0.0208033639482129 0.00309837335398916 0.00121721810335288 0.034856700232378 0.00741396481133119 0.00984840101803696 0.00154918667699458 0.000221312382427797 0.0143853048578068 0 0.0204713953745712 0.0253402677879827 0.00442624764855594 0.000110656191213898 0.0126148057983844 0.00110656191213898 0.0109549629301759 0 0.000331968573641695 0.00575412194312272 0.00243443620670577 0 0.0071926524289034 0.00132787429456678 0.00376231050127255 0.000885249529711187 0.0116189000774593 0 0.000774593338497289 0.000442624764855594 0.000331968573641695 0 0 0.000331968573641695 0.00387296669248644 0.000221312382427797 0.00121721810335288 0 0.00320902954520305 0.000110656191213898 0.000553280956069492 0.000442624764855594 0 0.00199181144185017 0.000110656191213898 0 0.000331968573641695 0 0.000110656191213898 0.00298771716277526 0 0 0 0 0.00232378001549187 0 0 0 0.000110656191213898 0.000110656191213898 0 0 0.000331968573641695 0 0 0 0 0.000774593338497289 0.000442624764855594 0 0.00221312382427797 0 0 0 0 0.000110656191213898
