"Otu000001" "Otu000007" "Otu000009" "Otu000012" "Otu000017" "Otu000019" "Otu000020" "Otu000022" "Otu000023" "Otu000025" "Otu000030" "Otu000041" "Otu000046" "Otu000056" "Otu000070" "Otu000075" "Otu000077" "Otu000082" "Otu000083" "Otu000093" "Otu000110" "Otu000136" "Otu000137" "Otu000142" "Otu000176" "Otu000215" "Otu000227" "Otu000231" "Otu000256" "Otu000262" "Otu000385" "Otu000387" "Otu000390" "Otu000441" "Otu000674" "Otu000775" "Otu001028" "Otu001677" "Otu002522"
"110S2F515" 0.372292103424179 0.136093640810622 0.0504891684136967 0.0358141160027953 0.101851851851852 0.0904961565338924 0.0387840670859539 0.0146750524109015 0.0010482180293501 0.0164220824598183 0.00244584206848358 0.000873515024458421 0.0174703004891684 0.0148497554157932 0.000349406009783368 0.0225366876310273 0.00489168413696716 0 0.000174703004891684 0.00419287211740042 0.0433263452131377 0.00174703004891684 0.00471698113207547 0.000174703004891684 0.00419287211740042 0.00296995108315863 0.000873515024458421 0.00856044723969252 0.003319357092942 0.000349406009783368 0 0.000174703004891684 0.000524109014675052 0.0010482180293501 0.000524109014675052 0.00139762403913347 0 0 0.000349406009783368
"110S2F715" 0.319881201956674 0.134521313766597 0.0328441649196366 0.0103074772886094 0.108665269042628 0.0644654088050314 0.00628930817610063 0.0566037735849057 0.0108315863032844 0.0225366876310273 0.0483927323549965 0.000349406009783368 0.003319357092942 0 0.00262054507337526 0.00471698113207547 0.0688329839273236 0 0.00157232704402516 0.0700559049615653 0.000349406009783368 0.00139762403913347 0.00559049615653389 0.00192173305380853 0.000698812019566737 0.00471698113207547 0.000174703004891684 0.00908455625436757 0.00471698113207547 0 0 0.000349406009783368 0.0010482180293501 0.00314465408805031 0 0 0 0 0
"110S2F915" 0.311495457721873 0.111635220125786 0.0368623340321454 0.0510132774283718 0.0396575821104123 0.0174703004891684 0.00209643605870021 0.0321453529000699 0 0.0103074772886094 0.0585255066387142 0.0246331236897275 0.00576519916142558 0 0.116526904262753 0.000174703004891684 0.0609713487071978 0 0.00873515024458421 0.0718029350104822 0.000873515024458421 0.00856044723969252 0.003319357092942 0.000524109014675052 0 0.00611460517120894 0 0.0010482180293501 0.00559049615653389 0.000349406009783368 0.00401816911250874 0 0.000349406009783368 0.00943396226415094 0 0 0 0 0
"Fa13.BD.MM110.DN.1" 0.218378756114605 0.151118099231307 0.0373864430468204 0.0103074772886094 0.0391334730957372 0.0160726764500349 0.0457721872816212 0.08298392732355 0.00192173305380853 0.0192173305380853 0.00419287211740042 0.00314465408805031 0.0179944095038435 0.231481481481481 0 0.00559049615653389 0 0.00262054507337526 0.0118798043326345 0.00279524807826695 0.0118798043326345 0.020440251572327 0.00786163522012579 0.000698812019566737 0.00541579315164221 0.000524109014675052 0.00139762403913347 0.0155485674353599 0.0239343116701607 0.00209643605870021 0 0 0.000349406009783368 0.00174703004891684 0 0.00506638714185884 0 0.0010482180293501 0
"Fa13.BD.MM110.SD.1" 0.34748427672956 0.207721872816212 0.0667365478686233 0.00262054507337526 0.102026554856744 0.00366876310272537 0.009958071278826 0.133298392732355 0 0.0324947589098532 0.0246331236897275 0.00227113906359189 0.0118798043326345 0.000349406009783368 0.0211390635918938 0.0010482180293501 0.00559049615653389 0 0.0043675751222921 0.00262054507337526 0.00419287211740042 0.00366876310272537 0.00209643605870021 0.000873515024458421 0.0010482180293501 0.000698812019566737 0.0010482180293501 0 0.00209643605870021 0.0010482180293501 0 0.000349406009783368 0.00122292103424179 0.00174703004891684 0 0 0 0 0
"Fa13.BD.MM110.SN.1" 0.301362683438155 0.236722571628232 0.0740740740740741 0.00314465408805031 0.110587002096436 0.00366876310272537 0.0162473794549266 0.124563242487771 0 0.040356394129979 0.0258560447239693 0.000873515024458421 0.0120545073375262 0 0.020440251572327 0.000524109014675052 0.00296995108315863 0 0.00576519916142558 0.00314465408805031 0.00471698113207547 0.00279524807826695 0.000524109014675052 0.00157232704402516 0.000873515024458421 0.000524109014675052 0 0 0.00349406009783368 0.000873515024458421 0.000524109014675052 0 0.000873515024458421 0.000873515024458421 0 0 0 0 0
"Fa13.BD.MM15.DN.1" 0.351851851851852 0.168937805730259 0.0772187281621244 0.006638714185884 0.109189378057303 0.0422781271837876 0.036512928022362 0.0932914046121593 0.000524109014675052 0.0347658979734451 0.0110062893081761 0.00506638714185884 0.0172955974842767 0.000174703004891684 0.00541579315164221 0.0076869322152341 0.000873515024458421 0.000524109014675052 0.00576519916142558 0.0010482180293501 0.00157232704402516 0.00227113906359189 0.00227113906359189 0.0010482180293501 0.000873515024458421 0.000524109014675052 0 0.0010482180293501 0.000873515024458421 0.00471698113207547 0 0.000174703004891684 0.00821104122990915 0.000174703004891684 0 0.000174703004891684 0 0 0
"Fa13.BD.MM15.SD.1" 0.31429070580014 0.256289308176101 0.0807127882599581 0.00489168413696716 0.0924178895877009 0.00576519916142558 0.0188679245283019 0.110587002096436 0.000174703004891684 0.0373864430468204 0.0131027253668763 0.00157232704402516 0.00943396226415094 0 0.0174703004891684 0.00122292103424179 0.0124039133473096 0.000174703004891684 0.00279524807826695 0.00314465408805031 0.00227113906359189 0.00122292103424179 0.00209643605870021 0.00139762403913347 0.000174703004891684 0.0010482180293501 0 0.000698812019566737 0.00244584206848358 0.00296995108315863 0 0 0.00244584206848358 0.000524109014675052 0 0 0 0 0
"Fa13.BD.MM15.SN.1" 0.323549965059399 0.261879804332635 0.0740740740740741 0.00296995108315863 0.0861285814116003 0.0103074772886094 0.0248078266946191 0.0922431865828092 0.000524109014675052 0.0380852550663871 0.0162473794549266 0.003319357092942 0.0129280223619846 0.000174703004891684 0.0158979734451433 0.00244584206848358 0.00611460517120894 0.000524109014675052 0.00506638714185884 0.00419287211740042 0.00296995108315863 0.00262054507337526 0.00174703004891684 0.000873515024458421 0.000174703004891684 0.00139762403913347 0 0.000873515024458421 0.00157232704402516 0.00244584206848358 0.000349406009783368 0 0.00209643605870021 0.00139762403913347 0 0 0 0 0
"M15S2F115" 0.53004891684137 0.107966457023061 0.0263801537386443 0.0267295597484277 0.0913696715583508 0.0515373864430468 0.0127533193570929 0.0221872816212439 0.000698812019566737 0.0167714884696017 0.0153738644304682 0.00873515024458421 0.00786163522012579 0.000174703004891684 0.0143256464011181 0.0296995108315863 0.0136268343815514 0 0.00314465408805031 0.00419287211740042 0.00192173305380853 0.00227113906359189 0.0010482180293501 0 0.000174703004891684 0.00209643605870021 0 0.000698812019566737 0.00157232704402516 0.000349406009783368 0.000698812019566737 0.000174703004891684 0.00471698113207547 0.000698812019566737 0 0 0 0 0
"M15S2F515" 0.327218728162124 0.219776380153739 0.0457721872816212 0.0162473794549266 0.127358490566038 0.0499650593990217 0.0295248078266946 0.0181691125087351 0.00366876310272537 0.070230607966457 0.00157232704402516 0.0125786163522013 0.00384346610761705 0.000349406009783368 0.000174703004891684 0.00454227812718379 0.0103074772886094 0 0.00349406009783368 0.0307477288609364 0.00349406009783368 0.000524109014675052 0.00471698113207547 0.000524109014675052 0.00524109014675052 0 0.000524109014675052 0.00279524807826695 0.00122292103424179 0.000349406009783368 0 0 0.00506638714185884 0 0 0 0 0 0
"M15S2F715" 0.477812718378756 0.137491264849755 0.0347658979734451 0.00890985324947589 0.0981830887491265 0.0457721872816212 0.00698812019566737 0.0305730258560447 0.00279524807826695 0.0394828791055206 0.0148497554157932 0.0010482180293501 0.00506638714185884 0.000349406009783368 0.000873515024458421 0.0221872816212439 0.0400069881201957 0.000174703004891684 0 0.0202655485674354 0.000873515024458421 0 0.00296995108315863 0.00209643605870021 0 0.000524109014675052 0.000174703004891684 0.00366876310272537 0.000174703004891684 0.000174703004891684 0 0 0.00174703004891684 0 0 0 0 0 0
"M15S2F815" 0.44916142557652 0.083508036338225 0.0559049615653389 0.0111809923130678 0.0571278825995807 0.0178197064989518 0.0146750524109015 0.0651642208245982 0.00244584206848358 0.0347658979734451 0.0478686233403215 0.00681341719077568 0.0103074772886094 0 0.0471698113207547 0.00506638714185884 0.0214884696016771 0.00139762403913347 0.00890985324947589 0.0314465408805031 0.00139762403913347 0 0.00366876310272537 0.000349406009783368 0.000349406009783368 0.00541579315164221 0 0.00157232704402516 0.0141509433962264 0 0 0 0.000174703004891684 0.000174703004891684 0 0 0.000524109014675052 0 0
"M15S2F915" 0.408805031446541 0.108315863032844 0.0307477288609364 0.0808874912648498 0.0508385744234801 0.0269042627533194 0.00244584206848358 0.0249825296995108 0.000349406009783368 0.0157232704402516 0.0700559049615653 0.0106568832983927 0.00296995108315863 0 0.0878756114605171 0.003319357092942 0.0136268343815514 0 0.0101327742837177 0.0169461914744934 0.000349406009783368 0.00314465408805031 0.00786163522012579 0.00227113906359189 0.000524109014675052 0.00279524807826695 0 0.000873515024458421 0.0124039133473096 0 0.000174703004891684 0 0.000873515024458421 0.00314465408805031 0 0 0 0 0
"M45D2F115" 0.477288609364081 0.10167714884696 0.0185185185185185 0.0319706498951782 0.0492662473794549 0.0511879804332635 0.0188679245283019 0.0372117400419287 0.00174703004891684 0.0111809923130678 0.0225366876310273 0.0162473794549266 0.0600978336827393 0.000349406009783368 0.0160726764500349 0.0424528301886792 0.0146750524109015 0 0.00296995108315863 0.00559049615653389 0.00279524807826695 0.00174703004891684 0.000524109014675052 0 0.000349406009783368 0.00314465408805031 0 0.00139762403913347 0.000698812019566737 0.00209643605870021 0 0.000174703004891684 0.00646401118099231 0.000174703004891684 0.000524109014675052 0 0 0 0
"M45D2F415" 0.445317959468903 0.224143955276031 0.0272536687631027 0.00943396226415094 0.0927672955974843 0.0658630328441649 0.0153738644304682 0.00908455625436757 0.000349406009783368 0.00838574423480084 0.00122292103424179 0 0.00279524807826695 0.0117051013277428 0 0.0340670859538784 0.0216631726065688 0 0.000174703004891684 0.00873515024458421 0.0118798043326345 0.000174703004891684 0.00139762403913347 0.000698812019566737 0.00174703004891684 0 0.000349406009783368 0.00244584206848358 0.000349406009783368 0.0010482180293501 0 0 0.000698812019566737 0 0.000349406009783368 0.000349406009783368 0 0 0.000174703004891684
"M45D2F515" 0.363382250174703 0.154786862334032 0.0496156533892383 0.0151991614255765 0.10167714884696 0.0373864430468204 0.0206149545772187 0.0340670859538784 0.000174703004891684 0.0324947589098532 0.000873515024458421 0.00122292103424179 0.0401816911250874 0.00524109014675052 0.000873515024458421 0.0262054507337526 0.020440251572327 0.000524109014675052 0.000873515024458421 0.0118798043326345 0.0714535290006988 0 0.00139762403913347 0 0.00192173305380853 0 0.000524109014675052 0.00349406009783368 0.00122292103424179 0.000698812019566737 0 0 0.000698812019566737 0.000174703004891684 0.000174703004891684 0.000349406009783368 0 0.000174703004891684 0
"M45D2F715" 0.370545073375262 0.140985324947589 0.0131027253668763 0.0312718378756115 0.0952131376659679 0.0445492662473795 0.0110062893081761 0.0393081761006289 0.000174703004891684 0.0111809923130678 0.00489168413696716 0 0.0162473794549266 0.00489168413696716 0.000174703004891684 0.0492662473794549 0.0870020964360587 0 0 0.056429070580014 0.000349406009783368 0 0.00716282320055905 0.00157232704402516 0.00419287211740042 0 0 0.00524109014675052 0.000174703004891684 0.00349406009783368 0 0 0.0010482180293501 0.000349406009783368 0.000174703004891684 0 0 0 0
"M45D2F815" 0.337700908455625 0.157058001397624 0.0197414395527603 0.0354647099930119 0.141858839972048 0.060272536687631 0.0176450034940601 0.0281271837875611 0.0010482180293501 0.0103074772886094 0.00559049615653389 0.000349406009783368 0.0179944095038435 0.00489168413696716 0.000524109014675052 0.0415793151642208 0.0386093640810622 0 0.0010482180293501 0.03319357092942 0.000873515024458421 0.000174703004891684 0.0120545073375262 0.00139762403913347 0.00786163522012579 0.00209643605870021 0.000349406009783368 0.013277428371768 0.00279524807826695 0.00296995108315863 0 0 0.000349406009783368 0.000524109014675052 0.00157232704402516 0.000174703004891684 0.000524109014675052 0 0
"M45D2F915" 0.371243885394829 0.152865129280224 0.0209643605870021 0.0202655485674354 0.0945143256464011 0.0856044723969252 0.0148497554157932 0.0349406009783368 0.000698812019566737 0.00978336827393431 0.00489168413696716 0.00419287211740042 0.0108315863032844 0.00489168413696716 0.00471698113207547 0.0662124388539483 0.0676100628930818 0 0.00209643605870021 0.0124039133473096 0.00227113906359189 0.000349406009783368 0.0010482180293501 0 0.00139762403913347 0.000698812019566737 0 0.000174703004891684 0.000524109014675052 0.00489168413696716 0 0 0.00174703004891684 0.000524109014675052 0.00262054507337526 0.000174703004891684 0 0 0
"M45S2F415" 0.399545772187282 0.187281621243885 0.0534591194968553 0.013801537386443 0.0932914046121593 0.0344164919636618 0.0267295597484277 0.0223619846261356 0.000174703004891684 0.013277428371768 0.000349406009783368 0.000174703004891684 0.0260307477288609 0.0113556953179595 0.000349406009783368 0.0207896575821104 0.0269042627533194 0.000174703004891684 0 0.0129280223619846 0.046470999301188 0.00122292103424179 0.00139762403913347 0 0.00174703004891684 0.000698812019566737 0.000349406009783368 0.00157232704402516 0 0.0010482180293501 0 0 0 0.000349406009783368 0.000349406009783368 0.000524109014675052 0 0 0.000873515024458421
"M45S2F515" 0.433962264150943 0.109713487071978 0.0653389238294899 0.0108315863032844 0.157756813417191 0.030398322851153 0.0328441649196366 0.0160726764500349 0.00122292103424179 0.0684835779175402 0.00192173305380853 0.00943396226415094 0.006638714185884 0.000698812019566737 0 0.0125786163522013 0.0118798043326345 0 0.00384346610761705 0.0139762403913347 0.0043675751222921 0.000524109014675052 0.000698812019566737 0.000349406009783368 0.00157232704402516 0 0.000349406009783368 0.0010482180293501 0.00157232704402516 0 0.000174703004891684 0 0.00174703004891684 0 0 0 0 0 0
"M45S2F715" 0.388714185883997 0.106044723969252 0.0281271837875611 0.0281271837875611 0.0966107617051013 0.0508385744234801 0.00559049615653389 0.0541579315164221 0.00209643605870021 0.0178197064989518 0.0485674353598882 0.00227113906359189 0.0124039133473096 0 0.00349406009783368 0.00908455625436757 0.0443745632424878 0.000174703004891684 0.000698812019566737 0.0607966457023061 0.000349406009783368 0 0.00576519916142558 0.00593990216631726 0.000349406009783368 0.0076869322152341 0 0.013277428371768 0.003319357092942 0 0 0.000349406009783368 0.00262054507337526 0.000349406009783368 0 0 0 0 0
"M45S2F815" 0.350454227812718 0.100454227812718 0.0621942697414396 0.0260307477288609 0.0791404612159329 0.0354647099930119 0.0192173305380853 0.0511879804332635 0.000698812019566737 0.0286512928022362 0.0585255066387142 0.00925925925925926 0.00454227812718379 0 0.0452480782669462 0.000873515024458421 0.0412299091544375 0.000524109014675052 0.00978336827393431 0.0317959468902865 0.000873515024458421 0.000873515024458421 0.00733752620545073 0.000174703004891684 0.00262054507337526 0.00611460517120894 0 0.00349406009783368 0.0202655485674354 0 0 0.000174703004891684 0.000174703004891684 0.000174703004891684 0 0 0.00244584206848358 0 0
"M45S2F915" 0.307127882599581 0.0992313067784766 0.0354647099930119 0.0646401118099231 0.0524109014675052 0.0267295597484277 0.00279524807826695 0.0387840670859539 0 0.0103074772886094 0.0777428371767994 0.0141509433962264 0.00978336827393431 0 0.119496855345912 0.00174703004891684 0.0433263452131377 0 0.0157232704402516 0.0396575821104123 0 0.00873515024458421 0.00524109014675052 0.00419287211740042 0.00174703004891684 0.003319357092942 0 0.000174703004891684 0.00611460517120894 0 0.00401816911250874 0 0.00122292103424179 0.00593990216631726 0 0 0.000174703004891684 0 0
"Sp13.BD.MM110.SD.1" 0.250698812019567 0.28843466107617 0.0511879804332635 0.0010482180293501 0.0770440251572327 0.0316212438853948 0.0178197064989518 0.150069881201957 0 0.01659678546471 0.000349406009783368 0.000873515024458421 0.0225366876310273 0.0414046121593291 0 0.0139762403913347 0.0129280223619846 0.000524109014675052 0 0.0124039133473096 0.000873515024458421 0.000174703004891684 0.000698812019566737 0 0.000349406009783368 0 0.00209643605870021 0.000873515024458421 0.000524109014675052 0.000873515024458421 0 0 0.000349406009783368 0.000349406009783368 0.00296995108315863 0 0 0.000349406009783368 0
"Sp13.BD.MM110.SN.1" 0.284591194968553 0.285988819007687 0.0440251572327044 0.000174703004891684 0.0618448637316562 0.0213137665967855 0.0157232704402516 0.151118099231307 0 0.0110062893081761 0.000524109014675052 0.000873515024458421 0.0324947589098533 0.0522361984626136 0.000349406009783368 0.0108315863032844 0.00419287211740042 0.000698812019566737 0 0.00978336827393431 0 0.000174703004891684 0.00122292103424179 0 0.00122292103424179 0 0.00262054507337526 0.00122292103424179 0.000174703004891684 0.000698812019566737 0 0 0.000698812019566737 0.000174703004891684 0.00296995108315863 0 0 0.0010482180293501 0
"Sp13.BD.MM15.DD.1" 0.250349406009783 0.374388539482879 0.0476939203354298 0 0.0400069881201957 0.0532844164919637 0.0359888190076869 0.079664570230608 0 0.0511879804332634 0.000174703004891684 0.00733752620545073 0.0120545073375262 0.00821104122990915 0 0.00384346610761705 0.00314465408805031 0 0.000349406009783368 0.00174703004891684 0.009958071278826 0.000174703004891684 0.000349406009783368 0.000349406009783368 0.00559049615653389 0 0.00314465408805031 0.00366876310272537 0.000698812019566737 0.00192173305380853 0 0 0.00419287211740042 0.000349406009783368 0.000174703004891684 0 0 0 0
"Sp13.BD.MM15.SD.1" 0.295248078266946 0.291404612159329 0.0745981830887491 0.000349406009783368 0.0480433263452131 0.0476939203354298 0.0286512928022362 0.0980083857442348 0 0.0599231306778477 0 0.00751222921034242 0.0106568832983927 0.00541579315164221 0 0.00506638714185884 0.00244584206848358 0.000174703004891684 0.000349406009783368 0.00419287211740042 0.00384346610761705 0 0.000873515024458421 0.00157232704402516 0.00506638714185884 0 0.00157232704402516 0.00122292103424179 0.000524109014675052 0.00157232704402516 0 0 0.00384346610761705 0 0 0 0 0.000174703004891684 0
"Sp13.BD.MM15.SN.1" 0.258211041229909 0.342243186582809 0.04979035639413 0.000349406009783368 0.0387840670859539 0.0794898672257163 0.0356394129979036 0.0754716981132075 0.000174703004891684 0.0483927323549965 0.000174703004891684 0.00541579315164221 0.010482180293501 0.00628930817610063 0 0.00646401118099231 0.00489168413696716 0 0.000873515024458421 0.00366876310272537 0.0118798043326345 0.000174703004891684 0.000174703004891684 0.000174703004891684 0.00960866526904263 0 0.00192173305380853 0.00262054507337526 0.000349406009783368 0.00227113906359189 0 0.000174703004891684 0.00384346610761705 0 0 0 0 0 0
"Su13.BD.MM110.DCMD.1" 0.209993011879804 0.0637665967854647 0.151991614255765 0.00646401118099231 0.112159329140461 0.0183438155136268 0.0501397624039133 0.0707547169811321 0.00122292103424179 0.0780922431865828 0.0773934311670161 0.0330188679245283 0.0253319357092942 0.003319357092942 0.00122292103424179 0.00227113906359189 0.000349406009783368 0.000873515024458421 0.0010482180293501 0.00419287211740042 0.00786163522012579 0.00751222921034242 0.0235849056603774 0.000524109014675052 0.00454227812718379 0.00349406009783368 0.00227113906359189 0.0248078266946191 0.0106568832983927 0.000524109014675052 0 0 0.00192173305380853 0 0 0 0 0.000349406009783368 0
"Su13.BD.MM110.DN.1" 0.288085255066387 0.125262054507338 0.0447239692522711 0.00960866526904263 0.100978336827393 0.0117051013277428 0.0541579315164221 0.0971348707197764 0.00279524807826695 0.0158979734451433 0.00296995108315863 0.00296995108315863 0.0200908455625437 0.0756464011180992 0.000524109014675052 0.00506638714185884 0.000349406009783368 0.00698812019566736 0.00209643605870021 0.00559049615653389 0.00646401118099231 0.0179944095038435 0.0235849056603774 0.00646401118099231 0.00419287211740042 0.00139762403913347 0.00262054507337526 0.0183438155136268 0.0269042627533194 0.00489168413696716 0 0 0.000698812019566737 0.00698812019566737 0 0.00244584206848358 0 0.0043675751222921 0
