"ntaxa" "mpd.obs" "mpd.rand.mean" "mpd.rand.sd" "mpd.obs.rank" "mpd.obs.z" "mpd.obs.p" "runs"
"Z14028F" 259 0.755216340726108 0.755761778984695 0.0050229655790556 457 -0.108588890368181 0.457 999
"Z14029F" 324 0.746466079960249 0.74722323886207 0.00444480463039764 441 -0.170346947679771 0.441 999
"Z14030F" 285 0.740898554484804 0.742042466784551 0.00438370122609165 421.5 -0.260946684262756 0.4215 999
"Z14031F" 376 0.696148935744681 0.699624184681419 0.00450778326390228 220 -0.770944105624474 0.22 999
"Z14032F" 253 0.748433081121777 0.74921547291127 0.00491738677050891 436 -0.159107230325157 0.436 999
"Z14033F" 325 0.758623223931624 0.758760601581258 0.00528040571206459 480 -0.0260164951569001 0.48 999
"Z14034F" 312 0.771152266468794 0.771109143226209 0.00508019829943378 510 0.00848849592926396 0.51 999
"Z14035F" 278 0.759368270004935 0.759972349674818 0.00532201337412764 463 -0.113505853408842 0.463 999
"Z14036F" 310 0.776676438667919 0.776020945813545 0.00527356980798146 539 0.124297748629817 0.539 999
"Z14037F" 322 0.78558253091078 0.784858907652646 0.00519258575227827 541 0.139357016456798 0.541 999
"Z14038F" 301 0.763830112956811 0.764139020779362 0.00517257584673919 477 -0.0597203079672491 0.477 999
"Z14039F" 307 0.756344346511677 0.757126650722597 0.00461853836560226 441 -0.169383503825735 0.441 999
"Z14040F" 327 0.762015992945723 0.762641486053322 0.00500195830337401 438 -0.125049644491647 0.438 999
"Z14041F" 324 0.770161187746054 0.769942805222759 0.00484533880688303 512 0.0450706404646924 0.512 999
"Z14042F" 328 0.766339709666592 0.766079798176449 0.00462588087250334 537 0.0561863777530409 0.537 999
"Z14043F" 344 0.718430277476439 0.720954785138213 0.00446601215081096 298 -0.565271113585195 0.298 999
"Z14044F" 322 0.768523797527138 0.768496576587036 0.00456121482397304 509 0.00596791450356836 0.509 999
"Z14045F" 274 0.762923292692709 0.76313565140553 0.00514823199876118 492 -0.0412488623030377 0.492 999
"Z14046F" 307 0.800062822166869 0.798692555445314 0.0051551917460032 602 0.265803250212321 0.602 999
"Z14047F" 346 0.689833262628801 0.694129325036019 0.00493228805187099 194 -0.871008011299709 0.194 999
"Z14048F" 282 0.774332372479241 0.77444587779976 0.00503241030425208 487 -0.0225548621152103 0.487 999
"Z14050F" 309 0.739693431681587 0.741175355088203 0.00444868128904109 374 -0.333115211077603 0.374 999
"Z14053F" 307 0.798289546741607 0.796809426186741 0.00490948496177879 617 0.301481839009277 0.617 999
"Z14057F" 344 0.741672107261509 0.743008135245388 0.00421677352831785 383 -0.316836551668494 0.383 999
"Z14059F" 344 0.760909738795851 0.761387163023421 0.0042548235639425 469 -0.11220776147243 0.469 999
"Z14061F" 327 0.773953477045459 0.773647828111784 0.00445436928450061 523 0.0686177804652505 0.523 999
"Z14063F" 364 0.761391091938365 0.761803750117841 0.00424823004275429 441 -0.0971364957460709 0.441 999
"Z15065F" 271 0.814905917179172 0.812071615157046 0.00588051093010126 682 0.481982272597727 0.682 999
"Z15067F" 275 0.822609694492369 0.819703922136868 0.00569306254813976 688 0.510405837092077 0.688 999
"Z15069F" 307 0.822497927231696 0.819780086350641 0.00521455053779145 699 0.521203287101683 0.699 999
"Z15071F" 342 0.792257268611411 0.791269812223089 0.00450586452334512 596.5 0.219149151779008 0.5965 999
"Z15073F" 262 0.80721838086046 0.805697124654706 0.00553754095029021 609 0.274716922079685 0.609 999
"Z15075F" 282 0.77587485752505 0.775446407993264 0.00544607940993148 526 0.0786711870203182 0.526 999
"Z15077F" 283 0.801793325313886 0.799980813526355 0.00557327631091177 620 0.325214772499705 0.62 999
"Z15079F" 259 0.819193953488372 0.816723988884877 0.00570683184020807 674.5 0.432808372956169 0.6745 999
"110D2F115_LNA" 34 0.757126470588235 0.756491658949502 0.0128712118880358 526 0.0493202694707656 0.526 999
"110D2F415_LNA" 36 0.769166507936508 0.768705165053943 0.0134609575783376 534 0.0342726644728153 0.534 999
"110D2F515_LNA" 36 0.73645553968254 0.736721344900456 0.0131868886394308 512 -0.0201567803584467 0.512 999
"110D2F715_LNA" 30 0.758285287356322 0.757494891190041 0.0135626968254364 528 0.058277212596747 0.528 999
"110D2F815_LNA" 37 0.756601771771772 0.756585523451379 0.012663122772346 532.5 0.00128312112932919 0.5325 999
"110D2F915_LNA" 34 0.763733172905526 0.76355563356583 0.0138719769755916 531 0.0127984165493216 0.531 999
"110M2F115_LNA" 34 0.710925614973262 0.713270851867911 0.0127351093618317 482.5 -0.184155222229784 0.4825 999
"110M2F415_LNA" 35 0.747148537815126 0.747248479336479 0.0135845530651776 485 -0.00735699738326131 0.485 999
"110M2F515_LNA" 38 0.740341991465149 0.740343341122061 0.0134054955186838 496.5 -0.000100679375087884 0.4965 999
"110M2F715_LNA" 33 0.742881590909091 0.742358380046713 0.0134423492283241 529.5 0.0389225762171876 0.5295 999
"110S2F115_LNA" 34 0.755396078431373 0.754382944691572 0.0129429911593165 538.5 0.078276630751704 0.5385 999
"110S2F415_LNA" 38 0.763806258890469 0.762889291467855 0.0126956170533602 524.5 0.0722270858329026 0.5245 999
"110S2F515_LNA" 35 0.696698521008403 0.699533126504656 0.0136922177251915 442.5 -0.207023109999 0.4425 999
"110S2F715_LNA" 34 0.789523458110517 0.787571077904999 0.0123654235458737 556 0.157890281580284 0.556 999
"110S2F915_LNA" 29 0.775835960591133 0.774832410094824 0.0117362490061847 556 0.085508623392392 0.556 999
"Fa13.BD.MLB.DN.1_LNA" 55 0.711820767676768 0.714568866994941 0.0105229931750396 418.5 -0.261151867388053 0.4185 999
"Fa13.BD.MLB.SN.1_LNA" 50 0.686024955102041 0.689934942518028 0.0106052983339483 379 -0.368682454077809 0.379 999
"Fa13.BD.MM110.DN.1_LNA" 35 0.749072168067227 0.748757840596899 0.012546961401428 513.5 0.0250520791664883 0.5135 999
"Fa13.BD.MM110.SD.1_LNA" 33 0.774306893939394 0.772961815830982 0.0111813363164007 556.5 0.120296722176086 0.5565 999
"Fa13.BD.MM110.SN.1_LNA" 27 0.725218803418803 0.726190114844189 0.0113091313275255 521.5 -0.0858873592723644 0.5215 999
"Fa13.BD.MM15.DN.1_LNA" 47 0.719303718778908 0.721626614662766 0.0106748028708056 439.5 -0.217605506347174 0.4395 999
"Fa13.BD.MM15.SD.1_LNA" 40 0.724395512820513 0.726102541079541 0.0119260273094409 477 -0.143134693115864 0.477 999
"Fa13.BD.MM15.SN.1_LNA" 45 0.710350666666667 0.712185744309967 0.0116158271073979 470 -0.15798079864077 0.47 999
"M15S2F115_LNA" 35 0.72034712605042 0.720729212641213 0.0115962584883912 524 -0.032949126752816 0.524 999
"M15S2F515_LNA" 45 0.711532505050505 0.71317447190625 0.0109158240584366 466 -0.150420787927198 0.466 999
"M15S2F715_LNA" 42 0.75472068524971 0.754008454668373 0.0112030946884227 547.5 0.0635744498412849 0.5475 999
"M15S2F815_LNA" 42 0.739664053426249 0.740283805559334 0.00959556668011015 491 -0.0645873405653205 0.491 999
"M15S2F915_LNA" 34 0.743981301247772 0.745422274770314 0.012350546041247 508 -0.116672859461414 0.508 999
"M45D2F115_LNA" 32 0.707291794354839 0.710172878220963 0.0135597839582628 462 -0.212472696835893 0.462 999
"M45D2F415_LNA" 36 0.708989174603175 0.711862068703624 0.0136590665776165 434 -0.210328728110715 0.434 999
"M45D2F515_LNA" 40 0.771144358974359 0.770080902274069 0.0121835401289849 532 0.0872863460891862 0.532 999
"M45D2F715_LNA" 36 0.740775761904762 0.741804076727521 0.0113459378435713 498.5 -0.0906328623457059 0.4985 999
"M45D2F815_LNA" 35 0.77706218487395 0.775833214996509 0.0125768696591368 550 0.0977166743989958 0.55 999
"M45D2F915_LNA" 35 0.704628840336134 0.70690865060018 0.011585229369698 497 -0.19678594107153 0.497 999
"M45S2F415_LNA" 32 0.681493004032258 0.684842725467403 0.0123017295450844 423.5 -0.272296787445086 0.4235 999
"M45S2F515_LNA" 39 0.740077516869096 0.740116404042369 0.0110353337025987 529.5 -0.00352387832766702 0.5295 999
"M45S2F715_LNA" 33 0.78228375 0.780030112423029 0.0137098001937942 550.5 0.164381504114914 0.5505 999
"M45S2F815_LNA" 39 0.767760863697706 0.766474474798685 0.0101416091856447 574 0.126842681025542 0.574 999
"M45S2F915_LNA" 31 0.75351647311828 0.754463699269162 0.011439849714505 501 -0.0828005764517192 0.501 999
"MBRE1F714_LNA" 61 0.744473289617486 0.745892981506096 0.0113143377033036 457 -0.125477241871204 0.457 999
"MBRE1F914_LNA" 61 0.724450983606557 0.726817084931926 0.00985926987355564 462.5 -0.239987479368567 0.4625 999
"MBRE1F715_LNA" 50 0.802418595918367 0.799902337341423 0.0113830620888912 591.5 0.22105287288206 0.5915 999
"MBRE2F515_LNA" 34 0.740899857397505 0.74147023090827 0.011773718365818 525.5 -0.0484446368635369 0.5255 999
"MBRE2F915_LNA" 52 0.733373069381599 0.733908051762169 0.0107510990487277 490 -0.0497607154529847 0.49 999
"MBRH1F714_LNA" 43 0.728436589147287 0.730016281996282 0.0108626564710688 485.5 -0.145424174390718 0.4855 999
"MBRH1F914_LNA" 51 0.699416360784314 0.703060113431078 0.0109230240982268 398 -0.33358460202939 0.398 999
"MBRH1F715_LNA" 51 0.732125662745098 0.733438382570806 0.0107343919683248 493 -0.122291027715554 0.493 999
"MBRH2F515_LNA" 26 0.661428307692308 0.663978523046123 0.0104558505720963 452.5 -0.243903194315075 0.4525 999
"MBRH2F915_LNA" 44 0.68862088794926 0.692364412636738 0.0114205819123509 376 -0.327787560757277 0.376 999
"MDPE1F514_LNA" 38 0.693352304409673 0.69555724297555 0.0100868356128801 477.5 -0.218595667709882 0.4775 999
"MDPE1F714_LNA" 60 0.721419203389831 0.723636705779226 0.00968146406552874 448.5 -0.229046182931206 0.4485 999
"MDPE1F914_LNA" 57 0.748869523809524 0.748871726739271 0.010383218438431 522 -0.000212162515881217 0.522 999
"MDPE1F715_LNA" 54 0.778876813417191 0.77742642816821 0.0124655707551557 536 0.116351290885 0.536 999
"MDPE2F515_LNA" 33 0.713360189393939 0.713809656740073 0.0151570520590296 480 -0.0296540082057899 0.48 999
"MDPE2F915_LNA" 50 0.709721510204082 0.71223011681886 0.0102146435000234 429 -0.24558924790398 0.429 999
"MDPH1F714_LNA" 53 0.720204586357039 0.722547461205763 0.0105316038067916 472 -0.222461354576687 0.472 999
"MDPH1F914_LNA" 46 0.703255053140097 0.705585616263607 0.0107823837794852 443 -0.216145443454179 0.443 999
"MDPH1F715_LNA" 56 0.728010220779221 0.730032844292344 0.010559797297751 465.5 -0.191539994196121 0.4655 999
"MDPH2F514_LNA" 31 0.662267956989247 0.666286349230951 0.0127197473376026 422 -0.315917614953306 0.422 999
"MDPH2F515_LNA" 33 0.676304242424242 0.680177599076349 0.0127200621339491 411 -0.304507683320892 0.411 999
"MDPH2F915_LNA" 38 0.730830241820768 0.732287239501237 0.0103788787947494 464.5 -0.140381028556336 0.4645 999
"MINE1F514_LNA" 40 0.704561217948718 0.707922624393624 0.0129311118519362 437 -0.259947209752357 0.437 999
"MINE1F714_LNA" 52 0.733134924585219 0.735142509107901 0.0107085080202783 445 -0.187475651965791 0.445 999
"MINE1F914_LNA" 62 0.747885436277102 0.748662629382423 0.00936874143312148 503.5 -0.0829559776912359 0.5035 999
"MINE1F715_LNA" 57 0.734791503759399 0.736257974791834 0.0105389472366828 464.5 -0.139147772495869 0.4645 999
"MINE2F515_LNA" 43 0.77231227021041 0.770555571340998 0.0140657694403107 553 0.124891771962188 0.553 999
"MINE2F915_LNA" 52 0.750297021116139 0.750730675139695 0.0113793129948321 502 -0.0381089810740718 0.502 999
"MINH1F514_LNA" 45 0.68168795959596 0.685199103325548 0.0105507100249692 429.5 -0.332787435279591 0.4295 999
"MINH1F714_LNA" 55 0.77676567003367 0.775889675048786 0.010734217205705 557.5 0.0816077193238009 0.5575 999
"MINH1F914_LNA" 56 0.711273064935065 0.714143320781821 0.0101533263409623 417.5 -0.282691184186224 0.4175 999
"MINH1F715_LNA" 54 0.744661893780573 0.745313462756957 0.0101571111991748 498.5 -0.0641490443106183 0.4985 999
"MINH2F515_LNA" 34 0.759762352941176 0.758523894821738 0.0141655758486989 534.5 0.0874273049444868 0.5345 999
"MINH2F915_LNA" 49 0.723886768707483 0.725629476193881 0.0108820222252463 463 -0.160145554780696 0.463 999
"MLBD2F115_LNA" 44 0.749640010570825 0.749501547488292 0.0127324198554549 508 0.0108748442248019 0.508 999
"MLBD2F415_LNA" 31 0.691843010752688 0.69446177949993 0.0128894315196882 472.5 -0.203171780170583 0.4725 999
"MLBD2F515_LNA" 37 0.727807687687688 0.728410551091632 0.0123566681202156 524 -0.048788508202964 0.524 999
"MLBD2F715_LNA" 53 0.703795732946299 0.707114142807539 0.0100499293753381 409 -0.330192356314777 0.409 999
"MLBD2F815_LNA" 60 0.739715621468927 0.740334714262285 0.00989745186055903 491 -0.0625507253867461 0.491 999
