Sample_fcm;Platform;Lake;Sample_16S;Season;Month;Year;Fraction;Site;Depth
M45D2-415-2_rep6.fcs;FACS;Michigan;M45D2F415;Spring;April;2015;Free;MM45;Deep
M45D2-515_rep4.fcs;FACS;Michigan;M45D2F515;Spring;May;2015;Free;MM45;Deep
M45D2-515_rep5.fcs;FACS;Michigan;M45D2F515;Spring;May;2015;Free;MM45;Deep
M45D2-515_rep6.fcs;FACS;Michigan;M45D2F515;Spring;May;2015;Free;MM45;Deep
M45D2-715-2_rep4.fcs;FACS;Michigan;M45D2F715;Summer;July;2015;Free;MM45;Deep
M45D2-715-2_rep5.fcs;FACS;Michigan;M45D2F715;Summer;July;2015;Free;MM45;Deep
M45D2-715-2_rep6.fcs;FACS;Michigan;M45D2F715;Summer;July;2015;Free;MM45;Deep
M45D2-815_rep4.fcs;FACS;Michigan;M45D2F815;Summer;August;2015;Free;MM45;Deep
M45D2-815_rep5.fcs;FACS;Michigan;M45D2F815;Summer;August;2015;Free;MM45;Deep
M45D2-815_rep6.fcs;FACS;Michigan;M45D2F815;Summer;August;2015;Free;MM45;Deep
M45D2-915-2_rep4.fcs;FACS;Michigan;M45D2F915;Fall;September;2015;Free;MM45;Deep
M45D2-915-2_rep5.fcs;FACS;Michigan;M45D2F915;Fall;September;2015;Free;MM45;Deep
M45D2-915-2_rep6.fcs;FACS;Michigan;M45D2F915;Fall;September;2015;Free;MM45;Deep
M45S1-115-1_rep4.fcs;FACS;Michigan;M45S1F115;Winter;Januari;2015;Free;MM45;Surface
M45S1-115-1_rep5.fcs;FACS;Michigan;M45S1F115;Winter;Januari;2015;Free;MM45;Surface
M45S1-115-1_rep6.fcs;FACS;Michigan;M45S1F115;Winter;Januari;2015;Free;MM45;Surface
M45S2-1015-2_rep4.fcs;FACS;Michigan;M45S2F1015;Fall;October;2015;Free;MM45;Surface
M45S2-1015-2_rep5.fcs;FACS;Michigan;M45S2F1015;Fall;October;2015;Free;MM45;Surface
M45S2-1015-2_rep6.fcs;FACS;Michigan;M45S2F1015;Fall;October;2015;Free;MM45;Surface
M45S2-415-2_rep4.fcs;FACS;Michigan;M45S2F415;Spring;April;2015;Free;MM45;Surface
M45S2-415-2_rep5.fcs;FACS;Michigan;M45S2F415;Spring;April;2015;Free;MM45;Surface
M45S2-415-2_rep6.fcs;FACS;Michigan;M45S2F415;Spring;April;2015;Free;MM45;Surface
M45S2-515-DMSO_rep4.fcs;FACS;Michigan;M45S2F515;Spring;May;2015;Free;MM45;Surface
M45S2-515-DMSO_rep5.fcs;FACS;Michigan;M45S2F515;Spring;May;2015;Free;MM45;Surface
M45S2-515-DMSO_rep6.fcs;FACS;Michigan;M45S2F515;Spring;May;2015;Free;MM45;Surface
M45S2-715-2_rep4.fcs;FACS;Michigan;M45S2F715;Summer;July;2015;Free;MM45;Surface
M45S2-715-2_rep5.fcs;FACS;Michigan;M45S2F715;Summer;July;2015;Free;MM45;Surface
M45S2-715-2_rep6.fcs;FACS;Michigan;M45S2F715;Summer;July;2015;Free;MM45;Surface
M45S2-815_rep4.fcs;FACS;Michigan;M45S2F815;Summer;August;2015;Free;MM45;Surface
M45S2-815_rep5.fcs;FACS;Michigan;M45S2F815;Summer;August;2015;Free;MM45;Surface
M45S2-815_rep6.fcs;FACS;Michigan;M45S2F815;Summer;August;2015;Free;MM45;Surface
M45S2-915-2_rep4.fcs;FACS;Michigan;M45S2F915;Fall;September;2015;Free;MM45;Surface
M45S2-915-2_rep5.fcs;FACS;Michigan;M45S2F915;Fall;September;2015;Free;MM45;Surface
M45S2-915-2_rep6.fcs;FACS;Michigan;M45S2F915;Fall;September;2015;Free;MM45;Surface
M15S1-415-2_rep4.fcs;FACS;Michigan;M15S1F415;Spring;April;2015;Free;MM15;Surface
M15S1-415-2_rep5.fcs;FACS;Michigan;M15S1F415;Spring;April;2015;Free;MM15;Surface
M15S1-415-2_rep6.fcs;FACS;Michigan;M15S1F415;Spring;April;2015;Free;MM15;Surface
M15S2-1015-2_rep4.fcs;FACS;Michigan;M15S2F1015;Fall;October;2015;Free;MM15;Surface
M15S2-1015-2_rep5.fcs;FACS;Michigan;M15S2F1015;Fall;October;2015;Free;MM15;Surface
M15S2-1015-2_rep6.fcs;FACS;Michigan;M15S2F1015;Fall;October;2015;Free;MM15;Surface
M15S2-115-2_rep4.fcs;FACS;Michigan;M15S2F115;Winter;Januari;2015;Free;MM15;Surface
M15S2-115-2_rep5.fcs;FACS;Michigan;M15S2F115;Winter;Januari;2015;Free;MM15;Surface
M15S2-115-2_rep6.fcs;FACS;Michigan;M15S2F115;Winter;Januari;2015;Free;MM15;Surface
M15S2-515-DMSO_rep4.fcs;FACS;Michigan;M15S2F515;Spring;May;2015;Free;MM15;Surface
M15S2-515-DMSO_rep5.fcs;FACS;Michigan;M15S2F515;Spring;May;2015;Free;MM15;Surface
M15S2-515-DMSO_rep6.fcs;FACS;Michigan;M15S2F515;Spring;May;2015;Free;MM15;Surface
M15S2-715-2_rep4.fcs;FACS;Michigan;M15S2F715;Summer;July;2015;Free;MM15;Surface
M15S2-715-2_rep5.fcs;FACS;Michigan;M15S2F715;Summer;July;2015;Free;MM15;Surface
M15S2-715-2_rep6.fcs;FACS;Michigan;M15S2F715;Summer;July;2015;Free;MM15;Surface
M15S2-815_rep4.fcs;FACS;Michigan;M15S2F815;Summer;August;2015;Free;MM15;Surface
M15S2-815_rep5.fcs;FACS;Michigan;M15S2F815;Summer;August;2015;Free;MM15;Surface
M15S2-815_rep6.fcs;FACS;Michigan;M15S2F815;Summer;August;2015;Free;MM15;Surface
M15S2-915-2_rep4.fcs;FACS;Michigan;M15S2F915;Fall;September;2015;Free;MM15;Surface
M15S2-915-2_rep5.fcs;FACS;Michigan;M15S2F915;Fall;September;2015;Free;MM15;Surface
M15S2-915-2_rep6.fcs;FACS;Michigan;M15S2F915;Fall;September;2015;Free;MM15;Surface
MLB-915-2_rep4.fcs;FACS;Michigan;MLBD2F915;Fall;September;2015;Free;MLB;Deep
MLB-915-2_rep5.fcs;FACS;Michigan;MLBD2F915;Fall;September;2015;Free;MLB;Deep
MLB-915-2_rep6.fcs;FACS;Michigan;MLBD2F915;Fall;September;2015;Free;MLB;Deep
MLBD2-1015-2_rep4.fcs;FACS;Michigan;MLBD2F1015;Fall;October;2015;Free;MLB;Deep
MLBD2-1015-2_rep5.fcs;FACS;Michigan;MLBD2F1015;Fall;October;2015;Free;MLB;Deep
MLBD2-1015-2_rep6.fcs;FACS;Michigan;MLBD2F1015;Fall;October;2015;Free;MLB;Deep
MLBD2-115-2_rep4.fcs;FACS;Michigan;MLBD2F115;Winter;Januari;2015;Free;MLB;Deep
MLBD2-115-2_rep5.fcs;FACS;Michigan;MLBD2F115;Winter;Januari;2015;Free;MLB;Deep
MLBD2-115-2_rep6.fcs;FACS;Michigan;MLBD2F115;Winter;Januari;2015;Free;MLB;Deep
MLBD2-415-2_rep4.fcs;FACS;Michigan;MLBD2F415;Spring;April;2015;Free;MLB;Deep
MLBD2-415-2_rep5.fcs;FACS;Michigan;MLBD2F415;Spring;April;2015;Free;MLB;Deep
MLBD2-415-2_rep6.fcs;FACS;Michigan;MLBD2F415;Spring;April;2015;Free;MLB;Deep
MLBD2-515-DMSO_rep4.fcs;FACS;Michigan;MLBD2F515;Spring;May;2015;Free;MLB;Deep
MLBD2-515-DMSO_rep5.fcs;FACS;Michigan;MLBD2F515;Spring;May;2015;Free;MLB;Deep
MLBD2-515-DMSO_rep6.fcs;FACS;Michigan;MLBD2F515;Spring;May;2015;Free;MLB;Deep
MLBD2-715-2_rep4.fcs;FACS;Michigan;MLBD2F715;Summer;July;2015;Free;MLB;Deep
MLBD2-715-2_rep5.fcs;FACS;Michigan;MLBD2F715;Summer;July;2015;Free;MLB;Deep
MLBD2-715-2_rep6.fcs;FACS;Michigan;MLBD2F715;Summer;July;2015;Free;MLB;Deep
MLBD2-815_rep4.fcs;FACS;Michigan;MLBD2F815;Summer;August;2015;Free;MLB;Deep
MLBD2-815_rep5.fcs;FACS;Michigan;MLBD2F815;Summer;August;2015;Free;MLB;Deep
MLBD2-815_rep6.fcs;FACS;Michigan;MLBD2F815;Summer;August;2015;Free;MLB;Deep
MLBS1-415-2_rep4.fcs;FACS;Michigan;MLBS1F415;Spring;April;2015;Free;MLB;Surface
MLBS1-415-2_rep5.fcs;FACS;Michigan;MLBS1F415;Spring;April;2015;Free;MLB;Surface
MLBS1-415-2_rep6.fcs;FACS;Michigan;MLBS1F415;Spring;April;2015;Free;MLB;Surface
MLBS2-1015-2_rep4.fcs;FACS;Michigan;MLBS2F1015;Fall;October;2015;Free;MLB;Surface
MLBS2-1015-2_rep5.fcs;FACS;Michigan;MLBS2F1015;Fall;October;2015;Free;MLB;Surface
MLBS2-1015-2_rep6.fcs;FACS;Michigan;MLBS2F1015;Fall;October;2015;Free;MLB;Surface
MLBS2-115-2_rep4.fcs;FACS;Michigan;MLBS2F115;Winter;Januari;2015;Free;MLB;Surface
MLBS2-115-2_rep5.fcs;FACS;Michigan;MLBS2F115;Winter;Januari;2015;Free;MLB;Surface
MLBS2-115-2_rep6.fcs;FACS;Michigan;MLBS2F115;Winter;Januari;2015;Free;MLB;Surface
MLBS2-515-DMSO_rep4.fcs;FACS;Michigan;MLBS2F515;Spring;May;2015;Free;MLB;Surface
MLBS2-515-DMSO_rep5.fcs;FACS;Michigan;MLBS2F515;Spring;May;2015;Free;MLB;Surface
MLBS2-515-DMSO_rep6.fcs;FACS;Michigan;MLBS2F515;Spring;May;2015;Free;MLB;Surface
MLBS2-715-2_rep4.fcs;FACS;Michigan;MLBS2F715;Summer;July;2015;Free;MLB;Surface
MLBS2-715-2_rep5.fcs;FACS;Michigan;MLBS2F715;Summer;July;2015;Free;MLB;Surface
MLBS2-715-2_rep6.fcs;FACS;Michigan;MLBS2F715;Summer;July;2015;Free;MLB;Surface
MLBS2-815_rep4.fcs;FACS;Michigan;MLBS2F815;Summer;August;2015;Free;MLB;Surface
MLBS2-815_rep5.fcs;FACS;Michigan;MLBS2F815;Summer;August;2015;Free;MLB;Surface
MLBS2-815_rep6.fcs;FACS;Michigan;MLBS2F815;Summer;August;2015;Free;MLB;Surface
MLBS2-915-2_rep4.fcs;FACS;Michigan;MLBS2F915;Fall;September;2015;Free;MLB;Surface
MLBS2-915-2_rep5.fcs;FACS;Michigan;MLBS2F915;Fall;September;2015;Free;MLB;Surface
MLBS2-915-2_rep6.fcs;FACS;Michigan;MLBS2F915;Fall;September;2015;Free;MLB;Surface
MBRE1-714_rep1.fcs;Accuri;Muskegon;MBRE1F714;Summer;July;2014;Free;MBR;Surface
MBRE1-714_rep2.fcs;Accuri;Muskegon;MBRE1F714;Summer;July;2014;Free;MBR;Surface
MBRE1-714_rep3.fcs;Accuri;Muskegon;MBRE1F714;Summer;July;2014;Free;MBR;Surface
MBRE1-715_rep1.fcs;Accuri;Muskegon;MBRE1F715;Summer;July;2015;Free;MBR;Surface
MBRE1-715_rep2.fcs;Accuri;Muskegon;MBRE1F715;Summer;July;2015;Free;MBR;Surface
MBRE1-715_rep3.fcs;Accuri;Muskegon;MBRE1F715;Summer;July;2015;Free;MBR;Surface
MBRE1-914_rep1.fcs;Accuri;Muskegon;MBRE1F914;Fall;September;2014;Free;MBR;Surface
MBRE1-914_rep2.fcs;Accuri;Muskegon;MBRE1F914;Fall;September;2014;Free;MBR;Surface
MBRE1-914_rep3.fcs;Accuri;Muskegon;MBRE1F914;Fall;September;2014;Free;MBR;Surface
MBRE2-515_rep1.fcs;Accuri;Muskegon;MBRE2F515;Spring;May;2015;Free;MBR;Surface
MBRE2-515_rep2.fcs;Accuri;Muskegon;MBRE2F515;Spring;May;2015;Free;MBR;Surface
MBRE2-515_rep3.fcs;Accuri;Muskegon;MBRE2F515;Spring;May;2015;Free;MBR;Surface
MBRE2-915_rep1.fcs;Accuri;Muskegon;MBRE2F915;Fall;September;2015;Free;MBR;Surface
MBRE2-915_rep2.fcs;Accuri;Muskegon;MBRE2F915;Fall;September;2015;Free;MBR;Surface
MBRE2-915_rep3.fcs;Accuri;Muskegon;MBRE2F915;Fall;September;2015;Free;MBR;Surface
MBRH1-714_rep1.fcs;Accuri;Muskegon;MBRH1F714;Summer;July;2014;Free;MBR;Deep
MBRH1-714_rep2.fcs;Accuri;Muskegon;MBRH1F714;Summer;July;2014;Free;MBR;Deep
MBRH1-714_rep3.fcs;Accuri;Muskegon;MBRH1F714;Summer;July;2014;Free;MBR;Deep
MBRH1-914_rep1.fcs;Accuri;Muskegon;MBRH1F914;Fall;September;2014;Free;MBR;Deep
MBRH1-914_rep2.fcs;Accuri;Muskegon;MBRH1F914;Fall;September;2014;Free;MBR;Deep
MBRH1-914_rep3.fcs;Accuri;Muskegon;MBRH1F914;Fall;September;2014;Free;MBR;Deep
MBRH2-515_rep1.fcs;Accuri;Muskegon;MBRH2F515;Spring;May;2015;Free;MBR;Deep
MBRH2-515_rep2.fcs;Accuri;Muskegon;MBRH2F515;Spring;May;2015;Free;MBR;Deep
MBRH2-515_rep3.fcs;Accuri;Muskegon;MBRH2F515;Spring;May;2015;Free;MBR;Deep
MBRH2-915_rep1.fcs;Accuri;Muskegon;MBRH2F915;Fall;September;2015;Free;MBR;Deep
MBRH2-915_rep2.fcs;Accuri;Muskegon;MBRH2F915;Fall;September;2015;Free;MBR;Deep
MBRH2-915_rep3.fcs;Accuri;Muskegon;MBRH2F915;Fall;September;2015;Free;MBR;Deep
MDPE1-714_rep1.fcs;Accuri;Muskegon;MDPE1F714;Summer;July;2014;Free;MDP;Surface
MDPE1-714_rep2.fcs;Accuri;Muskegon;MDPE1F714;Summer;July;2014;Free;MDP;Surface
MDPE1-714_rep3.fcs;Accuri;Muskegon;MDPE1F714;Summer;July;2014;Free;MDP;Surface
MDPE1-715_rep1.fcs;Accuri;Muskegon;MDPE1F715;Summer;July;2015;Free;MDP;Surface
MDPE1-715_rep2.fcs;Accuri;Muskegon;MDPE1F715;Summer;July;2015;Free;MDP;Surface
MDPE1-715_rep3.fcs;Accuri;Muskegon;MDPE1F715;Summer;July;2015;Free;MDP;Surface
MDPE1-914_rep1.fcs;Accuri;Muskegon;MDPE1F914;Fall;September;2014;Free;MDP;Surface
MDPE1-914_rep2.fcs;Accuri;Muskegon;MDPE1F914;Fall;September;2014;Free;MDP;Surface
MDPE1-914_rep3.fcs;Accuri;Muskegon;MDPE1F914;Fall;September;2014;Free;MDP;Surface
MDPE2-515_rep1.fcs;Accuri;Muskegon;MDPE2F515;Spring;May;2015;Free;MDP;Surface
MDPE2-515_rep2.fcs;Accuri;Muskegon;MDPE2F515;Spring;May;2015;Free;MDP;Surface
MDPE2-515_rep3.fcs;Accuri;Muskegon;MDPE2F515;Spring;May;2015;Free;MDP;Surface
MDPE2-915_rep1.fcs;Accuri;Muskegon;MDPE2F915;Fall;September;2015;Free;MDP;Surface
MDPE2-915_rep2.fcs;Accuri;Muskegon;MDPE2F915;Fall;September;2015;Free;MDP;Surface
MDPE2-915_rep3.fcs;Accuri;Muskegon;MDPE2F915;Fall;September;2015;Free;MDP;Surface
MDPH1-714_rep1.fcs;Accuri;Muskegon;MDPH1F714;Summer;July;2014;Free;MDP;Deep
MDPH1-714_rep2.fcs;Accuri;Muskegon;MDPH1F714;Summer;July;2014;Free;MDP;Deep
MDPH1-714_rep3.fcs;Accuri;Muskegon;MDPH1F714;Summer;July;2014;Free;MDP;Deep
MDPH1-715_rep1.fcs;Accuri;Muskegon;MDPH1F715;Summer;July;2015;Free;MDP;Deep
MDPH1-715_rep2.fcs;Accuri;Muskegon;MDPH1F715;Summer;July;2015;Free;MDP;Deep
MDPH1-715_rep3.fcs;Accuri;Muskegon;MDPH1F715;Summer;July;2015;Free;MDP;Deep
MDPH1-914_rep1.fcs;Accuri;Muskegon;MDPH1F914;Fall;September;2014;Free;MDP;Deep
MDPH1-914_rep2.fcs;Accuri;Muskegon;MDPH1F914;Fall;September;2014;Free;MDP;Deep
MDPH1-914_rep3.fcs;Accuri;Muskegon;MDPH1F914;Fall;September;2014;Free;MDP;Deep
MDPH2-515_rep1.fcs;Accuri;Muskegon;MDPH2F515;Spring;May;2015;Free;MDP;Deep
MDPH2-515_rep2.fcs;Accuri;Muskegon;MDPH2F515;Spring;May;2015;Free;MDP;Deep
MDPH2-515_rep3.fcs;Accuri;Muskegon;MDPH2F515;Spring;May;2015;Free;MDP;Deep
MDPH2-915_rep1.fcs;Accuri;Muskegon;MDPH2F915;Fall;September;2015;Free;MDP;Deep
MDPH2-915_rep2.fcs;Accuri;Muskegon;MDPH2F915;Fall;September;2015;Free;MDP;Deep
MDPH2-915_rep3.fcs;Accuri;Muskegon;MDPH2F915;Fall;September;2015;Free;MDP;Deep
MINE1-714_rep1.fcs;Accuri;Muskegon;MINE1F714;Summer;July;2014;Free;MIN;Surface
MINE1-714_rep2.fcs;Accuri;Muskegon;MINE1F714;Summer;July;2014;Free;MIN;Surface
MINE1-714_rep3.fcs;Accuri;Muskegon;MINE1F714;Summer;July;2014;Free;MIN;Surface
MINE1-715_rep1.fcs;Accuri;Muskegon;MINE1F715;Summer;July;2015;Free;MIN;Surface
MINE1-715_rep2.fcs;Accuri;Muskegon;MINE1F715;Summer;July;2015;Free;MIN;Surface
MINE1-715_rep3.fcs;Accuri;Muskegon;MINE1F715;Summer;July;2015;Free;MIN;Surface
MINE1-914_rep1.fcs;Accuri;Muskegon;MINE1F914;Fall;September;2014;Free;MIN;Surface
MINE1-914_rep2.fcs;Accuri;Muskegon;MINE1F914;Fall;September;2014;Free;MIN;Surface
MINE1-914_rep3.fcs;Accuri;Muskegon;MINE1F914;Fall;September;2014;Free;MIN;Surface
MINE2-515_rep1.fcs;Accuri;Muskegon;MINE2F515;Spring;May;2015;Free;MIN;Surface
MINE2-515_rep2.fcs;Accuri;Muskegon;MINE2F515;Spring;May;2015;Free;MIN;Surface
MINE2-515_rep3.fcs;Accuri;Muskegon;MINE2F515;Spring;May;2015;Free;MIN;Surface
MINE2-915_rep1.fcs;Accuri;Muskegon;MINE2F915;Fall;September;2015;Free;MIN;Surface
MINE2-915_rep2.fcs;Accuri;Muskegon;MINE2F915;Fall;September;2015;Free;MIN;Surface
MINE2-915_rep3.fcs;Accuri;Muskegon;MINE2F915;Fall;September;2015;Free;MIN;Surface
MINH1-714_rep1.fcs;Accuri;Muskegon;MINH1F714;Summer;July;2014;Free;MIN;Deep
MINH1-714_rep2.fcs;Accuri;Muskegon;MINH1F714;Summer;July;2014;Free;MIN;Deep
MINH1-714_rep3.fcs;Accuri;Muskegon;MINH1F714;Summer;July;2014;Free;MIN;Deep
MINH1-715_rep1.fcs;Accuri;Muskegon;MINH1F715;Summer;July;2015;Free;MIN;Deep
MINH1-715_rep2.fcs;Accuri;Muskegon;MINH1F715;Summer;July;2015;Free;MIN;Deep
MINH1-715_rep3.fcs;Accuri;Muskegon;MINH1F715;Summer;July;2015;Free;MIN;Deep
MINH1-914_rep1.fcs;Accuri;Muskegon;MINH1F914;Fall;September;2014;Free;MIN;Deep
MINH1-914_rep2.fcs;Accuri;Muskegon;MINH1F914;Fall;September;2014;Free;MIN;Deep
MINH1-914_rep3.fcs;Accuri;Muskegon;MINH1F914;Fall;September;2014;Free;MIN;Deep
MINH2-515_rep1.fcs;Accuri;Muskegon;MINH2F515;Spring;May;2015;Free;MIN;Deep
MINH2-515_rep2.fcs;Accuri;Muskegon;MINH2F515;Spring;May;2015;Free;MIN;Deep
MINH2-515_rep3.fcs;Accuri;Muskegon;MINH2F515;Spring;May;2015;Free;MIN;Deep
MINH2-915_rep1.fcs;Accuri;Muskegon;MINH2F915;Fall;September;2015;Free;MIN;Deep
MINH2-915_rep2.fcs;Accuri;Muskegon;MINH2F915;Fall;September;2015;Free;MIN;Deep
MINH2-915_rep3.fcs;Accuri;Muskegon;MINH2F915;Fall;September;2015;Free;MIN;Deep
MOTE1-714_rep1.fcs;Accuri;Muskegon;MOTE1F714;Summer;July;2014;Free;MOT;Surface
MOTE1-714_rep2.fcs;Accuri;Muskegon;MOTE1F714;Summer;July;2014;Free;MOT;Surface
MOTE1-714_rep3.fcs;Accuri;Muskegon;MOTE1F714;Summer;July;2014;Free;MOT;Surface
MOTE1-715_rep1.fcs;Accuri;Muskegon;MOTE1F715;Summer;July;2015;Free;MOT;Surface
MOTE1-715_rep2.fcs;Accuri;Muskegon;MOTE1F715;Summer;July;2015;Free;MOT;Surface
MOTE1-715_rep3.fcs;Accuri;Muskegon;MOTE1F715;Summer;July;2015;Free;MOT;Surface
MOTE1-914_rep1.fcs;Accuri;Muskegon;MOTE1F914;Fall;September;2014;Free;MOT;Surface
MOTE1-914_rep2.fcs;Accuri;Muskegon;MOTE1F914;Fall;September;2014;Free;MOT;Surface
MOTE1-914_rep3.fcs;Accuri;Muskegon;MOTE1F914;Fall;September;2014;Free;MOT;Surface
MOTE2-515_rep1.fcs;Accuri;Muskegon;MOTE2F515;Spring;May;2015;Free;MOT;Surface
MOTE2-515_rep2.fcs;Accuri;Muskegon;MOTE2F515;Spring;May;2015;Free;MOT;Surface
MOTE2-515_rep3.fcs;Accuri;Muskegon;MOTE2F515;Spring;May;2015;Free;MOT;Surface
MOTE2-915_rep1.fcs;Accuri;Muskegon;MOTE2F915;Fall;September;2015;Free;MOT;Surface
MOTE2-915_rep2.fcs;Accuri;Muskegon;MOTE2F915;Fall;September;2015;Free;MOT;Surface
MOTE2-915_rep3.fcs;Accuri;Muskegon;MOTE2F915;Fall;September;2015;Free;MOT;Surface
MOTH-915_rep1.fcs;Accuri;Muskegon;MOTH1F915;Fall;September;2015;Free;MOT;Deep
MOTH-915_rep2.fcs;Accuri;Muskegon;MOTH1F915;Fall;September;2015;Free;MOT;Deep
MOTH-915_rep3.fcs;Accuri;Muskegon;MOTH1F915;Fall;September;2015;Free;MOT;Deep
MOTH1-714_rep1.fcs;Accuri;Muskegon;MOTH1F714;Summer;July;2014;Free;MOT;Deep
MOTH1-714_rep2.fcs;Accuri;Muskegon;MOTH1F714;Summer;July;2014;Free;MOT;Deep
MOTH1-714_rep3.fcs;Accuri;Muskegon;MOTH1F714;Summer;July;2014;Free;MOT;Deep
MOTH1-715_rep1.fcs;Accuri;Muskegon;MOTH1F715;Summer;July;2015;Free;MOT;Deep
MOTH1-715_rep2.fcs;Accuri;Muskegon;MOTH1F715;Summer;July;2015;Free;MOT;Deep
MOTH1-715_rep3.fcs;Accuri;Muskegon;MOTH1F715;Summer;July;2015;Free;MOT;Deep
MOTH1-914_rep1.fcs;Accuri;Muskegon;MOTH1F914;Fall;September;2014;Free;MOT;Deep
MOTH1-914_rep2.fcs;Accuri;Muskegon;MOTH1F914;Fall;September;2014;Free;MOT;Deep
MOTH1-914_rep3.fcs;Accuri;Muskegon;MOTH1F914;Fall;September;2014;Free;MOT;Deep
MOTH2-515_rep1.fcs;Accuri;Muskegon;MOTH2F515;Spring;May;2015;Free;MOT;Deep
MOTH2-515_rep2.fcs;Accuri;Muskegon;MOTH2F515;Spring;May;2015;Free;MOT;Deep
MOTH2-515_rep3.fcs;Accuri;Muskegon;MOTH2F515;Spring;May;2015;Free;MOT;Deep
MRBH1-715_rep1.fcs;Accuri;Muskegon;MBRH1F715;Summer;July;2015;Free;MBR;Deep
MRBH1-715_rep2.fcs;Accuri;Muskegon;MBRH1F715;Summer;July;2015;Free;MBR;Deep
MRBH1-715_rep3.fcs;Accuri;Muskegon;MBRH1F715;Summer;July;2015;Free;MBR;Deep
MUSDEPE1-epi-deep-514_rep1.fcs;Accuri;Muskegon;MDPE1F514;Spring;May;2014;Free;MDP;Surface
MUSDEPE1-epi-deep-514_rep2.fcs;Accuri;Muskegon;MDPE1F514;Spring;May;2014;Free;MDP;Surface
MUSDEPE1-epi-deep-514_rep3.fcs;Accuri;Muskegon;MDPE1F514;Spring;May;2014;Free;MDP;Surface
MUSDEPH-hypo-deep-514_rep1.fcs;Accuri;Muskegon;MDPH2F514;Spring;May;2014;Free;MDP;Deep
MUSDEPH-hypo-deep-514_rep2.fcs;Accuri;Muskegon;MDPH2F514;Spring;May;2014;Free;MDP;Deep
MUSDEPH-hypo-deep-514_rep3.fcs;Accuri;Muskegon;MDPH2F514;Spring;May;2014;Free;MDP;Deep
MUSINLE1-epi-inlet-514_rep1.fcs;Accuri;Muskegon;MINE1F514;Spring;May;2014;Free;MIN;Surface
MUSINLE1-epi-inlet-514_rep2.fcs;Accuri;Muskegon;MINE1F514;Spring;May;2014;Free;MIN;Surface
MUSINLE1-epi-inlet-514_rep3.fcs;Accuri;Muskegon;MINE1F514;Spring;May;2014;Free;MIN;Surface
MUSINLH1-hypo-inlet-514_rep1.fcs;Accuri;Muskegon;MINH1F514;Spring;May;2014;Free;MIN;Deep
MUSINLH1-hypo-inlet-514_rep2.fcs;Accuri;Muskegon;MINH1F514;Spring;May;2014;Free;MIN;Deep
MUSINLH1-hypo-inlet-514_rep3.fcs;Accuri;Muskegon;MINH1F514;Spring;May;2014;Free;MIN;Deep
MUSOUTE1-epi-outlet-514_rep1.fcs;Accuri;Muskegon;MOTE1F514;Spring;May;2014;Free;MOT;Surface
MUSOUTE1-epi-outlet-514_rep2.fcs;Accuri;Muskegon;MOTE1F514;Spring;May;2014;Free;MOT;Surface
MUSOUTE1-epi-outlet-514_rep3.fcs;Accuri;Muskegon;MOTE1F514;Spring;May;2014;Free;MOT;Surface
MUSOUTH-hypo-outlet-514_rep1.fcs;Accuri;Muskegon;MOTH2F514;Spring;May;2014;Free;MOT;Deep
MUSOUTH-hypo-outlet-514_rep2.fcs;Accuri;Muskegon;MOTH2F514;Spring;May;2014;Free;MOT;Deep
MUSOUTH-hypo-outlet-514_rep3.fcs;Accuri;Muskegon;MOTH2F514;Spring;May;2014;Free;MOT;Deep
MBRE1-714_rep4.fcs;FACS;Muskegon;MBRE1F714;Summer;July;2014;Free;MBR;Surface
MBRE1-714_rep5.fcs;FACS;Muskegon;MBRE1F714;Summer;July;2014;Free;MBR;Surface
MBRE1-714_rep6.fcs;FACS;Muskegon;MBRE1F714;Summer;July;2014;Free;MBR;Surface
MBRE1-715_rep4.fcs;FACS;Muskegon;MBRE1F715;Summer;July;2015;Free;MBR;Surface
MBRE1-715_rep5.fcs;FACS;Muskegon;MBRE1F715;Summer;July;2015;Free;MBR;Surface
MBRE1-715_rep6.fcs;FACS;Muskegon;MBRE1F715;Summer;July;2015;Free;MBR;Surface
MBRE1-914_rep4.fcs;FACS;Muskegon;MBRE1F914;Fall;September;2014;Free;MBR;Surface
MBRE1-914_rep5.fcs;FACS;Muskegon;MBRE1F914;Fall;September;2014;Free;MBR;Surface
MBRE1-914_rep6.fcs;FACS;Muskegon;MBRE1F914;Fall;September;2014;Free;MBR;Surface
MBRE2-515_rep4.fcs;FACS;Muskegon;MBRE2F515;Spring;May;2015;Free;MBR;Surface
MBRE2-515_rep5.fcs;FACS;Muskegon;MBRE2F515;Spring;May;2015;Free;MBR;Surface
MBRE2-515_rep6.fcs;FACS;Muskegon;MBRE2F515;Spring;May;2015;Free;MBR;Surface
MBRE2-915_rep4.fcs;FACS;Muskegon;MBRE2F915;Fall;September;2015;Free;MBR;Surface
MBRE2-915_rep5.fcs;FACS;Muskegon;MBRE2F915;Fall;September;2015;Free;MBR;Surface
MBRE2-915_rep6.fcs;FACS;Muskegon;MBRE2F915;Fall;September;2015;Free;MBR;Surface
MBRH1-714_rep4.fcs;FACS;Muskegon;MBRH1F714;Summer;July;2014;Free;MBR;Deep
MBRH1-714_rep5.fcs;FACS;Muskegon;MBRH1F714;Summer;July;2014;Free;MBR;Deep
MBRH1-714_rep6.fcs;FACS;Muskegon;MBRH1F714;Summer;July;2014;Free;MBR;Deep
