"ntaxa" "mpd.obs" "mpd.rand.mean" "mpd.rand.sd" "mpd.obs.rank" "mpd.obs.z" "mpd.obs.p" "runs"
"110D2F115" 147 0.582660745503681 0.582706517019302 0.00699158814582177 466 -0.0065466550184046 0.466 999
"110D2F415" 114 0.589000586865394 0.587877912598206 0.00937396701712898 543.5 0.119765118133672 0.5435 999
"110D2F515" 128 0.604801743356299 0.602668556516654 0.00874049836303143 566 0.244057804377297 0.566 999
"110D2F715" 136 0.611323784313725 0.608682194028451 0.0084295598340125 640 0.313372268219244 0.64 999
"110D2F815" 150 0.562147212527964 0.564147155225919 0.00622662173200445 413 -0.321192258665023 0.413 999
"110D2F915" 141 0.584324127659574 0.584917647314995 0.00641367331481689 466 -0.0925397391303477 0.466 999
"110M2F115" 156 0.630842389578164 0.627728103818459 0.00735855354175171 659 0.423219827379786 0.659 999
"110M2F415" 122 0.597549752066116 0.595821755150354 0.00804374002017089 584.5 0.214825057924339 0.5845 999
"110M2F515" 135 0.623187431730238 0.619939781833796 0.00801484583247177 637.5 0.40520428768372 0.6375 999
"110M2F715" 133 0.60982625882889 0.607652548645707 0.00685746146511742 662.5 0.31698467344529 0.6625 999
"110S2F115" 147 0.650631890783711 0.645457448243136 0.0078887389552666 756 0.65592771796813 0.756 999
"110S2F415" 123 0.595751619352259 0.594316158797742 0.00822052315320876 554.5 0.174619124326244 0.5545 999
"110S2F515" 132 0.595192860282211 0.593725421471668 0.00742727588295994 567.5 0.197574296911442 0.5675 999
"110S2F715" 130 0.629437061419201 0.625691436945592 0.00700591073015142 755 0.534637767719328 0.755 999
"110S2F915" 133 0.675587245386193 0.667771504968172 0.00847454768389589 860 0.922260480388035 0.86 999
"Fa13.BD.MLB.DN.1" 250 0.55923549686747 0.561307952397377 0.00447781431375299 296 -0.462827483386742 0.296 999
"Fa13.BD.MLB.SN.1" 236 0.553787074648395 0.556267877879683 0.00483177425040532 300 -0.513435252294623 0.3 999
"Fa13.BD.MM110.DN.1" 160 0.543318981918239 0.547205358593656 0.00637170979046195 268 -0.609942512013829 0.268 999
"Fa13.BD.MM110.SD.1" 144 0.583889766899767 0.584201828091689 0.00626149223971307 516 -0.0498381503921797 0.516 999
"Fa13.BD.MM110.SN.1" 145 0.588986875478927 0.588883241363969 0.00641771346797855 518.5 0.0161481367896724 0.5185 999
"Fa13.BD.MM15.DN.1" 169 0.553900064806988 0.556247054356413 0.00544391852576626 356.5 -0.431121358322518 0.3565 999
"Fa13.BD.MM15.SD.1" 167 0.613378969771301 0.611207429586718 0.00638449802328585 622.5 0.340127003980955 0.6225 999
"Fa13.BD.MM15.SN.1" 191 0.630327291264811 0.62728946959525 0.00608979647987245 705 0.498837962746695 0.705 999
"M15S2F115" 148 0.608576271373414 0.60656579167787 0.00709671847752857 607 0.283297090325636 0.607 999
"M15S2F515" 189 0.611105060227401 0.609215975251397 0.00578912029046733 612 0.326316414449788 0.612 999
"M15S2F715" 166 0.653140787878788 0.648690376127862 0.00694530438895561 740 0.640779943065242 0.74 999
"M15S2F815" 155 0.654277519899455 0.649433630360985 0.0071623538906987 752 0.67629854826925 0.752 999
"M15S2F915" 146 0.655242237128011 0.649888871017451 0.007460208895917 807 0.717589304166827 0.807 999
"M45D2F115" 143 0.617814450901211 0.614809461444109 0.00718200456482062 691.5 0.418405395037117 0.6915 999
"M45D2F415" 111 0.570011888615889 0.57010339039121 0.00873942719590458 443.5 -0.010469996862547 0.4435 999
"M45D2F515" 150 0.617943109619687 0.614997538297134 0.0071451793821867 656 0.412245958428487 0.656 999
"M45D2F715" 131 0.602845136817381 0.600697219427296 0.00785372963206784 610 0.273490111158795 0.61 999
"M45D2F815" 151 0.610980641059603 0.608462597757139 0.00740363508249541 630 0.340109051081812 0.63 999
"M45D2F915" 144 0.622601862859363 0.619505702066674 0.007498581469049 665 0.412899533794243 0.665 999
"M45S2F415" 117 0.587812446212791 0.587171606814595 0.00856272990983312 518 0.0748405479261686 0.518 999
"M45S2F515" 154 0.608298837959426 0.606358753339538 0.00683478106732007 599.5 0.283854683972972 0.5995 999
"M45S2F715" 135 0.642640694306246 0.637933114808562 0.00806832327269361 744 0.583464412440789 0.744 999
"M45S2F815" 166 0.640241753194597 0.636488549725337 0.00664208641606101 724 0.565063932348753 0.724 999
"M45S2F915" 141 0.652746867274569 0.647118655490343 0.00753535464882311 793 0.746907351614172 0.793 999
"MBRE1F714" 223 0.557459930513473 0.559510268494164 0.00498889652141571 378 -0.410980258237312 0.378 999
"MBRE1F914" 229 0.561453491151459 0.563323329828718 0.00481144400840903 383 -0.388623181313237 0.383 999
"MBRE1F715" 195 0.573266369547978 0.574112023033343 0.0052861451607508 477 -0.159975456528079 0.477 999
"MBRE2F515" 184 0.611921765858874 0.609708416688249 0.00657240123303149 621.5 0.336764158508892 0.6215 999
"MBRE2F915" 221 0.577050176881942 0.577559617969265 0.00478815524863387 497 -0.106396108912462 0.497 999
"MBRH1F714" 243 0.57144932489882 0.572354838254913 0.00455391303565595 406 -0.198842917948433 0.406 999
"MBRH1F914" 265 0.567568289308176 0.569443378109384 0.00425587366736346 352 -0.44058845439601 0.352 999
"MBRH1F715" 216 0.579391092161929 0.579583171435001 0.00515663044769243 432 -0.0372489894360136 0.432 999
"MBRH2F515" 158 0.56236104248972 0.564070303062072 0.00634699568632239 380.5 -0.269302305661745 0.3805 999
"MBRH2F915" 222 0.571740461049285 0.573418745738931 0.00529849573857865 388 -0.316747388778105 0.388 999
"MDPE1F514" 206 0.605777424579683 0.604649530137763 0.00549575451345669 560.5 0.205230135217693 0.5605 999
"MDPE1F714" 247 0.552024081498305 0.554559220251818 0.00450372113723817 292 -0.562898695603381 0.292 999
"MDPE1F914" 239 0.584728326711438 0.58502348380306 0.00491242249863479 510 -0.060083816427594 0.51 999
"MDPE1F715" 208 0.566183495447789 0.567904004814458 0.00492810452662844 379 -0.349121930627123 0.379 999
"MDPE2F515" 153 0.576690803233574 0.57746230107989 0.0068778843366735 430 -0.112170808427495 0.43 999
"MDPE2F915" 217 0.573216678614098 0.574119702833914 0.00501754125763566 444 -0.17997345182606 0.444 999
"MDPH1F714" 256 0.565522689338235 0.566966211729499 0.00399881937956432 345 -0.360987145016077 0.345 999
