"Otu000001" "Otu000007" "Otu000009" "Otu000010" "Otu000012" "Otu000017" "Otu000019" "Otu000020" "Otu000022" "Otu000023" "Otu000025" "Otu000030" "Otu000041" "Otu000046" "Otu000048" "Otu000056" "Otu000070" "Otu000075" "Otu000077" "Otu000082" "Otu000083" "Otu000086" "Otu000087" "Otu000088" "Otu000093" "Otu000106" "Otu000110" "Otu000117" "Otu000136" "Otu000137" "Otu000142" "Otu000154" "Otu000162" "Otu000176" "Otu000184" "Otu000210" "Otu000215" "Otu000227" "Otu000231" "Otu000256" "Otu000262" "Otu000273" "Otu000322" "Otu000379" "Otu000385" "Otu000387" "Otu000390" "Otu000436" "Otu000441" "Otu000509" "Otu000547" "Otu000674" "Otu000755" "Otu000775" "Otu000908" "Otu000977" "Otu001028" "Otu001054" "Otu001219" "Otu001677" "Otu002522"
"M45D2F715" 0.36932215234102 0.123165618448637 0.0131027253668763 0.0176450034940601 0.0312718378756115 0.0952131376659679 0.0407058001397624 0.0110062893081761 0.0174703004891684 0.000174703004891684 0.0111809923130678 0.00471698113207547 0 0.0162473794549266 0 0.00489168413696716 0.000174703004891684 0.0492662473794549 0.0870020964360587 0 0 0.00559049615653389 0.00122292103424179 0.0129280223619846 0.056429070580014 0.00174703004891684 0 0.000174703004891684 0 0.00716282320055905 0.00157232704402516 0.00384346610761705 0.0010482180293501 0.00419287211740042 0 0.000524109014675052 0 0 0.00524109014675052 0.000174703004891684 0.00349406009783368 0.000349406009783368 0 0 0 0 0.0010482180293501 0 0.000349406009783368 0 0 0.000174703004891684 0 0 0.000174703004891684 0 0 0 0 0 0
"M45D2F815" 0.334905660377359 0.137665967854647 0.0197414395527603 0.0192173305380853 0.0354647099930119 0.141858839972048 0.0485674353598882 0.0176450034940601 0.00419287211740042 0.0010482180293501 0.0103074772886094 0.00454227812718379 0.000349406009783368 0.0179944095038435 0 0.00489168413696716 0.000524109014675052 0.0415793151642208 0.0386093640810622 0 0.0010482180293501 0.00506638714185884 0.00279524807826695 0.0118798043326345 0.03319357092942 0.00454227812718379 0 0.0010482180293501 0.000174703004891684 0.0120545073375262 0.00139762403913347 0.0115303983228512 0.00122292103424179 0.00786163522012579 0 0.00122292103424179 0.00209643605870021 0.000349406009783368 0.013277428371768 0.00279524807826695 0.00296995108315863 0.000524109014675052 0 0.000174703004891684 0 0 0.000349406009783368 0 0.000524109014675052 0 0 0.00157232704402516 0.000174703004891684 0.000174703004891684 0 0.000349406009783368 0.000524109014675052 0 0 0 0
"M45D2F915" 0.370894479385045 0.132599580712788 0.0209643605870021 0.0202655485674354 0.0202655485674354 0.0945143256464011 0.0817610062893082 0.0148497554157932 0.00873515024458421 0.000698812019566737 0.00978336827393431 0.00489168413696716 0.00419287211740042 0.0108315863032844 0.000349406009783368 0.00489168413696716 0.00471698113207547 0.0662124388539483 0.0676100628930818 0 0.00209643605870021 0.00314465408805031 0.000349406009783368 0.0148497554157932 0.0124039133473096 0.00646401118099231 0.000174703004891684 0 0.000349406009783368 0.0010482180293501 0 0.00314465408805031 0.000873515024458421 0.00139762403913347 0 0.000524109014675052 0.000698812019566737 0 0.000174703004891684 0.000524109014675052 0.00489168413696716 0 0 0 0 0 0.00174703004891684 0 0.000524109014675052 0.000174703004891684 0 0.00262054507337526 0.000698812019566737 0 0 0.00209643605870021 0 0 0 0 0
"M45S2F415" 0.398148148148148 0.147624039133473 0.0534591194968553 0.0394828791055206 0.013801537386443 0.0932914046121593 0.0307477288609364 0.0267295597484277 0.0103074772886094 0.000174703004891684 0.013277428371768 0.000349406009783368 0.000174703004891684 0.0260307477288609 0 0.0113556953179595 0.000349406009783368 0.0207896575821104 0.0269042627533194 0.000174703004891684 0 0.00157232704402516 0.00139762403913347 0.0076869322152341 0.0129280223619846 0.000174703004891684 0.0459468902865129 0 0.00122292103424179 0.00139762403913347 0 0.00366876310272537 0.00139762403913347 0.00174703004891684 0 0.00122292103424179 0.000698812019566737 0.000349406009783368 0.00157232704402516 0 0.0010482180293501 0.000349406009783368 0.000174703004891684 0 0 0 0 0 0.000349406009783368 0.000174703004891684 0.000174703004891684 0.000349406009783368 0 0.000349406009783368 0 0 0 0 0 0 0.000873515024458421
"M45S2F515" 0.43256464011181 0.0948637316561845 0.0653389238294899 0.0148497554157932 0.0108315863032844 0.157756813417191 0.0256813417190776 0.0328441649196366 0.00296995108315863 0.00122292103424179 0.0684835779175402 0.00192173305380853 0.00943396226415094 0.006638714185884 0 0.000698812019566737 0 0.0125786163522013 0.0118798043326345 0 0.00384346610761705 0.00471698113207547 0.00139762403913347 0.00192173305380853 0.0139762403913347 0.00384346610761705 0.00314465408805031 0 0.000524109014675052 0.000698812019566737 0.000349406009783368 0.00471698113207547 0.000349406009783368 0.00157232704402516 0 0.00227113906359189 0 0.000349406009783368 0.0010482180293501 0.00157232704402516 0 0.000524109014675052 0 0 0.000174703004891684 0 0.00174703004891684 0 0 0 0 0 0 0 0 0.000524109014675052 0 0 0.000174703004891684 0 0
"M45S2F715" 0.38801537386443 0.10062893081761 0.0281271837875611 0.00524109014675052 0.0281271837875611 0.0966107617051013 0.0202655485674354 0.00559049615653389 0.0211390635918938 0.00209643605870021 0.0178197064989518 0.0473445143256464 0.00227113906359189 0.0124039133473096 0.000698812019566737 0 0.00349406009783368 0.00908455625436757 0.0443745632424878 0.000174703004891684 0.000698812019566737 0.0127533193570929 0.000698812019566737 0.00227113906359189 0.0607966457023061 0.0115303983228512 0.000174703004891684 0.00122292103424179 0 0.00576519916142558 0.00593990216631726 0.0291754018169113 0.000524109014675052 0.000349406009783368 0 0.00524109014675052 0.0076869322152341 0 0.013277428371768 0.003319357092942 0 0.000174703004891684 0 0.000174703004891684 0 0.000349406009783368 0.00262054507337526 0 0.000349406009783368 0 0 0 0.00139762403913347 0 0 0 0 0 0 0 0
"M45S2F815" 0.350454227812718 0.0897973445143257 0.0621942697414396 0.00856044723969252 0.0260307477288609 0.0791404612159329 0.00244584206848358 0.0192173305380853 0.00716282320055905 0.000698812019566737 0.0286512928022362 0.0574772886093641 0.00925925925925926 0.00454227812718379 0.013277428371768 0 0.0452480782669462 0.000873515024458421 0.0412299091544375 0.000524109014675052 0.00978336827393431 0.0141509433962264 0 0.00174703004891684 0.0317959468902865 0.00821104122990915 0 0.0010482180293501 0.000873515024458421 0.00733752620545073 0.000174703004891684 0.0235849056603774 0.000174703004891684 0.00262054507337526 0 0.00646401118099231 0.00611460517120894 0 0.00349406009783368 0.0202655485674354 0 0.000174703004891684 0 0 0 0.000174703004891684 0.000174703004891684 0.00209643605870021 0.000174703004891684 0 0 0 0.00943396226415094 0 0 0.000349406009783368 0.00244584206848358 0.000349406009783368 0 0 0
"M45S2F915" 0.307127882599581 0.0924178895877009 0.0354647099930119 0.00524109014675052 0.0646401118099231 0.0524109014675052 0.000698812019566737 0.00279524807826695 0.0183438155136268 0 0.0103074772886094 0.076869322152341 0.0141509433962264 0.00978336827393431 0.00786163522012579 0 0.119496855345912 0.00174703004891684 0.0433263452131377 0 0.0157232704402516 0.0043675751222921 0 0 0.0396575821104123 0.00122292103424179 0 0.000873515024458421 0.00873515024458421 0.00524109014675052 0.00419287211740042 0.0214884696016771 0.00506638714185884 0.000873515024458421 0.000873515024458421 0.00192173305380853 0.003319357092942 0 0.000174703004891684 0.00611460517120894 0 0 0 0 0.00401816911250874 0 0.00122292103424179 0.00157232704402516 0.00593990216631726 0 0 0 0.00454227812718379 0 0 0 0.000174703004891684 0 0 0 0
"Sp13.BD.MM110.SD.1" 0.250174703004892 0.239867225716282 0.0511879804332635 0.0485674353598882 0.0010482180293501 0.0770440251572327 0.030398322851153 0.0178197064989518 0.123340321453529 0 0.01659678546471 0.000349406009783368 0.000873515024458421 0.0225366876310273 0.000174703004891684 0.0414046121593291 0 0.0139762403913347 0.0129280223619846 0.000524109014675052 0 0.00489168413696716 0.000524109014675052 0.0179944095038435 0.0124039133473096 0.00122292103424179 0 0 0.000174703004891684 0.000698812019566737 0 0.00122292103424179 0.000524109014675052 0.000349406009783368 0 0.00192173305380853 0 0.00209643605870021 0.000873515024458421 0.000524109014675052 0.000873515024458421 0.000873515024458421 0 0 0 0 0.000349406009783368 0 0.000349406009783368 0 0 0.00296995108315863 0 0 0 0 0 0 0 0.000349406009783368 0
"Sp13.BD.MM110.SN.1" 0.28319357092942 0.225541579315164 0.0440251572327044 0.0604472396925227 0.000174703004891684 0.0618448637316562 0.0202655485674354 0.0157232704402516 0.136093640810622 0 0.0110062893081761 0.000524109014675052 0.000873515024458421 0.0324947589098533 0.000349406009783368 0.0522361984626136 0.000349406009783368 0.0108315863032844 0.00419287211740042 0.000698812019566737 0 0.00279524807826695 0.00139762403913347 0.00960866526904263 0.00978336827393431 0.000698812019566737 0 0 0.000174703004891684 0.00122292103424179 0 0.0010482180293501 0.00139762403913347 0.00122292103424179 0 0.000174703004891684 0 0.00262054507337526 0.00122292103424179 0.000174703004891684 0.000698812019566737 0 0 0 0 0 0.000698812019566737 0 0.000174703004891684 0 0 0.00296995108315863 0 0 0 0 0 0 0 0.0010482180293501 0
"Sp13.BD.MM15.DD.1" 0.249825296995108 0.311844863731656 0.0476939203354298 0.0616701607267645 0 0.0400069881201957 0.0482180293501048 0.0359888190076869 0.027078965758211 0 0.0511879804332634 0.000174703004891684 0.00733752620545073 0.0120545073375262 0.000174703004891684 0.00821104122990915 0 0.00384346610761705 0.00314465408805031 0 0.000349406009783368 0.0148497554157932 0.000524109014675052 0.0124039133473096 0.00174703004891684 0.0186932215234102 0.0010482180293501 0 0.000174703004891684 0.000349406009783368 0.000349406009783368 0.00506638714185884 0.000174703004891684 0.00559049615653389 0 0.00628930817610063 0 0.00314465408805031 0.00366876310272537 0.000698812019566737 0.00192173305380853 0.00786163522012579 0.000174703004891684 0 0 0 0.00419287211740042 0 0.000349406009783368 0 0.000873515024458421 0.000174703004891684 0 0 0 0.000873515024458421 0 0 0 0 0
"Sp13.BD.MM15.SD.1" 0.294898672257163 0.233577917540182 0.0745981830887491 0.0578266946191474 0.000349406009783368 0.0480433263452131 0.043151642208246 0.0286512928022362 0.0587002096436059 0 0.0599231306778477 0 0.00751222921034242 0.0106568832983927 0.000524109014675052 0.00541579315164221 0 0.00506638714185884 0.00244584206848358 0.000174703004891684 0.000349406009783368 0.013801537386443 0.000349406009783368 0.0118798043326345 0.00419287211740042 0.00856044723969252 0 0 0 0.000873515024458421 0.00157232704402516 0.00454227812718379 0.000174703004891684 0.00506638714185884 0 0.0043675751222921 0 0.00157232704402516 0.00122292103424179 0.000524109014675052 0.00157232704402516 0.00384346610761705 0 0 0 0 0.00384346610761705 0 0 0 0 0 0 0 0 0 0 0 0 0.000174703004891684 0
"Sp13.BD.MM15.SN.1" 0.257686932215234 0.276729559748428 0.04979035639413 0.0648148148148148 0.000349406009783368 0.0387840670859539 0.0705800139762404 0.0356394129979036 0.0288259958071279 0.000174703004891684 0.0483927323549965 0.000174703004891684 0.00541579315164221 0.010482180293501 0.000698812019566737 0.00628930817610063 0 0.00646401118099231 0.00489168413696716 0 0.000873515024458421 0.0164220824598183 0.000524109014675052 0.0103074772886094 0.00366876310272537 0.0131027253668763 0.00192173305380853 0 0.000174703004891684 0.000174703004891684 0.000174703004891684 0.00890985324947589 0.000174703004891684 0.00960866526904263 0 0.00593990216631726 0 0.00192173305380853 0.00262054507337526 0.000349406009783368 0.00227113906359189 0.00943396226415094 0 0.000349406009783368 0 0.000174703004891684 0.00384346610761705 0 0 0 0.000349406009783368 0 0 0 0 0.000524109014675052 0 0 0 0 0
"Su13.BD.MM110.DCMD.1" 0.206848357791754 0.0379105520614955 0.151991614255765 0.0230607966457023 0.00646401118099231 0.112159329140461 0.0108315863032844 0.0501397624039133 0.0197414395527603 0.00122292103424179 0.0780922431865828 0.0773934311670161 0.0330188679245283 0.0253319357092942 0.00227113906359189 0.003319357092942 0.00122292103424179 0.00227113906359189 0.000349406009783368 0.000873515024458421 0.0010482180293501 0.0309224318658281 0.00314465408805031 0.00786163522012579 0.00419287211740042 0.00559049615653389 0.00122292103424179 0 0.00751222921034242 0.0235849056603774 0.000524109014675052 0.00751222921034242 0.000524109014675052 0.00454227812718379 0 0.00384346610761705 0.00349406009783368 0.00227113906359189 0.0248078266946191 0.0106568832983927 0.000524109014675052 0.00122292103424179 0.00524109014675052 0.00157232704402516 0 0 0.00192173305380853 0 0 0 0.00122292103424179 0 0 0 0 0.000174703004891684 0 0 0 0.000349406009783368 0
"Su13.BD.MM110.DN.1" 0.284591194968553 0.0890985324947589 0.0447239692522711 0.0335429769392034 0.00960866526904263 0.100978336827393 0.00646401118099231 0.0541579315164221 0.0810621942697414 0.00279524807826695 0.0158979734451433 0.00296995108315863 0.00296995108315863 0.0200908455625437 0.00209643605870021 0.0756464011180992 0.000524109014675052 0.00506638714185884 0.000349406009783368 0.00698812019566736 0.00209643605870021 0.00401816911250874 0.00349406009783368 0.00384346610761705 0.00559049615653389 0.00262054507337526 0.000524109014675052 0 0.0179944095038435 0.0235849056603774 0.00646401118099231 0.00524109014675052 0.000698812019566737 0.00419287211740042 0 0.00279524807826695 0.00139762403913347 0.00262054507337526 0.0183438155136268 0.0269042627533194 0.00489168413696716 0.00296995108315863 0.00122292103424179 0.00157232704402516 0 0 0.000698812019566737 0 0.00698812019566737 0.00139762403913347 0.000524109014675052 0 0 0.0010482180293501 0.000524109014675052 0.000524109014675052 0 0.00122292103424179 0 0.0043675751222921 0
"Su13.BD.MM110.SD.1" 0.337875611460517 0.153214535290007 0.0443745632424878 0.0414046121593291 0.00384346610761705 0.0242837176799441 0 0.0118798043326345 0.245283018867925 0 0.0241090146750524 0.0218378756114605 0.00262054507337526 0.00262054507337526 0.000873515024458421 0 0.00925925925925926 0.000174703004891684 0.00978336827393431 0 0.00174703004891684 0.0120545073375262 0 0.000873515024458421 0.00925925925925926 0.00628930817610063 0 0 0.000524109014675052 0.00174703004891684 0.00139762403913347 0.0103074772886094 0.00192173305380853 0.00401816911250874 0 0.00698812019566737 0.000873515024458421 0 0.000873515024458421 0.00384346610761705 0.000349406009783368 0 0.000174703004891684 0 0 0 0.000174703004891684 0.00174703004891684 0.000698812019566737 0.000174703004891684 0 0 0 0 0.000174703004891684 0 0 0.000349406009783368 0 0 0
"Su13.BD.MM110.SN.1" 0.360237596086653 0.164046121593291 0.0475192173305381 0.0347658979734451 0.00296995108315863 0.0241090146750524 0 0.0143256464011181 0.220649895178197 0.000349406009783368 0.0227113906359189 0.0162473794549266 0.00209643605870021 0.00419287211740042 0.0010482180293501 0 0.00716282320055905 0.000873515024458421 0.0117051013277428 0 0.00157232704402516 0.0162473794549266 0 0.000349406009783368 0.00559049615653389 0.00628930817610063 0 0 0.000349406009783368 0.00122292103424179 0.0010482180293501 0.0127533193570929 0.000698812019566737 0.00279524807826695 0 0.00751222921034242 0.0010482180293501 0 0.000524109014675052 0.00559049615653389 0 0 0 0 0 0.000174703004891684 0 0.000349406009783368 0.000349406009783368 0 0 0 0.000174703004891684 0 0.000174703004891684 0 0 0.000174703004891684 0 0 0
"Su13.BD.MM15.DN.1" 0.288609364081062 0.176100628930818 0.110412299091544 0.0227113906359189 0.00454227812718379 0.100279524807827 0.00314465408805031 0.0504891684136967 0.0410552061495458 0.000174703004891684 0.0849056603773585 0.0153738644304682 0.00471698113207547 0.00908455625436757 0.000349406009783368 0.000873515024458421 0 0.00366876310272537 0.00471698113207547 0 0.000349406009783368 0.0274283717679944 0.000698812019566737 0.0190426275331936 0.00192173305380853 0.00908455625436758 0 0 0.000349406009783368 0.003319357092942 0 0.00681341719077568 0.000349406009783368 0.00122292103424179 0 0.003319357092942 0.000174703004891684 0 0.00122292103424179 0.000174703004891684 0.00157232704402516 0.000174703004891684 0.000524109014675052 0 0 0.000524109014675052 0.000349406009783368 0 0 0 0 0 0 0 0.000174703004891684 0 0 0 0 0 0
"Su13.BD.MM15.SD.1" 0.382424877707897 0.202830188679245 0.0478686233403215 0.0272536687631027 0.00401816911250874 0.0452480782669462 0.000524109014675052 0.0172955974842767 0.107092941998602 0.000524109014675052 0.0433263452131377 0.01659678546471 0.003319357092942 0.00925925925925926 0.00209643605870021 0 0.00227113906359189 0.000349406009783368 0.0103074772886094 0 0.000174703004891684 0.0192173305380853 0 0.00471698113207547 0.0124039133473096 0.0076869322152341 0 0 0.00227113906359189 0.00174703004891684 0.00209643605870021 0.0136268343815514 0.000873515024458421 0.000698812019566737 0 0.003319357092942 0.000174703004891684 0 0.00139762403913347 0.00157232704402516 0.000698812019566737 0.000349406009783368 0.000524109014675052 0 0.000349406009783368 0.000873515024458421 0 0.00139762403913347 0.000349406009783368 0 0 0 0 0 0 0 0 0.000873515024458421 0 0 0
"Su13.BD.MM15.SN.1" 0.443745632424878 0.174353598881901 0.0466457023060797 0.0220125786163522 0.00366876310272537 0.0412299091544375 0.0010482180293501 0.0179944095038435 0.0908455625436757 0.000524109014675052 0.0504891684136967 0.0178197064989518 0.00384346610761705 0.0115303983228512 0.00122292103424179 0 0.00262054507337526 0.00209643605870021 0.00576519916142558 0.00157232704402516 0.0010482180293501 0.0139762403913347 0 0.00384346610761705 0.006638714185884 0.0120545073375262 0 0 0.000873515024458421 0.000698812019566737 0.0010482180293501 0.0113556953179595 0.000174703004891684 0 0 0.00279524807826695 0.000698812019566737 0 0.000524109014675052 0.00174703004891684 0.000698812019566737 0 0.000698812019566737 0 0 0.000873515024458421 0.000524109014675052 0.000349406009783368 0 0 0 0 0 0 0 0 0 0.000349406009783368 0 0 0
