"Otu000004" "Otu000005" "Otu000009" "Otu000010" "Otu000019" "Otu000023" "Otu000042" "Otu000075" "Otu000082" "Otu000152" "Otu000227" "Otu000267" "Otu000438" "Otu000509" "Otu000644" "Otu000682" "Otu000931" "Otu001021" "Otu001345" "Otu001487" "Otu001697" "Otu001846"
"MINE1F514" 0.199510131373859 0.000222667557336896 0.375417501670007 0.347806724560232 0.0398574927633044 0.010688042752171 0.0184814072589624 0.000222667557336896 0 0.00133600534402138 0 0 0 0.00111333778668448 0.000222667557336896 0 0 0.00133600534402138 0 0 0.000222667557336896 0.00356268091739034
"MINE1F714" 0.342462703184146 0.0890670229347584 0.169004676018704 0.264306390558896 0.0928523714094856 0.00645735916276998 0.0120240480961924 0.00489868626141171 0.00244934313070586 0.00801603206412826 0.000445335114673792 0.00200400801603206 0 0.00178134045869517 0.000890670229347584 0.00289467824537965 0 0 0.000222667557336896 0 0 0.000222667557336896
"MINE1F914" 0.360721442885772 0.0155867290135827 0.239144956579826 0.277666443999109 0.0699176130037854 0.00334001336005344 0.00623469160543309 0.00267201068804275 0.0055666889334224 0.0100200400801603 0 0.000445335114673792 0 0.000445335114673792 0.0055666889334224 0.000222667557336896 0.00244934313070586 0 0 0 0 0
"MINE1F715" 0.37519483411267 0.0240480961923848 0.159875306167891 0.303718548207526 0.108439100423068 0.0055666889334224 0.0057893564907593 0.00311734580271654 0.000890670229347584 0.00757069694945446 0.000222667557336896 0.00311734580271654 0 0.000445335114673792 0.00133600534402138 0 0 0 0.000222667557336896 0 0 0.000445335114673792
"MINE2F515" 0.376753507014028 0.00200400801603206 0.197728790915164 0.276330438655088 0.107103095079047 0.00912936985081274 0.0118013805388555 0.00200400801603206 0.000668002672010688 0.00712536183478067 0 0.00155867290135827 0.000890670229347584 0.000890670229347584 0.00289467824537965 0 0 0.00111333778668448 0.000222667557336896 0.000445335114673792 0 0.00133600534402138
"MINE2F915" 0.42395902916945 0.0140280561122244 0.209975506568693 0.197506123357827 0.105544422177689 0.00334001336005344 0.0169227343576041 0.00378534847472723 0.00334001336005344 0.0122467156535293 0.000222667557336896 0.00445335114673792 0.000222667557336896 0.000668002672010688 0.00155867290135827 0 0.00111333778668448 0 0.000445335114673792 0.000222667557336896 0 0.000445335114673792
"MINH1F514" 0.179915386328212 0 0.378534847472723 0.329325317301269 0.0567802271209085 0.00957470496548653 0.0325094633711868 0.000222667557336896 0.000222667557336896 0.00178134045869517 0.000222667557336896 0.00222667557336896 0.000445335114673792 0.00311734580271654 0.00155867290135827 0 0 0.000445335114673792 0 0 0.000445335114673792 0.00267201068804275
"MINH1F714" 0.444444444444444 0.0349588065018927 0.204631485192607 0.202182142061902 0.0801603206412826 0.00267201068804275 0.00957470496548653 0.00400801603206413 0.00155867290135827 0.00935203740814963 0 0.000890670229347584 0 0.00155867290135827 0.00311734580271654 0.000890670229347584 0 0 0 0 0 0
"MINH1F914" 0.361166778000445 0.0233800935203741 0.266755733689601 0.262302382542863 0.051436205744823 0.00289467824537965 0.00734802939211757 0.0057893564907593 0.0055666889334224 0.00512135381874861 0.000668002672010688 0.000668002672010688 0.000445335114673792 0.00178134045869517 0.00334001336005344 0.000222667557336896 0.000668002672010688 0 0.000222667557336896 0.000222667557336896 0 0
"MINH1F715" 0.400801603206413 0.0365174794032509 0.186818080605656 0.273213092852371 0.0659095969717212 0.00445335114673792 0.00601202404809619 0.00734802939211757 0.00155867290135827 0.00734802939211757 0.000445335114673792 0.00155867290135827 0.000668002672010688 0.00155867290135827 0.00489868626141171 0.000222667557336896 0 0.000445335114673792 0 0 0 0.000222667557336896
"MINH2F515" 0.4146069917613 0.000445335114673792 0.16143397906925 0.260966377198842 0.12335782676464 0.00957470496548653 0.0144733912268982 0.00200400801603206 0 0.00378534847472723 0.000445335114673792 0.00222667557336896 0.000222667557336896 0.000445335114673792 0.00311734580271654 0 0 0.00155867290135827 0 0 0 0.00133600534402138
"MINH2F915" 0.347361389445558 0.0138053885548876 0.260298374526831 0.262970385214874 0.0817189935426408 0.00222667557336896 0.0113560454241817 0.00267201068804275 0.00267201068804275 0.00823869962146515 0.000668002672010688 0.00244934313070586 0.000668002672010688 0.000668002672010688 0 0 0.000890670229347584 0.000222667557336896 0 0.000445335114673792 0 0.000668002672010688
"MLBD2F115" 0.428412380316188 0.00200400801603206 0.18793141839234 0.212424849699399 0.11690046760187 0.010688042752171 0.0135827209975507 0.00868403473613895 0.00512135381874861 0.00912936985081274 0 0.000668002672010688 0.000222667557336896 0 0.00356268091739034 0 0.000445335114673792 0 0 0 0 0.000222667557336896
"MLBD2F415" 0.300378534847473 0 0.177688710754843 0.31997327989312 0.163437987085282 0.00178134045869517 0.00712536183478067 0.000445335114673792 0 0.0191494099309731 0.000890670229347584 0.000890670229347584 0 0.000890670229347584 0.0053440213760855 0 0 0 0.00200400801603206 0 0 0
"MLBD2F515" 0.435315074593632 0.000668002672010688 0.211534179470051 0.193052772211089 0.127365842796705 0.00846136717880205 0.00846136717880205 0.00423068358940102 0 0.0055666889334224 0.000668002672010688 0.00111333778668448 0 0.00133600534402138 0.00133600534402138 0 0 0 0 0 0 0.000890670229347584
"MLBD2F715" 0.400578935649076 0.0202627477176575 0.148073925629036 0.207080828323313 0.137385882876865 0.00311734580271654 0.0331774660431975 0.0113560454241817 0.00712536183478067 0.0189267423736362 0.00178134045869517 0.000668002672010688 0 0.00868403473613895 0.00133600534402138 0.000222667557336896 0 0 0.000222667557336896 0 0 0
"MLBD2F815" 0.318191939434424 0.0120240480961924 0.130483188599421 0.12981518592741 0.244488977955912 0.0102427076374972 0.0783789801825874 0.00823869962146515 0.00200400801603206 0.0483188599421064 0 0.00111333778668448 0 0.00356268091739034 0.00868403473613895 0.00200400801603206 0.00133600534402138 0 0 0 0 0.00111333778668448
"MLBD2F915" 0.283678468047206 0.0356268091739034 0.195502115341795 0.214206190158094 0.153195279447784 0.00757069694945446 0.0538855488755288 0.0053440213760855 0.0198174126029837 0.0260521042084168 0.000668002672010688 0.000445335114673792 0.000445335114673792 0.00178134045869517 0.000668002672010688 0 0.000890670229347584 0 0 0.000222667557336896 0 0
"MLBS2F115" 0.399465597862391 0.000890670229347584 0.181028724114896 0.234914272990425 0.131373858828769 0.00423068358940102 0.0155867290135827 0.00957470496548653 0.00757069694945446 0.00890670229347584 0 0.000668002672010688 0 0.00178134045869517 0.00178134045869517 0 0.000890670229347584 0 0.00111333778668448 0 0 0.000222667557336896
"MLBS2F515" 0.518147405922957 0.000222667557336896 0.140057893564908 0.20017813404587 0.119572478289913 0.00912936985081274 0.00467601870407482 0.00155867290135827 0 0.00244934313070586 0 0.00133600534402138 0 0.000222667557336896 0.00244934313070586 0 0 0 0 0 0 0
"MLBS2F715" 0.576708973502561 0.0801603206412826 0.134268537074148 0.103540414161657 0.0567802271209085 0.00111333778668448 0.0175907370296148 0.00356268091739034 0.00356268091739034 0.0191494099309731 0.000890670229347584 0 0 0.000222667557336896 0.000668002672010688 0.00178134045869517 0 0 0 0 0 0
"MLBS2F815" 0.380316187931418 0.0305054553551548 0.10977510576709 0.153417947005121 0.228011578712982 0.00957470496548653 0.0558895568915609 0.00356268091739034 0.00445335114673792 0.0158093965709196 0 0 0 0.00178134045869517 0.00356268091739034 0.00244934313070586 0.000890670229347584 0 0 0 0 0
"MLBS2F915" 0.270318414606992 0.0708082832331329 0.217991538632821 0.212424849699399 0.134491204631485 0.00467601870407482 0.0356268091739034 0.00267201068804275 0.0151413938989089 0.0289467824537965 0.00133600534402138 0 0 0.00178134045869517 0.00111333778668448 0 0.00244934313070586 0 0.000222667557336896 0 0 0
"MOTE1F514" 0.124693832108662 0.00133600534402138 0.27833444667112 0.279670452015141 0.228456913827655 0.0340681362725451 0.0316187931418392 0.000222667557336896 0.000222667557336896 0.00935203740814963 0.00200400801603206 0.000445335114673792 0 0.000668002672010688 0.00779336450679136 0 0 0 0 0 0.000222667557336896 0.000890670229347584
"MOTE1F714" 0.186150077933645 0.106435092407036 0.139612558450234 0.350256067690937 0.121576486305945 0.000222667557336896 0.0563348920062347 0.00155867290135827 0.00445335114673792 0.0227120908483634 0.00356268091739034 0 0 0.00289467824537965 0.000222667557336896 0.00378534847472723 0.000222667557336896 0 0 0 0 0
"MOTE1F914" 0.2812291249165 0.0563348920062347 0.199510131373859 0.247828991315965 0.126920507682031 0.00155867290135827 0.0204854152749944 0.00467601870407482 0.0420841683366733 0.00757069694945446 0.000668002672010688 0.000222667557336896 0 0.00222667557336896 0.0053440213760855 0.00155867290135827 0.00111333778668448 0 0 0 0 0.000668002672010688
"MOTE1F715" 0.500779336450679 0.0489868626141171 0.0790469828545981 0.105099087063015 0.169004676018704 0.014918726341572 0.0202627477176575 0.0264974393230906 0.0100200400801603 0.0191494099309731 0.000890670229347584 0 0 0.00155867290135827 0.000890670229347584 0.00178134045869517 0.000222667557336896 0 0 0 0 0.000890670229347584
"MOTE2F515" 0.350478735248274 0.00133600534402138 0.186372745490982 0.255845023380094 0.162992651970608 0.00846136717880205 0.0184814072589624 0.00222667557336896 0.000222667557336896 0.00690269427744378 0.000890670229347584 0.000445335114673792 0 0.000445335114673792 0.00467601870407482 0 0 0 0 0 0 0.000222667557336896
"MOTE2F915" 0.373636161211311 0.0354041416165665 0.10688042752171 0.169004676018704 0.179024716098864 0.00601202404809619 0.0563348920062347 0.00690269427744378 0.0322867958138499 0.0289467824537965 0.000445335114673792 0.000445335114673792 0 0.00111333778668448 0.00133600534402138 0 0.00155867290135827 0 0.000445335114673792 0.000222667557336896 0 0
"MOTH1F714" 0.44622578490314 0.0356268091739034 0.10331774660432 0.283455800489869 0.0781563126252505 0.000668002672010688 0.0305054553551548 0.00512135381874861 0.00311734580271654 0.00868403473613895 0.00111333778668448 0.000445335114673792 0 0.00200400801603206 0 0.000668002672010688 0.000222667557336896 0 0.000222667557336896 0 0 0.000445335114673792
"MOTH1F914" 0.247160988643955 0.0218214206190158 0.196392785571142 0.273435760409708 0.166332665330661 0.00222667557336896 0.027833444667112 0.00311734580271654 0.0360721442885772 0.0133600534402138 0.00111333778668448 0.000445335114673792 0 0.00267201068804275 0.00423068358940102 0.00222667557336896 0.00155867290135827 0 0 0 0 0
"MOTH1F715" 0.474059229570252 0.0164773992429303 0.110888443553774 0.172122021821421 0.118904475617902 0.00757069694945446 0.0138053885548876 0.0296147851258072 0.0387441549766199 0.0113560454241817 0.00178134045869517 0.000222667557336896 0 0.00311734580271654 0.000222667557336896 0.000445335114673792 0.000222667557336896 0 0 0 0 0.000445335114673792
"MOTH1F915" 0.421287018481407 0.0162547316855934 0.11690046760187 0.149855266087731 0.148964595858383 0.00334001336005344 0.0714762859051436 0.00512135381874861 0.0151413938989089 0.044978846582053 0.000222667557336896 0 0 0.00222667557336896 0.00222667557336896 0 0.00155867290135827 0 0.000445335114673792 0 0 0
"MOTH2F514" 0.118236472945892 0 0.190158093965709 0.360721442885772 0.205522155421955 0.0783789801825874 0.0291694500111334 0.00244934313070586 0 0.00423068358940102 0.00200400801603206 0.000890670229347584 0.000445335114673792 0.000445335114673792 0.00690269427744378 0 0 0 0 0 0.000222667557336896 0.000222667557336896
"MOTH2F515" 0.367624137163215 0.000445335114673792 0.173012692050768 0.24315297261189 0.158761968381207 0.0140280561122244 0.0231574259630372 0.00311734580271654 0 0.00779336450679136 0.000445335114673792 0.00200400801603206 0.000222667557336896 0.000890670229347584 0.00445335114673792 0 0 0.000222667557336896 0.000668002672010688 0 0 0
"Sp13.BD.MLB.SN.1" 0.168782008461367 0 0.164551324871966 0.594967713204186 0.0632375862836785 0 0.000668002672010688 0.00133600534402138 0 0.00111333778668448 0.00155867290135827 0.000222667557336896 0.000222667557336896 0.000890670229347584 0.000890670229347584 0 0 0 0.000890670229347584 0 0.000222667557336896 0.000445335114673792
"Su13.BD.MLB.DD.1" 0.498775328434647 0.00712536183478067 0.0993097305722556 0.22311289245157 0.0799376530839457 0.000890670229347584 0.0347361389445558 0.00244934313070586 0.038521487419283 0.00846136717880205 0.00155867290135827 0 0 0.00244934313070586 0.000222667557336896 0.000890670229347584 0.000890670229347584 0.000222667557336896 0 0.000222667557336896 0 0.000222667557336896
"Su13.BD.MLB.SD.1" 0.306167891338232 0.0403028278779782 0.281674460031173 0.295925183700735 0.021376085504342 0.000445335114673792 0.0118013805388555 0.00155867290135827 0.0305054553551548 0.0053440213760855 0.00133600534402138 0.000222667557336896 0 0 0 0.00244934313070586 0.000890670229347584 0 0 0 0 0
