"Otu000004" "Otu000005" "Otu000009" "Otu000010" "Otu000019" "Otu000023" "Otu000042" "Otu000075" "Otu000082" "Otu000152" "Otu000227" "Otu000267" "Otu000438" "Otu000509" "Otu000644" "Otu000682" "Otu000931" "Otu001021" "Otu001345" "Otu001487" "Otu001697" "Otu001799"
"MDPH1F715" 887469.470925406 28899.9556339345 434703.499327099 637003.18876464 479859.680005121 27695.7908158539 54789.4992226676 60208.2409040303 16256.2250440882 25287.4611796927 4816.65927232242 9633.31854464485 1204.16481808061 16256.2250440882 6622.90649944333 0 1806.24722712091 0 6622.90649944333 0 0 4816.65927232242
"MDPH2F514" 368059.426991984 0 499756.773749944 1129131.46246693 716017.680005121 189921.436903585 145560.225364061 4158.86358183033 0 23566.8936303719 6931.43930305055 11090.3028848809 0 1386.28786061011 14556.0225364061 0 0 0 693.143930305055 0 0 2079.43179091516
"MDPH2F515" 957764.515064796 6152.66283767535 259779.097590737 908543.212363393 704138.080311735 54690.336334892 92289.9425651302 11621.6964711646 0 23243.3929423291 4785.40442930305 10938.0672669784 0 0 28028.7973716322 0 0 0 4785.40442930305 0 683.62920418615 2734.5168167446
"MDPH2F915" 1365671.58482231 41551.8737775551 573415.85813026 1044337.09427589 615891.10688065 3693.49989133823 114498.496631485 99724.4970661322 54479.1233972389 60019.3732342463 0 42475.2487503897 923.374972834558 108958.246794478 0 0 3693.49989133823 10157.1247011801 3693.49989133823 0 0 3693.49989133823
"MINE1F514" 1090352.65262614 1216.9114426631 2051712.69232999 1900815.67343977 217827.148236696 58411.749247829 101003.649741038 1216.9114426631 0 7301.46865597862 0 0 0 6084.55721331552 1216.9114426631 0 0 7301.46865597862 0 0 1216.9114426631 19470.5830826097
"MINE1F714" 3568332.08750835 928044.756179025 1760964.9248497 2753972.81396126 967486.658316633 67283.2448229793 125286.042084168 51042.4615898464 25521.2307949232 83524.0280561122 4640.22378089512 20881.0070140281 0 18560.8951235805 9280.44756179025 30161.4545758183 0 0 2320.11189044756 0 0 2320.11189044756
"MINE1F914" 3407771.56653307 147249.388677355 2259226.3348497 2623142.6811523 660518.686352705 31553.4404308617 58899.7554709419 25242.7523446894 52589.0673847695 94660.3212925852 0 4207.12539078156 0 4207.12539078156 52589.0673847695 2103.56269539078 23139.1896492986 0 0 0 0 0
"MINE1F715" 3225272.62983745 206723.705651303 1374329.82090403 2610843.83804053 932170.783816522 47852.7096415052 49766.8180271654 26797.5173992429 7656.43354264084 65079.6851124471 1914.10838566021 26797.5173992429 0 3828.21677132042 11484.6503139613 0 0 0 1914.10838566021 0 0 3828.21677132042
"MINE2F515" 2719214.19952705 14463.9053166333 1427105.32457448 1994411.83310465 773015.384144511 65891.1242202182 85176.3313090626 14463.9053166333 4821.30177221109 51427.218903585 0 11249.7041351592 6428.40236294812 6428.40236294812 20892.3076795814 0 0 8035.50295368515 1607.10059073703 3214.20118147406 0 9642.60354442218
"MINE2F915" 2818323.5093654 93253.3514128257 1395839.84733801 1312947.9794155 701620.453486974 22203.1789078156 112496.106466266 25163.602762191 22203.1789078156 81411.655995324 1480.21192718771 29604.2385437542 1480.21192718771 4440.63578156313 10361.483490314 0 7401.05963593854 0 2960.42385437542 1480.21192718771 0 2960.42385437542
"MINH1F514" 974483.683877978 0 2050275.07746604 1783739.31739546 307541.261619907 51859.8990182587 176082.447829437 1206.04416321532 1206.04416321532 9648.35330572256 1206.04416321532 12060.4416321532 2412.08832643064 16884.6182850145 8442.30914250724 0 0 2412.08832643064 0 0 2412.08832643064 14472.5299585838
"MINH1F714" 3960540.67244444 311525.493774438 1823515.46992808 1801688.84297573 714325.972985972 23810.8657661991 85322.2689955466 35716.2986492986 13889.6716969495 83338.0301816967 0 7936.95525539969 0 13889.6716969495 27779.3433938989 7936.95525539969 0 0 0 0 0 0
"MINH1F914" 3035469.40003206 196500.793466934 2241980.4816513 2204551.75908617 432301.745627254 24328.6696673347 61757.3922324649 48657.3393346693 46785.9032064128 43043.0309498998 5614.30838476954 5614.30838476954 3742.87225651303 14971.4890260521 28071.5419238477 1871.43612825651 5614.30838476954 0 1871.43612825651 1871.43612825651 0 0
"MINH1F715" 3254948.94749499 296562.01521621 1517167.87052683 2218790.19920908 535258.271365843 36166.099416611 48824.2342124248 59674.0640374081 12658.1347958139 59674.0640374081 3616.6099416611 12658.1347958139 5424.91491249165 12658.1347958139 39782.7093582721 1808.30497083055 0 3616.6099416611 0 0 0 1808.30497083055
"MINH2F515" 2775901.96753863 2981.63476642173 1080842.60282788 1747237.97312314 825912.83029882 64105.1474780673 96903.1299087063 13417.3564488978 0 25343.8955145847 2981.63476642173 14908.1738321087 1490.81738321087 2981.63476642173 20871.4433649521 0 0 10435.7216824761 0 0 0 8944.9042992652
"MINH2F915" 2280890.78543754 90650.7876263638 1709205.97960031 1726751.29333445 536594.17836896 14621.0947784458 74567.5833700735 17545.3137341349 17545.3137341349 54098.0506802494 4386.32843353373 16083.2042562904 4386.32843353373 4386.32843353373 0 0 5848.43791137831 1462.10947784458 0 2924.21895568916 0 4386.32843353373
"MLBD2F115" 2776978.84014607 12990.025759519 1218175.74900379 1376942.73050902 757751.502638611 69280.1373841015 88043.507925629 56290.1116245825 33196.7324965486 59176.7840155867 0 4330.00858650635 1443.33619550212 0 23093.3791280338 0 2886.67239100423 0 0 0 0 1443.33619550212
"MLBD2F415" 539898.843900913 0 319376.780899132 575118.338536406 293762.602982409 3201.77223959029 12807.0889583612 800.443059897573 0 34419.0515755956 1600.88611979515 1600.88611979515 0 1600.88611979515 9605.31671877088 0 0 0 3601.99376953908 0 0 0
"MLBD2F515" 2815508.54784235 4320.4734749499 1368149.93373414 1248616.83426052 823770.275890448 54725.9973493654 54725.9973493654 27362.9986746827 0 36003.9456245825 4320.4734749499 7200.7891249165 0 8640.9469498998 8640.9469498998 0 0 0 0 0 0 5760.6312999332
"MLBD2F715" 2386039.89265487 120694.624920285 881999.182109775 1233472.54039412 818336.083250724 18568.40383389 197620.869374972 67642.0425377421 42442.0659060343 112736.737562904 10610.5164765086 3978.94367869071 0 51726.2678229793 7957.88735738143 1326.31455956357 0 0 1326.31455956357 0 0 0
"MLBD2F815" 1929833.28950724 72925.8205971944 791380.20129548 787328.766817858 1482825.01880962 62121.995323536 475368.312040971 49967.6918906702 12154.3034328657 293053.760547985 0 6752.39079603652 0 21607.6505473169 52668.6482090848 12154.3034328657 8102.86895524382 0 0 0 0 6752.39079603652
"MLBD2F915" 2317753.76086662 291083.674834113 1597321.66565219 1750140.5949401 1251659.80178668 61855.2809022489 440264.058186595 43662.5512251169 161915.294126475 212854.937222445 5457.81890313961 3638.54593542641 3638.54593542641 14554.1837417056 5457.81890313961 0 7277.09187085282 0 0 1819.2729677132 0 0
"MLBS2F115" 2552382.62450501 5690.93115831663 1156681.75792786 1500983.09300601 839412.345851703 27031.923002004 99591.2952705411 61177.5099519038 48372.9148456914 56909.3115831663 0 4268.19836873747 0 11381.8623166333 11381.8623166333 0 5690.93115831663 0 7113.66394789579 0 0 1422.73278957916
"MLBS2F515" 630426.536785794 270.918150745936 170407.516819194 243555.417520597 145483.046950568 11107.6441805834 5689.28116566466 1896.42705522155 0 2980.0996582053 0 1625.50890447562 0 270.918150745936 2980.0996582053 0 0 0 0 0 0 0
"MLBS2F715" 5849082.86619906 812999.93507014 1361774.89124249 1050124.91613226 575874.954008016 11291.6657648631 178408.319084836 36133.3304475618 36133.3304475618 194216.651155645 9033.33261189045 0 0 2258.33315297261 6774.99945891784 18066.6652237809 0 0 0 0 0 0
"MLBS2F815" 2863746.14563349 229703.291540859 826596.516274772 1155223.12315075 1716906.3542908 72096.6535493209 420843.25676464 26826.6617857938 33533.3272322423 119043.31167446 0 0 0 13413.3308928969 26826.6617857938 18443.3299777332 6706.66544644845 0 0 0 0 0
"MLBS2F915" 2549267.92053039 667765.402577154 2055793.48780828 2003296.20773146 1268334.28665598 44097.7152645291 335982.59249165 25198.6944368737 142792.601808951 272985.856399466 12599.3472184369 0 0 16799.1296245825 10499.4560153641 0 23098.8032338009 0 2099.89120307281 0 0 0
"MOTE1F514" 571340.299389891 6121.50320774883 1275313.16828101 1281434.67148876 1046777.04852505 156098.331797595 144875.575916722 1020.25053462481 1020.25053462481 42850.5224542418 9182.25481162324 2040.50106924961 0 3060.75160387442 35708.7687118682 0 0 0 0 0 1020.25053462481 4081.00213849922
"MOTE1F714" 1988158.97702071 1136770.3241817 1491119.23276553 3740878.0751837 1298486.60460922 2378.18059452238 601679.690414162 16647.2641616566 47563.6118904476 242574.420641283 38050.889512358 0 0 30916.3477287909 2378.18059452238 40429.0701068804 2378.18059452238 0 0 0 0 0
"MOTE1F914" 1974418.9378998 395509.098407482 1400696.25364863 1739927.37757916 891067.929218437 10942.9394816299 143821.490329993 32828.8184448898 295459.366004008 53151.4203393454 4689.83120641283 1563.27706880428 0 15632.7706880428 37518.6496513026 10942.9394816299 7816.38534402138 0 0 0 0 4689.83120641283
"MOTE1F715" 3729153.25989735 364790.447833445 588639.13173124 782641.324442663 1258527.04502538 111095.272749276 150890.594331107 197318.469509909 74616.2279659319 142599.902334892 6632.55359697172 0 0 11606.9687947005 6632.55359697172 13265.1071939434 1658.13839924293 0 0 0 0 6632.55359697172
"MOTE2F515" 2142252.93363126 8166.14841282565 1139177.70358918 1563817.42105611 996270.106364729 51718.9399478958 112965.053044088 13610.2473547094 1361.02473547094 42191.7667995992 5444.09894188377 2722.04947094188 0 2722.04947094188 28581.5194448898 0 0 0 0 0 0 1361.02473547094
"MOTE2F915" 2127575.62123046 201599.83538477 608603.276633267 962353.931176353 1019410.48836072 34233.9343106212 320784.643725451 39305.6282825651 183848.906482966 164830.054088176 2535.84698597194 2535.84698597194 0 6339.61746492986 7607.54095791583 0 8875.4644509018 0 2535.84698597194 1267.92349298597 0 0
"MOTH1F714" 2213817.381002 176751.886706747 512580.471449566 1406282.19861055 387749.451462926 3314.0978757515 151343.802992652 25408.0837140949 15465.7900868403 43083.2723847695 5523.49645958584 2209.39858383434 0 9942.29362725451 0 3314.0978757515 1104.69929191717 0 1104.69929191717 0 0 2209.39858383434
"MOTH1F914" 1742685.07543086 153858.682335337 1384728.14101804 1927943.48885504 1172779.95616834 15699.8655444222 196248.319305277 21979.811762191 254337.821819639 94199.1932665331 7849.93277221109 3139.97310888444 0 18839.8386533066 29829.7445344021 15699.8655444222 10989.9058810955 0 0 0 0 0
"MOTH1F715" 1845049.77660165 64130.4290598976 431580.455024716 669902.995450011 462779.042134937 29465.3322707638 53730.9000231574 115261.44682387 150793.171032732 44197.9984061456 6933.01935782676 866.627419728346 0 12132.7838761968 866.627419728346 1733.25483945669 866.627419728346 0 0 0 0 1733.25483945669
"MOTH1F915" 2418093.85209441 93298.5471474059 670982.702087508 860135.920961701 855023.671802939 19170.9343453574 410257.994990648 29395.4326628813 86908.2356989534 258168.582517479 1278.06228969049 0 0 12780.6228969049 12780.6228969049 0 8946.43602783344 0 2556.12457938098 0 0 0
"MOTH2F514" 295027.336981964 0 474488.410136718 900083.400961924 512825.295733244 195573.677246048 72784.521929637 6111.67741393899 0 10556.5337149855 5000.46333867735 2222.42815052327 1111.21407526163 1111.21407526163 17223.8181665553 0 0 0 0 0 555.607037630817 555.607037630817
"MOTH2F515" 1531582.28623157 1855.33892941438 720799.174077488 1013015.05546025 661428.328336228 58443.1762765531 96477.624329548 12987.3725059007 0 32468.4312647517 1855.33892941438 8349.02518236473 927.669464707192 3710.67785882877 18553.3892941438 0 0 927.669464707192 2783.00839412158 0 0 0
"Sp13.BD.MLB.SN.1" 620521.601774215 0 604967.630225785 2187379.57775818 232490.943144957 0 2455.89024448898 4911.78048897796 0 4093.15040748163 5730.41057047428 818.630081496326 818.630081496326 3274.5203259853 3274.5203259853 0 0 0 3274.5203259853 0 818.630081496326 1637.26016299265
"Su13.BD.MLB.DD.1" 3780166.83984859 54002.3834264084 752658.219005567 1690949.63103941 605839.239065019 6750.29792830105 263261.619203741 18563.3193028279 291950.38539902 64127.8303188599 11813.0213745268 0 0 18563.3193028279 1687.57448207526 6750.29792830105 6750.29792830105 1687.57448207526 0 1687.57448207526 0 1687.57448207526
"Su13.BD.MLB.SD.1" 4080796.94945446 537181.271164551 3754333.19349811 3944275.74241817 284913.823380093 5935.70465375195 157296.173324427 20774.9662881318 406595.768782008 71228.4558450234 17807.1139612558 2967.85232687597 0 0 0 32646.3755956357 11871.4093075039 0 0 0 0 0
