"Otu000001" "Otu000005" "Otu000007" "Otu000009" "Otu000010" "Otu000012" "Otu000016" "Otu000017" "Otu000018" "Otu000019" "Otu000020" "Otu000022" "Otu000023" "Otu000025" "Otu000026" "Otu000040" "Otu000041" "Otu000044" "Otu000046" "Otu000047" "Otu000048" "Otu000050" "Otu000053" "Otu000058" "Otu000059" "Otu000060" "Otu000066" "Otu000070" "Otu000071" "Otu000075" "Otu000076" "Otu000077" "Otu000078" "Otu000081" "Otu000093" "Otu000095" "Otu000096" "Otu000103" "Otu000106" "Otu000108" "Otu000109" "Otu000110" "Otu000117" "Otu000119" "Otu000120" "Otu000123" "Otu000124" "Otu000131" "Otu000136" "Otu000137" "Otu000159" "Otu000161" "Otu000162" "Otu000168" "Otu000176" "Otu000179" "Otu000192" "Otu000195" "Otu000201" "Otu000206" "Otu000210" "Otu000216" "Otu000217" "Otu000223" "Otu000227" "Otu000229" "Otu000248" "Otu000250" "Otu000261" "Otu000262" "Otu000267" "Otu000274" "Otu000275" "Otu000282" "Otu000294" "Otu000298" "Otu000304" "Otu000308" "Otu000311" "Otu000320" "Otu000322" "Otu000323" "Otu000328" "Otu000338" "Otu000347" "Otu000355" "Otu000363" "Otu000377" "Otu000378" "Otu000385" "Otu000387" "Otu000399" "Otu000430" "Otu000434" "Otu000444" "Otu000450" "Otu000459" "Otu000471" "Otu000483" "Otu000500" "Otu000506" "Otu000514" "Otu000554" "Otu000556" "Otu000563" "Otu000571" "Otu000580" "Otu000582" "Otu000583" "Otu000597" "Otu000623" "Otu000634" "Otu000641" "Otu000646" "Otu000660" "Otu000663" "Otu000666" "Otu000669" "Otu000704" "Otu000717" "Otu000745" "Otu000746" "Otu000760" "Otu000763" "Otu000773" "Otu000785" "Otu000787" "Otu000793" "Otu000803" "Otu000810" "Otu000826" "Otu000832" "Otu000853" "Otu000877" "Otu000921" "Otu000931" "Otu001065" "Otu001097" "Otu001104" "Otu001115" "Otu001118" "Otu001183" "Otu001201" "Otu001269" "Otu001276" "Otu001301" "Otu001311" "Otu001319" "Otu001414" "Otu001415" "Otu001602" "Otu001636" "Otu001643" "Otu001784" "Otu001802" "Otu001821" "Otu001834" "Otu002159" "Otu002185" "Otu002212" "Otu002882" "Otu003259"
"Z14011F" 0.0534469403563129 0.00309837335398916 0.0669469956844085 0.0190328648887905 0.098041385415514 0.00796724576740069 0.00863118291468408 0.0132787429456678 0.00376231050127255 0.00752462100254509 0.0067500276640478 0.000553280956069492 0.0069713400464756 0.00475821622219763 0.000110656191213898 0.000110656191213898 0.000995905720925086 0.000553280956069492 0.00509018479583933 0.0148279296226624 0.000553280956069492 0.029434546862897 0.000442624764855594 0.0286599535243997 0.000663937147283391 0.00265574858913356 0.00608609051676441 0 0.00520084098705323 0.00165984286820848 0.0635166537567777 0 0 0.03917229168972 0.0162664601084431 0.00940577625318136 0.00132787429456678 0.00387296669248644 0.00221312382427797 0.00243443620670577 0.00265574858913356 0 0 0.000331968573641695 0.000663937147283391 0.000221312382427797 0.00995905720925086 0.000774593338497289 0.0102910257828926 0.00343034192763085 0.000553280956069492 0 0.000995905720925086 0.000553280956069492 0.00132787429456678 0.0187008963151488 0 0.000331968573641695 0.0949430120615248 0.0354099811884475 0.00177049905942237 0.0113975876950315 0.000110656191213898 0 0.00199181144185017 0.000331968573641695 0.000221312382427797 0.00840987053225628 0.00165984286820848 0.000221312382427797 0.0127254619895983 0 0.0144959610490207 0.00331968573641695 0 0.00343034192763085 0.0278853601859024 0.000110656191213898 0 0.00575412194312272 0.000110656191213898 0 0.000553280956069492 0.000221312382427797 0.0110656191213898 0.00287706097156136 0.0157131791523736 0 0 0.000221312382427797 0.000221312382427797 0.000885249529711187 0 0 0 0.0153812105787319 0.0110656191213898 0 0.00276640478034746 0.00885249529711187 0 0.000331968573641695 0 0.00199181144185017 0.000110656191213898 0.00154918667699458 0.00497952860462543 0 0 0.000442624764855594 0 0.000331968573641695 0.00918446387075357 0 0 0.0165984286820848 0 0.00154918667699458 0 0.0070819962376895 0.000331968573641695 0.0073033086201173 0.000110656191213898 0 0.00630740289919221 0 0 0 0.00110656191213898 0 0.00387296669248644 0 0.000663937147283391 0.00553280956069492 0 0.000221312382427797 0.0101803695916787 0.00453690383976984 0.00287706097156136 0 0 0.000663937147283391 0.00188115525063627 0.00254509239791966 0 0.000553280956069492 0.00188115525063627 0 0 0.0113975876950315 0 0 0 0.00121721810335288 0 0.0070819962376895 0 0 0 0.00121721810335288 0.00343034192763085 0
"Z14012F" 0.146287484784774 0.0147172734314485 0.0568772822839438 0.0461436317361956 0.0681642137877614 0.0255615801704105 0.0356312935708753 0.0340821068938807 0.0175943344030098 0.0665043709195529 0.028327984950758 0.0171517096381543 0.0151598981963041 0.060971561358858 0.0101803695916787 0.00343034192763085 0.000442624764855594 0.00254509239791966 0.0322009516432444 0.000442624764855594 0.00962708863560916 0.0179263029766515 0.02611486112648 0.000110656191213898 0.00376231050127255 0.0198074582272878 0.00121721810335288 0.00199181144185017 0.00132787429456678 0.000885249529711187 0.00409427907491424 0.00475821622219763 0.0151598981963041 0.0225738630076353 0.00442624764855594 0.000331968573641695 0.0148279296226624 0.000995905720925086 0.00287706097156136 0.0264468297001217 0.0223525506252075 0.000663937147283391 0.00177049905942237 0.000221312382427797 0.00110656191213898 0.00940577625318137 0.00409427907491424 0.000110656191213898 0 0.000774593338497289 0.000774593338497289 0.000221312382427797 0.000442624764855594 0.000221312382427797 0.00254509239791966 0.00918446387075357 0.000221312382427797 0 0.000442624764855594 0.000995905720925086 0.000885249529711187 0 0.00221312382427797 0.000774593338497289 0 0.000331968573641695 0.000553280956069492 0.000553280956069492 0.000885249529711187 0.00597543432555051 0.000553280956069492 0.000221312382427797 0.0165984286820848 0.000221312382427797 0.000221312382427797 0 0 0.000774593338497289 0.000774593338497289 0 0.000110656191213898 0 0.000663937147283391 0.00110656191213898 0 0.00663937147283391 0 0.0175943344030098 0.00276640478034746 0.000110656191213898 0.000995905720925086 0.00276640478034746 0.000774593338497289 0.000553280956069492 0 0 0.000331968573641695 0.00154918667699458 0 0 0 0.00265574858913356 0 0.00121721810335288 0.000221312382427797 0 0 0 0.00343034192763085 0.00143853048578068 0 0.000110656191213898 0 0 0 0 0 0 0.000221312382427797 0 0 0.00232378001549187 0.000221312382427797 0 0 0 0 0.000110656191213898 0 0 0 0.00177049905942237 0.000110656191213898 0 0 0 0 0 0 0 0 0 0 0 0.000110656191213898 0.000110656191213898 0.000663937147283391 0 0.000221312382427797 0 0 0 0.000221312382427797 0 0 0 0 0.000110656191213898 0 0 0 0
"Z14013F" 0.108000442624765 0.0521190660617462 0.0380657297775811 0.0293238906716831 0.0288812659068275 0.0333075135553834 0.0179263029766515 0.0324222640256722 0.0209140201394268 0.0365165431005865 0.0340821068938807 0.00630740289919221 0.0157131791523736 0.0462542879274095 0.011950868651101 0.00542215336948102 0.00962708863560916 0.00121721810335288 0.0128361181808122 0.000221312382427797 0.0106229943565342 0.0558813765630187 0.0183689277415071 0 0.00177049905942237 0.0123934934159566 0.0385083545424366 0.00276640478034746 0.00199181144185017 0.000221312382427797 0.0164877724908709 0.00575412194312272 0.00143853048578068 0.0497952860462543 0.0100697134004648 0.000221312382427797 0.00641805909040611 0.00177049905942237 0.00630740289919221 0.0120615248423149 0.0150492420050902 0.000331968573641695 0.000110656191213898 0 0.00442624764855594 0.00486887241341153 0.0071926524289034 0.0462542879274095 0.00796724576740069 0.0182582715502932 0.000885249529711187 0.000774593338497289 0.000221312382427797 0.00165984286820848 0.00431559145734204 0.0067500276640478 0 0.00110656191213898 0.000553280956069492 0 0 0.000221312382427797 0.00354099811884475 0.00354099811884475 0.00177049905942237 0.00398362288370034 0.00121721810335288 0 0.00188115525063627 0.00509018479583933 0 0.00121721810335288 0.00464756003098373 0 0.000995905720925086 0 0 0.00154918667699458 0.000331968573641695 0 0.000110656191213898 0 0 0.00121721810335288 0 0.0071926524289034 0 0.0066393714728339 0.00298771716277526 0.00298771716277526 0.000663937147283391 0.00531149717826712 0.000110656191213898 0.00121721810335288 0.000442624764855594 0 0.000221312382427797 0.000885249529711187 0 0 0 0.000110656191213898 0.000221312382427797 0.00243443620670576 0.000442624764855594 0 0.000110656191213898 0.000221312382427797 0.000442624764855594 0.00276640478034746 0.000110656191213898 0.000110656191213898 0 0.00486887241341153 0 0.000110656191213898 0.00121721810335288 0 0 0 0 0.00188115525063627 0.000774593338497289 0 0 0.00586477813433662 0.000442624764855594 0.00110656191213898 0 0.000110656191213898 0 0.000110656191213898 0 0 0.000110656191213898 0 0 0 0 0 0 0 0 0 0 0.000885249529711187 0 0.000110656191213898 0.000221312382427797 0 0.000110656191213898 0 0 0.000331968573641695 0 0 0 0.000110656191213898 0 0 0 0
"Z14014F" 0.142635830474715 0.0299878278189665 0.126480026557486 0.0263361735089078 0.0561026889454465 0.0284386411419719 0.0427132898085648 0.0372911364390838 0.00940577625318136 0.0297665154365387 0.0258935487440522 0.000663937147283391 0.021799269669138 0.0487993803253292 0.00785658957618679 0.00287706097156136 0.0071926524289034 0.000885249529711187 0.00287706097156136 0 0.0101803695916787 0.0518977536793184 0.018479583932721 0 0.00298771716277526 0.00973774482682306 0.011950868651101 0 0.00276640478034746 0.000110656191213898 0.0142746486665929 0.00376231050127255 0.0069713400464756 0.0420493526612814 0.0073033086201173 0 0.00343034192763085 0.00232378001549187 0.00298771716277526 0.0112869315038176 0.0137213677105234 0.000221312382427797 0.000110656191213898 0 0.00276640478034746 0.0118402124598871 0.00453690383976984 0.0331968573641695 0.00276640478034746 0.00829921434104238 0.000995905720925086 0.000442624764855594 0 0.00110656191213898 0.00409427907491424 0.00564346575190882 0.000110656191213898 0.000553280956069492 0.000331968573641695 0.000110656191213898 0 0.000442624764855594 0.00442624764855594 0.00376231050127255 0.00121721810335288 0.00298771716277526 0.000331968573641695 0.000663937147283391 0.00243443620670577 0.000885249529711187 0.000221312382427797 0.000774593338497289 0.00343034192763085 0 0.00110656191213898 0 0.000331968573641695 0.000553280956069492 0 0.000553280956069492 0 0 0 0.000331968573641695 0 0.00232378001549187 0 0.00287706097156136 0.000110656191213898 0.00298771716277526 0.000885249529711187 0.00553280956069492 0.000110656191213898 0.00110656191213898 0 0 0 0.000885249529711187 0 0 0 0.000553280956069492 0.000110656191213898 0.00132787429456678 0 0 0 0.000221312382427797 0.000110656191213898 0.00154918667699458 0 0.000221312382427797 0 0.00210246763306407 0.000331968573641695 0 0.000885249529711187 0 0 0 0 0.00154918667699458 0.000995905720925086 0 0 0.00243443620670577 0.000221312382427797 0.00221312382427797 0.000221312382427797 0 0 0 0 0 0.000110656191213898 0 0 0 0 0 0 0 0 0 0 0.00143853048578068 0 0 0.000110656191213898 0 0.000221312382427797 0 0 0.000110656191213898 0 0 0 0.000331968573641695 0 0 0 0
"Z14016F" 0.13311939803032 0.0318689830696027 0.0604182804027885 0.0393936040721478 0.0505698793847516 0.0293238906716831 0.0205820515657851 0.0396149164545756 0.0167090848732987 0.0324222640256722 0.0231271439637048 0.0104016819741065 0.016377116299657 0.0589797499170078 0.0106229943565342 0.00320902954520305 0.0067500276640478 0.000663937147283391 0.0326435764081 0.000110656191213898 0.0122828372247427 0.0438198517207038 0.030541108775036 0 0.00409427907491424 0.0198074582272878 0.0149385858138763 0.00309837335398916 0.00177049905942237 0.000885249529711187 0.0173730220205821 0.00331968573641695 0.00885249529711187 0.0248976430231271 0.0073033086201173 0 0.00320902954520305 0.00221312382427797 0.00520084098705323 0.011950868651101 0.014163992475379 0.00121721810335288 0.000663937147283391 0.000663937147283391 0.00276640478034746 0.00918446387075357 0.00409427907491424 0.025008299214341 0.00221312382427797 0.0183689277415071 0.000331968573641695 0.000442624764855594 0 0.00132787429456678 0.00398362288370034 0.00542215336948102 0.000331968573641695 0.000774593338497289 0.000221312382427797 0.000110656191213898 0.000110656191213898 0.000110656191213898 0.00420493526612814 0.00453690383976984 0.00121721810335288 0.00210246763306407 0.00121721810335288 0.00110656191213898 0.00276640478034746 0.00497952860462543 0 0.000663937147283391 0.00365165431005865 0 0.00165984286820848 0 0 0.000553280956069492 0.000442624764855594 0 0 0 0.000331968573641695 0.00210246763306407 0 0.00520084098705323 0 0.00387296669248644 0.00177049905942237 0.00121721810335288 0.00165984286820848 0.00509018479583933 0.000221312382427797 0.00309837335398916 0.000774593338497289 0.000110656191213898 0.000110656191213898 0.000885249529711187 0 0.000331968573641695 0 0.000331968573641695 0.000110656191213898 0.00276640478034746 0 0 0 0.000110656191213898 0.000221312382427797 0.00243443620670577 0.000110656191213898 0 0 0.00232378001549187 0 0 0.00121721810335288 0 0.000110656191213898 0 0 0.00287706097156136 0 0 0 0.00320902954520305 0 0.00154918667699458 0 0 0.000110656191213898 0.000663937147283391 0 0 0 0 0 0 0 0.000110656191213898 0 0 0 0 0.000442624764855594 0.000774593338497289 0 0.000331968573641695 0.000221312382427797 0 0 0 0 0 0 0 0 0.000110656191213898 0 0 0 0
"Z14017F" 0.122717716056213 0.10246763306407 0.0375124488215116 0.0482460993692597 0.0333075135553834 0.0379550735863672 0.054442846077238 0.0179263029766515 0.0160451477260153 0.0256722363616244 0.0400575412194312 0.00431559145734204 0.0222418944339936 0.0307624211574638 0.00840987053225628 0.0149385858138763 0.00608609051676441 0.00154918667699458 0.0165984286820848 0.00221312382427797 0.0132787429456678 0.0101803695916787 0.00973774482682306 0.000663937147283391 0.00221312382427797 0.00940577625318137 0.00785658957618679 0 0.0442624764855594 0.000663937147283391 0.0118402124598871 0.0115082438862454 0.0162664601084431 0.0208033639482129 0.00929512006196747 0.000110656191213898 0.00409427907491424 0.000995905720925086 0.00232378001549187 0.0106229943565342 0.00796724576740069 0.000442624764855594 0.000995905720925086 0.00387296669248644 0.00221312382427797 0.0140533362841651 0.0137213677105234 0.0180369591678654 0.00376231050127255 0.00243443620670577 0.000221312382427797 0.00365165431005865 0 0.000553280956069492 0.00331968573641695 0.00575412194312272 0.000110656191213898 0.000885249529711187 0 0 0.000221312382427797 0 0.00619674670797831 0.00199181144185017 0.000885249529711187 0.00365165431005865 0.000774593338497289 0.000110656191213898 0.00376231050127255 0.00420493526612814 0.000221312382427797 0.00309837335398916 0.00210246763306407 0 0.00188115525063627 0.000110656191213898 0 0.000110656191213898 0 0 0.000221312382427797 0.00143853048578068 0.000110656191213898 0.00276640478034746 0 0.00509018479583933 0 0.000331968573641695 0.00110656191213898 0.00420493526612814 0.000774593338497289 0.00121721810335288 0.00320902954520305 0.00110656191213898 0.000663937147283391 0 0.00188115525063627 0.00331968573641695 0 0 0.000110656191213898 0 0.00741396481133119 0.00542215336948102 0 0.000442624764855594 0 0.000110656191213898 0.00254509239791966 0.000331968573641695 0 0.000663937147283391 0 0 0 0 0.000221312382427797 0 0.000110656191213898 0 0 0.00254509239791966 0.000442624764855594 0.000331968573641695 0 0.000553280956069492 0.000774593338497289 0.00398362288370034 0 0.000663937147283391 0 0.000221312382427797 0 0 0 0.000221312382427797 0 0 0 0 0 0 0.000110656191213898 0.000110656191213898 0 0.00143853048578068 0 0 0 0.000221312382427797 0.000663937147283391 0 0 0.000110656191213898 0 0 0 0.00188115525063627 0 0 0 0
"Z14018F" 0.086090516764413 0.184463870753569 0.034856700232378 0.0302091402013943 0.0246763306406993 0.044705101250415 0.0511231603408211 0.0433772269558482 0.00796724576740069 0.0428239459997787 0.0248976430231271 0.000553280956069492 0.0133893991368817 0.0263361735089078 0.00785658957618679 0.00652871528162001 0.00973774482682306 0.000885249529711187 0.00343034192763085 0.00464756003098373 0.0113975876950315 0.00896315148832577 0.0148279296226624 0 0.00276640478034746 0.00586477813433662 0.0106229943565342 0.000110656191213898 0.0430452583822065 0.000110656191213898 0.0139426800929512 0.00586477813433662 0.0115082438862454 0.0100697134004648 0.0201394268009295 0.000110656191213898 0.00221312382427797 0.00232378001549187 0.00265574858913356 0.0183689277415071 0.00973774482682306 0.000442624764855594 0.000442624764855594 0.00829921434104238 0.00188115525063627 0.00852052672347018 0.0102910257828926 0.00641805909040611 0.0070819962376895 0.00232378001549187 0.00143853048578068 0.00863118291468408 0.000442624764855594 0.000442624764855594 0.00265574858913356 0.0117295562686732 0 0.00309837335398916 0 0 0.000110656191213898 0.000331968573641695 0.00763527719375899 0.00331968573641695 0.00221312382427797 0.00132787429456678 0.00165984286820848 0.000331968573641695 0.00398362288370034 0.00154918667699458 0.00188115525063627 0.00188115525063627 0.00409427907491424 0 0.00132787429456678 0.00110656191213898 0 0.000110656191213898 0 0.000110656191213898 0.00110656191213898 0.00199181144185017 0.000110656191213898 0.00265574858913356 0.000442624764855594 0.00398362288370034 0 0.00143853048578068 0.000442624764855594 0.00199181144185017 0.000331968573641695 0.00254509239791966 0.000442624764855594 0.00298771716277526 0.000553280956069492 0 0 0.00287706097156136 0 0 0.000663937147283391 0.000331968573641695 0.00154918667699458 0.00243443620670577 0 0.000221312382427797 0 0.000442624764855594 0 0.000995905720925086 0.000110656191213898 0.000442624764855594 0 0 0 0 0.000110656191213898 0.000553280956069492 0.000110656191213898 0 0 0.00243443620670577 0.000885249529711187 0.000663937147283391 0 0.000885249529711187 0.000885249529711187 0.00453690383976984 0 0.000553280956069492 0 0 0.000110656191213898 0 0.000774593338497289 0.000885249529711187 0 0 0 0.000110656191213898 0 0 0 0 0.000110656191213898 0.00254509239791966 0 0 0.000110656191213898 0 0.000110656191213898 0 0.000221312382427797 0 0 0 0 0.00199181144185017 0 0 0 0
"Z14019F" 0.115303751244882 0.00387296669248644 0.0601969680203607 0.0607502489764302 0.0396149164545756 0.0113975876950315 0.00896315148832577 0.050127254619896 0.000442624764855594 0.0282173287595441 0.0156025229611597 0.00210246763306407 0.00586477813433662 0.0148279296226624 0.00221312382427797 0.000221312382427797 0.000774593338497289 0.000331968573641695 0.0113975876950315 0.0615248423149275 0.000553280956069492 0.0204713953745712 0.000663937147283391 0.0509018479583933 0.00165984286820848 0.00199181144185017 0.00354099811884475 0.000110656191213898 0.00243443620670577 0.0104016819741065 0.0619674670797831 0 0.000110656191213898 0.0252296115967688 0.00918446387075357 0.0156025229611597 0.00221312382427797 0.00232378001549187 0.000885249529711187 0.00210246763306407 0.00254509239791966 0 0 0 0.00774593338497289 0.000553280956069492 0.0143853048578068 0.000774593338497289 0.00497952860462543 0.00309837335398916 0.000110656191213898 0 0.000442624764855594 0.000110656191213898 0.00475821622219763 0.0285492973331858 0 0.000110656191213898 0.0202500829921434 0.0199181144185017 0.000774593338497289 0.0205820515657851 0.00188115525063627 0 0.00143853048578068 0 0.000442624764855594 0.000331968573641695 0.000995905720925086 0.000885249529711187 0.00243443620670577 0 0.0452583822064845 0 0 0.000885249529711187 0.000553280956069492 0 0 0.00365165431005865 0 0 0.000442624764855594 0.000331968573641695 0.00962708863560916 0.00143853048578068 0.000331968573641695 0.000110656191213898 0 0 0 0 0.000221312382427797 0.000442624764855594 0.000331968573641695 0.00475821622219763 0.00442624764855594 0 0.000110656191213898 0.00110656191213898 0 0.000442624764855594 0.000331968573641695 0.000442624764855594 0.000221312382427797 0 0 0 0 0.000553280956069492 0 0.00066393714728339 0.000110656191213898 0 0 0.00343034192763085 0 0.00110656191213898 0 0 0.00531149717826712 0.0223525506252075 0 0 0.00265574858913356 0 0.000110656191213898 0.000110656191213898 0.00298771716277526 0.000221312382427797 0.00143853048578068 0 0 0.00365165431005865 0 0 0.00221312382427797 0.000553280956069492 0.00210246763306407 0 0 0.000110656191213898 0.000995905720925086 0.000110656191213898 0 0.0142746486665929 0.00586477813433662 0.000442624764855594 0 0.00387296669248644 0 0 0 0.000885249529711187 0 0.00165984286820848 0 0 0 0.000442624764855594 0.00210246763306407 0
"Z14020F" 0.0994799159012947 0.129357087529047 0.0485780679429014 0.0524510346353878 0.0267787982737634 0.0442624764855594 0.0385083545424367 0.0480247869868319 0.00973774482682306 0.0638486223304194 0.0302091402013943 0.00177049905942237 0.0122828372247427 0.0379550735863672 0.00796724576740069 0.00542215336948102 0.00553280956069492 0.000995905720925086 0.00597543432555051 0.00475821622219763 0.0121721810335288 0.00542215336948102 0.0200287706097156 0 0.00221312382427797 0.0105123381653203 0.0070819962376895 0.000774593338497289 0.0389509793072922 0.000442624764855594 0.0201394268009295 0.00331968573641695 0.0071926524289034 0.0109549629301759 0.0167090848732987 0 0.00188115525063627 0.00110656191213898 0.00199181144185017 0.0208033639482129 0.011950868651101 0.000331968573641695 0.000110656191213898 0.00752462100254509 0.00154918667699458 0.0111762753126037 0.0148279296226624 0.0067500276640478 0.00232378001549187 0.00232378001549187 0.00121721810335288 0.00387296669248644 0.000553280956069492 0.000331968573641695 0.00199181144185017 0.00984840101803696 0 0.00254509239791966 0 0 0 0.000110656191213898 0.00509018479583933 0.00210246763306407 0.00177049905942237 0.000553280956069492 0.00188115525063627 0 0.00254509239791966 0.000885249529711187 0.00121721810335288 0.000885249529711187 0.00475821622219763 0 0.000774593338497289 0.000221312382427797 0 0.00121721810335288 0 0 0.000663937147283391 0.00254509239791966 0.000110656191213898 0.00165984286820848 0 0.00619674670797831 0.000110656191213898 0.00221312382427797 0.00110656191213898 0.00110656191213898 0.000442624764855594 0.00121721810335288 0.000221312382427797 0.00199181144185017 0.000995905720925086 0 0.000331968573641695 0.00199181144185017 0 0 0.000553280956069492 0.000110656191213898 0.00243443620670577 0.000774593338497289 0 0.000110656191213898 0 0 0 0.00132787429456678 0 0.000221312382427797 0 0 0.000110656191213898 0 0 0.000442624764855594 0 0.000221312382427797 0 0.00132787429456678 0 0.000221312382427797 0 0.000774593338497289 0.000110656191213898 0.00298771716277526 0.000110656191213898 0.000110656191213898 0 0.000221312382427797 0.000442624764855594 0 0.000110656191213898 0.000553280956069492 0 0 0 0 0.000110656191213898 0 0 0 0.000553280956069492 0.00143853048578068 0 0 0.000331968573641695 0.000331968573641695 0 0 0.000110656191213898 0 0.000331968573641695 0 0 0.00165984286820848 0 0.000110656191213898 0 0
"Z14021F" 0.130906274206042 0.0417173840876397 0.0967135111209472 0.0364058869093726 0.0325329202168861 0.0187008963151488 0.0433772269558482 0.0167090848732987 0.0189222086975766 0.00398362288370034 0.0100697134004648 0.00143853048578068 0.0115082438862454 0.0399468850282173 0.0070819962376895 0.0349673564235919 0.00863118291468408 0.000553280956069492 0.00276640478034746 0.000110656191213898 0.00907380767953967 0.043598539338276 0.00829921434104238 0 0.000995905720925086 0.0069713400464756 0.0188115525063627 0.000110656191213898 0.000110656191213898 0 0.00663937147283391 0.0367378554830143 0.00376231050127255 0.109107004536904 0.0188115525063627 0 0.000663937147283391 0.00398362288370034 0.00343034192763085 0.00309837335398916 0.0257828925528383 0.000442624764855594 0 0.000774593338497289 0.000442624764855594 0.0101803695916787 0.0102910257828926 0.00143853048578068 0.00564346575190882 0.000885249529711187 0.000663937147283391 0.00177049905942237 0.000774593338497289 0.000774593338497289 0.00221312382427797 0.00276640478034746 0.000331968573641695 0 0 0 0 0 0.0143853048578068 0.00376231050127255 0.000331968573641695 0.00210246763306407 0.000221312382427797 0 0.000331968573641695 0.000553280956069492 0.00110656191213898 0 0.0187008963151488 0 0.00442624764855594 0 0 0.000110656191213898 0.000331968573641695 0.000221312382427797 0 0 0.000110656191213898 0.00442624764855594 0.000110656191213898 0.00464756003098373 0 0.00409427907491424 0.00265574858913356 0.00442624764855594 0.000774593338497289 0.000885249529711187 0 0.00221312382427797 0 0 0.000221312382427797 0.00154918667699458 0 0 0 0 0 0.00387296669248644 0 0 0 0.000110656191213898 0 0.00154918667699458 0 0.00497952860462543 0 0.0068606838552617 0 0 0 0.000221312382427797 0.000221312382427797 0 0 0.00531149717826712 0 0.000110656191213898 0 0.00232378001549187 0.000110656191213898 0.00409427907491424 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000110656191213898 0 0 0.000221312382427797 0 0 0.000110656191213898 0 0.000442624764855594 0.000221312382427797 0 0 0 0 0 0 0 0
"Z14022F" 0.0835454243664933 0.0411641031315702 0.0767953967024455 0.0390616354985061 0.0383976983512228 0.0234591125373465 0.0440411641031316 0.0165984286820848 0.0236804249197743 0.00575412194312272 0.0116189000774593 0.00863118291468408 0.0169303972557265 0.0471395374571207 0.00652871528162001 0.0224632068164214 0.00542215336948102 0.000442624764855594 0.00763527719375899 0.000331968573641695 0.0117295562686732 0.0503485670023238 0.0070819962376895 0 0.00177049905942237 0.0070819962376895 0.0211353325218546 0.00121721810335288 0.000221312382427797 0.000110656191213898 0.00276640478034746 0.0372911364390838 0.00486887241341153 0.101361071151931 0.016377116299657 0 0.000885249529711187 0.00464756003098373 0.00475821622219763 0.00409427907491424 0.0293238906716831 0.000885249529711187 0 0.00110656191213898 0.000663937147283391 0.00763527719375899 0.0125041496071705 0.00243443620670577 0.00464756003098373 0.00564346575190882 0.00110656191213898 0.00298771716277526 0.000663937147283391 0.000331968573641695 0.00365165431005865 0.00188115525063627 0.000110656191213898 0 0 0 0.000221312382427797 0.000110656191213898 0.010844306738962 0.00531149717826712 0.000110656191213898 0.00398362288370034 0.000442624764855594 0 0.000221312382427797 0.00165984286820848 0.00121721810335288 0.000221312382427797 0.0251189554055549 0 0.00509018479583933 0 0 0.000553280956069492 0 0.000221312382427797 0.000221312382427797 0 0.00110656191213898 0.00309837335398916 0 0.00840987053225628 0 0.00564346575190882 0.00287706097156136 0.00365165431005865 0.000774593338497289 0.00165984286820848 0 0.00210246763306407 0 0 0 0.00232378001549187 0 0 0 0.000110656191213898 0 0.00741396481133119 0.000110656191213898 0 0 0.000885249529711187 0.000442624764855594 0.000995905720925086 0 0.00265574858913356 0 0.00564346575190882 0 0 0 0 0.000221312382427797 0 0 0.00431559145734204 0.000110656191213898 0 0 0.00320902954520305 0.000221312382427797 0.0112869315038176 0 0.000553280956069492 0 0 0.00110656191213898 0 0 0 0 0 0 0 0 0 0 0 0 0.000110656191213898 0 0 0 0 0.000221312382427797 0 0.000221312382427797 0 0 0 0 0 0 0 0 0
