,score,abun_abs_mean,abun_abs_CV,abun_rel_mean,abun_rel_CV,kendall,p_kendall
Otu000269,0.52,4315.344239162972,2.3844647221702293,0.0004872755086787245,2.389423518263387,0.45285773970843085,1.1730497614049334e-05
Otu000893,0.496,1382.01463882984,1.7334726409020258,0.00017083762854072106,1.6242619339221676,0.3955252899265314,0.00010427076354206229
Otu000053,0.492,51173.125563537054,1.0827939840040686,0.007163532378583908,0.8764353428147225,0.485062250185953,1.1012740538289397e-07
Otu000169,0.486,13324.663863778342,1.0775070996966643,0.0018423285168769506,0.8808819593388734,0.43771004823619075,2.074848557053157e-06
Otu000179,0.486,18609.48020846851,2.898739957614466,0.0020442275324251543,2.697879877364269,0.2559653181612864,0.01142669705158073
Otu000346,0.478,1488.8249313737488,2.0825164813486756,0.00037079530740092117,2.1663608006883894,-0.34218136567162605,0.000707248625410118
Otu000392,0.472,10418.60406737603,1.204069697931122,0.001456002515972298,1.146656755217445,0.4856438337077434,2.6272607662412853e-07
Otu000355,0.442,14440.663757728951,1.4307364848613005,0.0019122166376436454,1.3084789151984177,0.41313124504023285,1.5897574551128337e-05
Otu000067,0.43,11666.785549837026,1.5996709992712579,0.0026499245790696205,1.821882483439354,-0.2660979880216907,0.004994779373148303
Otu000204,0.42,7927.310800801381,1.440319783370433,0.0016365468279528651,1.573828076989974,-0.3219847276219798,0.0006322364808241841
Otu001533,0.41,782.8609261476691,2.790794381746484,0.0002989658499463017,3.5632054514405787,-0.3270878254473663,0.001816243036265679
Otu000832,0.402,1079.6315371698026,2.678280666918113,0.00013589356815738596,2.2721841253978847,0.17560983967156765,0.08842344004985868
Otu000307,0.394,1548.2953452337276,2.003801410670247,0.0002038403522360912,1.8027594656422665,0.3008750895292649,0.002956304953067891
Otu000026,0.39,44442.43087594277,0.7823188943533097,0.006670432859841268,0.5193646171889087,0.42295116933884036,3.8122771167285774e-06
Otu000377,0.384,26201.003726789862,2.165067263264929,0.0034516966311984028,1.8870353350612754,0.27631701262095326,0.0034907897753256186
Otu000165,0.376,13084.631644477184,2.035540626333754,0.0016714908883362037,1.8322422434658754,0.4057717096758343,1.917577928684291e-05
Otu000103,0.356,6016.3824429858505,2.0092210576519527,0.00161713346107327,2.1784879139441258,-0.4293728276356098,2.9040477487862783e-05
Otu000222,0.352,4192.31894792947,1.7042248845345311,0.0005882250164527686,1.550924376189725,0.20166488239679395,0.036579505154145237
Otu000162,0.35,2414.037711078627,0.8081800050489673,0.00043874209147958773,0.8552472241764859,-0.19838425060324566,0.036251614518545805
Otu001793,0.348,740.70618900854,2.039926161398618,0.00017472030191665087,2.317600017533464,-0.2579868167013198,0.012271875087312345
