,score,abun_abs_mean,abun_abs_CV,abun_rel_mean,abun_rel_CV,kendall,p_kendall
Otu001368,0.204,654.1746774768176,2.4651030272246017,0.00011851660309865161,2.562048201022028,0.08302485457429933,0.34027053918646066
Otu000190,0.202,3962.977074970729,1.859888964498626,0.0006931425575164225,1.5813845212426716,-0.15071390798519305,0.08343155716888288
Otu000418,0.2,1496.2235237571915,2.711051461718424,0.0003268185115751,2.983139161321946,0.1570597567424643,0.07123094798065756
Otu000043,0.2,16042.010142589841,1.6741238311853155,0.003595003627326275,2.0582245111394397,-0.15917503966155475,0.06750474728448311
Otu000010,0.198,233814.8035708909,0.6827114937332912,0.037774473678539866,0.5507600892651441,-0.06398730830248546,0.46236148255917053
Otu000149,0.196,1132.730955301284,1.8112482728288095,0.0001939362596159693,1.5485719432844494,-0.18138551031200426,0.03721386280277783
Otu000885,0.196,1650.0038368170035,2.489796240191138,0.00026217309170308386,1.924020287810464,-0.06821787414066632,0.43330035939248523
Otu001298,0.192,1397.0031678087355,2.9852647965536567,0.00016879637411019996,2.50160357924388,0.22474881015335804,0.009837633533389475
Otu000095,0.192,15903.024030940001,1.5592948955406898,0.003566272329605391,2.214059638500916,-0.20994182971972503,0.01589095289369667
Otu000837,0.188,656.9075189626566,1.8219748967753886,0.00011851660309864356,2.0331519038819708,0.031200423056583822,0.7200658218006414
Otu000590,0.186,5332.516331379605,2.429737583313742,0.0007182824430222194,2.211649484575531,0.014278159703860394,0.8697309799351222
Otu000888,0.186,834.9626027143902,2.655220438346087,0.00016879637411020319,2.9223602682740193,-0.1464833421470122,0.09246792327578955
Otu000521,0.184,2806.740511524842,2.5027580308578714,0.0008403904583360078,2.667071262639027,-0.3326282390269699,0.0001331287941582677
Otu000469,0.182,2175.6960510303747,1.6832340045509582,0.0004094209925226387,1.9969172311760295,0.21840296139608675,0.012121210317214266
Otu000581,0.174,2076.908344053698,1.9637680576269356,0.00031604427492974837,1.7975967714018697,0.02908514013749339,0.7383233431911786
Otu000033,0.17,19435.239582537833,0.986934537695604,0.003806896948017859,1.029108643026315,-0.10946589106292967,0.20863238090870928
Otu000022,0.17,40263.92578073351,1.3371632414083092,0.007010436643897075,1.5504995070343337,-0.20465362242199894,0.01873966285059817
Otu000127,0.168,801.7566356835537,1.9064061925610414,0.00011851660309864518,1.8854823602731101,-0.006874669487043892,0.9370620025943025
Otu000894,0.166,973.1852347921654,2.6086643137097356,0.00011492519088353871,2.3466546209097023,0.18138551031200426,0.03721386280277783
Otu001126,0.16,411.4316707321452,3.1407952954153067,0.00010055954202310162,3.6676499386210684,-0.08725542041248019,0.31623566306310347
Otu000615,0.16,1278.1656972690907,3.183299589983031,0.00017597919854043872,3.200483624633789,0.11475409836065575,0.1874782923695144
Otu000673,0.16,849.7600957326837,2.8092420563486504,0.00015443072524976129,2.657232318937482,-0.09994711792702275,0.2509679622796229
Otu000141,0.158,1214.4727793328586,2.168332186537489,0.00017597919854041606,2.246421211361595,0.12109994711792704,0.16423612271926746
Otu000317,0.158,4272.747516940691,1.800165719084088,0.0005387118322666418,1.5127677622054885,0.34320465362242203,8.077833274687573e-05
Otu000167,0.158,5016.609592152049,1.5327319046032968,0.0008583475194115339,1.4067048800063198,-0.27763088313061873,0.0014281876213309494
Otu000175,0.158,26666.129691698807,1.161992425979896,0.0036452833983378462,0.9541094661131293,0.2903225806451613,0.0008540040513240268
Otu000384,0.156,1083.6394742316172,1.6420280511671554,0.00018675343518574674,1.6183842922893368,0.12956107879428877,0.13671133011073336
Otu000187,0.154,13366.79681897845,1.121291265600084,0.0018639429396426668,0.9518166958585588,0.35166578529878373,5.361909918788929e-05
Otu000701,0.148,939.6444833645787,1.9514181689115326,0.0001687963741101935,1.7337616742438822,-0.15917503966155475,0.06750474728448311
Otu000330,0.148,9780.501831178488,2.006810193229594,0.0013647366417422141,1.899629145521278,0.14542570068746696,0.09484568890775397
Otu001476,0.146,666.4245961959771,3.3823624976923954,0.00011133377866842905,2.914069882259222,-0.1538868323638287,0.07713485828481995
Otu000076,0.146,1787.118243878437,1.929026497180668,0.00040582958030753387,2.4467375710645203,0.13167636171337918,0.13042034760269913
Otu000429,0.144,318.0269129908563,4.05796814068524,7.182824430221613e-05,4.077768595851582,0.0809095716552089,0.3527157544124043
Otu001183,0.144,559.2279623548171,2.005631204553538,9.696812980797903e-05,2.0208163589098542,0.07879428873611846,0.365445157668264
Otu000409,0.142,1178.8541709691785,2.1469242009714495,0.00034118416043554025,2.5936686070148514,-0.20359598096245374,0.01936021236597907
Otu000434,0.138,1573.1215848255652,1.890925187640538,0.000351958397080866,2.1751913757450345,0.041776837652035964,0.6313323066185197
Otu001767,0.138,856.8061547611351,3.093652839118258,0.0001723877863253226,2.980707929872847,0.1179270227392914,0.17557046123972542
Otu000517,0.136,1605.508500621315,2.1890827813237803,0.0003914639314471049,2.399326630531788,-0.358011634056055,3.9198574783358984e-05
Otu000112,0.136,47474.08408847445,0.6118793004761021,0.008005257827482896,0.5076022812363565,-0.1623479640401904,0.06221742126621167
Otu000194,0.134,303.46161356404576,2.157690101144628,6.823683208709355e-05,2.1780973111888176,-0.10417768376520362,0.23146479677371512
Otu000210,0.134,1908.9256433224875,1.718785958367015,0.0004597007635341983,1.5513665850630711,-0.1983077736647277,0.02273964862980675
Otu000030,0.134,14053.072785477774,2.083508255525577,0.0016305011456604528,1.8030593609514838,0.2120571126388155,0.014862726381484934
Otu000613,0.132,485.4797632253755,2.2655868086209243,6.823683208709679e-05,2.478022007620564,0.1401374933897409,0.10747828948666995
Otu000109,0.132,9135.142793490204,1.3357405455553941,0.0013467795806666647,1.3006056372627028,0.12215758857747225,0.160583177351021
Otu000749,0.13,995.2091096853204,1.8587096011134525,0.00012210801531375323,1.6731641080965824,0.19407720782654683,0.025801397653979
Otu000106,0.13,14622.62897647266,0.9941205869753493,0.0028013015277866924,0.9930603886220616,0.07985193019566368,0.35904499867739703
Otu000063,0.128,1061.7851673562182,3.0349329478271203,0.00015443072524975,2.0654815186389954,0.06292966684294024,0.4697931005256184
Otu000471,0.128,1880.6426034218962,1.9104734057401191,0.00024421603062753063,1.9653170046036423,0.11686938127974619,0.1794753846620406
Otu000172,0.126,5383.908774204322,1.3268505866427343,0.0007757450384639793,1.3238049624408406,0.0809095716552089,0.3527157544124043
