,score,abun_abs_mean,abun_abs_CV,abun_rel_mean,abun_rel_CV,kendall,p_kendall
Otu000066,0.004,33925.60615248424,1.273679475454135,0.005327560173765877,1.218987578391138,0.21012940018381276,0.017253030596595435
Otu000482,0.004,1039.6796376027585,2.521455218194533,0.00017133861865374997,2.343738995117091,0.011825963645226133,0.904924472400791
Otu000782,0.004,3443.8607350016237,3.1206916654413135,0.0007014174701138663,3.718183631116194,0.05911804889967089,0.54004966727219
Otu002540,0.004,1036.3471586078035,5.6364872828919,0.00014456695948911614,4.913074250408955,0.007998798638014375,0.9381127504793942
Otu002984,0.004,930.1107197274999,4.286291732278157,0.00011779530032446128,3.844620220260554,-0.159031520762197,0.12151199257394418
Otu000856,0.004,1806.3459191246018,2.8251286342498365,0.00024629926431477423,2.7949937709725265,0.10916086193110949,0.2661301533399757
Otu001342,0.004,1435.6902860765972,3.3259120655444185,0.0002088189414842726,2.9357438051763074,0.0436062418261839,0.6650782292761638
Otu001440,0.004,1740.5498673446423,3.3830584073215473,0.00021774282787249516,3.274109944711201,0.26470909199773307,0.009108465275082503
Otu001475,0.004,2606.863523751815,3.0306424603863236,0.0005372179605706697,3.304921757263188,0.09499013455220241,0.3324670199353954
Otu000062,0.004,5361.479736131388,1.6177225807538413,0.0008674017569346921,1.5420111830196392,0.08726407341355057,0.33686988320155553
Otu000402,0.004,1125.1515124291898,1.7758366848114995,0.00017847772776429514,1.5160042389320991,0.02374142902156649,0.8039721743959303
Otu001311,0.004,2951.4155641270486,2.6331407258823774,0.0004765355331308048,2.828264759461298,-0.1566154487385377,0.11776062498841859
Otu000411,0.004,7173.42803814783,3.349660649507493,0.0010958532484730788,3.1739472055565208,0.11059974217855834,0.24149268758574094
Otu001637,0.002,312.38294871799434,2.0646901413240633,5.354331832928225e-05,2.1083233438933204,0.029604202062825425,0.7699983167349607
Otu000141,0.002,8599.202797045833,1.725610213816378,0.0014278218221147625,1.7501238246591526,0.169942867888641,0.06205138146784366
Otu000571,0.002,6088.229825041854,5.081841935792136,0.0007460369020549776,5.130831332105563,0.1154832605202544,0.25126989772280917
Otu001131,0.002,1635.6845007264035,3.0240343844912205,0.0002355906006489226,2.9906257368304923,-0.022996102490913696,0.8182213594788719
Otu001561,0.002,762.2090202090329,2.632313069938055,0.0001195800776020855,2.45288065612996,0.04616115531887254,0.6431807610516702
Otu000453,0.002,1773.6783530432242,1.465296302112282,0.0002819948098676226,1.3229622755325292,0.03630397393443217,0.6990521666122094
Otu000385,0.002,5744.281562145946,1.5140490734659626,0.00082099754771596,1.5045515458286263,0.2753697964711381,0.0024155332256563834
Otu000132,0.002,4160.658298577178,1.4735642493000913,0.0006800001427821242,1.484687457262472,0.11438187215737478,0.2127240777646351
Otu000099,0.002,1265.7872113087049,2.4868403781171726,0.0002712861462017871,2.5410596691764606,-0.1578993939596061,0.10948325708142698
Otu000601,0.002,857.6068334213821,1.599007167771605,0.00013742785037850646,1.4187071127577482,-0.11414417502508868,0.23805910515775475
Otu000399,0.002,3949.1239780686565,1.3012982703915097,0.0005854069470670148,1.146161202191645,0.2916427178345841,0.001447412820304312
Otu000115,0.002,15202.840076229619,1.1862761766662684,0.0024772708613691467,1.1362235073127547,0.07998756382112814,0.36465362479747443
Otu000619,0.002,9186.996114779015,4.003710082507649,0.0011583204531906257,4.036332299213635,0.16391100366052447,0.09874584817847286
Otu000554,0.002,3651.787689129275,2.7479044134783384,0.0005693439515682583,2.783518667512716,0.01848679993461415,0.8508857625807512
Otu000607,0.002,3002.3822311429367,1.7374319105142377,0.0004408399875779,1.5036650294911613,0.08318142662483329,0.37332726585510223
Otu001834,0.002,779.5371685293785,5.13790725987809,0.00012136485487974678,4.726752779973785,-0.03567495128596919,0.7276987508738678
Otu000041,0.002,75656.13477606217,1.509493404208464,0.012218585242747519,1.2190610701062363,-0.0005305066662381863,0.9951524212666577
Otu000160,0.002,16534.120657044336,2.6596800028493504,0.002057848201122972,2.6584702201676627,0.28861808329898675,0.003988482797981631
Otu000514,0.002,2804.447959026868,1.4337889227312113,0.0004372704330225869,1.3004357216491058,0.11493357205152854,0.20925650474536306
Otu000012,0.002,184213.19502489583,0.8630524393137782,0.030066358019182778,0.8613869526082009,0.022751325935909904,0.793942015343121
Otu000900,0.002,885.6656172366652,2.7844997408792453,0.00013207351854559518,2.4501691742625145,0.1430060228531639,0.15143472894181081
