,score,abun_abs_mean,abun_abs_CV,abun_rel_mean,abun_rel_CV,kendall,p_kendall
Otu000269,0.49,3413.84097738247,2.5311110499595455,0.00038226812420359837,2.5498699242688807,0.2723426758328927,0.0017590911293188217
Otu001355,0.41,3891.047599094633,4.145678295431967,0.00044094963449801944,4.226282813001572,0.14331041776837655,0.09974807926699701
Otu001530,0.396,253.83822799778696,3.1540588158280536,5.532828113473065e-05,2.820085464027117,-0.11158117398202011,0.1999720301936745
Otu000860,0.392,67.1315390533833,3.177125963932287,1.844276037824355e-05,2.9797219195402973,-0.16763617133791645,0.054168845050179
Otu000140,0.392,614.6403529290458,2.553860380637877,0.00014921869760578868,2.5992765042343513,-0.3008989952406135,0.0005479451489727805
Otu001959,0.384,121.02111751559244,3.0114975539974083,1.341291663872258e-05,2.971517799506997,0.10840824960338447,0.2130631061543815
Otu000369,0.372,3236.6310088810274,2.186050641995681,0.0006605861444571,2.086862572812546,-0.16763617133791645,0.054168845050179
Otu006935,0.368,211.67090589832995,4.391943709293889,2.1795989537924197e-05,4.329681760348205,0.06504494976203068,0.45499592136466205
Otu006137,0.328,50.02545938401189,4.607765209576924,2.3472604117764512e-05,4.905258306129195,-0.09254362771020626,0.28779813580320124
Otu003011,0.322,111.79937604956072,3.297073974862979,3.185567701696613e-05,3.320887106874329,-0.16763617133791645,0.054168845050179
Otu000555,0.314,626.3401989303198,2.666521410439527,7.209442693313387e-05,2.6184719915420187,0.21840296139608675,0.012121210317214266
Otu000216,0.314,19624.151731729937,2.214120206626213,0.0035913084300180937,2.2000297567898612,-0.3622421998942359,3.172096964069305e-05
Otu001210,0.31,1102.0545065421509,4.011755574352719,0.00011400979142914355,3.867267087018017,0.11369645690111055,0.1915771852565088
Otu002520,0.3,911.2664009791432,3.4440431612902525,0.00010059687479041937,3.4852590958767475,0.11263881544156532,0.19574162327288547
Otu000073,0.296,25824.009924022543,1.1867088718715748,0.004347461605526077,0.954120645647435,-0.11686938127974619,0.1794753846620406
Otu003426,0.278,468.3860716568306,2.6517088540377656,5.8681510294411296e-05,2.5784603309248753,0.18244315177154946,0.036121399143357685
Otu000210,0.278,2046.73936729428,1.4688521831072483,0.0004292133324391275,1.7439506373643745,-0.2437863564251719,0.0051078595842863166
Otu002385,0.268,394.40520749111397,3.4672716989075303,4.526859365568871e-05,3.444343248867646,0.11686938127974619,0.1794753846620406
Otu000053,0.266,44073.15820892961,1.1516265782311017,0.006161558580913401,0.9447528636314878,0.4119513484928609,2.2263664828803448e-06
Otu001118,0.254,374.16148971732275,2.2389179826567487,7.377104151297419e-05,2.2876114699916106,-0.2131147540983607,0.014370949301152725
Otu000701,0.242,613.2828663034007,3.5187023597128815,0.00012574609348802576,3.2935532326311616,-0.2057112638815442,0.018136583107215016
Otu000523,0.24,4526.09830582959,2.7040778728044006,0.0005147206760109871,2.53626849784078,0.3463775780010577,6.934453835477586e-05
Otu004162,0.236,165.7941476862719,3.402840699336895,4.023874991616774e-05,3.634013823075301,-0.22686409307244848,0.00916650269705618
Otu000093,0.232,13100.27082755517,2.9913717481208293,0.004912480718932311,3.813565310887059,-0.12004230565838184,0.1679513180347738
