,score,abun_abs_mean,abun_abs_CV,abun_rel_mean,abun_rel_CV,kendall,p_kendall
Otu000025,0.432,29623.912233045616,1.3361439640954798,0.013616138279211038,0.7250008846123688,0.4574829931972788,3.5269715975708105e-06
Otu000083,0.408,3546.3033364316366,1.6287511455882775,0.0016899841697685081,1.6419020061959568,0.4047619047619047,4.0775366535560836e-05
Otu000001,0.404,278575.9851420553,0.5235093933320399,0.17047447909981606,0.2629201826902279,-0.16666666666666666,0.09112599322869605
Otu000330,0.39,578.8606961108972,4.973799982027887,0.000153310800211049,3.038456864756422,0.2959183673469387,0.002702431714799761
Otu000242,0.39,1055.124091565767,5.475595208812211,0.00024244498638028368,3.8266342974129914,0.11734693877551018,0.23422829867799477
Otu000081,0.384,355.4060640446965,4.240072855376614,9.269955361598369e-05,3.0315870789017505,0.22959183673469385,0.01994634657823373
Otu000249,0.37,3976.762270304052,0.889483056932318,0.0022354853891241554,0.7055130931097598,0.2431972789115646,0.013690890476681367
Otu000168,0.358,223.43964356308578,3.190291209807205,6.417661404183061e-05,2.4659460492266154,0.2568027210884353,0.0092360660015323
Otu000359,0.354,393.2409265965723,4.915892582897828,9.269955361598369e-05,3.4430148965567557,0.16836734693877548,0.08787272389860554
Otu000225,0.35,3054.77866740434,3.5794277880589704,0.0009626492106276367,3.7083855439366737,-0.03231292517006802,0.7432490950432568
Otu001568,0.338,432.57360402030827,2.7817999599859893,0.00017826837233843055,1.7495332710946467,0.10884353741496598,0.2698799964964187
Otu000261,0.3,200.28203036623458,4.133713267254407,5.348051170152654e-05,2.9221060390932054,0.15136054421768705,0.12494830897273529
Otu000175,0.296,1658.4487255422919,4.795103006633778,0.00043140946105903877,3.3700312668058574,0.2006802721088435,0.0419232520884721
Otu000539,0.294,451.7855237410688,1.023644547892679,0.0003529713772300937,1.1135895987189235,-0.28401360544217685,0.003989066082360051
Otu000040,0.292,345.59831058664565,3.8352393049531512,0.00012122249319013672,2.4823555547798954,0.039115646258503396,0.6917270352641101
Otu001497,0.292,177.38180819749286,2.6341682473670427,8.913418616921635e-05,3.0238055493039155,0.03401360544217687,0.7302496780110819
