"ntaxa" "mpd.obs" "mpd.rand.mean" "mpd.rand.sd" "mpd.obs.rank" "mpd.obs.z" "mpd.obs.p" "runs"
"MBRH1F714" 381 0.752986804254731 0.754479788369389 0.00561157436791805 392 -0.266054411252774 0.392 999
"MBRH1F914" 485 0.715386556019426 0.719036682281156 0.0044258839873501 210 -0.824722535015225 0.21 999
"MBRH1F715" 351 0.754678165567766 0.755720221886029 0.00539420194298258 421 -0.193180813265498 0.421 999
"MBRH2F515" 267 0.712046728056095 0.715848050691563 0.00610718320087651 255 -0.622434682313542 0.255 999
"MBRH2F915" 350 0.743948614326648 0.745645197329462 0.00545145179967199 369 -0.311216729994124 0.369 999
"MDPE1F514" 359 0.795160670702292 0.793391588605147 0.00583982204801934 625 0.30293424741345 0.625 999
"MDPE1F714" 348 0.724106351816887 0.727131551429365 0.00481193681952782 255 -0.628686478218327 0.255 999
"MDPE1F914" 330 0.765130835589942 0.765448512601576 0.00538768091325258 486 -0.058963590596654 0.486 999
"MDPE1F715" 298 0.782933025557589 0.782083954797905 0.00548876055080539 562 0.154692621735918 0.562 999
"MDPE2F515" 228 0.755639916144988 0.756425850132921 0.00629597678813336 465 -0.12483114445636 0.465 999
"MDPE2F915" 339 0.733905776823585 0.736386688957027 0.00489980211571182 305 -0.506329046531655 0.305 999
"MDPH1F714" 426 0.722661403148302 0.726052209879252 0.00500892590814225 248 -0.676952862376901 0.248 999
"MDPH1F914" 514 0.703286144219173 0.70859409799314 0.0043136846028314 100 -1.23049185619236 0.1 999
"MDPH1F715" 404 0.742780182296145 0.745060217680521 0.00483646620561747 307 -0.471425889780353 0.307 999
"MDPH2F514" 299 0.82702823236291 0.823976435753389 0.00691484641771637 656 0.441339752926622 0.656 999
"MDPH2F515" 314 0.761261968824403 0.762190658278188 0.0053792115302139 421 -0.172644159570364 0.421 999
"MDPH2F915" 465 0.731381076381164 0.734179314539233 0.00459519673245956 280 -0.608948500137747 0.28 999
"MINE1F514" 486 0.738769895804166 0.741785316790975 0.00489531516156483 254 -0.615980971048507 0.254 999
"MINE1F714" 311 0.738947302561975 0.740905278233736 0.00526036672429003 372 -0.372212770398747 0.372 999
"MINE1F914" 415 0.731349734939759 0.73420655182113 0.00478887426224405 275 -0.596552910961685 0.275 999
"MINE1F715" 377 0.746514149500536 0.748240304135616 0.00464894842884347 366 -0.371300017950331 0.366 999
"MINE2F515" 405 0.759105018946339 0.760040176321047 0.00478807461902786 432 -0.195309691079436 0.432 999
"MINE2F915" 388 0.749742333439889 0.751544963518621 0.00474047287705954 364 -0.380263768084316 0.364 999
"MINH1F514" 443 0.735143430946958 0.737928192215177 0.00517396503875262 293 -0.538225760584266 0.293 999
"MINH1F714" 405 0.755123072973964 0.756283395163896 0.00486976711464093 398 -0.238270570772004 0.398 999
"MINH1F914" 381 0.739896272689598 0.742062151433932 0.00501728619129652 343 -0.431683316787996 0.343 999
"MINH1F715" 410 0.741989475102868 0.743959364954196 0.00488560168704643 348 -0.403203121644313 0.348 999
"MINH2F515" 361 0.729323017236073 0.731890237464611 0.00527073670671739 319 -0.487070474468397 0.319 999
"MINH2F915" 374 0.735070180642571 0.737562596662267 0.00482814124335778 316 -0.5162268239614 0.316 999
"MLBD2F115" 300 0.749206051059086 0.750718912597101 0.00525817913766062 402 -0.287715861024884 0.402 999
"MLBD2F415" 252 0.757445636817808 0.758256891144291 0.00620960423327919 443 -0.130645093633273 0.443 999
"MLBD2F515" 279 0.747884016399783 0.749303924664718 0.00542861633513937 408 -0.261559885111678 0.408 999
"MLBD2F715" 340 0.732204324483776 0.734717740602654 0.00505299992271205 321 -0.497410678274639 0.321 999
"MLBD2F815" 374 0.789478390560709 0.788229866047608 0.00480713764405872 619 0.259723062984098 0.619 999
"MLBD2F915" 402 0.732969508566891 0.735472922422801 0.00486476840352276 294 -0.514600829527097 0.294 999
"MLBS2F115" 299 0.751424642768961 0.752928239986524 0.00509136924192182 391 -0.295322760168799 0.391 999
"MLBS2F515" 228 0.749892262539609 0.751434338827196 0.00660456587650628 410 -0.233486396596058 0.41 999
"MLBS2F715" 207 0.763683491393462 0.764141178437478 0.00599877264059107 480.5 -0.0762967812647164 0.4805 999
"MLBS2F815" 354 0.771414254733439 0.771454651533786 0.00503729665886817 492 -0.00801953966239924 0.492 999
"MLBS2F915" 382 0.753349511893474 0.754410228243524 0.00476368575722346 425 -0.222667153987183 0.425 999
"MOTE1F514" 351 0.834433461294261 0.830118872138724 0.00591482017614607 762 0.729453986266165 0.762 999
"MOTE1F714" 305 0.710938705349439 0.715064132525537 0.00543300079640109 225 -0.759327548567688 0.225 999
"MOTE1F914" 340 0.744327480652438 0.746192026632741 0.00493039196233448 359 -0.378173985871071 0.359 999
"MOTE1F715" 255 0.784986674077505 0.784148266101519 0.00560635520470512 566 0.149545996529465 0.566 999
"MOTE2F515" 272 0.782006532179292 0.781736801138831 0.00616868949174731 512 0.0437258255293549 0.512 999
"MOTE2F915" 367 0.771597184377838 0.771780924740348 0.00517428169349702 490 -0.0355103130044633 0.49 999
"MOTH1F714" 321 0.712734507398754 0.716639182385657 0.0052367314024397 239 -0.74563209124755 0.239 999
"MOTH1F914" 344 0.719129131297037 0.722153452980067 0.00497749564567076 278 -0.607599061520005 0.278 999
"MOTH1F715" 281 0.724812247585155 0.72765461059687 0.00495881704929924 282 -0.573193764451753 0.282 999
"MOTH1F915" 280 0.796757446492576 0.795117604469805 0.00632260153832465 598 0.259361911838092 0.598 999
"MOTH2F514" 293 0.796664958156062 0.794942135604678 0.0059852244196744 609 0.287845940366214 0.609 999
"MOTH2F515" 270 0.772751997521685 0.772651526294297 0.00575093133469941 512 0.0174704272302039 0.512 999
"Sp13.BD.MLB.SN.1" 384 0.716010610313316 0.720904061575038 0.00592602276485197 202 -0.825756406260473 0.202 999
"Sp13.BD.MM110.SD.1" 171 0.735496247678019 0.73674765628649 0.00843822251143174 401 -0.148302395057205 0.401 999
"Sp13.BD.MM110.SN.1" 160 0.722021801886793 0.72465556698129 0.00836443449580938 348 -0.314876647765788 0.348 999
"Sp13.BD.MM15.DD.1" 329 0.75445160019275 0.755540284593289 0.00584804387573088 405 -0.186162146467051 0.405 999
"Sp13.BD.MM15.SD.1" 284 0.825433934205942 0.821691711044643 0.00676029319083769 689 0.55355929922844 0.689 999
"Sp13.BD.MM15.SN.1" 306 0.780010151933998 0.77912202878567 0.00653754217211667 538 0.13584970084259 0.538 999
"Su13.BD.MLB.DD.1" 333 0.713623780527516 0.717723401107609 0.00512793837717781 206 -0.799467598584928 0.206 999
"Su13.BD.MLB.SD.1" 287 0.733464135376818 0.735958897197434 0.00545100594470622 318 -0.457669987140315 0.318 999
"Su13.BD.MM110.DCMD.1" 198 0.739301201353638 0.740933349681528 0.00667935153488409 417 -0.244357303155234 0.417 999
"Su13.BD.MM110.DN.1" 234 0.70715308719416 0.711175101032583 0.00613321651335168 251 -0.655775616214973 0.251 999
"Su13.BD.MM110.SD.1" 170 0.816816327880265 0.813288391681622 0.00775759913806085 689 0.454771654974168 0.689 999
"Su13.BD.MM110.SN.1" 157 0.81766916870815 0.813924566393929 0.0084284560122226 649 0.444280934585169 0.649 999
"Su13.BD.MM15.DN.1" 220 0.77633796430054 0.776067446242423 0.00695801451309091 515 0.038878628034956 0.515 999
"Su13.BD.MM15.SD.1" 212 0.797075395689887 0.795648414450398 0.00583490787267349 615 0.244559343631055 0.615 999
"Su13.BD.MM15.SN.1" 236 0.778494363144609 0.777943885697815 0.00640508115291947 542.5 0.0859438676343904 0.5425 999
"Z14001F" 267 0.792075584466785 0.790068348328616 0.00642232602272639 635 0.312540367939224 0.635 999
"Z14002F" 296 0.756139078790655 0.756693300053145 0.0058998106627399 458 -0.0939388217981861 0.458 999
"Z14004F" 367 0.812219473503968 0.809674001773248 0.00573444192437079 667 0.443891797020786 0.667 999
"Z14005F" 306 0.763645594128362 0.763999272375558 0.00558837975526695 485 -0.063288155545046 0.485 999
"Z14006F" 282 0.765987476338305 0.766339348650031 0.00591788053406724 469 -0.0594591779437869 0.469 999
"Z14008F" 328 0.762488380137242 0.762810067625431 0.00519341201566439 481 -0.0619414533680375 0.481 999
"Z14009F" 269 0.754531993008933 0.755493378161494 0.00533452372965467 443 -0.180219491239018 0.443 999
"Z14010F" 268 0.760626685113757 0.761347818605122 0.00542795539400236 466 -0.132855456432408 0.466 999
"Z14012F" 305 0.773091796376186 0.7731708555445 0.00559760810823648 501 -0.0141237412097048 0.501 999
"Z14013F" 314 0.782249424920128 0.781381027225716 0.00509125007857972 586.5 0.170566694035643 0.5865 999
"Z14014F" 277 0.761027100402867 0.761378659478293 0.00514938774913345 471 -0.0682720145680955 0.471 999
"Z14016F" 312 0.771352889149971 0.771124429632452 0.00508916320586815 524 0.0448913717790582 0.524 999
"Z14017F" 355 0.77285497763985 0.772704396226257 0.00521094568295385 520 0.0288971374400865 0.52 999
"Z14018F" 335 0.759706284028957 0.760263758478292 0.00451518012491615 454 -0.123466713157043 0.454 999
"Z14019F" 369 0.691075712560386 0.69696183263209 0.00536957711460933 126 -1.09619807036366 0.126 999
"Z14020F" 347 0.779539059819093 0.778921132885813 0.0050794797412448 569 0.121651618818853 0.569 999
"Z14021F" 287 0.78643363173412 0.785477747807016 0.00561934682540398 561 0.170105878281453 0.561 999
"Z14022F" 321 0.792896657320872 0.791571651971676 0.00498142212083495 602 0.265989373527448 0.602 999
"Z14024F" 318 0.827459973811083 0.823835014402137 0.00617481281570129 703 0.587055756528872 0.703 999
"Z14025F" 318 0.768064795944686 0.768201894753313 0.00547418901580481 517 -0.0250445880169155 0.517 999
"Z14026F" 297 0.7687755005005 0.76878955087857 0.00554371231044612 508 -0.00253447099752578 0.508 999
"Z14027F" 225 0.68265431031746 0.689413268993597 0.00696923176413012 168 -0.969828369164595 0.168 999
"Z14028F" 259 0.755216340726108 0.756190059705031 0.00535952627333036 446 -0.181680045822057 0.446 999
"Z14029F" 324 0.746466079960249 0.748121991516609 0.00496948688604025 390 -0.333215801617594 0.39 999
"Z14030F" 285 0.740898554484804 0.742901688921934 0.00529983686594003 356 -0.377961527458302 0.356 999
"Z14031F" 376 0.696148935744681 0.70160541500962 0.00524800245114783 131 -1.03972498407376 0.131 999
"Z14032F" 253 0.748433081121777 0.750148334222924 0.00566678659852788 386 -0.302685317564708 0.386 999
"Z14033F" 325 0.758623223931624 0.759459849007222 0.00573810127917112 445 -0.145801726894362 0.445 999
"Z14034F" 312 0.771152266468794 0.771202485728989 0.0059378104787392 483 -0.00845753840999654 0.483 999
"Z14035F" 278 0.759368270004935 0.759911348547467 0.0060229078399064 460 -0.0901688282417363 0.46 999
"Z14036F" 310 0.776676438667919 0.775772287200657 0.00608700290073287 557 0.148538037850012 0.557 999
"Z14037F" 322 0.78558253091078 0.784670529483257 0.0058235420679767 572 0.156605965386131 0.572 999
"Z14038F" 301 0.763830112956811 0.764116337622673 0.0057456224691916 487 -0.0498161282605265 0.487 999
"Z14039F" 307 0.756344346511677 0.757598944955046 0.00536407983500945 415 -0.233888846169035 0.415 999
"Z14040F" 327 0.762015992945723 0.762597471623703 0.00582907662237481 455 -0.0997548523805793 0.455 999
"Z14041F" 324 0.770161187746054 0.77008879497412 0.00582625866636601 526 0.0124252588288422 0.526 999
"Z14042F" 328 0.766339709666592 0.766841054978115 0.00575466925569115 471 -0.0871197438545103 0.471 999
"Z14043F" 344 0.718430277476439 0.722059695271412 0.00509354040002239 231 -0.712553059352825 0.231 999
"Z14044F" 322 0.768523797527138 0.76861487414099 0.00544065026634795 517 -0.0167400235988734 0.517 999
"Z14045F" 274 0.762923292692709 0.763337879564011 0.00595676134089837 473 -0.0695993758312501 0.473 999
"Z14046F" 307 0.800062822166869 0.798020429995046 0.00575544175614043 624 0.35486279913164 0.624 999
"Z14047F" 346 0.689833262628801 0.696274515239542 0.00548968786367801 107 -1.17333676717012 0.107 999
"Z14048F" 282 0.774332372479241 0.774463574737757 0.00565818432835325 502 -0.0231880495407577 0.502 999
"Z14050F" 309 0.739693431681587 0.741510088867921 0.00469672291520492 352 -0.386792497477838 0.352 999
"Z14053F" 307 0.798289546741607 0.796233732007113 0.00530615918175845 643 0.387439325522133 0.643 999
"Z14057F" 344 0.741672107261509 0.743580603075446 0.00482256750381817 367 -0.395742685286676 0.367 999
"Z14059F" 344 0.760909738795851 0.761659511477204 0.00513194861347462 453 -0.14609902355306 0.453 999
"Z14061F" 327 0.773953477045459 0.773496968420739 0.00526600836400758 537 0.086689688501124 0.537 999
"Z14063F" 364 0.761391091938365 0.762098575026302 0.00471650390759767 437 -0.150001590542073 0.437 999
"Z15065F" 271 0.814905917179172 0.811389835706966 0.00674794932186449 705 0.521059258820079 0.705 999
"Z15067F" 275 0.822609694492369 0.819261127435066 0.00666298861250929 707 0.502562326313466 0.707 999
"Z15069F" 307 0.822497927231696 0.819126371501475 0.00564992076922948 728 0.596743895699029 0.728 999
"Z15071F" 342 0.792257268611411 0.791049359825604 0.00505722719900425 603 0.238848036339966 0.603 999
"Z15073F" 262 0.80721838086046 0.804697744634167 0.00632918453394627 666 0.39825608066482 0.666 999
"Z15075F" 282 0.77587485752505 0.775463538866849 0.00631827004780711 518 0.0650998857421723 0.518 999
"Z15077F" 283 0.801793325313886 0.799688733695729 0.00614520195426272 623 0.342477209670477 0.623 999
"Z15079F" 259 0.819193953488372 0.816057535516421 0.00619332743544856 702 0.506418884620788 0.702 999
