,RL HNA,RL LNA,RL ranking LNA
0,0.02918778375509412,0.43546088207251854,1.0
1,0.2768608864205714,0.582194328689561,2.0
2,0.28560192737214585,0.5894358192050153,3.0
3,0.24011848460055796,0.6807034837745782,4.0
4,0.34116008211741966,0.7907308393145835,5.0
5,0.3237597840149782,0.8517113637835114,7.0
6,0.30831484645787666,0.8548132402336046,8.0
7,0.3083165105838951,0.8798192490293386,9.0
8,0.38373376679729965,0.8847137914478913,10.0
9,0.41385261260375605,0.8858713689325932,11.0
10,0.4138527923747203,0.8909123965282819,12.0
11,0.4529734506405273,0.8927262683929275,13.0
12,0.4519482958903702,0.8909028320347122,14.0
13,0.44864783024861943,0.8885444532291908,15.0
14,0.40709456230577035,0.8827016752881187,16.0
15,0.40709387013371034,0.8695877199554737,17.0
16,0.40140876679691784,0.8658986256851656,18.0
17,0.3968429032697284,0.8526470188787658,19.0
18,0.3898202463325747,0.8515124317118291,21.0
19,0.39386974847456657,0.8410659259691505,22.0
20,0.3945679904809989,0.8413826386236372,23.0
21,0.3945677954346899,0.8327304168493944,24.0
22,0.38898015854139023,0.8306815390156437,26.0
23,0.38274759963338423,0.8430107986526576,28.0
24,0.40142594938219467,0.831518482168862,32.0
25,0.4014249905340782,0.850122561914338,35.0
26,0.3895707570237381,0.8493673368213231,36.0
27,0.3488117339709851,0.8412348935089448,37.0
28,0.4362148497163526,0.8462576542599507,39.0
29,0.43656520854647607,0.8399560374856251,41.0
30,0.43592638588109445,0.8396388123394145,42.0
31,0.4359268730128175,0.8572069730874035,44.0
32,0.4345339816083318,0.8645987522983161,46.0
33,0.4358364384014347,0.8571455146627729,48.0
34,0.43486309827753045,0.8768545029779311,50.0
35,0.43321907439117524,0.8671663281857306,51.0
36,0.42214252616593917,0.8599211095947509,52.0
37,0.42214238214810895,0.8609326925391665,55.0
38,0.4129608929394666,0.8427264197962125,56.0
39,0.40866932847224524,0.8359374698627773,57.0
40,0.40866932981029225,0.857171615056993,59.0
41,0.38803650407515655,0.8311643948734343,60.0
42,0.38803711885580106,0.8412629311323783,62.0
43,0.39526009231473025,0.8487805846023764,63.0
44,0.3952601979743353,0.8536898429395559,66.0
45,0.39525713381518246,0.8401001459571523,68.0
46,0.39525650914750654,0.8537711630849647,69.0
47,0.381802320897486,0.8518464793078964,71.0
48,0.381802320897486,0.8468044487576241,73.0
49,0.39973652569814966,0.8782771063663641,74.0
50,0.39348488782242874,0.8688030162333358,76.0
51,0.38679819367783896,0.8598009703121805,79.0
52,0.3867966780227726,0.8584709955628629,83.0
53,0.38303009640101315,0.8516705538853522,84.0
54,0.38274870905296654,0.8542618562591481,86.0
55,0.38276184658605683,0.8575467130524039,88.0
56,0.37968136280882425,0.8530812858805151,89.0
57,0.37967981154990493,0.8217560025783267,91.0
58,0.37947551384881817,0.8540829075185616,94.0
59,0.3791242858624765,0.8480199855022741,96.0
60,0.44971007664835994,0.9106359797558753,99.0
61,0.449401895092432,0.907839791852148,103.0
62,0.4282677732841199,0.8978079538775505,106.0
63,0.4269994804702665,0.8999581741486091,112.0
64,0.42542763346064005,0.8884447868173407,115.0
65,0.41991227698440203,0.8783296765747756,118.0
66,0.4224261963958704,0.8284218890630212,121.0
67,0.42058171047034776,0.8250048476905656,123.0
68,0.49442534587970144,0.8510104019005703,127.0
69,0.47205359620424703,0.8814865925024562,135.0
70,0.4720419525140318,0.8853800426579357,139.0
71,0.4512724174694518,0.8807571746610601,140.0
72,0.45325055897161126,0.8799241130977195,144.0
73,0.4499745774963869,0.878101654192995,147.0
74,0.4751694001850866,0.8630032740791214,151.0
75,0.47516601476771503,0.8621213562447376,158.0
76,0.47880954465591297,0.8518501440909665,162.0
77,0.4470981922727647,0.8424492052132726,169.0
78,0.40807191032534296,0.8250081424926208,175.0
79,0.4025696796428885,0.7293469945530725,184.0
80,0.4274853206210515,0.7293463549538315,191.0
81,0.4895879557897991,0.7293467144041641,195.0
82,0.48670185711459035,0.7284807533931797,204.0
83,0.4594257904333423,0.7284784401231985,210.0
84,0.46077672146988047,0.7284729853150077,220.0
85,0.4716702817000914,0.727788358111288,235.0
86,0.4691235776139355,0.727789350926327,246.0
87,0.46799470697242773,0.727880302003883,261.0
88,0.5103128108492383,0.7278709135723821,278.0
89,0.49719065143794505,0.7278709761252298,297.0
90,0.5063605457145031,0.7278698966106533,307.0
91,0.5093299306296162,0.727869871664692,320.0
92,0.5032469980339429,0.7217677629666148,330.0
93,0.47961330107120625,0.7217678638647615,344.0
94,0.5656150646923276,0.7217755573260285,354.0
95,0.5762475137089438,0.7217760749069412,367.0
96,0.5636241143401054,0.7217763649060588,376.0
97,0.4831704521636626,0.7217766808948793,383.0
98,0.4697140522288453,0.7217769459871244,397.0
99,0.4548536215410012,0.7217744538197169,406.0
100,0.4545971806579314,0.7217746465536508,421.0
101,0.45344797949185844,0.7217731981894853,430.0
102,0.453630157440306,0.7217731865736262,439.0
103,0.4510072846681552,0.7217730395546376,449.0
104,0.4518594259813863,0.7217716341063667,459.0
105,0.4559284207011033,0.7217716090268957,469.0
