,Boruta HNA,Boruta LNA,Boruta ranking LNA
0,0.6912201738918364,0.6912201740038109,1
1,0.7655670893942108,0.7655670896996003,2
2,0.7865259420083862,0.7865259422759436,3
3,0.824058347086959,0.824058347543573,4
4,0.8239056124704508,0.8239056129194642,5
5,0.8106378984058302,0.8106378988834347,6
6,0.808541707833395,0.8085417082928171,8
7,0.8167016551886835,0.8167016555678003,9
8,0.8126133505935493,0.8126133509636475,11
9,0.8116132117045408,0.8116132121299369,13
10,0.817944167670321,0.8179441679753883,16
11,0.8179441431536854,0.817944143458758,19
12,0.8192374221783797,0.8192374224684883,20
13,0.8149679242890855,0.814967924679265,22
14,0.7829678437641355,0.7829678442029222,24
15,0.8109336632070747,0.8109336635386217,26
16,0.808687178923641,0.8086871792649812,28
17,0.8108880468165122,0.8108880470874625,30
18,0.8189971556088738,0.8189971562710926,31
19,0.8115444007248113,0.8115444010372238,32
20,0.8112032230394713,0.8112032233400999,33
21,0.8075544141852937,0.8075544143557225,34
22,0.8074840498178816,0.8074840499310019,36
23,0.8000509750355642,0.800050975183473,38
24,0.7979869061709775,0.7979869062841516,40
25,0.7940636611761935,0.794063661213019,42
26,0.794068846143084,0.7940688461664583,44
27,0.812130533906912,0.8121305344942182,45
28,0.8121300662784431,0.8121300668657581,47
29,0.8238242657031278,0.8238242660759795,48
30,0.8238251003630974,0.8238251007359068,50
31,0.8235313858673593,0.8235313862230003,52
32,0.8274045510954352,0.8274045515402788,54
33,0.8193252568181671,0.8193252574141237,55
34,0.8193264317997035,0.8193264323951689,57
35,0.8189737231820428,0.8189737237778202,58
36,0.817561784836028,0.817561785432932,59
37,0.8163336466906885,0.816333647267631,60
38,0.817226785389644,0.8172267859822799,61
39,0.8172284628598308,0.8172284634575029,62
40,0.8269074779128026,0.8269074779748493,63
41,0.8245465186385351,0.8245465188208967,65
42,0.8223488752285619,0.8223488753847701,66
43,0.8223488383378261,0.8223488384941816,67
44,0.8213738338502884,0.8213738340894836,68
45,0.8178336975552212,0.8178336977667786,69
46,0.8178627926343383,0.817862792844682,71
47,0.8178627068908744,0.8178627071012048,72
48,0.8197708063553856,0.8197708068147248,74
49,0.8197708271381305,0.8197708275974444,76
50,0.819774040196809,0.8197740407111199,77
51,0.8081335714509589,0.8081335718703826,78
52,0.8081334875828469,0.8081334880023728,80
53,0.8053724948014167,0.8053724952295669,81
54,0.8053704916756448,0.8053704921040392,82
55,0.8199824080188206,0.8199824084465762,83
56,0.824459968369007,0.8244599689095908,85
57,0.8244600511632099,0.824460051703789,86
58,0.8244600514892905,0.8244600520298696,87
59,0.8334651085658548,0.8334651091033567,88
60,0.8240320987808504,0.8240320994018198,89
61,0.819123947861448,0.819123948457995,90
62,0.8190336359562957,0.8190336365568497,91
63,0.8181370356256414,0.8181370362659348,92
64,0.8196424733038111,0.8196424739172768,93
65,0.8196421937100824,0.819642194323454,94
66,0.8195377445707983,0.8195377451833563,96
67,0.8207364231248773,0.8207364239039705,97
68,0.8151635541746427,0.8151635548698978,98
69,0.8151635862432415,0.8151635869385083,99
70,0.8151629745178258,0.8151629752130656,100
71,0.8191359892744432,0.8191359901288322,101
72,0.8191364662206221,0.8191364670745569,102
73,0.8188721272446517,0.8188721280372038,103
74,0.8188721272446517,0.8188721280372038,104
75,0.8184974225188759,0.8184974232898173,105
76,0.8184974489233324,0.8184974496942774,106
77,0.8184975470761068,0.8184975478470428,107
78,0.8184940290408035,0.8184940298128263,108
79,0.8135855621149785,0.813585562889908,110
80,0.813269133414897,0.8132691341825597,111
81,0.8430014863781289,0.8430014877918621,112
82,0.841915088436358,0.8419150897510681,113
83,0.8394670003625325,0.839467001607445,114
84,0.8241338546103598,0.8241338554997215,115
85,0.81269715445312,0.8126971553227956,116
86,0.812696669908582,0.8126966707781099,117
87,0.7951048988565463,0.7951048994662242,118
88,0.795104963266273,0.795104963875888,120
89,0.7951064802153931,0.795106480824896,121
90,0.7951061447667781,0.7951061453762212,122
91,0.7951063255260495,0.795106326123024,123
92,0.7954444347240879,0.7954444354558012,124
93,0.7929981416279225,0.7929981423186265,126
94,0.7929278968658855,0.7929278975520405,127
95,0.7929278920641842,0.7929278927503685,128
96,0.7877323583732602,0.7877323588615949,130
97,0.7845739544492969,0.7845739548496439,132
98,0.784571424492182,0.7845714248945614,133
99,0.7845710330329859,0.7845710334353484,134
100,0.784569953920281,0.7845699543222961,135
101,0.766848453935673,0.7668484542174709,136
102,0.7843472122770507,0.7843472118735911,137
103,0.8042270961221081,0.8042270960901255,138
104,0.7974393197063585,0.7974393198096233,140
105,0.7974438824586828,0.7974438825617497,141
106,0.8034057520073531,0.8034057523810212,143
107,0.8026319036601598,0.8026319039456881,144
108,0.8026318258780469,0.8026318261636006,145
109,0.8043577910525908,0.8043577917610564,146
110,0.7970228082185146,0.7970228084781616,147
111,0.7970385631369435,0.7970385633951415,149
112,0.7970402338981807,0.7970402341576353,151
113,0.7963639848900883,0.7963639851816575,152
114,0.7963654176536632,0.7963654179456454,153
115,0.7959964978825875,0.7959964981822585,154
116,0.7959968552353802,0.7959968555350981,155
117,0.7959941243273418,0.7959941246266813,156
118,0.7908944615167686,0.7908944620917874,157
119,0.7908900769835354,0.7908900775364544,158
