,Boruta HNA,Boruta LNA,Boruta ranking
0,0.5001499169236789,0.581723983553968,1
1,0.5093564528287648,0.5817239299454329,2
2,0.5162667767288918,0.5801290526664324,3
3,0.5759539710750661,0.6040997047996306,5
4,0.5852222159644287,0.6269237234890218,8
5,0.596518910616677,0.6157330105354375,10
6,0.5980249400235965,0.6344969220739527,11
7,0.6334486279496645,0.6850394608093824,14
8,0.6235957877040506,0.6995970864227622,16
9,0.588068582637411,0.7337644104654188,17
10,0.588068582637411,0.733760155947808,19
11,0.5811343663311694,0.7300171035939164,20
12,0.578437932033113,0.7602777618494966,22
13,0.5768851125344476,0.7602778260267558,23
14,0.6342188678192751,0.7557768091031759,25
15,0.6528698668340805,0.7542217960031132,26
16,0.6725285023966134,0.753949025453387,27
17,0.6725296177562348,0.7539490253345549,29
18,0.6532932076529891,0.7524639091586287,30
19,0.6709316941889079,0.7482745294206115,32
20,0.6709336631313103,0.7482745294208402,34
21,0.6572824030385741,0.7482745294208402,35
22,0.6559258499262985,0.7394571527957778,36
23,0.6562652816635941,0.7370754004873792,37
24,0.656265313374195,0.7370754050922841,39
25,0.6545265777107144,0.7370754090588993,40
26,0.6397067488873713,0.7360518913589336,41
27,0.6389762410861534,0.7334152062472037,42
28,0.6521433511108887,0.7353336922100417,44
29,0.6480930337669115,0.7313961901726129,45
30,0.6481568876499149,0.7161517886357252,46
31,0.6465746668821327,0.7020180939346139,47
32,0.6465740342797625,0.6977384632217399,48
33,0.6453084393819906,0.6977384632794682,49
34,0.6736461200015358,0.6725035060186262,51
35,0.6841136716498525,0.6725035350329072,53
36,0.6841107201158931,0.672504500591419,54
37,0.7150887614869215,0.6725035857789093,55
38,0.7139551439716074,0.6771632177016553,56
39,0.7123980023532781,0.6771632177016553,57
40,0.7078664859965551,0.6761980665701006,58
41,0.7078657497974506,0.688244652667378,59
42,0.7022477252569634,0.6832727123838618,60
43,0.7022496043615958,0.6832719481489405,61
44,0.7053103804832019,0.6879531662079824,63
45,0.7053106699482445,0.6879533026671381,64
46,0.7052810211588039,0.6882406253614395,65
47,0.7052810043521301,0.6882406253614395,67
48,0.705048302910771,0.6882406370035201,68
49,0.7047424258736867,0.6882405154322592,69
50,0.7031880576132106,0.672550439395488,70
51,0.7031876222539641,0.6725508874130011,71
52,0.7031876261081876,0.6725502723698171,72
53,0.7031876261081876,0.6725502723698171,73
54,0.7031807597711208,0.6874641090322783,75
55,0.7031807597711209,0.6845778829108755,78
56,0.7029374350344806,0.6956556572589101,79
57,0.701716896431112,0.6832385812979493,80
58,0.7020018944587082,0.6809996214333869,82
59,0.7020019025805824,0.6809996214333869,83
60,0.6952995574989939,0.6891447973836804,84
61,0.6952995574989939,0.6891448159684911,85
62,0.6953005092035027,0.6891509153054145,87
63,0.6953005577414817,0.6873994647780122,90
64,0.6952991391605772,0.6875355893937025,91
65,0.6944444040499973,0.6875356016101664,92
66,0.6936261680608126,0.68753326096002,93
67,0.6936275650523508,0.6875338117321217,94
68,0.6922136405912314,0.6848796475180414,95
69,0.6902893723034487,0.6758178761958155,97
70,0.6902928684041932,0.6814137242479421,99
71,0.6902928684041932,0.6814139012329654,100
72,0.6953577917775804,0.6788156051601892,101
73,0.6952598673459572,0.6900710033754823,102
74,0.6952567189682383,0.6651447256450452,103
75,0.6939560814647496,0.6635178288153056,104
76,0.6933940875862947,0.6635137944841949,105
77,0.7020203216176577,0.6635141668489662,106
78,0.7020202815100263,0.6582902765555098,107
79,0.7015941230239237,0.6579346952359726,108
80,0.7045285922399235,0.6733985670893904,109
81,0.7045285922399235,0.673398647877542,111
82,0.7034017394085658,0.6723397209604507,112
83,0.7034021320398669,0.675013908296002,113
84,0.7216518930021272,0.6768722224165232,114
85,0.7216502912113111,0.6768722146409736,116
86,0.7216503019483457,0.6768722146409736,117
87,0.7216507933816205,0.6768722146409736,118
88,0.7224895216219802,0.7083020759576711,119
89,0.7224894747066899,0.7057238435093013,121
90,0.7224893195646795,0.7024633829615874,122
91,0.7224878588327595,0.7024633508708198,123
92,0.7223784677394047,0.7024764218533763,124
93,0.7130224555755653,0.7024754230106389,126
94,0.713021149272145,0.7017809051202952,127
95,0.7130211407737876,0.7017809051202952,128
96,0.7234888231547847,0.6983291956944173,129
97,0.7234878635275841,0.6983290980565553,130
98,0.7234878635275841,0.6983281352402813,131
99,0.7234874339526512,0.7160992133187527,132
100,0.722765363076755,0.7160994246068559,133
101,0.7227651033204288,0.7160994246068559,134
102,0.7069425360884833,0.6972508723783241,135
103,0.7019268957460049,0.7147084363441516,137
104,0.7019278657240218,0.7147080895853243,138
105,0.701927809672714,0.7241276448231524,139
106,0.7019278601098167,0.7241274387660268,140
107,0.701925730612653,0.7241274374768494,141
108,0.7023847706319563,0.7292533483059171,142
