,RL HNA,RL LNA,RL ranking
0,-0.09827361472699248,-0.03626593119704813,1.0
1,-0.09752058036834166,0.025231784572752658,2.0
2,0.22895496537340543,0.3429237954111909,3.0
3,0.26377839972288375,0.3369878969237591,4.0
4,0.4119332081468624,0.3225985514118632,5.0
5,0.46255115867435614,0.35037121451974096,6.0
6,0.4777586076565089,0.34133244452431466,7.0
7,0.5392341671963441,0.41580225432636087,8.0
8,0.5519049072115458,0.4068170623319094,10.0
9,0.5400380418690076,0.3840966846224999,11.0
10,0.5462763260637142,0.393962883986816,12.0
11,0.5484944151313952,0.4912540620158641,13.0
12,0.578136338637177,0.7109510234885181,14.0
13,0.5912789848619473,0.7224011653809211,15.0
14,0.591656738449646,0.7149450006198583,16.0
15,0.5706486451904774,0.712698638216963,17.0
16,0.6704373625154337,0.7434903070957442,18.0
17,0.6614098943187152,0.7423607997433243,21.0
18,0.6554464955122442,0.7440307673268163,22.0
19,0.6507545767522775,0.8069051706707073,23.0
20,0.6524687924826051,0.8036225323393015,24.0
21,0.6577193774361935,0.7984890763646815,25.0
22,0.6399821237700206,0.7974378404957068,26.0
23,0.6293378380952057,0.8344449970670106,27.0
24,0.6080695442926402,0.8344452656765105,28.0
25,0.6197407597106962,0.827076351401159,29.0
26,0.616362110076857,0.8171597225097245,30.0
27,0.6061982543088391,0.8054377849871099,31.0
28,0.5855578733764213,0.8026572083476082,32.0
29,0.6226163987988684,0.8006168698946707,33.0
30,0.5778713004436614,0.8101529667446232,34.0
31,0.644317301446977,0.8101548014390865,35.0
32,0.661448840508361,0.799879415273268,36.0
33,0.621245911797055,0.7998447184784176,37.0
34,0.7456245115621694,0.7992609805011517,38.0
35,0.738601464869858,0.7967859686722932,40.0
36,0.7384716931711681,0.7967943449844106,41.0
37,0.7051419425749608,0.7954868224489956,42.0
38,0.6952084907271006,0.7996759553458296,43.0
39,0.6671331551970086,0.7996785000694963,44.0
40,0.6333324722983245,0.7988132916926978,45.0
41,0.6278932605118528,0.7979858528556765,47.0
42,0.6120339232137675,0.7969849327659607,48.0
43,0.6103095077425377,0.7954869480725274,50.0
44,0.6218932583794805,0.7970342048298787,51.0
45,0.5990549838394308,0.7908099258991584,54.0
46,0.5843387832489237,0.7989276793232926,56.0
47,0.5657723203940777,0.7959514768822599,59.0
48,0.5576480432604184,0.7959508071339975,62.0
49,0.5545775330591562,0.792737690098291,63.0
50,0.5518394659166039,0.7927377628994001,65.0
51,0.5482059112708314,0.7881373308474497,66.0
52,0.5184757196161162,0.7734907881082436,68.0
53,0.5183758738210951,0.7734866064387786,74.0
54,0.5172982633026353,0.7837769502022527,75.0
55,0.5173841688000815,0.7837769536888697,77.0
56,0.515825706551234,0.783778910442756,78.0
57,0.5161316594729208,0.7472661726166276,79.0
58,0.5107121144747482,0.748513903163183,81.0
59,0.5173423717569857,0.7465223759275663,82.0
60,0.5172629258514267,0.7226464611706289,83.0
61,0.5078163219300921,0.7226452033904109,85.0
62,0.5078176957594653,0.7235331590750351,86.0
63,0.492503464571842,0.7235331710454431,87.0
64,0.4605962803245611,0.7187599297155196,89.0
65,0.45621350057824617,0.731600401968862,91.0
66,0.4548020503615515,0.7295039528673534,92.0
67,0.45480142428142256,0.7295039529388849,95.0
68,0.45400241331289515,0.7281331952105945,96.0
69,0.45390648447654114,0.7274644037250477,99.0
70,0.45392065752215605,0.724299594486068,102.0
71,0.4501037947934321,0.7242990309327366,105.0
72,0.45010316012560936,0.7242994052375309,107.0
73,0.44570796509223476,0.7242993832259318,108.0
74,0.44026128459041325,0.7116655503469724,109.0
75,0.4397462222006573,0.7116654485972196,111.0
76,0.43974612838440985,0.7138935458243028,113.0
77,0.43976987581535254,0.7099229682352906,114.0
78,0.43976937724486365,0.7098756525081616,117.0
79,0.43977812551438866,0.7119266108459493,118.0
80,0.43977812551438866,0.7119998581771938,119.0
81,0.439777883654337,0.7105035458975077,120.0
82,0.4395253509256637,0.7105030979791931,121.0
83,0.4395260733009486,0.7224105305862363,123.0
84,0.4395262464090408,0.7224114021534629,124.0
85,0.43952623910050537,0.7224161616478382,125.0
86,0.439526213136595,0.7224162797201473,126.0
87,0.4395263291540439,0.7224163266450416,127.0
88,0.4395239505275538,0.7224042356367179,128.0
89,0.43952267674116785,0.7187028690534721,129.0
90,0.4395252151461304,0.7187028644166005,130.0
91,0.43952702678881383,0.7187038370562557,131.0
92,0.43952347494076993,0.7260224281125363,132.0
93,0.4395235685803165,0.7260223488046742,133.0
94,0.4395233424794258,0.7260223488046742,134.0
95,0.4394827363859146,0.7260221707356018,135.0
96,0.4394777538228054,0.7256565468925249,136.0
97,0.439478637553556,0.725656556012072,137.0
98,0.4394773333484856,0.725007621869709,139.0
