,RL HNA,RL LNA,RL ranking
0,-0.06518142455575893,0.18846074455804984,1.0
1,-0.06654697948099542,0.44443423006869875,2.0
2,0.0557216680203364,0.5317432182421453,3.0
3,0.04588731772099919,0.49467305703957476,4.0
4,0.054388966550023454,0.49292278996499195,5.0
5,0.21943426075051187,0.47770324106365936,6.0
6,0.21943426075051187,0.49295526243277565,7.0
7,0.21943426075051187,0.5300538966519558,8.0
8,0.21527383233760244,0.533148892789062,9.0
9,0.21392914492172843,0.5271363971089589,10.0
10,0.21271984462599902,0.5450342540634736,11.0
11,0.21271984462599902,0.5293697281054621,12.0
12,0.21271984462599902,0.7173687436678922,13.0
13,0.21271990980874966,0.7569191647688458,14.0
14,0.2817852924071509,0.7364996578859411,16.0
15,0.2789745484636621,0.7258732241216812,18.0
16,0.2789741568743327,0.7339087222770038,20.0
17,0.2789741568743327,0.7256129574042719,21.0
18,0.27640395200340273,0.7594183207494012,22.0
19,0.27640394972405613,0.7703683333775336,23.0
20,0.27640394972405613,0.7933490927741697,24.0
21,0.29384208584224536,0.7838711207611858,25.0
22,0.29231678948194406,0.800159669595251,26.0
23,0.3119010257496204,0.7868490976635588,28.0
24,0.3119010215362482,0.7753822701004786,31.0
25,0.3084352000718721,0.8191640301686154,32.0
26,0.2973927120230466,0.8023002070092824,34.0
27,0.29739273576266045,0.762382571374712,35.0
28,0.29739273576266045,0.8307648452094029,36.0
29,0.2906072005965483,0.8167884552795043,37.0
30,0.2906072005965483,0.8379234470650336,38.0
31,0.2833420762135158,0.817572911272675,39.0
32,0.2833420762135156,0.8039871941603429,40.0
33,0.2833420762135158,0.8018991562046178,42.0
34,0.26373629578319935,0.7787212356048261,44.0
35,0.2340089206241327,0.8303986135125346,46.0
36,0.2340089206241327,0.8152403723067796,48.0
37,0.23645596899289634,0.7970644816700845,50.0
38,0.23645596899289634,0.8089295276367582,53.0
39,0.23026918050030587,0.7896778155570876,55.0
40,0.24895934035571077,0.8053302086399504,58.0
41,0.24895934035571077,0.8051081270861915,62.0
42,0.24647173843786407,0.7969711097377603,64.0
43,0.2464729399063864,0.8214852944019504,65.0
44,0.27137810458021117,0.8402458454774767,66.0
45,0.2713784836880575,0.8407896135558273,68.0
46,0.2713784836880575,0.8485959628671936,69.0
47,0.2962648807142403,0.8671854717395542,70.0
48,0.2962648807142403,0.8620742859181674,74.0
49,0.2765357064012737,0.8442574409615508,75.0
50,0.2699354063240791,0.8746382835743974,80.0
51,0.31302400135795494,0.8349472595231742,85.0
52,0.3370688444887443,0.8021257121727521,89.0
53,0.3370366382649752,0.810313342291399,92.0
54,0.36883963338747283,0.7753080249819377,94.0
55,0.3611370469891757,0.8257896369647353,98.0
56,0.34849925234633183,0.7894560911861364,104.0
57,0.4211069319261548,0.8127126246011038,107.0
58,0.39330036385279354,0.7828805623444232,110.0
59,0.3390815570759088,0.771187250447853,113.0
60,0.3585121907099983,0.7590921245707418,116.0
61,0.3643737908195518,0.7338630706782325,122.0
62,0.3442957297334166,0.7135865856863688,128.0
63,0.3416365606294006,0.6743478691067389,133.0
64,0.36952946553567734,0.6851195372404539,139.0
65,0.4547488834760818,0.6663394322321137,144.0
66,0.5110338417655133,0.664724524472404,153.0
67,0.5084467471449208,0.658244502075443,158.0
68,0.5063555519498036,0.6472587272097504,160.0
69,0.5063555105403772,0.6459834306857216,162.0
70,0.5048390708927619,0.5381847092524434,164.0
71,0.5048404969988021,0.5539632804241492,169.0
72,0.5048355041709788,0.5217294560450574,174.0
73,0.5896448072795422,0.4844498799102508,179.0
74,0.5896440327447576,0.47038861078392613,186.0
75,0.5896436722008866,0.44286586689646124,192.0
76,0.5719860922695037,0.4814569726400101,195.0
77,0.5634593155750957,0.4772062123760388,202.0
78,0.5027692885703299,0.4692495587344686,208.0
79,0.5083404471771147,0.42748969459673214,213.0
80,0.5287445443145281,0.4226105454865642,225.0
81,0.6294911903407161,0.40912087528122676,230.0
82,0.5499621384970315,0.3626597268543179,237.0
83,0.5498785677860504,0.3581854207532872,247.0
84,0.6505892680940354,0.37586430561312456,254.0
85,0.6480478952263256,0.36664899136790763,267.0
86,0.6282475886340401,0.3345976764875961,280.0
87,0.6306778340182233,0.3365389065988793,286.0
88,0.6306474780886371,0.3061316728530272,297.0
89,0.6310630503618576,0.3069543227264787,308.0
90,0.5878472117962505,0.27697233753274775,318.0
91,0.5897232878719201,0.2842048426729409,330.0
92,0.5998962388053333,0.28636929117179455,340.0
93,0.594370852876723,0.295193122821807,352.0
94,0.6430259504022995,0.27733703818332633,365.0
95,0.6834397415918978,0.15710545852707547,388.0
96,0.6934422811307055,0.15707514234787112,403.0
97,0.6928699236328574,0.15928349024340094,423.0
98,0.6523672416866609,0.15846023366305884,442.0
99,0.659143783004805,0.15840973954872162,460.0
100,0.6591418783998453,0.15857107481358146,480.0
101,0.6517516273775384,0.15857756520505373,497.0
102,0.6581663519099041,0.15861018164296836,523.0
