,RL HNA,RL LNA,RL ranking LNA
0,0.030747548421261373,0.45959809502006477,1.0
1,0.008861816651590804,0.4598080013322223,2.0
2,0.15026748210387442,0.5077601024559919,3.0
3,0.25086474682321414,0.604903601148584,4.0
4,0.29197123183978135,0.6427527048430726,5.0
5,0.2774040482741026,0.634779988759763,6.0
6,0.2766896352847408,0.713603888871455,7.0
7,0.2753737321147933,0.7259050769417354,8.0
8,0.2810446191019801,0.7627552653314938,9.0
9,0.2913596964265881,0.7640620018550276,10.0
10,0.39932090816346566,0.8013371795226025,11.0
11,0.40270027159749366,0.7992691061031351,12.0
12,0.3982154816575517,0.795244483973541,13.0
13,0.4092528122781738,0.7976571604749259,14.0
14,0.4089651362035521,0.775570986232264,15.0
15,0.4064420883204086,0.8000021833928532,16.0
16,0.3938388882361179,0.8515497362098513,18.0
17,0.3938388882361179,0.8549222567265258,19.0
18,0.381426687434291,0.8494562595393169,20.0
19,0.3814239842253728,0.8499821107986602,21.0
20,0.3391872343827388,0.881664995536039,22.0
21,0.4219782176823679,0.8947445936339189,23.0
22,0.41526189935000246,0.89161474008274,24.0
23,0.3806870193166477,0.8749763552274896,25.0
24,0.38369316592001523,0.8709086639454624,26.0
25,0.3320743715944592,0.8817729207289415,27.0
26,0.3320744687830701,0.8740785702497982,28.0
27,0.3464790814777432,0.8704319558444,29.0
28,0.30240373768176165,0.8684643447763589,30.0
29,0.3024037193115068,0.8569712664019212,31.0
30,0.3227188384027897,0.851269370704685,32.0
31,0.3226946043518448,0.8753681776081514,33.0
32,0.3602227745209293,0.8976705164129355,34.0
33,0.35751806290858523,0.8963421243985857,36.0
34,0.39362890101263204,0.8811397685106949,38.0
35,0.41593405651351023,0.8756434801537659,40.0
36,0.5504542963007222,0.8718526604761923,41.0
37,0.5596494548482251,0.8521855909961344,42.0
38,0.5257573770451478,0.8516492610437549,44.0
39,0.48899879500314913,0.8500556049808573,45.0
40,0.512912674146741,0.8471781943476794,46.0
41,0.5134261252498351,0.8446818141714554,47.0
42,0.5113927795085524,0.8436520827724253,48.0
43,0.4840631888098973,0.8242023389689463,49.0
44,0.5109222046730358,0.823925398609798,50.0
45,0.5084158469987936,0.8165360790903098,51.0
46,0.5675998240660498,0.8179113963988501,52.0
47,0.5651661893750118,0.8390604125189907,53.0
48,0.5509098961748413,0.846625108055238,54.0
49,0.5482896174539689,0.8404849211313588,55.0
50,0.5407983823559158,0.8385922884997246,56.0
51,0.5363605586216422,0.8105832131407664,57.0
52,0.4506747250569618,0.8093669870712789,58.0
53,0.4631671310549138,0.8180645118739466,61.0
54,0.4742597454938866,0.8153551501676454,64.0
55,0.501539257532344,0.8080575112704613,67.0
56,0.5137383071648519,0.7928822190616368,70.0
57,0.5220749840816903,0.7788726142888536,72.0
58,0.5171413900669761,0.7657380335327171,75.0
