,RL HNA,RL LNA,RL ranking LNA
0,0.1600905422547465,0.2968704761392783,1.0
1,0.14106515587496526,0.4288111735541177,2.0
2,0.13925551326347652,0.4016580561143325,3.0
3,0.1290171064997765,0.613841923552229,5.0
4,0.35997954162571044,0.6234765042373702,6.0
5,0.37468243878583907,0.6479592343820084,8.0
6,0.40763689562110506,0.6254831519362702,9.0
7,0.4076365578569451,0.6286849009335561,11.0
8,0.4338642843681866,0.6259357711738767,12.0
9,0.4341390513845519,0.6039707566823143,14.0
10,0.4285346856448411,0.5945271916765802,16.0
11,0.4006195358784591,0.5937969428853257,17.0
12,0.3756320992321899,0.5643415390032561,18.0
13,0.37182615024464416,0.551803179026482,20.0
14,0.3716556692313928,0.5460276642593269,21.0
15,0.453306918701186,0.5460276642593271,22.0
