,RL HNA,RL LNA,RL ranking
0,0.16560356429567746,-0.22595635924958835,1.0
1,0.2595058566054673,0.21931757333028368,2.0
2,0.30077807268655354,0.3469694794288323,3.0
3,0.49882602139838417,0.42036295000908996,4.0
4,0.47987555701741236,0.3739068294587994,5.0
5,0.5023738470840904,0.4372453488947792,6.0
6,0.5146386243761963,0.4063422764815363,7.0
7,0.5536042235236323,0.5213660604088597,9.0
8,0.5259119285165748,0.4761655563839424,10.0
9,0.5960131801461737,0.6071140309899337,11.0
10,0.6030238843443186,0.5363103060667822,12.0
11,0.6112886186351347,0.5441824944618843,13.0
12,0.6264286753076097,0.5397150096767876,14.0
13,0.610778394682401,0.5369980094713516,15.0
14,0.6260288594780369,0.5215076964079004,16.0
15,0.6244704055121146,0.5322993056699578,17.0
16,0.6310283945367323,0.5266638851560022,18.0
17,0.6380785529127447,0.5341681389878313,19.0
18,0.6468514265002405,0.5423284296123618,20.0
19,0.6076445407414861,0.6143301319988737,21.0
20,0.6262635581294133,0.6084936739310836,22.0
21,0.6024490240822302,0.5992277432621553,23.0
22,0.5996682355293677,0.528400033797723,24.0
23,0.6120636444822096,0.52847389967111,26.0
24,0.6019839136501615,0.6255810931900934,27.0
25,0.6174366098892616,0.5520330185575674,28.0
26,0.6101806528164593,0.5484051228127108,29.0
27,0.5994674857967708,0.528295233363981,30.0
28,0.6020765343004585,0.6362591958248027,31.0
29,0.5995504851388824,0.6233916855041346,32.0
30,0.5825735151286625,0.6263161958201778,34.0
31,0.57657571934525,0.6075490426729764,35.0
32,0.5639685318586705,0.6098795866988898,36.0
33,0.5884457204381999,0.4932846373774654,38.0
34,0.5675352318106227,0.4993902084293256,39.0
35,0.5702058935635017,0.6096671452425887,41.0
36,0.5725661458686939,0.6030025658595861,42.0
37,0.5639082147205841,0.6192300019480896,44.0
38,0.5654405431663294,0.590219081552547,46.0
39,0.5525489592838746,0.6009843336097249,47.0
40,0.5738811019739325,0.5961732740435596,48.0
41,0.5383319006277016,0.5842949373255257,50.0
42,0.5380808784863901,0.5765892730355171,54.0
43,0.538999300029407,0.5789906702868981,58.0
44,0.5609409827568494,0.5847965768875053,59.0
45,0.5532092420401976,0.5805626886752713,63.0
46,0.5488384105783368,0.5760453888138132,66.0
47,0.5560615401331095,0.5884200290328657,71.0
48,0.5573804945697054,0.5739230883366093,72.0
49,0.5529196161101932,0.578556462624181,75.0
50,0.5456896937901661,0.568155798278725,76.0
51,0.5575144504715016,0.6012364798090635,77.0
52,0.5501796474361971,0.6010458418720743,79.0
53,0.5521257421920276,0.5583240874926736,80.0
54,0.5442315456812745,0.5889510324853303,81.0
55,0.5422622973634486,0.6461443322552258,85.0
56,0.5410974900417058,0.6556904018282805,86.0
57,0.5523881470605184,0.6388893380921266,91.0
58,0.5602850473351082,0.6370466369784273,95.0
59,0.5394596685113453,0.6301768281648472,100.0
60,0.5389418562467805,0.6472518725360286,103.0
61,0.5339804840029598,0.6064778925359475,106.0
62,0.5140473272837105,0.6288276825191239,114.0
63,0.5228992513316189,0.6483707240400296,117.0
64,0.5595096964966247,0.5827781445592544,119.0
65,0.5175821015163691,0.6058691068548038,122.0
66,0.49778395250934704,0.5794557456621565,129.0
67,0.5030797552150388,0.6432619647856133,138.0
68,0.515806420108694,0.6249320970028384,148.0
69,0.5116304007757574,0.6721931141279389,150.0
70,0.5017807147386361,0.6713157205245872,158.0
71,0.5219617230935829,0.6819948001585507,165.0
72,0.5119013082819159,0.6664965656065603,174.0
73,0.4905141392837593,0.6467753530551541,179.0
74,0.4574848812287443,0.5716777712833876,184.0
75,0.5195153437421285,0.6514665967775288,189.0
76,0.4972672204689784,0.6304680783155283,193.0
77,0.48102397464561963,0.5895904599560842,199.0
78,0.4954209194633543,0.6295313834048433,210.0
79,0.4875541108746265,0.6642352627885687,220.0
80,0.5006171225429299,0.6503161613493356,234.0
81,0.47050625499596965,0.6640149019610392,238.0
82,0.48126430473120085,0.5781483501341935,247.0
83,0.48748541156490277,0.6236197882281261,258.0
84,0.460617651503786,0.6454705824267981,267.0
85,0.4650756739269044,0.6310072316816772,279.0
86,0.48686368497223487,0.5959360845602508,280.0
87,0.4960954176975584,0.6535810937584056,286.0
88,0.4836844964394382,0.6571964782718301,293.0
89,0.46516727838289784,0.6386480336585526,306.0
90,0.45767359809962915,0.6031901231187609,313.0
91,0.4883684284456179,0.6328509406771444,326.0
92,0.4620735672826315,0.6459200309401477,334.0
93,0.4700326724650269,0.6728221129075229,342.0
94,0.45780541549972664,0.6705284196130039,353.0
95,0.4552928977721765,0.6755063667373691,365.0
96,0.4540426951070762,0.6551741793548402,377.0
97,0.4463216260950954,0.7253889838078864,389.0
98,0.4251259535060635,0.6385868240945296,403.0
99,0.4320309242992382,0.6573720359851022,417.0
100,0.4565933436142249,0.672484173131435,423.0
101,0.4506950716463298,0.6136733128728669,432.0
102,0.4367930113723507,0.6370935305311092,440.0
103,0.4299186336754628,0.6859962748298922,449.0
104,0.4492579617214395,0.6574479315438042,461.0
