"ntaxa" "mpd.obs" "mpd.rand.mean" "mpd.rand.sd" "mpd.obs.rank" "mpd.obs.z" "mpd.obs.p" "runs"
"Z14061F" 232 0.506989821851096 0.508951791531911 0.00985437265765773 425 -0.199096355392018 0.425 999
"Z14063F" 237 0.513180119993298 0.515626375203155 0.0108165504346806 388 -0.226158535905587 0.388 999
"Z15065F" 172 0.62846491133008 0.625791784128409 0.0113393583658312 604 0.235738841249276 0.604 999
"Z15067F" 178 0.614721395897725 0.612355165708819 0.0109650615840222 631 0.215797254832932 0.631 999
"Z15069F" 194 0.594686231333987 0.591204354068929 0.00987856779356911 723 0.352467821026098 0.723 999
"Z15071F" 213 0.568578158238158 0.56773901286087 0.00849099328287237 637 0.0988277047611449 0.637 999
"Z15073F" 173 0.566381666070483 0.564790097681156 0.0102096588047657 724 0.155888499288941 0.724 999
"Z15075F" 181 0.560895284708301 0.562050522512567 0.0118140292743755 528 -0.097785249844578 0.528 999
"Z15077F" 173 0.528167366024343 0.528134578945889 0.010494341910178 580 0.00312426245819623 0.58 999
"Z15079F" 174 0.491863641298088 0.491722729982763 0.0105189738150029 530 0.0133959184425205 0.53 999
