,score,abun_abs_mean,abun_abs_CV,abun_rel_mean,abun_rel_CV
Otu000001,0.82,369375.3893837138,0.7287593487717612,0.09485294117647063,0.6384297544623452
Otu000010,0.7933333333333333,160132.8542180556,0.956174323167412,0.02999699879951981,0.6667467154472788
Otu000026,0.68,36712.9661399191,1.0290013112303342,0.006977791116446568,0.6743456835721943
Otu000012,0.6533333333333333,118473.28593610253,1.0320817540075309,0.024484793917567,0.8466963541497151
Otu000007,0.6366666666666667,124358.79605252617,0.8213284208623787,0.027377200880352122,0.6318616158130331
Otu001840,0.5933333333333334,72.25653903023712,3.6166093415414218,5.877350940376149e-05,4.8215165222963945
Otu002747,0.59,21.380147764105658,6.7607292755634765,1.2505002000800335e-05,7.735384131681543
Otu000009,0.5833333333333334,150958.57725369625,0.7883299341471589,0.03163515406162462,0.5079918822055828
Otu000382,0.58,102.60140631290021,5.578845543334669,0.00013505402160864338,6.026530143669636
Otu002456,0.5766666666666667,42.42741563000203,4.399224558330945,3.751500600240097e-05,4.475027180193772
Otu007625,0.54,73.50948127375948,9.868518623781146,2.0008003201280504e-05,8.768991366219842
Otu000004,0.5133333333333333,315529.656000605,0.9295697191778226,0.06635654261704682,0.5866749899435357
Otu000018,0.49666666666666665,33752.192328051715,1.678135622350651,0.006236244497799116,1.5230417535354706
Otu000085,0.49,30723.994947349936,1.1012976416090672,0.007046568627450968,0.8393851358083957
Otu001007,0.4866666666666667,22.146428469637858,5.400335255552241,2.000800320128053e-05,5.295461846493156
Otu000226,0.48333333333333334,4320.267067254529,1.6270369166388685,0.00120798319327731,2.6743961269051075
Otu000464,0.48333333333333334,50.70206812337436,3.43941114015116,4.251700680272106e-05,3.768116630379227
Otu000266,0.48,4442.628027348438,1.6211068147128243,0.0008053221288515402,1.5239727721317344
Otu000399,0.48,1832.339941746698,1.7929060904258856,0.00029636854741896745,1.6661868968638278
Otu000023,0.47333333333333333,38809.75264952269,1.292218165275963,0.007386704681872745,1.41847894611867
Otu000220,0.47,1712.9284091986792,3.287943305583668,0.0014130652260904357,4.024703286113047
Otu000056,0.45666666666666667,3396.8659099509823,3.86736458727795,0.003800270108043219,4.833025983740132
Otu000005,0.4533333333333333,132973.28709617758,1.8198036518845004,0.020486944777911142,1.6021007700627878
Otu001325,0.44333333333333336,35.2518752617297,4.172575834193051,4.2517006802721106e-05,4.700366616056926
Otu000024,0.44333333333333336,79410.64106593763,1.1230327977407466,0.014345738295318104,0.8913736411334581
Otu000016,0.44,92478.48660908277,1.0289904182457583,0.018102240896358514,0.7341147327052947
Otu000050,0.44,28528.909848343716,1.5051175987140566,0.005404661864745893,1.550679493218397
Otu001687,0.44,116.2904539704632,4.367225046424007,6.002400960384149e-05,4.092127683984949
Otu000020,0.42333333333333334,56464.792136403696,1.1061859733659942,0.010287865146058409,0.7718853951796679
Otu000540,0.42333333333333334,88.23449653673973,4.540819320237112,7.628051220488195e-05,7.4586954647
Otu000126,0.42,11470.895951529355,1.7982797660638539,0.0017331932773109239,1.5245219227061402
Otu003020,0.41,8.330297151610642,7.546031505002245,1.375550220088034e-05,7.8643167914655026
Otu000096,0.4033333333333333,11903.200159222315,1.2926679729557302,0.002307172869147656,1.0413348486740186
Otu000597,0.4,2177.622300771559,2.1626265173307138,0.0003476390556222488,2.021119156494057
Otu001136,0.3933333333333333,791.8685776635657,2.640180414044551,0.00011879751900760302,2.335514652652175
Otu000022,0.38666666666666666,46093.61102123935,1.5308030569466984,0.015121048419367738,2.11854347425052
Otu000060,0.38666666666666666,25684.04822338962,1.4544611036874036,0.0037427470988395323,1.0521540114887546
Otu000071,0.38333333333333336,12287.849089245443,3.1194121436308895,0.0015968887555022002,2.8140774351711157
Otu001076,0.37666666666666665,312.3280114712135,3.0377533270508996,0.00016631652661064413,2.9610909221044004
Otu000025,0.37666666666666665,77605.71043867612,1.0129490624269135,0.014965986394557798,0.755597369720105
Otu000834,0.37333333333333335,113.53675820878345,3.7875988082042635,5.252100840336134e-05,3.859819114001888
Otu000082,0.37333333333333335,21496.124897977068,2.3794080944159113,0.003262555022008803,2.159587647986762
Otu000487,0.37,3320.641086238869,1.4641801959100247,0.0005752300920368144,1.3184697640896799
Otu000078,0.36333333333333334,30006.232232892646,1.5988465185581562,0.004495548219287711,1.5118745604292452
Otu001216,0.36,20.07033417792116,6.28925976043944,3.3763505402160845e-05,6.854441377685938
Otu000319,0.36,4909.207366380679,1.4354732826809207,0.0008128251300520206,1.2552702687241455
Otu000041,0.3566666666666667,46370.52393611082,1.839273570458743,0.008219537815126044,1.4504366722993098
Otu001225,0.35333333333333333,520.1228906638906,2.6023781290749435,0.00012254901960784305,2.398215149585789
Otu000066,0.35,13709.885539495805,2.0754930601299546,0.0021833733493397353,2.0294485262016613
Otu000392,0.3466666666666667,3726.6092658363327,2.230168820640178,0.0005452180872348937,2.039031432503877
Otu002268,0.3433333333333333,22.159558287064822,6.556593497632983,1.375550220088036e-05,6.503311983831358
Otu000044,0.3433333333333333,4289.553301679171,2.017487673512534,0.0008628451380552219,1.9463741008365478
Otu000355,0.33666666666666667,5517.880256906511,2.535778570507294,0.0007302921168467382,2.353943819539002
Otu000124,0.33666666666666667,12708.096410665397,1.1770557951857439,0.0026523109243697437,1.135282968074847
Otu000029,0.3333333333333333,55571.3347941038,1.3152228709308653,0.010049019607843124,0.990743214872976
