,f_regr,p-value,kendall,p_kendall,kendall significant,RL score,RL ranking,Boruta score,Boruta ranking
Otu000168,42.33215066372175,4.592080585820054e-08,0.3962585034013605,5.898289676856399e-05,yes,0.428,1.0,0.05699592315123931,1
Otu000389,21.9543487849308,2.4148710979363846e-05,-0.4591836734693877,3.2443511607538027e-06,yes,0.056,154.0,0.03288712198414015,1
Otu000128,9.733299380526516,0.003089374292369461,-0.3656462585034013,0.00021011894086679975,yes,0.11,60.0,0.02080212109327867,1
Otu000018,9.07900087938094,0.004156117150330428,0.32312925170068024,0.0010546110577946649,yes,0.0,327.0,0.0025761822713407092,1
Otu000017,8.36713115343792,0.005772291841015117,-0.28911564625850333,0.0033815121570193772,yes,0.03,229.0,0.007406708945556181,1
Otu000816,22.97090766370874,1.6888313813868966e-05,-0.4370748299319727,9.39732252074424e-06,yes,0.08,109.0,0.04556392455309642,1
Otu000256,42.32092128664517,4.605963045430002e-08,-0.5799319727891156,4.134314156612023e-09,yes,0.268,12.0,0.06693850990365058,1
Otu000012,8.146676858031594,0.006398632040024007,-0.35204081632653056,0.0003588775360528895,yes,0.06,145.0,0.015118077100308408,1
Otu000104,35.85149262185088,2.8103721059109736e-07,0.5374149659863945,5.101497881397315e-08,yes,0.178,23.0,0.08516417175078081,1
Otu000408,51.73731730072366,4.170477349987546e-09,-0.5697278911564626,7.682073369973254e-09,yes,0.202,19.0,0.14966623322994563,1
Otu000367,40.36813910962874,7.833406719907369e-08,-0.5391156462585033,4.629700836994348e-08,yes,0.026,240.0,0.03233650325077179,1
Otu000231,36.672380003170616,2.2161490983704836e-07,-0.5476190476190476,2.8375729799033114e-08,yes,0.014,284.0,0.04672947817715049,1
Otu000060,53.718138189512146,2.5935507278651396e-09,0.6139455782312924,4.861188379909674e-10,yes,0.272,11.0,0.1336043253682164,1
Otu000226,26.40995919357167,5.248561152226853e-06,0.4336734693877551,1.102049830362237e-05,yes,0.036,210.0,0.040306848609889784,1
Otu000025,22.895450119819074,1.7339166994001084e-05,0.4064625850340135,3.784099397553616e-05,yes,0.318,5.0,0.06158307596665466,1
Otu000029,20.758538707231438,3.705868364698656e-05,0.4081632653061224,3.510782122358292e-05,yes,0.068,125.0,0.013030881352045333,2
Otu000271,36.16847517844313,2.563302853192647e-07,0.42517006802721086,1.633152496250635e-05,yes,0.366,2.0,0.025692001637209014,2
Otu000120,23.46284349850427,1.42339364737839e-05,-0.49489795918367346,5.255443695218539e-07,yes,0.106,67.0,0.020694818296105814,3
Otu000441,33.1819517645398,6.192727758369784e-07,-0.5102040816326531,2.317239277910674e-07,yes,0.08,109.0,0.019406162548980435,4
Otu000137,12.568526724296396,0.0009001097373842761,-0.4336734693877551,1.102049830362237e-05,yes,0.068,125.0,0.013482414905101747,5
Otu000216,17.383926328696006,0.0001301729345350047,0.4506802721088435,4.911969524772735e-06,yes,0.362,3.0,0.01317670471464188,8
Otu000376,31.2087309501455,1.1308042206732285e-06,-0.5102040816326531,2.317239277910674e-07,yes,0.088,88.0,0.013723047591946065,8
Otu000210,17.049924282344204,0.00014801620669431563,0.44897959183673464,5.332226057750254e-06,yes,0.01,295.0,0.012814790285850164,8
Otu000056,19.544622952745875,5.774569313552851e-05,-0.44557823129251695,6.278297566748177e-06,yes,0.084,95.0,0.013500821166945714,8
