,f_regr_HNA,p-value_HNA,kendall_HNA,p_kendall_HNA,kendall significant HNA,f_regr_LNA,p-value_LNA,kendall_LNA,p_kendall_LNA,kendall significant LNA,f_regr_TCC,p-value_TCC,kendall_TCC,p_kendall_TCC,kendall significant TCC,RL score,RL ranking,Boruta score,Boruta ranking
Otu000509,8.98025711692231,0.00396470068612319,-0.27974616604970914,0.0013126975605401493,yes,2.074176160951699,0.1550086338522026,-0.1634056054997356,0.06053299745575032,no,4.335781190311747,0.041591595108398396,-0.2131147540983607,0.014370949301152725,yes,0.078,122.0,0.006027551880209605,21
Otu000226,11.102066645500633,0.0014802964374735247,0.27657324167107356,0.0014893804588577083,yes,0.21936344125086107,0.6412224599153383,-0.049180327868852465,0.5721488539170445,no,0.5312204168354692,0.46892967806776775,0.06398730830248546,0.46236148255917053,no,0.098,86.0,0.010035512487311698,23
Otu000408,2.665490939985752,0.10778385458809923,-0.20782654680063462,0.016981218150040688,yes,18.053364907289126,7.601936938049565e-05,-0.32628239026969863,0.00017845750585619426,yes,13.136377305144785,0.000598082373054914,-0.3294553146483343,0.0001542329564854758,yes,0.028,314.0,0.00804226187904234,23
Otu000917,9.918621349337116,0.0025504422021166606,0.20253833950290853,0.019998643486598668,yes,18.578530792787177,6.156287709521833e-05,0.1560021152829191,0.07315633590447475,no,18.6681251310593,5.9396803687155684e-05,0.20782654680063462,0.016981218150040688,yes,0.086,106.0,0.008354193071112086,25
Otu000712,14.332271974415002,0.0003565237358267533,0.2723426758328927,0.0017590911293188217,yes,36.84024060949801,9.39769353298474e-08,0.3400317292437864,9.397843478136477e-05,yes,34.53891201054157,1.9700957588187627e-07,0.3622421998942359,3.172096964069305e-05,yes,0.098,86.0,0.007245785137405046,25
Otu000264,11.397608566703674,0.0012948493665368732,0.27868852459016397,0.0013693199873179155,yes,0.029158836647141063,0.8649873487396631,0.00370174510840825,0.9660853064331866,no,1.4866972493321386,0.22750134841873892,0.07244843997884717,0.40532473129469804,no,0.332,5.0,0.007586662934666236,26
Otu000317,13.686322958860998,0.00047082385489385773,0.34320465362242203,8.077833274687573e-05,yes,26.616956689771015,2.9453008835755876e-06,0.3833950290851402,1.0641552155624381e-05,yes,26.835497617574358,2.7238326143646125e-06,0.4119513484928609,2.2263664828803448e-06,yes,0.148,39.0,0.006007876239227106,28
Otu000161,7.387900500525893,0.008571497180460687,-0.2501322051824432,0.004065417592931388,yes,0.06712625384767107,0.7964546845266125,-0.013220518244315178,0.8793036324098623,no,0.5014631613529318,0.48159996803515215,-0.13061872025383398,0.13353717534856532,no,0.042,258.0,0.007906172883811782,28
Otu000073,3.069897422955322,0.08486376233983936,0.27974616604970914,0.0013126975605401493,yes,0.43318357788552586,0.5129484689649516,-0.02062400846113168,0.8127427567946938,no,0.013531429522952805,0.9077837105368343,0.0819672131147541,0.34645756275487705,no,0.034,286.0,0.005975971105606504,30
Otu000246,14.263534409597577,0.0003671775309077254,0.17715494447382338,0.04186924985014155,yes,16.609733647035824,0.00013695420197040763,0.07139079851930197,0.4122155138155018,no,19.321783147742185,4.58034088266259e-05,0.12321523003701748,0.15699196891668546,no,0.242,15.0,0.006429591602508235,30
Otu000126,0.6649108873358812,0.41805677112843287,0.26070861977789533,0.002748749443329048,yes,1.0848854350310768,0.30178608260269124,-0.0671602326811211,0.44046490565728946,no,0.2239794195502653,0.6377417411274461,0.03754627181385511,0.6662794719715107,no,0.012,403.0,0.004274451272696114,31
Otu000985,10.580667362490262,0.0018781825464393234,-0.29984135378106824,0.0005731664347889179,yes,8.953491388242396,0.004015451039467549,-0.3400317292437864,9.397843478136477e-05,yes,11.340423959481368,0.0013287415057317866,-0.3812797461660498,1.1899943569128488e-05,yes,0.048,234.0,0.004244555215997362,32
Otu000905,8.043220596132238,0.006218272396286577,0.2649391856160762,0.002341428559656852,yes,16.2276362021231,0.00016040395265387082,0.2945531464833422,0.0007162985692054616,yes,15.883075569228234,0.00018512842901346219,0.2956107879428874,0.0006852546912333614,yes,0.206,22.0,0.004446150166976122,33
Otu000123,0.11330894857952112,0.7375824722774031,0.18561607615018513,0.03300662408805976,yes,14.311939268698762,0.00035964124578955354,0.4542570068746696,1.8122090808201893e-07,yes,7.647431850949093,0.007543535498145241,0.4087784241142253,2.6626102974247397e-06,yes,0.032,293.0,0.0035426735960190445,34
Otu000778,5.384627551061461,0.023732530702997624,0.20888418826017982,0.01642814179215561,yes,17.95489261933301,7.910104633593177e-05,0.3146483342147013,0.00030141754747406516,yes,15.339984444109657,0.0002324413507601053,0.2966684294024326,0.0006554652469371023,yes,0.074,138.0,0.0039054553310846553,35
Otu000267,8.09123432239575,0.006075014829247724,-0.2289793759915389,0.008536542707004727,yes,24.651580642217763,6.008452615209979e-06,-0.37281861448968806,1.8503152881191165e-05,yes,21.665407875646665,1.8404908840024433e-05,-0.35272342675832896,5.090935359404269e-05,yes,0.142,44.0,0.0037400516487026267,37
Otu000136,15.740184506410538,0.0001965141302975374,-0.1983077736647277,0.02273964862980675,yes,39.38070160350977,4.240693383257143e-08,-0.37387625594923324,1.7518550152271745e-05,yes,37.38359275136396,7.912378330734376e-08,-0.3643574828133263,2.8511294171999645e-05,yes,0.178,27.0,0.002922698806015444,37
Otu000210,7.566919272601553,0.007847777167933955,-0.1983077736647277,0.02273964862980675,yes,67.9928414051986,1.868103652885982e-11,-0.45002644103648864,2.352950075485416e-07,yes,43.8937929066132,1.0861387702891464e-08,-0.40243257535695404,3.7936915027300353e-06,yes,0.1,85.0,0.004470804746610613,38
Otu000358,4.7465127668580855,0.0332968504203302,-0.2755156002115283,0.0015529809561462722,yes,0.1898785896844882,0.6645814115519773,-0.16552088841882603,0.05727744489654136,no,1.122901405555754,0.2935418555980362,-0.21099947117927023,0.015369272070878244,yes,0.074,138.0,0.00323783154874296,39
Otu001846,10.608302163634846,0.0018545165444187155,-0.2596509783183501,0.0028602220933594148,yes,2.5907901895548213,0.11273605849654009,-0.219460602855632,0.011710703546026484,yes,5.2664010331591244,0.02525415386166929,-0.26070861977789533,0.002748749443329048,yes,0.202,23.0,0.003085465426543621,40
Otu000409,6.107486792861538,0.016317135578759898,-0.20359598096245374,0.01936021236597907,yes,13.8974534055118,0.00042976948541910746,-0.32416710735060816,0.000196548284700787,yes,13.09874168719461,0.0006080073688189238,-0.30830248545743,0.00039832711037230133,yes,0.114,75.0,0.002658641894199801,41
Otu000147,3.7132773538217623,0.05872057462247872,0.2141723955579059,0.013893580696605252,yes,0.21375964948004217,0.6455087251754614,0.06398730830248546,0.46236148255917053,no,0.9963082626513629,0.3222140412866943,0.11581173982020096,0.18344450831464842,no,0.05,220.0,0.0020760660589789186,42
Otu000654,2.348058070960088,0.13069533763476135,-0.11581173982020096,0.18344450831464842,no,0.20160942729317674,0.655042520573315,0.004759386567953465,0.9564039704990868,no,0.03859613026837531,0.8449148591561951,-0.07244843997884717,0.40532473129469804,no,0.008,423.0,0.0028733881501341266,43
Otu000135,0.021657508951374152,0.8834952597301957,-0.1401374933897409,0.10747828948666995,no,0.09813958185931342,0.7551601677274737,-0.17609730301427817,0.043107260896887455,yes,0.031590014871307276,0.8595291642546956,-0.18984664198836596,0.029213358598129364,yes,0.052,210.0,0.0022636664755793364,44
Otu000269,6.101085907146142,0.01637073167308211,0.2152300370174511,0.01343026679595345,yes,1.8615350835742526,0.17754350712096073,0.09042834479111583,0.2989591754770423,no,3.441005714130396,0.06851198035669719,0.1549444738233739,0.07512409412492457,no,0.06,184.0,0.002510682766655558,46
Otu000044,3.202001251046109,0.07859540640031944,0.09148598625066104,0.29334303753664936,no,3.6460639997708784,0.060986651755258865,0.028027498677948178,0.7475085022428376,no,4.125046863583338,0.04669049620855788,0.03754627181385511,0.6662794719715107,no,0.146,41.0,0.0026399860088328507,46
Otu000067,7.555747750766148,0.007891001870240586,0.21099947117927023,0.015369272070878244,yes,0.10295796016948701,0.7494233995695411,-0.06187202538339504,0.4772902611997323,no,0.4510240436900149,0.5044266751996183,0.02591221575885775,0.7659855693299591,no,0.078,122.0,0.0023293542357188377,47
Otu000289,1.2271374719953985,0.2723855664803229,-0.11263881544156532,0.19574162327288547,no,13.666536460109326,0.0004748749865167266,-0.31570597567424646,0.00028759275644678795,yes,9.193819318059592,0.0035830683967057963,-0.28503437334743525,0.001060628512944695,yes,0.024,334.0,0.0025058409790715036,48
Otu000022,2.425962507455522,0.12459939980877013,-0.20465362242199894,0.01873966285059817,yes,10.0364755507616,0.0024144957159471015,0.14436805922792176,0.09727219632180939,no,2.7186738923227485,0.10440723739837626,0.043892120571126396,0.6141568248194942,no,0.078,122.0,0.0027782007264954196,49
