"ntaxa" "mpd.obs" "mpd.rand.mean" "mpd.rand.sd" "mpd.obs.rank" "mpd.obs.z" "mpd.obs.p" "runs"
"Z14009F" 193 0.563387556131261 0.567240867434792 0.00680718800337003 320 -0.566065062640234 0.32 999
"Z14010F" 199 0.585788933556672 0.585942688821505 0.00660711217495585 491 -0.023271175176299 0.491 999
"Z14012F" 212 0.584613002772065 0.585279787222616 0.00628718496917117 450 -0.106054530576155 0.45 999
"Z14013F" 229 0.604201699226231 0.601990615458023 0.00628879968206183 652 0.351590745451067 0.652 999
"Z14014F" 215 0.58989738317757 0.590108540206366 0.00634729489403481 495 -0.0332672472795083 0.495 999
"Z14016F" 220 0.589484572021586 0.58973328205125 0.00593423709824479 492 -0.0419110368438069 0.492 999
"Z14017F" 224 0.607234363388853 0.604648469615916 0.00636318912237894 652 0.406383296677843 0.652 999
"Z14018F" 234 0.612465560691097 0.60969517969053 0.00603821981182908 699 0.458807576885434 0.699 999
"Z14019F" 188 0.553789594948231 0.558627727419649 0.00668261904089382 250 -0.723987472847282 0.25 999
"Z14020F" 256 0.588916039215686 0.588645388246396 0.00504745862242385 545 0.0536212358607477 0.545 999
"Z14021F" 212 0.627432075918805 0.622424449949368 0.00719960050716764 765 0.695542199105613 0.765 999
"Z14022F" 218 0.626642142222974 0.621839502425522 0.00681000824083176 762 0.705232597026224 0.762 999
"Z14024F" 212 0.605233256728964 0.603167180007961 0.00675329409244553 630 0.30593613912263 0.63 999
"Z14025F" 207 0.592063930397261 0.59140762344071 0.00650064328840105 574 0.100960309223837 0.574 999
"Z14026F" 194 0.592389267133166 0.591745603040143 0.00662951746402136 548 0.0970906399321318 0.548 999
"Z14027F" 128 0.549784708415354 0.555168944802332 0.009113812806433 266 -0.590777592357067 0.266 999
"Z14028F" 206 0.577579598863367 0.5789000294455 0.00652453206140204 421 -0.202379353753902 0.421 999
"Z14029F" 250 0.599693769959839 0.598387773010923 0.0054963088964363 589 0.23761345541615 0.589 999
"Z14030F" 213 0.587354611568784 0.587835806030142 0.00651250241774977 481 -0.0738877977299189 0.481 999
"Z14031F" 175 0.566884743513957 0.570495386652334 0.00817887899497021 319 -0.441459415232441 0.319 999
"Z14032F" 187 0.572425644298775 0.574679400474593 0.00658603489611351 380 -0.342202282764735 0.38 999
"Z14033F" 188 0.58857036636705 0.588536593546556 0.00751533248163709 516 0.00449385580428967 0.516 999
"Z14034F" 196 0.598506556253271 0.597586188721427 0.00771911405768378 558 0.119232275228219 0.558 999
"Z14035F" 184 0.580452562960323 0.581274886245832 0.00738819004445659 442 -0.111302400257875 0.442 999
"Z14036F" 190 0.584733112225007 0.585649631062419 0.00750505252584133 451 -0.122120242897166 0.451 999
"Z14037F" 193 0.601395209412781 0.599568004535191 0.008109192019933 589 0.225325146216521 0.589 999
"Z14038F" 200 0.590602739698492 0.590816855701933 0.00783542704940462 487 -0.0273266539386578 0.487 999
"Z14039F" 202 0.590443596867149 0.590578388142835 0.00683375642405229 453 -0.0197243312932343 0.453 999
"Z14040F" 209 0.575545478468899 0.577647627124732 0.00719793060515251 381 -0.292049030637796 0.381 999
"Z14041F" 200 0.603936012562814 0.60224316498408 0.00742145722782109 592 0.228101776614491 0.592 999
"Z14042F" 206 0.587974610466493 0.587965176306309 0.006648818436469 519 0.00141892281681952 0.519 999
"Z14043F" 212 0.558184943664491 0.562608649030413 0.00613658236640826 250 -0.720874438211323 0.25 999
"Z14044F" 196 0.584975226059655 0.586026601653459 0.00677671275568451 461 -0.155145367925218 0.461 999
"Z14045F" 212 0.578517910220871 0.579935007168485 0.0061438563509459 433 -0.230652682398027 0.433 999
"Z14046F" 195 0.602715831879461 0.601409050849422 0.00735114837677997 586 0.177765563019583 0.586 999
"Z14047F" 176 0.560500175974026 0.564701193871144 0.00785972051964076 278 -0.534499653851536 0.278 999
"Z14048F" 202 0.583502641741786 0.584191852652613 0.00640015780421506 446 -0.107686549599319 0.446 999
"Z14050F" 218 0.591837139474908 0.591579902815765 0.00601578143064566 515 0.0427603067212765 0.515 999
"Z14053F" 208 0.595974208937198 0.594966042802371 0.00625724097102197 570 0.161119915230328 0.57 999
"Z14057F" 235 0.581260834333515 0.582325620617526 0.00581043244268225 479 -0.183254223246647 0.479 999
"Z14059F" 215 0.570860161703977 0.57350845265696 0.00603681867210212 368 -0.438689829333708 0.368 999
"Z14061F" 232 0.601047335050007 0.599577919412172 0.00615343851860551 605 0.238795859159423 0.605 999
"Z14063F" 237 0.598233020095831 0.597384307029621 0.0059242108526563 541 0.143261792552307 0.541 999
"Z15065F" 172 0.608187926016592 0.60532658254814 0.00925071257687458 610 0.309310601175135 0.61 999
"Z15067F" 178 0.616915784295055 0.612961259991026 0.00900507763997012 669 0.43914383219484 0.669 999
"Z15069F" 194 0.621880904332034 0.617760613790972 0.00760481349998658 713 0.541800340148928 0.713 999
"Z15071F" 213 0.59633123305873 0.595562892463728 0.00625082774186159 548 0.122918216071836 0.548 999
"Z15073F" 173 0.643943323027289 0.636715136352914 0.00835959748477501 816 0.864657262211346 0.816 999
"Z15075F" 181 0.604462092081031 0.602782016619443 0.00779385687460731 572 0.215564063931153 0.572 999
"Z15077F" 173 0.635058279338621 0.629526940810955 0.00827384941011091 748 0.668532656747004 0.748 999
"Z15079F" 174 0.62270441698226 0.618681103047769 0.00849841575525117 664 0.473419287824944 0.664 999
