"Otu000004" "Otu000005" "Otu000009" "Otu000010" "Otu000012" "Otu000017" "Otu000019" "Otu000020" "Otu000022" "Otu000023" "Otu000025" "Otu000041" "Otu000042" "Otu000046" "Otu000049" "Otu000058" "Otu000070" "Otu000075" "Otu000082" "Otu000083" "Otu000094" "Otu000136" "Otu000152" "Otu000161" "Otu000179" "Otu000227" "Otu000246" "Otu000262" "Otu000267" "Otu000323" "Otu000330" "Otu000377" "Otu000385" "Otu000438" "Otu000509" "Otu000644" "Otu000682" "Otu000715" "Otu000810" "Otu000931" "Otu001021" "Otu001059" "Otu001142" "Otu001319" "Otu001345" "Otu001368" "Otu001451" "Otu001487" "Otu001697" "Otu001846" "Otu002481"
"MDPH1F715" 0.299710532175462 0.0104653751948341 0.0498775328434647 0.10688042752171 0.0641282565130261 0.0654642618570474 0.0329547984858606 0.0251614339790692 0.0362948118459141 0.0102427076374972 0.0198174126029837 0.00400801603206413 0.00334001336005344 0.0285014473391227 0.0616789133823202 0.0772656423959029 0.000890670229347584 0.0211534179470051 0.00601202404809619 0.0111333778668448 0.00334001336005344 0.00445335114673792 0.00935203740814963 0.00133600534402138 0.000445335114673792 0.00178134045869517 0.00645735916276998 0.00111333778668448 0.00356268091739034 0.0104653751948341 0.00623469160543309 0 0.00155867290135827 0.000445335114673792 0.00601202404809619 0.00244934313070586 0 0 0.000222667557336896 0.000668002672010688 0 0 0.000222667557336896 0 0.00244934313070586 0 0.000668002672010688 0 0 0.00178134045869517 0
"MDPH2F514" 0.111779113783122 0 0.0247160988643955 0.260521042084168 0.0247160988643955 0.0345134713872189 0.145179247383656 0.0668002672010688 0.0549988866622133 0.0610109107103095 0.0345134713872189 0.00512135381874861 0.000668002672010688 0.00645735916276998 0.00200400801603206 0.0285014473391227 0 0.000222667557336896 0 0.0429748385660209 0.0498775328434647 0.00289467824537965 0.00757069694945446 0.000222667557336896 0 0.00222667557336896 0.0144733912268982 0.00111333778668448 0.00356268091739034 0.00311734580271654 0.00356268091739034 0 0 0 0.000445335114673792 0.00467601870407482 0 0 0 0 0 0 0.000668002672010688 0 0.000222667557336896 0 0 0 0 0.000668002672010688 0
"MDPH2F515" 0.289690492095302 0.00178134045869517 0.0240480961923848 0.185482075261634 0.118013805388555 0.00734802939211757 0.0868403473613894 0.034290803829882 0.0309507904698285 0.0178134045869517 0.0189267423736362 0.00645735916276998 0.00445335114673792 0.0222667557336896 0.000668002672010688 0.0603429080382988 0.00111333778668448 0.00267201068804275 0 0.0220440881763527 0.0115787129815186 0.00311734580271654 0.00757069694945446 0.000445335114673792 0 0.00155867290135827 0.0169227343576041 0.00111333778668448 0.00356268091739034 0.00467601870407482 0.00222667557336896 0 0 0 0 0.00912936985081274 0 0 0.000222667557336896 0 0 0 0 0 0.00155867290135827 0 0 0 0.000222667557336896 0.000890670229347584 0
"MDPH2F915" 0.287241148964596 0.00979737252282342 0.0823869962146515 0.126920507682031 0.0681362725450902 0.0204854152749944 0.0189267423736362 0.0276107771097751 0.0296147851258072 0.000890670229347584 0.00623469160543309 0.0133600534402138 0.00378534847472723 0.0420841683366733 0.0429748385660209 0.0859496771320419 0.000668002672010688 0.0229347584057003 0.0131373858828769 0.0104653751948341 0.00178134045869517 0.0115787129815186 0.0144733912268982 0.00178134045869517 0.000222667557336896 0 0.00668002672010688 0.00111333778668448 0.0102427076374972 0.00267201068804275 0.00178134045869517 0 0.000668002672010688 0.000222667557336896 0.0262747717657537 0 0 0.000222667557336896 0.000222667557336896 0.000890670229347584 0.00244934313070586 0 0 0 0.000890670229347584 0.00133600534402138 0 0 0 0.000890670229347584 0
"MINE1F514" 0.171231351592073 0 0.0414161656646627 0.243820975283901 0.00356268091739034 0.187486083277666 0.0180360721442886 0.0679136049877533 0.0285014473391227 0.010688042752171 0.0765976397238922 0.000890670229347584 0 0.0280561122244489 0.000890670229347584 0.0692496103317747 0 0.000222667557336896 0 0.0158093965709196 0.0162547316855934 0.00267201068804275 0.00133600534402138 0 0.000668002672010688 0 0.00445335114673792 0 0 0.000222667557336896 0.000890670229347584 0 0 0 0.00111333778668448 0.000222667557336896 0 0 0.000222667557336896 0 0.00133600534402138 0 0.000890670229347584 0.000222667557336896 0 0.00133600534402138 0 0 0.000222667557336896 0.00356268091739034 0
"MINE1F714" 0.339122689824093 0.0890670229347584 0.0356268091739034 0.179915386328212 0.0195947450456469 0.0710309507904698 0.0554442217768871 0.0380761523046092 0.0583389000222668 0.00645735916276998 0.0218214206190158 0.00222667557336896 0.00890670229347584 0.00311734580271654 0.0102427076374972 0.00868403473613895 0 0.00467601870407482 0.00244934313070586 0.00244934313070586 0.00400801603206413 0.000668002672010688 0.00801603206412826 0 0.00244934313070586 0.000445335114673792 0.0126920507682031 0.000222667557336896 0.00200400801603206 0.00133600534402138 0.00467601870407482 0.000222667557336896 0 0 0.00178134045869517 0.000890670229347584 0.00267201068804275 0 0 0 0 0 0 0.000222667557336896 0.000222667557336896 0 0 0 0 0.000222667557336896 0
"MINE1F914" 0.344466711200178 0.0155867290135827 0.0307281229124917 0.206190158093966 0.00734802939211757 0.120685816076598 0.0418615007793365 0.0463148519260744 0.047205522155422 0.00334001336005344 0.0394121576486306 0.000890670229347584 0.00222667557336896 0.0162547316855934 0.0175907370296148 0.0133600534402138 0.000222667557336896 0.00244934313070586 0.0055666889334224 0.00289467824537965 0.00111333778668448 0 0.0100200400801603 0.00111333778668448 0.000890670229347584 0 0.00400801603206413 0.000222667557336896 0.000222667557336896 0.000890670229347584 0.00601202404809619 0.000222667557336896 0 0 0.000445335114673792 0.0055666889334224 0 0 0 0.00244934313070586 0 0 0.000890670229347584 0 0 0.00111333778668448 0 0 0 0 0.000222667557336896
"MINE1F715" 0.36228011578713 0.0240480961923848 0.0224894232910265 0.241594299710532 0.0215987530616789 0.085727009574705 0.0521042084168337 0.0280561122244489 0.0429748385660209 0.0055666889334224 0.0218214206190158 0.000222667557336896 0.00423068358940102 0.0122467156535293 0.0231574259630372 0.0113560454241817 0.00445335114673792 0.00178134045869517 0.000890670229347584 0.00111333778668448 0.00289467824537965 0.000222667557336896 0.00757069694945446 0.000222667557336896 0.00133600534402138 0.000222667557336896 0.00356268091739034 0.00133600534402138 0.00222667557336896 0.00400801603206413 0.00289467824537965 0 0.000222667557336896 0 0.000445335114673792 0.00133600534402138 0 0 0 0 0 0 0.00111333778668448 0.000668002672010688 0.000222667557336896 0.000445335114673792 0 0 0 0.000445335114673792 0.000890670229347584
"MINE2F515" 0.355600089067023 0.00178134045869517 0.0487641950567802 0.193275439768426 0.0249387664217324 0.0786016477399243 0.0679136049877533 0.0322867958138499 0.0420841683366733 0.00912936985081274 0.0374081496325985 0.0057893564907593 0.00200400801603206 0.0211534179470051 0.00244934313070586 0.0340681362725451 0.00133600534402138 0.00155867290135827 0.000668002672010688 0.00823869962146515 0.00445335114673792 0.00155867290135827 0.00712536183478067 0 0 0 0.00423068358940102 0.000445335114673792 0.00155867290135827 0.000222667557336896 0.00244934313070586 0 0 0.000890670229347584 0.000890670229347584 0.00289467824537965 0 0 0.000222667557336896 0 0.00111333778668448 0 0.000222667557336896 0 0.000222667557336896 0.000668002672010688 0 0.000445335114673792 0 0.00133600534402138 0
"MINE2F915" 0.397906924961033 0.0140280561122244 0.053440213760855 0.131373858828769 0.0155867290135827 0.077042974838566 0.0469828545980851 0.0244934313070586 0.0293921175684703 0.00334001336005344 0.0538855488755288 0.0153640614562458 0.00378534847472723 0.0260521042084168 0.0231574259630372 0.027833444667112 0.00155867290135827 0.00356268091739034 0.00334001336005344 0.00979737252282343 0.00200400801603206 0.000890670229347584 0.0122467156535293 0.00244934313070586 0.000890670229347584 0.000222667557336896 0.00244934313070586 0.000222667557336896 0.00378534847472723 0.000890670229347584 0.0053440213760855 0 0.000222667557336896 0.000222667557336896 0.000668002672010688 0.00155867290135827 0 0 0 0.00111333778668448 0 0.000222667557336896 0.000890670229347584 0 0.000445335114673792 0 0 0.000222667557336896 0 0.000445335114673792 0.000668002672010688
"MINH1F514" 0.170786016477399 0 0.0285014473391227 0.25539968826542 0.00512135381874861 0.214651525272768 0.0309507904698285 0.0554442217768871 0.0356268091739034 0.00957470496548653 0.0790469828545981 0.000668002672010688 0.000445335114673792 0.00912936985081274 0.00111333778668448 0.030060120240481 0 0.000222667557336896 0.000222667557336896 0.0282787797817858 0.0180360721442886 0.00378534847472723 0.00178134045869517 0 0 0.000222667557336896 0.00244934313070586 0 0.00222667557336896 0.000890670229347584 0.00289467824537965 0 0 0.000445335114673792 0.00311734580271654 0.00155867290135827 0 0 0 0 0.000445335114673792 0 0.00289467824537965 0 0 0.000890670229347584 0 0 0.000445335114673792 0.00267201068804275 0
"MINH1F714" 0.430639055889557 0.0349588065018927 0.0592295702516143 0.136049877532843 0.0258294366510799 0.0781563126252505 0.0367401469605878 0.0338454687152082 0.0389668225339568 0.00267201068804275 0.0313961255845023 0.00445335114673792 0.00489868626141171 0.0138053885548876 0.00734802939211757 0.0173680694722779 0.000445335114673792 0.00378534847472723 0.00155867290135827 0.00356268091739034 0.00200400801603206 0.000445335114673792 0.00935203740814963 0.000668002672010688 0.00200400801603206 0 0.00601202404809619 0.000222667557336896 0.000668002672010688 0.00334001336005344 0.00334001336005344 0 0 0 0.00155867290135827 0.00311734580271654 0.000890670229347584 0 0 0 0 0 0.000445335114673792 0 0 0 0 0 0 0 0.000222667557336896
"MINH1F914" 0.345357381429526 0.0233800935203741 0.0452015141393899 0.191716766867067 0.00601202404809619 0.120908483633935 0.0276107771097751 0.0458695168114006 0.0523268759741706 0.00289467824537965 0.0538855488755288 0.00133600534402138 0.00200400801603206 0.0158093965709196 0.0124693832108662 0.0126920507682031 0.00133600534402138 0.0055666889334224 0.0055666889334224 0.00400801603206413 0.000445335114673792 0.000668002672010688 0.00512135381874861 0.000668002672010688 0.000445335114673792 0.000668002672010688 0.00133600534402138 0.000222667557336896 0.000668002672010688 0.00222667557336896 0.00311734580271654 0 0.000222667557336896 0.000445335114673792 0.00178134045869517 0.00334001336005344 0.000222667557336896 0.000445335114673792 0 0.000668002672010688 0 0 0.000445335114673792 0 0.000222667557336896 0.000445335114673792 0 0.000222667557336896 0 0 0
"MINH1F715" 0.38810955243821 0.0356268091739034 0.0460921843687375 0.226007570696949 0.0158093965709196 0.0794923179692719 0.0311734580271654 0.0160320641282565 0.0329547984858606 0.00445335114673792 0.0438655087953685 0.000445335114673792 0.00356268091739034 0.0122467156535293 0.0120240480961924 0.00757069694945446 0.00289467824537965 0.00645735916276998 0.00155867290135827 0.00200400801603206 0.00311734580271654 0 0.00734802939211757 0.000445335114673792 0.00111333778668448 0.000445335114673792 0.00334001336005344 0.000890670229347584 0.00155867290135827 0.000445335114673792 0.00222667557336896 0 0.000445335114673792 0.000668002672010688 0.00155867290135827 0.00489868626141171 0.000222667557336896 0 0.000890670229347584 0 0.000445335114673792 0 0.000668002672010688 0.000445335114673792 0 0.000222667557336896 0 0 0 0.000222667557336896 0
