"Otu000004" "Otu000005" "Otu000009" "Otu000010" "Otu000012" "Otu000017" "Otu000019" "Otu000020" "Otu000022" "Otu000023" "Otu000025" "Otu000041" "Otu000042" "Otu000046" "Otu000049" "Otu000058" "Otu000070" "Otu000075" "Otu000082" "Otu000083" "Otu000094" "Otu000136" "Otu000152" "Otu000161" "Otu000179" "Otu000227" "Otu000246" "Otu000262" "Otu000267" "Otu000323" "Otu000330" "Otu000377" "Otu000385" "Otu000438" "Otu000509" "Otu000644" "Otu000682" "Otu000715" "Otu000810" "Otu000931" "Otu001021" "Otu001059" "Otu001142" "Otu001319" "Otu001345" "Otu001368" "Otu001451" "Otu001487" "Otu001697" "Otu001846" "Otu002481"
"MINH2F515" 0.381874860832777 0.000445335114673792 0.0298374526831441 0.17791137831218 0.0322867958138499 0.0734802939211757 0.0786016477399243 0.0338454687152082 0.0309507904698285 0.00957470496548653 0.0231574259630372 0.00244934313070586 0.00289467824537965 0.0327321309285237 0.00133600534402138 0.0416388332219996 0.00155867290135827 0.00200400801603206 0 0.00823869962146515 0.0053440213760855 0.00334001336005344 0.00378534847472723 0 0.000668002672010688 0.000445335114673792 0.00890670229347584 0 0.00222667557336896 0.00178134045869517 0.000668002672010688 0 0 0.000222667557336896 0.000445335114673792 0.00311734580271654 0 0 0 0 0.00155867290135827 0 0.000890670229347584 0 0 0.000445335114673792 0 0 0 0.00133600534402138 0
"MINH2F915" 0.315297261189045 0.0138053885548876 0.0605655755956357 0.193052772211089 0.0153640614562458 0.0986417279002449 0.0331774660431975 0.0309507904698285 0.0425295034513471 0.00222667557336896 0.0690269427744378 0.0131373858828769 0.00334001336005344 0.0318414606991761 0.0162547316855934 0.0224894232910265 0.000668002672010688 0.00222667557336896 0.00267201068804275 0.00668002672010688 0.00133600534402138 0.000445335114673792 0.00823869962146515 0.000890670229347584 0.00111333778668448 0.000668002672010688 0.00178134045869517 0.000445335114673792 0.00222667557336896 0.00178134045869517 0.00222667557336896 0 0.000668002672010688 0.000668002672010688 0.000668002672010688 0 0 0 0 0.000890670229347584 0.000222667557336896 0 0.000222667557336896 0.000222667557336896 0 0 0 0.000445335114673792 0 0.000668002672010688 0.000222667557336896
"MLBD2F115" 0.392785571142285 0.00200400801603206 0.0360721442885772 0.133377866844801 0.0227120908483634 0.0581162324649299 0.059897572923625 0.0581162324649299 0.0349588065018927 0.010688042752171 0.0349588065018927 0.00801603206412826 0.00334001336005344 0.0356268091739034 0.0209307503896682 0.0367401469605878 0 0.00846136717880205 0.00512135381874861 0.00445335114673792 0.00222667557336896 0.00311734580271654 0.00912936985081274 0.00267201068804275 0.000668002672010688 0 0.00178134045869517 0.000222667557336896 0.000668002672010688 0.00311734580271654 0.00489868626141171 0 0 0.000222667557336896 0 0.00356268091739034 0 0 0 0.000445335114673792 0 0 0.000668002672010688 0 0 0 0 0 0 0.000222667557336896 0
"MLBD2F415" 0.297038521487419 0 0.0305054553551548 0.259407704297484 0.00868403473613895 0.0614562458249833 0.129369850812737 0.0496548652861278 0.0273881095524382 0.00178134045869517 0.0358494767312403 0.00155867290135827 0.00200400801603206 0.00334001336005344 0.00133600534402138 0.0249387664217324 0 0 0 0.00356268091739034 0.0224894232910265 0.00155867290135827 0.0191494099309731 0 0 0.000890670229347584 0.00489868626141171 0.000445335114673792 0.000890670229347584 0 0.00334001336005344 0 0 0 0.000890670229347584 0.0053440213760855 0 0 0 0 0 0 0 0 0.00200400801603206 0.000222667557336896 0 0 0 0 0
"MLBD2F515" 0.416388332219996 0.000445335114673792 0.0309507904698285 0.13560454241817 0.0322867958138499 0.109107103095079 0.0843910042306836 0.0447561790247161 0.0276107771097751 0.00846136717880205 0.0267201068804275 0.00133600534402138 0.000890670229347584 0.0189267423736362 0.00111333778668448 0.0175907370296148 0.00222667557336896 0.00334001336005344 0 0.00378534847472723 0.0057893564907593 0.00378534847472723 0.0055666889334224 0 0 0.000668002672010688 0.00779336450679136 0.000890670229347584 0.00111333778668448 0.000222667557336896 0.00445335114673792 0 0 0 0.00133600534402138 0.00133600534402138 0 0 0.000222667557336896 0 0 0 0 0 0 0 0 0 0 0.000890670229347584 0
"MLBD2F715" 0.376753507014028 0.0202627477176575 0.0525495435315075 0.113115119127143 0.0518815408594968 0.0456468492540637 0.0229347584057003 0.0325094633711868 0.0438655087953685 0.00311734580271654 0.0160320641282565 0.00178134045869517 0.014918726341572 0.0238254286350479 0.0431975061233578 0.0316187931418392 0.000222667557336896 0.0104653751948341 0.00712536183478067 0.0122467156535293 0.00779336450679136 0.00311734580271654 0.0189267423736362 0.00289467824537965 0.00133600534402138 0.00178134045869517 0.00846136717880205 0.000890670229347584 0.000668002672010688 0.00957470496548653 0.00623469160543309 0 0.00356268091739034 0 0.00868403473613895 0.00133600534402138 0.000222667557336896 0 0 0 0 0 0 0 0.000222667557336896 0 0.000222667557336896 0 0 0 0
"MLBD2F815" 0.307503896682253 0.0120240480961924 0.0180360721442886 0.0681362725450902 0.0939657091961701 0.0498775328434647 0.0280561122244489 0.0438655087953685 0.01937207748831 0.0102427076374972 0.00912936985081274 0.0231574259630372 0.0398574927633044 0.010688042752171 0.0734802939211757 0.0155867290135827 0.00400801603206413 0.0057893564907593 0.00200400801603206 0.0227120908483634 0.0155867290135827 0.000445335114673792 0.0483188599421064 0.0153640614562458 0.00846136717880205 0 0.0191494099309731 0.00244934313070586 0.000890670229347584 0.00623469160543309 0.00601202404809619 0.000890670229347584 0.00133600534402138 0 0.00356268091739034 0.00868403473613895 0.00111333778668448 0.000222667557336896 0 0.00133600534402138 0 0.00111333778668448 0 0 0 0 0 0 0 0.00111333778668448 0.000222667557336896
"MLBD2F915" 0.269427744377644 0.0349588065018927 0.0452015141393899 0.12335782676464 0.0349588065018927 0.0585615675796037 0.0329547984858606 0.0496548652861278 0.0496548652861278 0.00757069694945446 0.0382988198619461 0.0247160988643955 0.0204854152749944 0.0142507236695613 0.0431975061233578 0.0244934313070586 0.000668002672010688 0.00378534847472723 0.0198174126029837 0.0253841015364061 0.00289467824537965 0.00356268091739034 0.0260521042084168 0.00445335114673792 0.00289467824537965 0.000668002672010688 0.00734802939211757 0.00155867290135827 0.000445335114673792 0.0138053885548876 0.00668002672010688 0 0.00222667557336896 0.000445335114673792 0.00178134045869517 0.000668002672010688 0 0.000222667557336896 0.000668002672010688 0.000890670229347584 0 0.000668002672010688 0 0 0 0.000222667557336896 0.000222667557336896 0.000222667557336896 0 0 0
"MLBS2F115" 0.377198842128702 0.000668002672010688 0.0478735248274326 0.151636606546426 0.023602761077711 0.0527722110888444 0.0614562458249833 0.0429748385660209 0.0264974393230906 0.00423068358940102 0.0369628145179247 0.00757069694945446 0.00423068358940102 0.0222667557336896 0.0347361389445558 0.0516588733021599 0 0.00957470496548653 0.00757069694945446 0.00467601870407482 0.000668002672010688 0.00289467824537965 0.00890670229347584 0.00378534847472723 0.000445335114673792 0 0.00155867290135827 0 0.000668002672010688 0.00334001336005344 0.00311734580271654 0 0.000445335114673792 0 0.00178134045869517 0.00178134045869517 0 0 0.000222667557336896 0.000890670229347584 0 0 0 0 0.00111333778668448 0 0 0 0 0.000222667557336896 0
"MLBS2F515" 0.512803384546871 0.000222667557336896 0.034290803829882 0.161656646626586 0.0231574259630372 0.0688042752171009 0.0904030282787798 0.0211534179470051 0.0198174126029837 0.00912936985081274 0.0158093965709196 0.00133600534402138 0.000445335114673792 0.0053440213760855 0.000445335114673792 0.0124693832108662 0.000222667557336896 0.00155867290135827 0 0.00200400801603206 0.00356268091739034 0.00222667557336896 0.00244934313070586 0 0 0 0.0057893564907593 0 0.000890670229347584 0.000445335114673792 0.000445335114673792 0 0 0 0.000222667557336896 0.00244934313070586 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000445335114673792
"MLBS2F715" 0.575595635715876 0.0801603206412826 0.0222667557336896 0.0730349588065019 0.0167000668002672 0.0843910042306836 0.0242707637497217 0.0158093965709196 0.0158093965709196 0.00111333778668448 0.0113560454241817 0.00133600534402138 0.0140280561122244 0.00111333778668448 0.0104653751948341 0.0055666889334224 0.000890670229347584 0.00311734580271654 0.00356268091739034 0.00178134045869517 0.00111333778668448 0.000445335114673792 0.0191494099309731 0.00133600534402138 0.000445335114673792 0.000890670229347584 0.00445335114673792 0.000445335114673792 0 0.00200400801603206 0.00400801603206413 0 0.000668002672010688 0 0.000222667557336896 0.000668002672010688 0.00178134045869517 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MLBS2F815" 0.375417501670007 0.0302827877978179 0.0273881095524382 0.104876419505678 0.0527722110888444 0.038521487419283 0.0173680694722779 0.0251614339790692 0.0260521042084168 0.00957470496548653 0.0162547316855934 0.0592295702516143 0.0153640614562458 0.00489868626141171 0.0745936317078602 0.00712536183478067 0.00334001336005344 0.00356268091739034 0.00445335114673792 0.0354041416165665 0.00757069694945446 0.00133600534402138 0.0158093965709196 0.00378534847472723 0.00244934313070586 0 0.00868403473613895 0 0 0.0131373858828769 0.00423068358940102 0.000890670229347584 0.00133600534402138 0 0.00178134045869517 0.00356268091739034 0.00155867290135827 0.000445335114673792 0.000222667557336896 0.000890670229347584 0 0 0 0 0 0 0.000668002672010688 0 0 0 0
"MLBS2F915" 0.260966377198842 0.0703629481184591 0.047205522155422 0.131596526386106 0.0336228011578713 0.0723669561344912 0.0289467824537965 0.0418615007793365 0.0391894900912937 0.00467601870407482 0.0516588733021599 0.0158093965709196 0.0144733912268982 0.00912936985081274 0.0431975061233578 0.0298374526831441 0.000222667557336896 0.00200400801603206 0.0151413938989089 0.0164773992429303 0.00178134045869517 0.00155867290135827 0.0289467824537965 0.00311734580271654 0.00445335114673792 0.00133600534402138 0.00645735916276998 0.000668002672010688 0 0.0109107103095079 0.00445335114673792 0 0.000445335114673792 0 0.00178134045869517 0.00111333778668448 0 0 0.000445335114673792 0.00244934313070586 0 0.000445335114673792 0 0.000222667557336896 0.000222667557336896 0 0.000445335114673792 0 0 0 0
"MOTE1F514" 0.115564462257849 0.00133600534402138 0.0371854820752616 0.205076820307281 0.0140280561122244 0.123580494321977 0.153195279447784 0.0716989534624805 0.0358494767312403 0.0340681362725451 0.0456468492540637 0.00489868626141171 0.000445335114673792 0.00912936985081274 0.00111333778668448 0.0227120908483634 0 0.000222667557336896 0.000222667557336896 0.030060120240481 0.0529948786461812 0.00111333778668448 0.00935203740814963 0 0.000222667557336896 0.00200400801603206 0.0111333778668448 0 0.000222667557336896 0.00222667557336896 0.00445335114673792 0 0 0 0.000668002672010688 0.00779336450679136 0 0 0 0 0 0 0.000445335114673792 0 0 0 0 0 0.000222667557336896 0.000890670229347584 0.000222667557336896
"MOTE1F714" 0.183700734802939 0.106435092407036 0.0474281897127589 0.175239367624137 0.0467601870407482 0.0396348252059675 0.0619015809396571 0.0322867958138499 0.0654642618570474 0.000222667557336896 0.0100200400801603 0 0.0501002004008016 0.00244934313070586 0.0109107103095079 0.0189267423736362 0 0.00133600534402138 0.00445335114673792 0.00400801603206413 0.000222667557336896 0.000222667557336896 0.0227120908483634 0.00200400801603206 0.0102427076374972 0.00356268091739034 0.0752616343798709 0.000222667557336896 0 0.00178134045869517 0.0115787129815186 0.000222667557336896 0.00133600534402138 0 0.00289467824537965 0.000222667557336896 0.00356268091739034 0.00178134045869517 0 0.000222667557336896 0 0 0 0 0 0 0.000668002672010688 0 0 0 0
"MOTE1F914" 0.274549098196393 0.0563348920062347 0.0414161656646627 0.144733912268982 0.030060120240481 0.0748162992651971 0.0574482297929192 0.0547762191048764 0.0476508572700957 0.00155867290135827 0.0264974393230906 0.00489868626141171 0.00912936985081274 0.00668002672010688 0.032064128256513 0.0184814072589624 0.000668002672010688 0.00467601870407482 0.0420841683366733 0.00645735916276998 0.000890670229347584 0.000890670229347584 0.00757069694945446 0.00400801603206413 0.00178134045869517 0.000668002672010688 0.00690269427744378 0 0.000222667557336896 0.000890670229347584 0.0280561122244489 0.00155867290135827 0.000668002672010688 0 0.00222667557336896 0.0053440213760855 0 0 0 0.00111333778668448 0 0.000222667557336896 0.000668002672010688 0 0 0 0.000668002672010688 0 0 0.000668002672010688 0
"MOTE1F715" 0.477621910487642 0.0487641950567802 0.017145401914941 0.0752616343798709 0.0712536183478067 0.034290803829882 0.062124248496994 0.0169227343576041 0.0184814072589624 0.014918726341572 0.00489868626141171 0.00489868626141171 0.0100200400801603 0.0227120908483634 0.0155867290135827 0.00356268091739034 0.0057893564907593 0.0249387664217324 0.0100200400801603 0.00823869962146515 0.000890670229347584 0.00155867290135827 0.0191494099309731 0.000445335114673792 0.0055666889334224 0.000890670229347584 0.00423068358940102 0.00155867290135827 0 0.00846136717880205 0.00334001336005344 0.00111333778668448 0.000222667557336896 0 0.00155867290135827 0.000890670229347584 0.000668002672010688 0 0.000222667557336896 0.000222667557336896 0 0.000222667557336896 0 0.000445335114673792 0 0 0 0 0 0.000890670229347584 0
"MOTE2F515" 0.321754620351815 0.000890670229347584 0.0567802271209085 0.181919394344244 0.0463148519260744 0.0585615675796037 0.0959697172122022 0.0423068358940102 0.0431975061233578 0.00846136717880205 0.0287241148964596 0.0109107103095079 0.00155867290135827 0.0285014473391227 0.000890670229347584 0.0151413938989089 0.000668002672010688 0.00200400801603206 0.000222667557336896 0.0133600534402138 0.00734802939211757 0.00356268091739034 0.00690269427744378 0 0 0.000890670229347584 0.0113560454241817 0.000222667557336896 0.000445335114673792 0.000890670229347584 0.00423068358940102 0 0 0 0.000445335114673792 0.00467601870407482 0 0 0.000445335114673792 0 0 0 0 0.000222667557336896 0 0 0 0 0 0.000222667557336896 0
"MOTE2F915" 0.333110665775996 0.0349588065018927 0.0331774660431975 0.0928523714094856 0.0429748385660209 0.0253841015364061 0.0198174126029837 0.0298374526831441 0.0431975061233578 0.00601202404809619 0.0151413938989089 0.0527722110888444 0.0180360721442886 0.0405254954353151 0.0543308839902026 0.0195947450456468 0.000222667557336896 0.0053440213760855 0.0322867958138499 0.0258294366510799 0.00289467824537965 0.00957470496548653 0.0289467824537965 0.00289467824537965 0.00244934313070586 0.000445335114673792 0.00690269427744378 0.00155867290135827 0.000445335114673792 0.00601202404809619 0.00334001336005344 0 0.00244934313070586 0 0.00111333778668448 0.00133600534402138 0 0.000445335114673792 0.000445335114673792 0.00155867290135827 0 0.000890670229347584 0 0 0.000445335114673792 0 0.000222667557336896 0.000222667557336896 0 0 0
"MOTH1F714" 0.437096415052327 0.0356268091739034 0.0296147851258072 0.169895346248052 0.0358494767312403 0.0260521042084168 0.023602761077711 0.032064128256513 0.0431975061233578 0.000668002672010688 0.0122467156535293 0.000222667557336896 0.021376085504342 0.00912936985081274 0.0138053885548876 0.023602761077711 0 0.00512135381874861 0.00311734580271654 0.00779336450679136 0.00244934313070586 0 0.00868403473613895 0.00133600534402138 0.00334001336005344 0.00111333778668448 0.0198174126029837 0 0.000445335114673792 0.00222667557336896 0.0251614339790692 0 0.000445335114673792 0 0.00200400801603206 0 0.000668002672010688 0.000668002672010688 0 0.000222667557336896 0 0 0 0 0.000222667557336896 0 0.000668002672010688 0 0 0.000445335114673792 0
"MOTH1F914" 0.237363616121131 0.0218214206190158 0.0358494767312403 0.170563348920062 0.0378534847472723 0.079269650411935 0.0676909374304164 0.0590069026942774 0.0603429080382988 0.00222667557336896 0.0211534179470051 0.00423068358940102 0.0111333778668448 0.00979737252282343 0.0485415274994433 0.0187040748162993 0.000222667557336896 0.00222667557336896 0.0360721442885772 0.00935203740814963 0.00244934313070586 0.00155867290135827 0.0133600534402138 0.0057893564907593 0.00111333778668448 0.00111333778668448 0.00601202404809619 0.000890670229347584 0.000445335114673792 0.0053440213760855 0.0169227343576041 0.00222667557336896 0.000222667557336896 0 0.00267201068804275 0.00423068358940102 0 0.000445335114673792 0 0.00155867290135827 0 0 0 0 0 0 0.000222667557336896 0 0 0 0
"MOTH1F715" 0.443553774215097 0.0164773992429303 0.032064128256513 0.10977510576709 0.059897572923625 0.0405254954353151 0.030060120240481 0.0233800935203741 0.0362948118459141 0.00757069694945446 0.00935203740814963 0.00155867290135827 0.00668002672010688 0.0305054553551548 0.0173680694722779 0.0115787129815186 0.00133600534402138 0.0280561122244489 0.0387441549766199 0.00512135381874861 0.00133600534402138 0.00111333778668448 0.0113560454241817 0.000890670229347584 0.0055666889334224 0.00178134045869517 0.00489868626141171 0.00155867290135827 0.000222667557336896 0.00734802939211757 0.00868403473613895 0 0.000890670229347584 0 0.00311734580271654 0.000222667557336896 0.000445335114673792 0 0 0.000222667557336896 0 0 0 0 0 0 0 0 0 0.000445335114673792 0
"MOTH1F915" 0.407704297483857 0.0162547316855934 0.0298374526831441 0.0794923179692719 0.0494321977287909 0.0325094633711868 0.0233800935203741 0.0405254954353151 0.0467601870407482 0.00334001336005344 0.0115787129815186 0.0371854820752616 0.0394121576486306 0.0135827209975507 0.0296147851258072 0.0133600534402138 0.000445335114673792 0.00334001336005344 0.0151413938989089 0.0227120908483634 0.00356268091739034 0.00289467824537965 0.044978846582053 0.00645735916276998 0.00222667557336896 0.000222667557336896 0.00489868626141171 0.00178134045869517 0 0.0053440213760855 0.00512135381874861 0 0.000222667557336896 0 0.00222667557336896 0.00222667557336896 0 0 0 0.00155867290135827 0 0.000222667557336896 0 0 0.000445335114673792 0 0 0 0 0 0
"MOTH2F514" 0.114451124471165 0 0.025606769093743 0.257181028724115 0.0198174126029837 0.0585615675796037 0.113783121799154 0.0668002672010688 0.0458695168114006 0.0783789801825874 0.0391894900912937 0.00334001336005344 0 0.00378534847472723 0.00378534847472723 0.0358494767312403 0 0 0 0.0258294366510799 0.0630149187263416 0.00334001336005344 0.00423068358940102 0 0 0.00200400801603206 0.01937207748831 0.00244934313070586 0.000668002672010688 0.00178134045869517 0.00244934313070586 0 0 0.000445335114673792 0.000445335114673792 0.00690269427744378 0 0 0 0 0 0 0 0 0 0 0 0 0.000222667557336896 0.000222667557336896 0.000222667557336896
"MOTH2F515" 0.336228011578713 0.000222667557336896 0.0403028278779782 0.166109997773324 0.0610109107103095 0.0527722110888444 0.0837230015586729 0.0505455355154754 0.0414161656646627 0.0140280561122244 0.0293921175684703 0.00645735916276998 0.00334001336005344 0.0313961255845023 0.000445335114673792 0.0209307503896682 0.000445335114673792 0.00244934313070586 0 0.0167000668002672 0.0055666889334224 0.00311734580271654 0.00779336450679136 0 0 0.000445335114673792 0.0122467156535293 0.000668002672010688 0.00200400801603206 0.00111333778668448 0.00244934313070586 0 0 0.000222667557336896 0.000890670229347584 0.00445335114673792 0 0 0.000222667557336896 0 0.000222667557336896 0 0 0 0.000668002672010688 0 0 0 0 0 0
"Sp13.BD.MLB.SN.1" 0.164773992429303 0 0.0282787797817858 0.511690046760187 0 0.0545535515475395 0.0572255622355823 0.0362948118459141 0.0454241816967268 0 0.044978846582053 0 0.000222667557336896 0.00378534847472723 0.000890670229347584 0.027833444667112 0 0 0 0.000445335114673792 0.00489868626141171 0 0.00111333778668448 0 0 0.00155867290135827 0.00690269427744378 0.00133600534402138 0.000222667557336896 0.000222667557336896 0.000445335114673792 0 0 0.000222667557336896 0.000890670229347584 0.000890670229347584 0 0 0 0 0 0 0.00267201068804275 0.000222667557336896 0.000890670229347584 0.000445335114673792 0 0 0.000222667557336896 0.000445335114673792 0
"Su13.BD.MLB.DD.1" 0.458472500556669 0.00712536183478067 0.0496548652861278 0.12625250501002 0.0211534179470051 0.01291471832554 0.0120240480961924 0.0182587397016255 0.0737029614785126 0.000890670229347584 0.0167000668002672 0.0287241148964596 0.0267201068804275 0.0403028278779782 0.00957470496548653 0.0182587397016255 0.000445335114673792 0.00155867290135827 0.038521487419283 0.00645735916276998 0.00200400801603206 0.00111333778668448 0.00846136717880205 0.000445335114673792 0.00178134045869517 0.00155867290135827 0.00155867290135827 0.000890670229347584 0 0.00601202404809619 0.00178134045869517 0 0.000890670229347584 0 0.00244934313070586 0.000222667557336896 0.000890670229347584 0.000668002672010688 0 0.000890670229347584 0.000222667557336896 0 0 0 0 0 0 0.000222667557336896 0 0.000222667557336896 0
"Su13.BD.MLB.SD.1" 0.291026497439323 0.0403028278779782 0.10331774660432 0.195947450456468 0.00334001336005344 0.0623469160543309 0.00423068358940102 0.0570028946782454 0.0837230015586729 0.000445335114673792 0.0558895568915609 0.00111333778668448 0.00890670229347584 0.0151413938989089 0.00912936985081274 0.00734802939211757 0 0.000222667557336896 0.0305054553551548 0.00289467824537965 0.000445335114673792 0 0.0053440213760855 0 0.00311734580271654 0.00133600534402138 0.00467601870407482 0.00133600534402138 0 0.00311734580271654 0.00222667557336896 0.000222667557336896 0.000668002672010688 0 0 0 0.00222667557336896 0.00133600534402138 0 0.000890670229347584 0 0 0 0 0 0 0 0 0 0 0.000222667557336896
