Samples,Total.cells,HNA.cells,LNA.cells
M45D2-515_rep2.fcs,1683.16039904836,697.494951918271,985.785401547412
M45D2-515_rep3.fcs,1697.14240165796,717.986529034315,979.15587262365
M45D2-715-2_rep1.fcs,670.490656540422,125.552113520536,544.978515039472
M45D2-715-2_rep2.fcs,675.477356792962,125.522343297011,549.99500149955
M45D2-715-2_rep3.fcs,636.836004636476,117.790479235781,519.045525400696
M45D2-815_rep1.fcs,780.045803046898,223.359553918152,556.686249128746
M45D2-815_rep2.fcs,769.8212786374,222.342169445444,547.519091599696
M45D2-815_rep3.fcs,788.01447218502,231.31508985148,556.69938233354
M45D2-915-2_rep1.fcs,1132.84677355029,276.980138789184,855.866634761107
M45D2-915-2_rep2.fcs,1147.81567923399,283.861958906842,863.953720327149
M45D2-915-2_rep3.fcs,1151.81992337165,288.354086845466,863.465836526181
M45S1-115-1_rep1.fcs,2344.71616068935,708.102285873858,1636.81334024814
M45S1-115-1_rep2.fcs,2301.69491525424,689.13260219342,1612.76171485543
M45S1-115-1_rep3.fcs,2306.5416832868,711.607499002792,1594.934184284
M45S2-1015-2_rep1.fcs,2260.99262507475,714.012357982858,1547.05999601355
M45S2-1015-2_rep2.fcs,2305.13679508654,726.011007418043,1579.20555156736
M45S2-1015-2_rep3.fcs,2314.55745419018,728.251550256216,1586.30590393396
M45S2-415-2_rep1.fcs,1236.55699036501,338.863790828769,897.733178747052
M45S2-415-2_rep2.fcs,1246.34847154601,338.69422938782,907.654242158193
M45S2-415-2_rep3.fcs,1240.51137836814,336.504517441513,904.006860926624
M45S2-515-DMSO_rep1.fcs,2190.47429254683,1074.85053806297,1115.78318055002
M45S2-515-DMSO_rep2.fcs,2202.11281642416,1085.78831971298,1116.36436117202
M45S2-515-DMSO_rep3.fcs,2190.75363649061,1084.94123750424,1106.01193207894
M45S2-715-2_rep1.fcs,1098.85627449412,294.889226585619,804.007038310805
M45S2-715-2_rep2.fcs,1053.68349522325,286.165407522884,767.518087700364
M45S2-715-2_rep3.fcs,1132.69357380843,307.563394050635,825.130179757796
M45S2-815_rep1.fcs,1819.17480566075,557.384891369344,1261.94937213474
M45S2-815_rep2.fcs,1918.71670557251,581.03389796692,1337.84242134036
M45S2-815_rep3.fcs,2037.49277067587,637.616417047245,1399.95612548112
M45S2-915-2_rep1.fcs,1302.17894484795,305.690797350148,996.687684571793
M45S2-915-2_rep2.fcs,1258.14746157986,299.587394606231,958.560066973629
M45S2-915-2_rep3.fcs,1236.61168398588,300.775874104952,935.835809880926
MI5S1-415-2_rep1.fcs,1155.09494997903,329.878791509415,825.256095369316
MI5S1-415-2_rep2.fcs,1202.43810130869,340.139035515806,862.418580562914
MI5S1-415-2_rep3.fcs,1200.83941241131,343.479564304987,857.359848106326
MI5S2-1015-2_rep1.fcs,4193.20522305985,1767.04193245216,2426.24327621028
MI5S2-1015-2_rep2.fcs,4250.23409638794,1809.77427131273,2440.53951746259
MI5S2-1015-2_rep3.fcs,4065.90681863627,1691.78164367127,2374.12517496501
MI5S2-115-2_rep1.fcs,2253.31046585833,680.639757498405,1572.67070835992
MI5S2-115-2_rep2.fcs,2286.67171979096,675.788885786093,1610.88283400487
MI5S2-115-2_rep3.fcs,2336.25107172054,703.646840667557,1632.60423105298
MI5S2-515-DMSO_rep1.fcs,6523.10029787489,3606.12542732053,2917.17478658963
MI5S2-515-DMSO_rep2.fcs,6361.86249225294,3534.5768607929,2827.68547951778
MI5S2-515-DMSO_rep3.fcs,6428.75117333387,3626.61021349683,2802.58033592299
MI5S2-715-2_rep1.fcs,1667.15229409065,549.703634222763,1117.52848903347
MI5S2-715-2_rep2.fcs,1559.06046976512,510.464767616192,1048.63568215892
MI5S2-715-2_rep3.fcs,1649.34571970832,546.55878533613,1102.86684646888
MI5S2-815_rep1.fcs,2594.62693711482,904.206306468019,1690.4206306468
MI5S2-815_rep2.fcs,2557.31880152504,883.046889035272,1674.31183504002
MI5S2-815_rep3.fcs,2632.19835238266,913.928948995671,1718.26940338699
MI5S2-915-2_rep1.fcs,1620.92076916939,451.807228915663,1169.31301364398
MI5S2-915-2_rep2.fcs,1503.10113076601,412.221047803283,1090.88008296273
MI5S2-915-2_rep3.fcs,1559.23414439569,444.555245313123,1114.67889908257
MLB-915-2_rep1.fcs,8349.8553904458,2402.51321432133,5947.54163757854
MLB-915-2_rep2.fcs,8224.64780300914,2416.68994692102,5808.15740112543
MLB-915-2_rep3.fcs,7996.6088170756,2294.23498902853,5702.57330939557
MLBD2-1015-2_rep1.fcs,6940.09750639386,2488.69085677749,4451.60645780051
MLBD2-1015-2_rep2.fcs,6936.52818754485,2498.80392313213,4437.80400287058
MLBD2-1015-2_rep3.fcs,6694.53517087549,2325.18123157811,4369.63275710985
MLBD2-115-2_rep1.fcs,6533.2267412811,2074.74767662636,4458.47906465474
MLBD2-115-2_rep2.fcs,6566.69265990842,2118.8490992342,4448.04350868774
MLBD2-115-2_rep3.fcs,6400.51963625462,2065.35425202358,4335.16538423104
MLBD2-415-2_rep1.fcs,1825.33727149357,723.437375269418,1101.93981001038
MLBD2-415-2_rep2.fcs,1843.94643890563,732.653509209555,1111.33284109277
MLBD2-415-2_rep3.fcs,1784.16232716825,710.839767762016,1073.36246283993
MLBD2-515-DMSO_rep1.fcs,6516.35420821699,3621.10091743119,2895.65217391304
MLBD2-515-DMSO_rep2.fcs,6459.82871937861,3619.59768970325,2840.54969129655
MLBD2-515-DMSO_rep3.fcs,6463.44036788565,3578.84259351422,2884.95610455278
MLBD2-715-2_rep1.fcs,5892.78161286461,2020.07102669486,3872.91009935757
MLBD2-715-2_rep2.fcs,6098.68,2129.12,3969.76
MLBD2-715-2_rep3.fcs,5957.13885890208,2026.62828355524,3930.67050497781
MLBD2-815_rep1.fcs,6147.68800559273,1706.62139219015,4441.18645760511
MLBD2-815_rep2.fcs,6049.0209776252,1676.01445080937,4373.24604299315
MLBD2-815_rep3.fcs,6045.18264475993,1669.08597862498,4376.17642367204
MLBS1-415-2_rep1.fcs,3958.84560114961,2007.66405875778,1951.4609612007
MLBS1-415-2_rep2.fcs,4102.49246672387,2148.4304843248,1954.30145077927
MLBS1-415-2_rep3.fcs,4086.36363636364,2137.71929824561,1948.68421052632
MLBS2-1015-2_rep1.fcs,7962.41305777547,2909.50036869482,5053.27141917612
MLBS2-1015-2_rep2.fcs,7827.09037457752,2844.30934143951,4982.98102113873
MLBS2-1015-2_rep3.fcs,7680.35928143713,2766.70658682635,4913.77245508982
MLBS2-115-2_rep1.fcs,6457.87516494062,2055.46003438762,4402.415130553
MLBS2-115-2_rep2.fcs,6337.78328470363,2007.0746232863,4330.90850953276
MLBS2-115-2_rep3.fcs,6421.99084713923,1995.04386578469,4427.14682547613
MLBS2-515-DMSO_rep1.fcs,1279.97920748531,382.502299172298,897.516893918189
MLBS2-515-DMSO_rep2.fcs,1223.61824101632,370.692926912091,852.965263767653
MLBS2-515-DMSO_rep3.fcs,1182.17054263566,353.672180931831,828.538320147047
MLBS2-715-2_rep1.fcs,10175.2499302983,3900.34651690764,6275.14239056837
MLBS2-715-2_rep2.fcs,10344.1724662027,3963.72290216783,6380.52955763539
MLBS2-715-2_rep3.fcs,10039.9080275917,3783.78486454064,6256.56303109067
MLBS2-815_rep1.fcs,7659.77011494253,2240.67966016992,5419.09045477261
MLBS2-815_rep2.fcs,7310.3599912051,2112.97447480461,5197.58540046773
MLBS2-815_rep3.fcs,7676.57174852024,2276.63573828187,5400.13597824348
MLBS2-915-2_rep1.fcs,9623.25145171911,3110.37056252869,6513.27998722886
MLBS2-915-2_rep2.fcs,9698.166656692,3100.52466734494,6597.84148263411
MLBS2-915-2_rep3.fcs,9090.31074235111,2832.18317443855,6258.12756791256
MBRE1-714_rep1.fcs,10172.2076058359,3095.75061787451,7077.25424539584
MBRE1-714_rep2.fcs,10174.0604127206,3159.6052238062,7014.65457083043
MBRE1-714_rep3.fcs,10079.775034403,3077.5213896811,7002.85195747991
MBRE1-715_rep1.fcs,7497.1028971029,1585.81418581419,5911.28871128871
MBRE1-715_rep2.fcs,7483.2650614447,1615.54600859227,5868.11869317614
MBRE1-715_rep3.fcs,7378.23150996923,1526.75110880249,5851.48040116674
MBRE1-914_rep1.fcs,7247.46616556384,2132.81890330448,5114.84717030166
MBRE1-914_rep2.fcs,7153.91074856046,2144.71369161868,5009.39699296225
MBRE1-914_rep3.fcs,7274.43383791988,2206.93373806766,5067.69980428965
MBRE2-515_rep1.fcs,4283.54511308239,1925.39758651003,2358.34731878846
MBRE2-515_rep2.fcs,4371.04162517427,2019.71718781119,2351.72276438956
MBRE2-515_rep3.fcs,4475.77180537516,2067.13957438306,2409.03187131582
MBRE2-915_rep1.fcs,4927.60289588416,1405.94376224951,3521.65913363465
MBRE2-915_rep2.fcs,4884.65675923344,1383.52125582693,3501.13550340651
MBRE2-915_rep3.fcs,4905.94642037861,1422.87207516307,3483.07434521554
MBRH1-714_rep1.fcs,2678.41128759043,868.690089479663,1809.72119811076
MBRH1-714_rep2.fcs,2728.66979343379,881.748328510129,1846.92146492366
MBRH1-714_rep3.fcs,2679.42297332349,859.354735728965,1820.06823759453
MBRH1-914_rep1.fcs,3468.07194043556,1085.69375411701,2382.37818631854
MBRH1-914_rep2.fcs,3507.01803495021,1114.0880553445,2392.92997960571
MBRH1-914_rep3.fcs,3504.01726825758,1101.85074149578,2402.1665267618
MBRH2-515_rep1.fcs,4786.73269699269,1517.63249331044,3269.10020368226
MBRH2-515_rep2.fcs,4954.10280970626,1530.1724137931,3424.52905491699
MBRH2-515_rep3.fcs,4800.09590601211,1466.36296429499,3333.73294171712
MBRH2-915_rep1.fcs,2980.96282268514,1007.87401574803,1973.08880693711
MBRH2-915_rep2.fcs,2787.49675849275,916.99746663741,1870.89824659392
MBRH2-915_rep3.fcs,2754.7449051019,904.981900361993,1849.76300473991
MDPE1-714_rep1.fcs,9491.32947976878,3398.04664141917,6093.68148295794
MDPE1-714_rep2.fcs,9419.47972425781,3350.58368064472,6069.29108973473
MDPE1-714_rep3.fcs,9291.60098178117,3308.92183664917,5983.27779218965
MDPE1-715_rep1.fcs,7535.17613012673,1910.18860393174,5625.18710707514
MDPE1-715_rep2.fcs,7625.84327970939,1992.13604247335,5633.90683006666
MDPE1-715_rep3.fcs,7546.32587859425,1984.4249201278,5562.5
MDPE1-914_rep1.fcs,7210.86670126552,2225.03892370953,4986.02738632281
MDPE1-914_rep2.fcs,7481.82617031475,2374.98002875859,5106.84614155616
MDPE1-914_rep3.fcs,7439.22171837232,2328.45242613716,5110.96905651331
MDPE2-515_rep1.fcs,6231.59450981959,2488.36233592392,3743.23217389567
MDPE2-515_rep2.fcs,6034.97032700044,2384.39479029753,3650.77468435098
MDPE2-515_rep3.fcs,6069.57838527138,2431.65696979358,3637.9214154778
MDPE2-915_rep1.fcs,5472.38822377231,1467.2316271261,4005.35646473328
MDPE2-915_rep2.fcs,5554.4669279373,1508.03807086299,4046.62880908582
MDPE2-915_rep3.fcs,5581.15371550742,1534.15789158191,4047.19563610206
MDPH1-714_rep1.fcs,2808.46649510244,929.4392243701,1879.22676401939
MDPH1-714_rep2.fcs,2773.1309993229,908.312422830286,1865.01772414068
MDPH1-714_rep3.fcs,2827.05896442972,935.765898838277,1891.29306559144
MDPH1-715_rep1.fcs,2773.40943561906,802.267103057396,1971.14233256167
MDPH1-715_rep2.fcs,2593.2646102925,756.086375690388,1837.17823460212
MDPH1-715_rep3.fcs,2770.50584742892,829.398521706214,1941.10732572271
MDPH1-914_rep1.fcs,3343.59015345269,1269.58120204604,2074.00895140665
MDPH1-914_rep2.fcs,3377.54817090198,1237.68300953445,2139.86516136753
MDPH1-914_rep3.fcs,3382.24738814898,1309.1155594545,2073.3312066353
MDPH2-515_rep1.fcs,3078.55329188076,1169.40240318292,1909.15088869784
MDPH2-515_rep2.fcs,3076.47890408777,1172.76944826076,1903.90856778767
MDPH2-515_rep3.fcs,3084.6117160798,1180.35132342421,1904.65781734361
MDPH2-915_rep1.fcs,4145.24023574069,1702.3274398162,2443.11257616622
MDPH2-915_rep2.fcs,4176.81344564653,1725.01896283285,2451.9940915805
MDPH2-915_rep3.fcs,4140.7388189275,1732.69203903646,2408.04677989103
MINE1-714_rep1.fcs,10519.3376794785,4147.70227572691,6371.83537975443
MINE1-714_rep2.fcs,10392.2977152549,4081.41275067345,6310.88496458146
MINE1-714_rep3.fcs,10428.7455297385,4131.22090583981,6297.52462389867
MINE1-715_rep1.fcs,8628.50541746335,3330.34576163161,5298.15965583174
MINE1-715_rep2.fcs,8684.60508166243,3359.6545589029,5325.55024688643
MINE1-715_rep3.fcs,8593.22270812117,3303.38065855948,5290.44110305717
MINE1-914_rep1.fcs,9415.94017435815,3744.90122370631,5671.23890266336
MINE1-914_rep2.fcs,9623.6408698433,3852.13463383435,5771.70610809082
MINE1-914_rep3.fcs,9391.6342218229,3708.29589697514,5683.53798542478
MINE2-515_rep1.fcs,7395.64809079465,3427.17845225488,3968.86926289288
MINE2-515_rep2.fcs,7524.39486759923,3491.50918923234,4032.88567836689
MINE2-515_rep3.fcs,6807.72382913227,2613.58866212245,4194.53495112639
MINE2-915_rep1.fcs,6700.9052576887,2569.4930157271,4131.41224196159
MINE2-915_rep2.fcs,6581.43202187756,2524.90169072,4056.72994390882
MINE2-915_rep3.fcs,6715.89296776643,2625.04746108191,4091.04534281889
MINH1-714_rep1.fcs,9043.33785184594,3815.28586237142,5228.05198947452
MINH1-714_rep2.fcs,8802.5974025974,3754.44555444555,5048.55144855145
MINH1-714_rep3.fcs,8974.06271166182,3795.37033347942,5179.0908004303
MINH1-715_rep1.fcs,8542.94203274243,3342.0407186584,5201.89834293804
MINH1-715_rep2.fcs,8091.04346436561,3187.71971875999,4903.52348993289
MINH1-715_rep3.fcs,7858.22623134031,3094.31627684202,4763.90995449828
MINH1-914_rep1.fcs,8652.65389384425,3286.86852525899,5366.38534458622
MINH1-914_rep2.fcs,8102.21893786574,2959.31614372166,5143.30224290479
MINH1-914_rep3.fcs,8589.10792114839,3222.04006557639,5367.46771162381
MINH2-515_rep1.fcs,6730.181556714,2857.57085505423,3873.01016637705
MINH2-515_rep2.fcs,6808.61263132665,2858.82634921903,3949.78628210762
MINH2-515_rep3.fcs,6623.27550062891,2825.48365843432,3797.79184219458
MINH2-915_rep1.fcs,6654.33604606987,2578.43274479615,4076.30321329308
MINH2-915_rep2.fcs,6516.18449727093,2505.34818161825,4011.63604374513
MINH2-915_rep3.fcs,6591.66816663667,2541.94916101678,4049.91900161997
MOTE1-714_rep1.fcs,10769.5529055159,3776.17357316635,6993.57875004985
MOTE1-714_rep2.fcs,10611.3973084142,3720.89772772653,6890.69925322471
MOTE1-714_rep3.fcs,10762.4580737901,3768.16802427727,6994.68934674972
MOTE1-715_rep1.fcs,7340.6487977454,1949.19150126921,5391.65717255302
MOTE1-715_rep2.fcs,7598.93774210295,1961.78267641069,5637.3547382293
MOTE1-715_rep3.fcs,7489.61163496883,1975.38756592616,5514.22406904267
MOTE1-914_rep1.fcs,6748.14918284677,2103.04711352344,4645.10206932333
MOTE1-914_rep2.fcs,7237.8480886316,2326.18025751073,4912.26669328276
MOTE1-914_rep3.fcs,7121.35446858696,2235.19299578228,4886.36136486297
MOTE2-515_rep1.fcs,6068.15229339462,2501.24912561207,3567.10302788048
MOTE2-515_rep2.fcs,6171.61321206319,2580.18190521781,3591.83022179671
MOTE2-515_rep3.fcs,6136.85387872493,2535.75137812575,3601.10250059919
MOTE2-915_rep1.fcs,5669.1434963247,1547.01981463726,4122.12368168744
MOTE2-915_rep2.fcs,5731.21266009951,1558.33516494495,4172.87749515455
MOTE2-915_rep3.fcs,5726.34020515487,1584.65137669713,4142.08874047709
MOTH-915_rep1.fcs,5934.20842642834,1651.17299712735,4283.63389722311
MOTH-915_rep2.fcs,5789.13712481516,1587.66636025738,4201.47076455777
MOTH-915_rep3.fcs,5793.72054006551,1625.38947032036,4168.53079811456
MOTH1-714_rep1.fcs,5054.53455852976,1451.25848981223,3603.47582900519
MOTH1-714_rep2.fcs,4817.85172771527,1372.99497246828,3445.05626047402
MOTH1-714_rep3.fcs,5043.37917799456,1433.51191428114,3609.86726371342
MOTH1-715_rep1.fcs,3921.77589852008,896.126690334676,3025.64920818541
MOTH1-715_rep2.fcs,3858.98256278995,871.260598304271,2987.72196448568
MOTH1-715_rep3.fcs,3951.40231626368,915.940757868718,3035.46155839496
MOTH1-914_rep1.fcs,7105.97771832448,2249.7304636026,4856.24725472188
MOTH1-914_rep2.fcs,7079.44111776447,2224.9500998004,4854.49101796407
MOTH1-914_rep3.fcs,7036.91120925678,2195.28767561302,4841.82337776534
MOTH2-515_rep1.fcs,4281.17886665868,1632.12331775888,2649.45489397388
MOTH2-515_rep2.fcs,4130.29146772679,1578.99994006832,2551.49129991809
MOTH2-515_rep3.fcs,4169.87492768945,1605.99230017355,2563.88262751591
MRBH1-715_rep1.fcs,2319.38936165972,664.647149092214,1654.94150706499
MRBH1-715_rep2.fcs,2274.30347961258,661.644545418311,1612.65893419427
MRBH1-715_rep3.fcs,2358.25538958578,696.009413078595,1662.44540613844
MUSDEPE1-epi-deep-514_rep1.fcs,4436.55085709724,2533.57546247331,1903.17495160743
MUSDEPE1-epi-deep-514_rep2.fcs,4532.4602730975,2741.35590513455,1791.10436796295
MUSDEPE1-epi-deep-514_rep3.fcs,4306.32608261824,2579.52504490122,1726.80103771702
MUSDEPH-hypo-deep-514_rep1.fcs,3114.02018586989,1548.71589887079,1565.3042869991
MUSDEPH-hypo-deep-514_rep2.fcs,3164.40766062932,1577.10607332774,1587.30158730159
MUSDEPH-hypo-deep-514_rep3.fcs,3077.89221077892,1509.24907509249,1568.64313568643
MUSINLE1-epi-inlet-514_rep1.fcs,5608.41061720499,3586.10489286856,2022.30572433642
MUSINLE1-epi-inlet-514_rep2.fcs,5364.46059831449,3412.1500179734,1952.70998921596
MUSINLE1-epi-inlet-514_rep3.fcs,5513.43694511502,3453.70388843445,2059.93256588792
MUSINLH1-hypo-inlet-514_rep1.fcs,5474.51968252064,3567.04452308123,1907.67508346828
MUSINLH1-hypo-inlet-514_rep2.fcs,5349.16618517264,3497.24054113287,1852.52336076189
MUSINLH1-hypo-inlet-514_rep3.fcs,5502.59481037924,3547.70459081836,1955.08982035928
MUSOUTE1-epi-outlet-514_rep1.fcs,4523.59111394727,2621.34567064173,1902.64427870618
MUSOUTE1-epi-outlet-514_rep2.fcs,4686.58266269944,2730.99426882601,1955.58839387344
MUSOUTE1-epi-outlet-514_rep3.fcs,4595.95555910799,2627.48781072656,1968.46774838142
MUSOUTH-hypo-outlet-514_rep1.fcs,2496.61057500598,1179.32051997767,1317.48943296914
MUSOUTH-hypo-outlet-514_rep2.fcs,2479.02258186674,1171.54644928547,1307.47613258127
MUSOUTH-hypo-outlet-514_rep3.fcs,2527.60173781338,1209.89278169716,1317.70895611623
