"ntaxa" "mpd.obs" "mpd.rand.mean" "mpd.rand.sd" "mpd.obs.rank" "mpd.obs.z" "mpd.obs.p" "runs"
"M45S2F415" 167 0.648147754528901 0.645600774953973 0.0139422056612334 547 0.182681251217648 0.547 999
"M45S2F515" 191 0.635000690931376 0.634573536277131 0.0072737353998948 595 0.0587256245602941 0.595 999
"M45S2F715" 196 0.72230920241092 0.717143577533832 0.00925800164787133 835.5 0.557963270429555 0.8355 999
"M45S2F815" 212 0.737037421238387 0.733793596987137 0.00895172195720691 725 0.362368745003204 0.725 999
"M45S2F915" 221 0.734453583960833 0.730199463281173 0.00937895257289786 801 0.453581638951128 0.801 999
"MBRE1F714" 315 0.725230524254353 0.725821502096919 0.00911383154631975 471 -0.0648440603233063 0.471 999
"MBRE1F914" 340 0.681649232907207 0.683362292160399 0.00842417692767712 368 -0.203350341273519 0.368 999
"MBRE1F715" 268 0.517180039235775 0.519522836162552 0.00877664866405477 357 -0.266935252446911 0.357 999
"MBRE2F515" 264 0.609193029792794 0.611037684920254 0.00757126926057765 360 -0.24363882249765 0.36 999
"MBRE2F915" 319 0.602023812302698 0.605402868244482 0.0126219723620938 400 -0.26771219622783 0.4 999
"MBRH1F714" 381 0.611682098127647 0.614439918035495 0.0127647642224632 404 -0.216049420089904 0.404 999
"MBRH1F914" 485 0.649939746312448 0.653867789771778 0.0130096888581783 248 -0.301932160111577 0.248 999
"MBRH1F715" 351 0.59495491653082 0.597824581645044 0.00885010983248393 288 -0.324251920997781 0.288 999
"MBRH2F515" 267 0.551762893749036 0.557172818244606 0.0115521708972037 166 -0.46830371050686 0.166 999
"MBRH2F915" 350 0.616439620141392 0.619197971177804 0.0101722381886545 348 -0.271164613456307 0.348 999
"MDPE1F514" 359 0.721394602253513 0.721757024653992 0.00918569602993587 529 -0.039455083131123 0.529 999
"MDPE1F714" 348 0.741364521112265 0.741350078929619 0.00987151535891064 418 0.00146301577020446 0.418 999
"MDPE1F914" 330 0.690899676699339 0.69233459932089 0.0100352756401696 501 -0.142987863313611 0.501 999
"MDPE1F715" 298 0.598886130165646 0.6002757342781 0.00726633894478717 418 -0.191238548464727 0.418 999
"MDPE2F515" 228 0.593102572686867 0.596668515312593 0.0137460803862431 320 -0.259415231508106 0.32 999
"MDPE2F915" 339 0.638076849577856 0.640356266991509 0.0084884594350176 405 -0.268531343184504 0.405 999
"MDPH1F714" 426 0.651676392444444 0.654621299198314 0.0105744807284915 297 -0.27849185501238 0.297 999
"MDPH1F914" 514 0.647632080447262 0.653954238605893 0.01489349046101 168 -0.424491369244946 0.168 999
"MDPH1F715" 404 0.64614259476358 0.648468648951618 0.00907886066968601 337 -0.256205516602448 0.337 999
"MDPH2F514" 299 0.703489832420912 0.705273279004452 0.0119556154541027 466 -0.149172294005789 0.466 999
"MDPH2F515" 314 0.63994695044378 0.642763537714517 0.0108341444711053 327 -0.259973205844535 0.327 999
"MDPH2F915" 465 0.637451837589898 0.642322271511927 0.0122029734926743 219 -0.399118618503311 0.219 999
"MINE1F514" 486 0.684021190834929 0.689480739299515 0.0135276521675864 247 -0.403584332074113 0.247 999
"MINE1F714" 311 0.681732713607724 0.682263846367138 0.00801290641832137 463 -0.066284657736713 0.463 999
"MINE1F914" 415 0.64392497916847 0.64681675226666 0.00716143505460317 281 -0.403797992461289 0.281 999
"MINE1F715" 377 0.641975915107837 0.643816237423626 0.0054956258517985 294 -0.334870379719592 0.294 999
"MINE2F515" 405 0.65187805021835 0.65496794180042 0.00969143354934166 281 -0.318827092642091 0.281 999
"MINE2F915" 388 0.628975947556947 0.632315386029952 0.0073633734723118 258 -0.453520181417139 0.258 999
"MINH1F514" 443 0.696962021854937 0.701517789611568 0.0125882562077557 279 -0.361906183147438 0.279 999
"MINH1F714" 405 0.634430370667187 0.635943925836072 0.00567141808544707 335 -0.266874200787393 0.335 999
"MINH1F914" 381 0.643609316783939 0.646781196379737 0.00978306419487235 291 -0.324221484456845 0.291 999
"MINH1F715" 410 0.642975087273443 0.646876738983169 0.014239435318249 276 -0.274003260840332 0.276 999
"MINH2F515" 361 0.642836693826094 0.645928929304833 0.0100874078412372 271 -0.306544111966751 0.271 999
"MINH2F915" 374 0.647217373879521 0.649910275107279 0.0071835628372597 280 -0.374869864545552 0.28 999
"MLBD2F115" 300 0.61226655807882 0.61487914090031 0.00832341230812743 292 -0.313883624260657 0.292 999
"MLBD2F415" 252 0.669088202199192 0.671332716565165 0.00935965103802475 417 -0.239807483938747 0.417 999
"MLBD2F515" 279 0.641815663131596 0.644469581785321 0.00998630953028496 337 -0.265755697405181 0.337 999
"MLBD2F715" 340 0.628236017239446 0.630237667502584 0.00974977011365293 380 -0.205302303521512 0.38 999
"MLBD2F815" 374 0.719062840968767 0.719217594809722 0.00948925265235841 519 -0.0163083276021469 0.519 999
"MLBD2F915" 402 0.6880032812387 0.690385450723123 0.0143877593137133 441 -0.165569178110497 0.441 999
"MLBS2F115" 299 0.609864751746242 0.612167631992657 0.00761232677367397 316 -0.302519888449779 0.316 999
"MLBS2F515" 228 0.580623315217085 0.583582348240157 0.0103329410450751 290 -0.286368906022367 0.29 999
"MLBS2F715" 207 0.565908194689792 0.565738126098332 0.0087551059519902 511.5 0.0194250751953708 0.5115 999
"MLBS2F815" 354 0.655468939492746 0.657489140675354 0.0120261811316204 453 -0.167983598492126 0.453 999
"MLBS2F915" 382 0.709274345301045 0.711286243052139 0.0113218393423079 460 -0.177700609438598 0.46 999
"MOTE1F514" 351 0.750850158683699 0.750980140328765 0.00957941809866779 604 -0.0135688455945542 0.604 999
"MOTE1F714" 305 0.730123019162214 0.731076425072605 0.0102098394109725 407 -0.0933810877932875 0.407 999
"MOTE1F914" 340 0.684577162873795 0.685398722574125 0.00713367445464113 464 -0.115166413263377 0.464 999
"MOTE1F715" 255 0.5997946517959 0.600718801916519 0.00951587553596234 498 -0.097116667523257 0.498 999
"MOTE2F515" 272 0.658687959317496 0.659930544765691 0.00759670228953031 412 -0.163569059420393 0.412 999
"MOTE2F915" 367 0.659282974815938 0.660963218142688 0.0112972368591258 517 -0.148730468140311 0.517 999
"MOTH1F714" 321 0.594435458384454 0.596577211891378 0.010470733611447 390 -0.204546652259708 0.39 999
"MOTH1F914" 344 0.674387451260212 0.676111617493034 0.00923579668918143 401 -0.186682999945369 0.401 999
"MOTH1F715" 281 0.582583264569872 0.584196740087138 0.0059820273492643 385 -0.269720518323028 0.385 999
"MOTH1F915" 280 0.665812841196311 0.667325572217206 0.0122389844848334 528 -0.123599390355396 0.528 999
"MOTH2F514" 293 0.69783817587304 0.699255589668635 0.0113706105103276 454 -0.124655909575651 0.454 999
"MOTH2F515" 270 0.651360670694839 0.653345763906348 0.0114228682044284 405 -0.173782378994685 0.405 999
"Sp13.BD.MLB.SN.1" 384 0.591183825670564 0.602511166873347 0.0155020078601635 107 -0.73070155201586 0.107 999
"Sp13.BD.MM110.SD.1" 171 0.640233194395788 0.639438943440501 0.00922835488496587 450.5 0.0860663645023739 0.4505 999
"Sp13.BD.MM110.SN.1" 160 0.590009157901534 0.589885587993096 0.00589457257278574 446.5 0.0209633365120455 0.4465 999
"Sp13.BD.MM15.DD.1" 329 0.624584803905608 0.628683273153538 0.00976120937277204 254 -0.419873100905106 0.254 999
"Sp13.BD.MM15.SD.1" 284 0.636899798628618 0.638648248967541 0.0059158094445187 408 -0.295555554201169 0.408 999
"Sp13.BD.MM15.SN.1" 306 0.6308495607236 0.634833734590717 0.0110034524442561 323 -0.362083981123268 0.323 999
"Su13.BD.MLB.DD.1" 333 0.559517147309793 0.563705922032085 0.00987166559632869 193 -0.424322996095973 0.193 999
"Su13.BD.MLB.SD.1" 287 0.656396983680057 0.658224560011418 0.00707319950349599 315.5 -0.258380430307062 0.3155 999
"Su13.BD.MM110.DCMD.1" 198 0.695387582129037 0.695577549856741 0.00433097876684247 462 -0.0438625396084202 0.462 999
"Su13.BD.MM110.DN.1" 234 0.659271338189195 0.660070315415212 0.00922313476299452 411 -0.0866275129387424 0.411 999
"Su13.BD.MM110.SD.1" 170 0.567972469967249 0.568032208190743 0.00517115944182822 553.5 -0.0115521913734003 0.5535 999
"Su13.BD.MM110.SN.1" 157 0.56620415080239 0.566185502273038 0.00587976715377379 585.5 0.00317164419338783 0.5855 999
"Su13.BD.MM15.DN.1" 220 0.649634380013879 0.651155689534525 0.00609126798404795 415 -0.249752518626728 0.415 999
"Su13.BD.MM15.SD.1" 212 0.597838110852262 0.598056814215647 0.00562659399554889 519 -0.0388695831897078 0.519 999
"Su13.BD.MM15.SN.1" 236 0.574909750188805 0.575837915596054 0.00513238384005046 437 -0.180844893167601 0.437 999
"Z14001F" 267 0.698741143448126 0.698498638488173 0.0096953580864982 470 0.0250124810026903 0.47 999
"Z14002F" 296 0.696708514520071 0.697492775010173 0.00899059969996527 376 -0.0872311654700079 0.376 999
"Z14004F" 367 0.831033990705666 0.826559087278302 0.0234326448856069 485 0.19096877237758 0.485 999
"Z14005F" 306 0.728908647389479 0.728605885897743 0.00572989655004485 519 0.0528389106315231 0.519 999
"Z14006F" 282 0.714484637346188 0.714662937207653 0.00754467910121368 497 -0.0236325308304569 0.497 999
"Z14008F" 328 0.725913564228047 0.725907103317349 0.00495299672335839 480 0.00130444477517137 0.48 999
"Z14009F" 269 0.664856292122372 0.665025477587919 0.00822512066256808 462 -0.0205693597075874 0.462 999
"Z14010F" 268 0.695418946545706 0.695098645468645 0.00737443119050431 527 0.0434340044386722 0.527 999
"Z14012F" 305 0.692186977019104 0.692968940662195 0.00607004380138324 447 -0.128823393813593 0.447 999
"Z14013F" 314 0.766055223909716 0.765297921990831 0.00755635241292144 552 0.100220566419177 0.552 999
"Z14014F" 277 0.707736488914941 0.707616022504355 0.00697360504292363 475 0.0172746247950674 0.475 999
"Z14016F" 312 0.721131764323471 0.720741936166555 0.00693707416028247 480 0.0561948954139685 0.48 999
"Z14017F" 355 0.728449593689978 0.727689770785247 0.00692042171624616 518 0.109794306746817 0.518 999
"Z14018F" 335 0.753673445278016 0.753458966717912 0.00540606484062779 526 0.039673693606477 0.526 999
"Z14019F" 369 0.690183306419923 0.692498827050964 0.00972852817684127 318 -0.238013457837617 0.318 999
"Z14020F" 347 0.745393627195973 0.745430458871326 0.0064317542245859 489 -0.00572653650412045 0.489 999
"Z14021F" 287 0.762093398883395 0.760229061768568 0.0113451004658621 527 0.164329713997383 0.527 999
"Z14022F" 321 0.76908250818606 0.767155643124654 0.0105550811180419 521 0.18255331625187 0.521 999
"Z14024F" 318 0.873209543313113 0.868045455109484 0.0237878404137073 611 0.217089408446406 0.611 999
"Z14025F" 318 0.696359938540622 0.695804639690713 0.00695995391138366 516 0.0797848458450428 0.516 999
"Z14026F" 297 0.689995636445429 0.690143716952041 0.00715447349480477 481 -0.0206976106235333 0.481 999
"Z14027F" 225 0.666893886696032 0.669920496850629 0.0079651754523543 250 -0.379980349799159 0.25 999
"Z14028F" 259 0.708732701470848 0.708631748271775 0.00404332142831646 482 0.0249678886191583 0.482 999
"Z14029F" 324 0.732091300013188 0.732063622581163 0.0064182696879053 446.5 0.0043122887275241 0.4465 999
"Z14030F" 285 0.74101152833568 0.740236249087379 0.00515959253950684 513 0.150259781632916 0.513 999
"Z14031F" 376 0.687311850497269 0.689492630689006 0.00882385913743968 292 -0.247145852825753 0.292 999
"Z14032F" 253 0.733112514018844 0.73219052638983 0.00573770104441903 477 0.160689380969073 0.477 999
"Z14033F" 325 0.720173012312918 0.721209929909281 0.00656272670923881 417 -0.158001032543881 0.417 999
"Z14034F" 312 0.745099410908256 0.744989994833998 0.00623555252777717 470 0.0175471337576292 0.47 999
"Z14035F" 278 0.649745165813032 0.652653725919277 0.011788748516689 448 -0.24672339919104 0.448 999
"Z14036F" 310 0.767700898664975 0.7667898265173 0.00639413644802363 529 0.142485565499169 0.529 999
"Z14037F" 322 0.776621877128915 0.775401330115119 0.00654200955357463 529 0.186570655973575 0.529 999
"Z14038F" 301 0.75490127065462 0.755503682417845 0.00645412325491697 400 -0.0933375052554562 0.4 999
"Z14039F" 307 0.69821546793589 0.698875305581778 0.00507532760488761 458 -0.130008877703243 0.458 999
"Z14040F" 327 0.765275669577621 0.76520587573954 0.00639446751545139 473 0.0109147224398187 0.473 999
"Z14041F" 324 0.773705977767115 0.772293539857701 0.00795427446706405 580 0.177569672163315 0.58 999
"Z14042F" 328 0.761871918046713 0.760743294887981 0.00749143830340436 520 0.150655069563756 0.52 999
"Z14043F" 344 0.692877113759461 0.695027215237303 0.00692408283165595 272 -0.310525094819993 0.272 999
"Z14044F" 322 0.746874154241682 0.746209566776751 0.00776810811876263 508 0.0855533232506474 0.508 999
"Z14045F" 274 0.844697680453678 0.838470460000445 0.0339638820998022 446 0.183348312037311 0.446 999
"Z14046F" 307 0.85729190620632 0.850356379795093 0.0337928887523412 522 0.205236269146926 0.522 999
"Z14047F" 346 0.656524838177773 0.661003736123613 0.0093384724555082 220 -0.479617835484307 0.22 999
"Z14048F" 282 0.74724962710874 0.744880304863668 0.0191306575904495 516 0.123849493090909 0.516 999
"Z14050F" 309 0.703750004235921 0.703423097587463 0.00584626249966098 497 0.0559172032519701 0.497 999
"Z14053F" 307 0.659683164424428 0.658681271329694 0.00714283220638222 591 0.140265522944665 0.591 999
"Z14057F" 344 0.71639318090176 0.716470440349322 0.00556873929163121 456 -0.01387377708246 0.456 999
"Z14059F" 344 0.649887246727547 0.654363873432188 0.014751092669777 406 -0.303477634156086 0.406 999
"Z14061F" 327 0.668326067304057 0.668624703857352 0.00573995535282047 450 -0.052027678777795 0.45 999
"Z14063F" 364 0.671215902738461 0.672196995476138 0.00841032621777975 456 -0.116653351162888 0.456 999
"Z15065F" 271 0.818161771572884 0.815916075167331 0.0095442154929685 672 0.235293975414483 0.672 999
"Z15067F" 275 0.825193605580656 0.822884566027896 0.00951810086747405 623 0.242594566385603 0.623 999
"Z15069F" 307 0.804420221919722 0.801357307528424 0.0065926577084919 720 0.464594785097444 0.72 999
"Z15071F" 342 0.769762553096464 0.768041477634722 0.00829613598110838 649 0.207455068921469 0.649 999
"Z15073F" 262 0.717670134284686 0.717418846408167 0.0084342686950569 626 0.0297936769155559 0.626 999
"Z15075F" 282 0.71937188907159 0.720278438889116 0.0079620153823486 525 -0.113859340128439 0.525 999
"Z15077F" 283 0.655580381310384 0.656606181228158 0.00911327377519197 480 -0.112561077728882 0.48 999
"Z15079F" 259 0.616695908379747 0.617892800758523 0.011800911203909 467 -0.101423725515266 0.467 999
