,f_regr,p-value,kendall,p_kendall,kendall significant,RL score,RL ranking,Boruta score,Boruta ranking
Otu000056,3.813645400196867,0.05680587384180464,-0.33673469387755095,0.0006414477756297163,yes,0.988,4.0,0.1346180220838638,2
Otu000030,1.5229951575709506,0.22330216429406166,0.0901360544217687,0.36087315291282684,no,0.928,10.0,0.14620027092392723,3
Otu000775,4.137890672869256,0.047598493542876416,0.32312925170068024,0.0010546110577946649,yes,0.904,13.0,0.05953551355205432,4
Otu000009,2.428058076585368,0.12588933728913054,0.22448979591836732,0.02286776939186831,yes,0.99,2.0,0.018000043650803942,5
Otu000022,0.3332492075141395,0.5665072418688327,0.05612244897959183,0.5694177970575878,no,0.99,2.0,0.01536638008243448,7
Otu000093,0.0010283370098189552,0.9745538618647932,-0.06122448979591836,0.5348443063198711,no,0.96,7.0,0.016141915268290362,7
Otu002522,2.720244281719179,0.1057517490768439,0.2534013605442177,0.010207754748271406,yes,0.978,6.0,0.016937051764255216,7
Otu000136,0.4946284140019431,0.48533941365053956,-0.09353741496598639,0.34303685333792167,no,0.92,11.0,0.009187361659231287,9
Otu000023,0.19222818502995598,0.6630772951012559,-0.059523809523809514,0.5462502773934576,no,0.874,14.0,0.0084871832006663,10
Otu000227,0.24467378190439024,0.6231550223080566,0.24489795918367344,0.013045943759322791,yes,0.908,12.0,0.009842113080010113,11
Otu000012,0.5091573910801932,0.47903227305372753,-0.19727891156462585,0.04552166446736793,yes,0.984,5.0,0.0069817092314386955,12
Otu000077,0.8588148809971538,0.3588050714153189,-0.16156462585034012,0.1014699409909578,no,0.936,9.0,0.007674076722912796,12
Otu000082,0.4620223830482088,0.500014615916154,-0.018707482993197275,0.8495940753186882,no,0.87,15.0,0.0064535068676613684,14
Otu000387,0.17297251641945893,0.6793763794982188,-0.006802721088435374,0.945022506107728,no,0.83,16.0,0.006605731239823595,14
Otu000001,0.10541767464774876,0.7468633601596375,0.06632653061224489,0.5013627040281308,no,0.994,1.0,0.005453824706814797,16
Otu001028,0.3566870380308177,0.5532184730967533,0.09183673469387753,0.35188344212496336,no,0.96,7.0,0.004460286473946815,17
