,f_regr,p-value,kendall,p_kendall,kendall significant,RL score,RL ranking,Boruta score,Boruta ranking
Otu000377,11.549629838094107,0.0012090629854569724,0.2141723955579059,0.013893580696605252,yes,0.84,2.0,0.11704023745252887,1
Otu000019,2.14795556068408,0.1479810178490929,0.14225277630883132,0.10227396966765567,no,0.464,21.0,0.03377508790918373,1
Otu000023,1.2037354710519046,0.2769601676216505,0.0671602326811211,0.44046490565728946,no,0.334,43.0,0.11468196240933222,1
Otu000025,9.581615594887607,0.002985191900737494,0.3548387096774194,4.5874382462488575e-05,yes,0.376,35.0,0.2151968105743629,1
Otu000046,8.688211461854793,0.004556873343774387,0.1570597567424643,0.07123094798065756,no,0.508,14.0,0.14622701855718112,1
Otu000137,0.738892862058435,0.39343728114938126,-0.1560021152829191,0.07315633590447475,no,0.538,12.0,0.057002246442331594,2
Otu000509,7.380350550738716,0.00860352311782778,-0.25224748810153363,0.0037634523518633154,yes,0.352,38.0,0.05545032932990053,3
Otu001784,23.313192326580875,9.868111953168125e-06,-0.36753040719196195,2.4269612667714715e-05,yes,0.408,31.0,0.047598036541119826,4
Otu000093,8.820293276040776,0.004278329370857091,-0.11686938127974619,0.1794753846620406,no,0.898,1.0,0.037802853544468024,5
Otu000267,19.002762698525423,5.1981083777030055e-05,-0.2659968270756214,0.0022486314019568377,yes,0.48,18.0,0.03493807142193695,7
Otu000041,0.0004114426606731384,0.9838840850004363,0.017451084082496036,0.841132804108627,no,0.546,11.0,0.019372728912176406,7
Otu000058,10.779411101319722,0.0017147494760008021,-0.32205182443151775,0.00021635187287273515,yes,0.818,3.0,0.03605347658280799,7
Otu000304,1.8532453914980946,0.17849708872934322,-0.26282390269698575,0.002537623854602996,yes,0.126,74.0,0.023672203868380013,9
Otu000262,3.4741397692034774,0.06723004541789074,0.1983077736647277,0.02273964862980675,yes,0.744,5.0,0.01590421292620117,10
Otu000385,12.730726310076836,0.0007145942170878126,0.2585933368588049,0.0029758074404713122,yes,0.446,24.0,0.011939247390823821,11
Otu000646,3.3018637837270983,0.07419616730446049,0.20148069804336333,0.020655374559544776,yes,0.466,20.0,0.011234576103180429,12
Otu000217,3.394511321746448,0.070356269006696,0.15811739820200954,0.06934729602735884,no,0.34,42.0,0.010011321425080693,13
Otu000551,7.922606559054089,0.0065940322624365375,-0.2808038075092544,0.001258242745778886,yes,0.448,23.0,0.006833092334289278,14
Otu000048,6.335015769798682,0.01452783160849212,0.22580645161290325,0.00949678214056465,yes,0.118,76.0,0.007137345791984769,14
Otu000387,4.982788205044793,0.029345729728873525,0.1623479640401904,0.06221742126621167,no,0.604,9.0,0.007333640831473899,16
Otu000077,0.0013330003910930618,0.9709966850315134,-0.036488630354309895,0.675134541926981,no,0.502,16.0,0.006332766807965201,16
Otu000071,3.047423778321804,0.085984261021858,0.05764145954521418,0.5079232117171629,no,0.63,8.0,0.005308824914808865,18
Otu000179,1.6373041137665207,0.20562169971235797,0.0671602326811211,0.44046490565728946,no,0.644,7.0,0.004647148264583902,19
Otu000810,7.868704776606088,0.006769604862513762,0.22580645161290325,0.00949678214056465,yes,0.588,10.0,0.005192906531376729,20
Otu000161,4.36270880446903,0.04098467118063158,0.16129032258064518,0.06394043767136362,no,0.326,46.0,0.004811427893992426,21
