,f_regr,p-value,kendall,p_kendall,kendall significant,RL score,RL ranking,Boruta score,Boruta ranking
Otu000210,4.952319359121238,0.029825751204722604,-0.1475409836065574,0.09013826416642948,no,0.346,23.0,0.07351379896682221,1
Otu000005,5.677147067247726,0.020372205380985223,0.23849814912744582,0.006154939826796156,yes,0.37,14.0,0.044698628647122686,1
Otu000244,27.746027482277093,1.971232051617513e-06,-0.4214701216287679,1.2915929956766145e-06,yes,0.472,3.0,0.1277425639698828,1
Otu000012,8.32077980116023,0.005436478052124237,-0.34320465362242203,8.077833274687573e-05,yes,0.072,128.0,0.03148453353252736,1
Otu000016,14.347851610058585,0.0003541540136918743,0.33051295610787945,0.00014687108894977392,yes,0.15,99.0,0.0310663206447776,1
Otu000017,12.202231974181453,0.0009028802170210796,0.3125330512956108,0.00033095419998480595,yes,0.256,41.0,0.015055198496146498,1
Otu000084,18.07309282110234,7.54171150953258e-05,0.39397144368059234,6.0341005375080725e-06,yes,0.396,11.0,0.07843089644141071,1
Otu000060,21.16615779320155,2.229350026766536e-05,0.38445267054468535,1.0061036986143798e-05,yes,0.444,7.0,0.22824459878613404,1
Otu000041,2.091415682430665,0.15333255108966312,-0.10100475938656797,0.24598789438193114,no,0.174,85.0,0.08279570312201473,1
Otu000136,13.230437685980174,0.0005740079452770887,-0.26282390269698575,0.002537623854602996,yes,0.376,13.0,0.02734299502284882,2
Otu000262,6.559843529526921,0.012962644300139152,-0.23426758328926497,0.00712770188375983,yes,0.286,31.0,0.0248607119285437,4
Otu000682,11.343383198598355,0.001326965118252412,0.2300370174510841,0.008236318014360814,yes,0.222,56.0,0.026154986839121416,4
Otu000058,19.336622391954517,4.5535300690376505e-05,-0.33685880486515074,0.00010919748085031175,yes,0.176,83.0,0.020880179084628345,4
Otu000083,2.3738128412619304,0.1286432237084674,-0.12004230565838184,0.1679513180347738,no,0.126,109.0,0.017994911973632212,6
Otu000267,6.695643394544096,0.012104519434675805,-0.2205182443151772,0.011312576808486947,yes,0.318,27.0,0.012348795185175641,7
Otu000124,8.263421093805915,0.005589128321818449,-0.13273400317292441,0.12736026314359072,no,0.454,5.0,0.013988771752719387,8
Otu001345,4.745041175169101,0.03332317723240133,-0.12004230565838184,0.1679513180347738,no,0.352,21.0,0.010978135063182086,8
Otu001142,17.073807752306145,0.00011317903055530057,0.31570597567424646,0.00028759275644678795,yes,0.442,8.0,0.010846392770231179,10
Otu000065,0.008981856635861605,0.9248112071648716,0.024854574299312534,0.7752750124202521,no,0.142,105.0,0.010861297615080975,10
Otu000109,8.176752968378768,0.005828375967889023,0.20465362242199894,0.01873966285059817,yes,0.458,4.0,0.010004642885613799,12
Otu000048,2.0704672478630166,0.1553719990032471,0.1464833421470122,0.09246792327578955,no,0.07,129.0,0.008190935015269692,13
Otu000059,1.404081180228092,0.24071370903645492,-0.14542570068746696,0.09484568890775397,no,0.536,2.0,0.008379784940390217,13
Otu000009,10.647155882871854,0.0018217683201334801,0.2448439978847171,0.0049188623019744025,yes,0.38,12.0,0.004293570544746735,15
Otu000025,14.593875900615622,0.0003188288480240285,0.31570597567424646,0.00028759275644678795,yes,0.196,74.0,0.003896168948893939,16
Otu000860,2.009976090464086,0.16144040265459123,0.11581173982020096,0.18344450831464842,no,0.242,47.0,0.003791757351909844,17
Otu000340,3.4589641182267226,0.06781388623042946,0.21099947117927023,0.015369272070878244,yes,0.258,40.0,0.0035965404592385175,18
Otu000246,3.041732296457554,0.08627062584548391,0.05235325224748811,0.5476174838836547,no,0.334,25.0,0.0035525055910587333,19
Otu001298,12.98390633289236,0.0006393645297626931,0.2649391856160762,0.002341428559656852,yes,0.442,8.0,0.0034019557003680716,20
Otu000184,1.9576183298237555,0.16691681172561154,0.15071390798519305,0.08343155716888288,no,0.212,59.0,0.00311396127320609,21
Otu000261,3.9049466657849727,0.05274737935715738,-0.11686938127974619,0.1794753846620406,no,0.194,75.0,0.0029693322053299964,22
Otu000103,0.2845871722955799,0.5956810114049893,0.03437334743521946,0.692979190799845,no,0.022,137.0,0.002486270493015452,23
Otu000075,3.782898145406435,0.05646977937871143,-0.23320994182971974,0.007391518582344033,yes,0.104,121.0,0.0028496216586104775,24
