,f_regr,p-value,kendall,p_kendall,kendall significant,RL score,RL ranking,Boruta score,Boruta ranking
Otu000369,24.585739506955527,6.155640887685197e-06,-0.4299312533051296,7.883544134051072e-07,yes,0.382,1.0,0.12762517832055317,1
Otu000201,45.480338169332455,6.828294283772641e-09,0.18138551031200426,0.03721386280277783,yes,0.028,313.0,0.27995310980716914,1
Otu001668,88.70838020485625,1.9637910537316786e-13,0.10840824960338447,0.2130631061543815,no,0.362,3.0,0.06580601772333965,2
Otu000029,0.0007514879804220392,0.9782210816768876,0.1782125859333686,0.04066146605410904,yes,0.16,37.0,0.06640060563255096,3
Otu000026,17.631548303048543,9.016409344074628e-05,-0.06398730830248546,0.46236148255917053,no,0.202,26.0,0.06154714204535898,4
Otu000619,35.63871021274194,1.3798513030544577e-07,0.18350079323109467,0.03505639518827295,yes,0.196,28.0,0.046790813067885316,5
Otu001802,17.160581392825,0.00010923174554454858,0.0809095716552089,0.3527157544124043,no,0.12,61.0,0.0325926261772705,6
Otu001097,22.469032329072494,1.3556523579904471e-05,0.05023796932839768,0.5639139413342874,no,0.012,427.0,0.03748296130318109,7
Otu000103,0.11991588327564974,0.7303371731677253,-0.2205182443151772,0.011312576808486947,yes,0.046,204.0,0.03223360576968605,8
Otu000717,52.18544413136304,1.0374541551223855e-09,0.10735060814383926,0.2175613624394399,no,0.274,10.0,0.026490247303481786,9
Otu000053,8.757127297865452,0.00440924147023999,-0.05023796932839768,0.5639139413342874,no,0.024,356.0,0.032427583684698086,10
Otu001092,58.14663277800029,2.137675519430274e-10,0.11581173982020096,0.18344450831464842,no,0.276,9.0,0.021728506011815942,10
Otu000500,45.710173127268696,6.388140579183568e-09,0.1560021152829191,0.07315633590447475,no,0.072,127.0,0.023043724321262192,12
Otu000357,12.021306809789493,0.0009786601851938543,0.06927551560021153,0.4262036864356893,no,0.024,356.0,0.019764820617728343,13
Otu000664,44.86439812628849,8.169384685885037e-09,0.22580645161290325,0.00949678214056465,yes,0.304,7.0,0.020602512685307252,14
Otu000937,11.022987634661762,0.0015344758923959711,0.05129561078794289,0.5557365525081721,no,0.086,94.0,0.016334408376070482,15
Otu000250,47.1364653905009,4.23887365250815e-09,0.19619249074563724,0.024228626912034947,yes,0.202,26.0,0.017052576824283922,16
Otu000650,0.1330185698097846,0.7166049536184433,0.03860391327340032,0.6574706719780812,no,0.074,122.0,0.01236803317342842,17
Otu000057,3.818362177381553,0.05535952648495344,0.03437334743521946,0.692979190799845,no,0.012,427.0,0.020441366788570232,17
Otu000363,39.11208456049844,4.6082178826412935e-08,0.09994711792702275,0.2509679622796229,no,0.152,42.0,0.01420488541165261,20
Otu000580,52.65389611814409,9.134989431730577e-10,0.09783183500793233,0.26113813937746155,no,0.224,20.0,0.014163245063930395,20
Otu001065,43.60300610889936,1.1835304598090062e-08,0.10840824960338447,0.2130631061543815,no,0.0,534.0,0.01534494085676428,20
Otu000773,51.32906738019727,1.3110297437624565e-09,0.0883130618720254,0.31040544291753647,no,0.032,286.0,0.01608439700560905,22
Otu002124,37.767894190369816,7.010187858729018e-08,0.11369645690111055,0.1915771852565088,no,0.118,64.0,0.013167702325429463,23
Otu001354,54.095208184672856,6.19676412967016e-10,0.17927022739291382,0.03948334535614,yes,0.058,164.0,0.010841148713657732,24
Otu001087,2.2368816348151883,0.13999410624098213,-0.21099947117927023,0.015369272070878244,yes,0.24,15.0,0.010518070590684036,25
Otu000459,22.87252391315562,1.1642071389313058e-05,0.25647805393971446,0.0032198560711781095,yes,0.044,220.0,0.010376680079845312,25
Otu001415,48.18404566313888,3.1476783755386107e-09,0.11263881544156532,0.19574162327288547,no,0.038,245.0,0.010394472704827717,27
Otu001008,27.41763551534144,2.214137894514856e-06,0.12321523003701748,0.15699196891668546,no,0.002,513.0,0.00879492109311915,28
Otu000450,67.38308169506593,2.160158475514173e-11,0.13907985193019567,0.11015797072837553,no,0.084,100.0,0.007992396363164041,29
Otu000641,61.507697629845175,9.093362131013304e-11,0.12109994711792704,0.16423612271926746,no,0.066,139.0,0.008896831465526576,29
Otu000347,32.57503654893787,3.7626516534880473e-07,0.14331041776837655,0.09974807926699701,no,0.02,382.0,0.009111660916753911,31
Otu000320,25.494565325113584,4.415602637174789e-06,0.12215758857747225,0.160583177351021,no,0.002,513.0,0.008762659491633169,31
Otu000826,21.552440112942882,1.9218471451381455e-05,0.13907985193019567,0.11015797072837553,no,0.02,382.0,0.007285776358502511,33
Otu000950,46.31059046575529,5.371392090871352e-09,0.12427287149656269,0.15346197500666528,no,0.05,190.0,0.008292513276175252,33
Otu000803,20.875060455780346,2.4945178992734503e-05,0.17927022739291382,0.03948334535614,yes,0.21,23.0,0.007006753694735751,35
Otu000304,26.690824470416562,2.868429183242097e-06,0.0671602326811211,0.44046490565728946,no,0.038,245.0,0.007191218293751053,35
Otu000078,8.150909909707273,0.005901779525779073,-0.0883130618720254,0.31040544291753647,no,0.0,534.0,0.00731658611103704,37
Otu000461,32.638336746090914,3.6841492762925917e-07,0.10417768376520362,0.23146479677371512,no,0.076,116.0,0.006439062944303138,38
Otu000973,68.9222519946425,1.4991187400354258e-11,0.14436805922792176,0.09727219632180939,no,0.132,55.0,0.0065234806659250685,39
Otu000721,45.6606985258705,6.480344501733742e-09,0.18138551031200426,0.03721386280277783,yes,0.034,267.0,0.0055120161555689325,39
Otu000792,11.906692382047092,0.001030070725316141,-0.3188789000528821,0.00024959871736090204,yes,0.376,2.0,0.005681186799618719,41
Otu000893,0.41890008038576765,0.5199550522290506,0.20042305658381812,0.02133083044510512,yes,0.024,356.0,0.005045392393222481,42
Otu000564,46.079657536594404,5.7410504168960204e-09,0.13379164463246962,0.12435633227453566,no,0.002,513.0,0.004651032576190898,43
Otu000282,20.605159048327742,2.7696296777541257e-05,0.11263881544156532,0.19574162327288547,no,0.234,16.0,0.00555074486124835,44
Otu000423,15.714191429949164,0.00019866229437695513,-0.04812268640930725,0.5804404711721847,no,0.024,356.0,0.004592382729219968,45
Otu001072,45.54186388198287,6.707478311936013e-09,0.07562136435748282,0.3850694042437577,no,0.046,204.0,0.0034881526449660008,46
Otu000171,9.956018582752522,0.0025064575898564724,-0.16975145425700688,0.05120231621036073,no,0.008,462.0,0.0048541649871417835,48
Otu001821,73.90849798901215,4.7302906769709654e-12,0.10417768376520362,0.23146479677371512,no,0.15,44.0,0.004476697155091915,48
Otu001905,66.50197689966164,2.668039863140131e-11,0.13484928609201483,0.12140795969939298,no,0.082,105.0,0.003958443898619751,48
Otu001104,32.687648394039186,3.6241704667514023e-07,0.0809095716552089,0.3527157544124043,no,0.01,444.0,0.004109192254429203,50
Otu000663,26.56569391966104,2.999899769902123e-06,0.08619777895293497,0.3221373001553036,no,0.008,462.0,0.003507082398635809,51
Otu001255,49.2408949193032,2.3383015192591694e-09,0.12744579587519833,0.143233923537383,no,0.028,313.0,0.0027314961537549874,52
Otu000206,3.66535173820712,0.060326759679909164,-0.026969857218402966,0.75672965263019,no,0.026,334.0,0.002820034874284698,53
Otu000151,17.17071347998796,0.00010878025281295298,0.2966684294024326,0.0006554652469371023,yes,0.134,52.0,0.003399434574735008,54
Otu000283,8.370592177795139,0.005307462124967204,0.02591221575885775,0.7659855693299591,no,0.01,444.0,0.0031402081699182767,54
Otu000016,13.153446967917764,0.0005936366211596414,-0.1179270227392914,0.17557046123972542,no,0.028,313.0,0.0029673489443919916,56
Otu000877,44.65868673239089,8.6757155346439e-09,0.09994711792702275,0.2509679622796229,no,0.048,197.0,0.002237785989305859,57
Otu000194,15.093008577779024,0.000257961414333595,0.053410893707033315,0.5395575090748532,no,0.028,313.0,0.003191936099209695,58
Otu000321,4.7150029805362035,0.03386547317454385,-0.12321523003701748,0.15699196891668546,no,0.14,50.0,0.002969812185300332,59
Otu000044,23.301922679536304,9.909799061226354e-06,-0.3802221047065045,1.2581215932989553e-05,yes,0.31,6.0,0.0032177669138306296,60
Otu000571,40.74489784141457,2.790576607227764e-08,0.16657852987837124,0.055705082311283814,no,0.19,30.0,0.0026390832792697124,61
Otu001063,37.48622029479533,7.660282423717065e-08,0.11686938127974619,0.1794753846620406,no,0.002,513.0,0.001896515201924366,62
Otu001131,44.259253933781096,9.753686071839002e-09,0.24695928080380752,0.004559724058980408,yes,0.122,60.0,0.0027334347280961583,63
Otu000011,10.547734625014263,0.0019067981485105115,-0.18244315177154946,0.036121399143357685,yes,0.002,513.0,0.0021659128938491977,64
Otu000271,0.047279477439318686,0.8286044167578399,0.24907456372289793,0.004224502422919469,yes,0.05,190.0,0.002222979915848407,65
Otu000645,1.145381389418384,0.28880454997746025,-0.20888418826017982,0.01642814179215561,yes,0.058,164.0,0.0017990576884124817,66
Otu002159,2.7760584960920127,0.10089633255875576,0.24801692226335273,0.004389213311198166,yes,0.186,33.0,0.0029139821509191585,67
Otu000526,7.725403032812011,0.007260708951853417,-0.27974616604970914,0.0013126975605401493,yes,0.148,45.0,0.0021921260669093994,68
Otu001408,0.09335696639967084,0.7610096253496392,0.10206240084611318,0.2410775208680488,no,0.022,365.0,0.00208597358179863,68
Otu000604,6.004314536242679,0.017204177115221802,0.1644632469592808,0.05888654482737057,no,0.108,73.0,0.0015299568982087832,70
Otu000574,0.5270345207785841,0.470678753872949,-0.10946589106292967,0.20863238090870928,no,0.154,40.0,0.0017026506539451918,70
Otu000219,0.3087324403365647,0.5805250713139545,0.2205182443151772,0.011312576808486947,yes,0.024,356.0,0.0017022045528437655,72
