,f_regr,p-value,kendall,p_kendall,kendall significant,RL score,RL ranking,Boruta score,Boruta ranking
Otu000025,17.722530494693977,0.00011436849778992388,0.4574829931972788,3.5269715975708105e-06,yes,0.362,1.0,0.27560082807633046,1
Otu000242,20.15493766055697,4.615086112776231e-05,0.11734693877551018,0.23422829867799477,no,0.312,5.0,0.2551323905678184,2
Otu000081,27.194066929590036,4.054640851817463e-06,0.22959183673469385,0.01994634657823373,yes,0.356,3.0,0.12873234397452685,3
Otu000173,9.893907466372294,0.002874563375635018,0.28061224489795916,0.004447479999753712,yes,0.098,81.0,0.018066252717333194,5
Otu000359,23.616627729601262,1.3496700915520573e-05,0.16836734693877548,0.08787272389860554,no,0.288,6.0,0.015872112187448984,5
Otu001157,2.333197171870443,0.13334397624789687,0.06802721088435373,0.490454041929117,no,0.186,26.0,0.014011938335346,5
Otu000124,1.807768768062829,0.18522950358874674,-0.013605442176870748,0.8903057229941818,no,0.106,72.0,0.014048755681980815,7
Otu000216,12.51873727233241,0.0009192010578900359,0.47789115646258495,1.270283816776594e-06,yes,0.264,9.0,0.013188167028472447,7
Otu000330,16.83374900639282,0.00016091582937194184,0.2959183673469387,0.002702431714799761,yes,0.274,8.0,0.011173678105358775,9
Otu000408,11.35912779342782,0.0015084192514123913,-0.46088435374149656,2.983523188084166e-06,yes,0.074,114.0,0.012125217565814079,10
Otu000175,9.607854095850142,0.003268914482559435,0.2006802721088435,0.0419232520884721,yes,0.172,30.0,0.009540977238322812,11
Otu000040,4.337362385823734,0.042752231977127436,0.039115646258503396,0.6917270352641101,no,0.234,15.0,0.010467485191227777,12
Otu000144,9.345827503888794,0.0036804171121676216,0.10374149659863945,0.2929739556947437,no,0.19,25.0,0.009715718353511413,13
Otu000261,21.498335505722956,2.8404889024286288e-05,0.15136054421768705,0.12494830897273529,no,0.196,22.0,0.008046737538620036,14
Otu000248,11.27813373413014,0.0015622654779048743,0.28571428571428564,0.0037763365818667405,yes,0.164,37.0,0.005980113072742742,15
Otu000514,11.497142664639032,0.0014211154243720626,0.36224489795918363,0.00024061263411356612,yes,0.202,19.0,0.005544498944909376,16
Otu000215,12.894897568398969,0.0007848463385472951,-0.2312925170068027,0.0190477432705522,yes,0.092,87.0,0.005379868814187931,17
Otu000509,9.342787865084183,0.0036854998309492617,-0.5391156462585033,4.629700836994348e-08,yes,0.148,41.0,0.005253372988974622,18
Otu000070,1.40105884928143,0.24249860300239395,0.08163265306122447,0.40795133408745543,no,0.002,321.0,0.005678380265409371,19
Otu001124,1.6189223983433885,0.209501072777849,0.05612244897959183,0.5694177970575878,no,0.184,27.0,0.006050384190552506,20
Otu000083,8.23272908675813,0.006145982536963359,0.4047619047619047,4.0775366535560836e-05,yes,0.248,13.0,0.00482264250950478,20
Otu000453,3.294124375715166,0.07591236602397074,-0.34013605442176864,0.0005648915764034486,yes,0.166,35.0,0.005592516149056329,22
Otu000441,11.397934028013365,0.0014833155813882004,-0.5714285714285713,6.933414075024239e-09,yes,0.044,183.0,0.004360947736776437,23
Otu000582,1.7812714384164463,0.18842310797570203,0.03741496598639455,0.7044853217640503,no,0.074,114.0,0.005092382761525354,24
Otu000057,22.425710947087538,2.0444012568286746e-05,0.18367346938775506,0.06261937462812062,no,0.148,41.0,0.004851212063084548,25
Otu000376,8.378677278749528,0.005741331029870886,-0.5442176870748299,3.4543462550322205e-08,yes,0.024,243.0,0.00364122457570487,26
Otu000076,0.7782757459882207,0.3821587891595887,0.022108843537414963,0.8226672570009078,no,0.026,236.0,0.0033174652856513506,26
Otu000367,13.821503339162852,0.0005345914147111128,-0.49489795918367346,5.255443695218539e-07,yes,0.056,149.0,0.004176473500997648,28
Otu000041,9.369764635246879,0.0036406484887722213,0.4081632653061224,3.510782122358292e-05,yes,0.142,45.0,0.004159473959094886,28
Otu000290,13.468830149414835,0.0006181833860656784,0.22108843537414963,0.025015890981123345,yes,0.246,14.0,0.0036737228889753564,30
Otu000169,18.003850812107974,0.00010276875954456081,0.22619047619047616,0.021855129822735922,yes,0.128,52.0,0.004448081965597738,31
Otu000213,12.522139674141167,0.0009178829902354916,0.33673469387755095,0.0006414477756297163,yes,0.172,30.0,0.003463650679790375,32
Otu000264,2.923636113101744,0.09388607605015295,0.12414965986394555,0.20821243525581667,no,0.092,87.0,0.0023283845525876594,33
Otu000570,0.7128527763497204,0.4027755743968626,-0.2363945578231292,0.01656088328711478,yes,0.016,269.0,0.0029011353407967315,33
Otu000210,5.505810153194324,0.023220903907002117,0.4047619047619047,4.0775366535560836e-05,yes,0.03,223.0,0.003838298632565786,35
Otu000063,0.9114960743859001,0.3446026431014224,0.2670068027210884,0.006797029834243918,yes,0.018,263.0,0.004031477360811139,36
Otu000839,9.820176481554721,0.0029711521020671585,-0.4761904761904761,1.385300605775425e-06,yes,0.046,178.0,0.0034098554501566397,37
Otu000203,0.0007314407527132884,0.9785382234671909,-0.0748299319727891,0.44812446696385133,no,0.084,97.0,0.0025392816682386784,38
Otu000400,0.637417422991422,0.42866340258708824,-0.2040816326530612,0.038568563276529785,yes,0.112,66.0,0.0023080109852451213,38
Otu000120,10.510814799036925,0.0021851522045455815,-0.4914965986394558,6.284430191678718e-07,yes,0.082,100.0,0.0031185706024785364,40
Otu000107,2.97656654848346,0.09104889138021661,-0.42176870748299317,1.907615046366195e-05,yes,0.046,178.0,0.0031466924769973713,41
Otu000195,0.3976490115741792,0.5313603413243349,0.023809523809523805,0.8092796797798605,no,0.146,43.0,0.0031471989534413427,42
Otu000389,7.929175912254924,0.007087560782025071,-0.4591836734693877,3.2443511607538027e-06,yes,0.114,64.0,0.003071600959150485,42
Otu000101,1.7535701294853214,0.19183248379292975,0.086734693877551,0.3792802522826044,no,0.022,254.0,0.0023670705809643124,44
Otu000085,0.03786000238439663,0.8465631588725735,0.1139455782312925,0.24806668958082645,no,0.044,183.0,0.0022873056459024087,45
Otu000100,5.05294374632679,0.029315359840023165,-0.5187074829931972,1.4555160815873857e-07,yes,0.008,296.0,0.0025027009195698435,45
Otu000115,16.895006701192088,0.0001571450817676898,0.2159863945578231,0.028565003169583086,yes,0.13,51.0,0.0027612749097731247,47
Otu000842,0.01558977528777358,0.9011676803550437,0.04251700680272108,0.6664743483965757,no,0.072,119.0,0.0022427629348430837,48
