,f_regr,p-value,kendall,p_kendall,kendall significant,RL score,RL ranking,Boruta score,Boruta ranking
Otu000376,11.657922928042256,0.00132607056722737,-0.6275510204081632,1.9987273848679659e-10,yes,0.15,47.0,0.2511022949349841,1
Otu000290,16.259476744564957,0.00020123700444446525,0.3180272108843537,0.001264935430635814,yes,0.224,19.0,0.28799837467949285,2
Otu000282,19.782882776284595,5.289312506580434e-05,0.04251700680272108,0.6664743483965757,no,0.44,2.0,0.10131396393252898,3
Otu000025,19.558598342946635,5.7448583809244854e-05,0.5051020408163265,3.0524039283099305e-07,yes,0.426,3.0,0.08036347785165335,3
Otu000216,9.775746924986072,0.0030310036398344194,0.4081632653061224,3.510782122358292e-05,yes,0.148,48.0,0.042997673805887454,5
Otu000949,6.230160428708262,0.01612505086633295,0.0510204081632653,0.6050234382823838,no,0.156,40.0,0.01831280105651336,6
Otu000041,14.642257541640841,0.0003827471964187273,0.46768707482993194,2.1276089190125014e-06,yes,0.474,1.0,0.014266127128905586,7
Otu000860,10.435954980771772,0.0022585992840356383,-0.06802721088435373,0.490454041929117,no,0.202,23.0,0.014121279701108689,8
Otu001345,19.830100907448877,5.198318664514638e-05,-0.027210884353741496,0.7826750010530144,no,0.26,11.0,0.017171003802833935,8
Otu000248,17.85227991331723,0.0001088569393897583,0.25850340136054417,0.008781895354445735,yes,0.152,46.0,0.013557644328852328,10
Otu000514,4.881619994701057,0.03205296248675289,0.35544217687074825,0.00031445505171013037,yes,0.262,10.0,0.011795088802742104,10
Otu000591,5.939950960477473,0.018640768822813424,0.09183673469387753,0.35188344212496336,no,0.1,92.0,0.012916030118041905,12
Otu000722,23.25127002650056,1.5317683973413452e-05,0.11054421768707481,0.26246726798831144,no,0.068,140.0,0.011948176441801612,12
Otu000224,2.8003126672829772,0.10088985013370982,0.2006802721088435,0.0419232520884721,yes,0.094,96.0,0.009196404846661805,14
Otu000340,7.390899398028406,0.009153799435622941,0.1887755102040816,0.05567083790287041,no,0.186,26.0,0.005587697579983948,15
Otu000273,3.3952721913731194,0.07169618164860565,-0.01530612244897959,0.8766975149490891,no,0.124,66.0,0.005824629710029077,16
Otu000063,0.6175491136816394,0.43590353701954865,0.2942176870748299,0.0028593910770416528,yes,0.026,200.0,0.006018027506104162,18
Otu000716,6.1342993510495045,0.016913315659016985,-0.05442176870748299,0.5811748261750435,no,0.218,20.0,0.006501131948569523,18
Otu000215,9.162056817688816,0.004001442881263849,-0.21768707482993196,0.02733656983986834,yes,0.024,204.0,0.00775493777264219,18
Otu000255,23.50709155380506,1.401759653397895e-05,0.0901360544217687,0.36087315291282684,no,0.158,36.0,0.004106839430024764,20
Otu000249,7.565128011626843,0.008422634209599267,0.04761904761904761,0.6293010994055783,no,0.226,18.0,0.0029079017290991756,21
