,f_regr,p-value,kendall,p_kendall,kendall significant,RL score,RL ranking,Boruta score,Boruta ranking
Otu000009,21.867256775351965,1.703892853074684e-05,-0.1570597567424643,0.07123094798065756,no,0.034,240.0,0.024001646540810054,1
Otu000671,45.1506845807509,7.515070595113416e-09,0.20359598096245374,0.01936021236597907,yes,0.156,64.0,0.10798217409671544,1
Otu001097,16.59824308305651,0.00013760475420935704,0.15811739820200954,0.06934729602735884,no,0.156,64.0,0.04397754686297072,1
Otu000016,18.91692958802983,5.378652253422589e-05,-0.10840824960338447,0.2130631061543815,no,0.018,269.0,0.03379471587566314,1
Otu000022,31.938316518755453,4.655602681773714e-07,-0.27763088313061873,0.0014281876213309494,yes,0.218,31.0,0.07763173956577787,1
Otu000025,6.267430507852703,0.01503654360024855,0.14542570068746696,0.09484568890775397,no,0.082,146.0,0.08183167810748412,1
Otu000580,43.77589923229923,1.12458496997262e-08,0.1983077736647277,0.02273964862980675,yes,0.084,143.0,0.08025924797266257,1
Otu004103,64.03817871655049,4.854558260673844e-11,0.019566367001586465,0.8221807467648387,no,0.266,12.0,0.03321233179145129,2
Otu000250,39.351131005314244,4.279622392512889e-08,0.2215758857747224,0.010926513726306278,yes,0.12,92.0,0.027667454712198322,4
Otu000500,33.022178427806956,3.2430635446885765e-07,0.13273400317292441,0.12736026314359072,no,0.046,221.0,0.03078703650096587,4
Otu000166,2.7799108290665875,0.10066541976913003,-0.11581173982020096,0.18344450831464842,no,0.084,143.0,0.036430809716952874,4
Otu000227,1.110983678207268,0.29609435530866507,0.19301956636700163,0.026620368428923985,yes,0.13,85.0,0.025919137952535247,4
Otu000060,10.477387298161615,0.0019694596457161357,0.10312004230565838,0.23623658084798216,no,0.056,200.0,0.030289009839413822,7
Otu000450,62.53116757830452,7.043413418475764e-11,0.20359598096245374,0.01936021236597907,yes,0.064,173.0,0.02270816661456775,8
Otu000641,67.06938921729697,2.3284150805045645e-11,0.20994182971972503,0.01589095289369667,yes,0.064,173.0,0.024671097676195845,9
Otu000070,14.214510225779469,0.0003749777997610185,-0.37176097303014277,1.9540330838380823e-05,yes,0.238,21.0,0.027772412736382767,9
Otu000066,12.06742014618056,0.000958737092544039,-0.26282390269698575,0.002537623854602996,yes,0.106,107.0,0.023480862042430432,12
Otu000773,46.72364656535565,4.770348660040784e-09,0.12109994711792704,0.16423612271926746,no,0.026,253.0,0.020084609448385672,12
Otu000714,6.0085299542609585,0.017166949291278107,-0.28291909042834484,0.0011555372292759779,yes,0.132,80.0,0.026352952634874503,12
Otu000837,1.7524722309749554,0.19058790086444632,-0.15071390798519305,0.08343155716888288,no,0.07,164.0,0.016878762375950707,14
Otu001197,84.97237753218242,4.248358529995377e-13,0.12109994711792704,0.16423612271926746,no,0.246,18.0,0.017592410474662985,15
Otu001693,30.670068644052822,7.14923227579392e-07,0.15071390798519305,0.08343155716888288,no,0.068,166.0,0.015120735439349836,16
Otu000363,33.46855310709652,2.798071092859812e-07,0.07667900581702804,0.37845755516525637,no,0.06,183.0,0.01195808513436257,17
Otu000201,37.204458401604256,8.37317445767802e-08,0.2300370174510841,0.008236318014360814,yes,0.026,253.0,0.017128528949118343,18
Otu002662,74.30735986477582,4.321589372236526e-12,0.09677419354838711,0.26632868390737796,no,0.066,168.0,0.01554382513697683,18
Otu001415,29.988234345728305,9.027689055316964e-07,0.15917503966155475,0.06750474728448311,no,0.106,107.0,0.013065091180541877,20
Otu003323,37.42962260057029,7.79826495064066e-08,-0.03437334743521946,0.692979190799845,no,0.266,12.0,0.011059114460648747,21
Otu000210,7.680692586677916,0.007421495932740602,-0.337916446324696,0.00010388323077359058,yes,0.11,100.0,0.012139333950299428,21
Otu000717,53.78799786333303,6.728274788665573e-10,0.17503966155473297,0.04437606843345444,yes,0.088,134.0,0.013158386996884345,23
Otu000999,4.989109839732991,0.029247175387522178,-0.10629296668429403,0.2221275051372753,no,0.062,180.0,0.014150248471859292,23
Otu001521,37.8541997222993,6.822633766005491e-08,0.03754627181385511,0.6662794719715107,no,0.046,221.0,0.010735620450259442,25
Otu001649,5.595328895562155,0.021257782579970286,-0.2448439978847171,0.0049188623019744025,yes,0.046,221.0,0.01185826120925788,26
Otu000634,6.281911846860311,0.014925976250253459,-0.27657324167107356,0.0014893804588577083,yes,0.234,26.0,0.0109850992409652,26
Otu002084,29.127033097514946,1.2154679722640908e-06,0.0671602326811211,0.44046490565728946,no,0.044,226.0,0.010614462104566211,28
Otu004281,4.151779209089816,0.04600779049087098,-0.21628767847699631,0.012980660156165804,yes,0.058,190.0,0.01173626381123171,29
Otu001821,37.594859610852666,7.402456423265078e-08,0.06187202538339504,0.4772902611997323,no,0.018,269.0,0.008599690522698222,30
Otu000304,18.12952755101523,7.37214624899661e-05,0.026969857218402966,0.75672965263019,no,0.02,262.0,0.008343955691238197,31
Otu000930,28.278142488507612,1.6345579788336342e-06,0.07879428873611846,0.365445157668264,no,0.024,256.0,0.007375930299729854,32
Otu000192,2.6936771668937682,0.1059792652848954,-0.2649391856160762,0.002341428559656852,yes,0.244,19.0,0.006213057577934963,32
Otu000077,42.66989947672352,1.5617008577179522e-08,-0.33685880486515074,0.00010919748085031175,yes,0.188,42.0,0.006653238989000026,34
Otu001065,31.470801829800887,5.449055371598508e-07,0.17398202009518773,0.045676246657190236,yes,0.046,221.0,0.008139454273440419,34
Otu001219,5.550114227275019,0.02176467263334645,-0.33474352194606033,0.00012060467436436669,yes,0.432,2.0,0.0059182443633586206,36
Otu002044,35.0501193526955,1.6686427687633367e-07,0.10206240084611318,0.2410775208680488,no,0.056,200.0,0.005485526643276875,37
Otu000323,0.0364156146700173,0.8493040026389518,-0.02908514013749339,0.7383233431911786,no,0.302,9.0,0.006765470242993137,37
Otu002006,58.250169989084526,2.0813487273863013e-10,0.019566367001586465,0.8221807467648387,no,0.156,64.0,0.004586474090021213,39
