,f_regr,p-value,kendall,p_kendall,kendall significant,RL score,RL ranking,Boruta score,Boruta ranking
Otu000025,26.151040194596593,5.71924110707093e-06,0.5374149659863945,5.101497881397315e-08,yes,0.584,5.0,0.39063854513203305,2
Otu000041,16.89754626263615,0.00015699077009483916,0.4591836734693877,3.2443511607538027e-06,yes,0.73,2.0,0.054072811785251425,3
Otu000022,0.6925659277003658,0.40950163808730977,0.04251700680272108,0.6664743483965757,no,0.75,1.0,0.10680394156094608,4
Otu000070,0.3881206704436324,0.5363003585780715,0.1258503401360544,0.2020489766981297,no,0.186,58.0,0.027384158477572074,5
Otu000176,0.011100621640024842,0.9165389389985665,-0.2772108843537414,0.0049531280515114715,yes,0.392,28.0,0.02390630288439087,6
Otu000030,0.7435253573732743,0.392912362347982,0.0748299319727891,0.44812446696385133,no,0.43,21.0,0.01805540965903497,7
Otu000390,10.531419963096399,0.0021653806820097297,0.26190476190476186,0.00793297220103314,yes,0.52,10.0,0.017399600403227165,8
Otu000273,5.769565033934768,0.02031099364608353,-0.052721088435374146,0.5930442023122554,no,0.552,8.0,0.01669545964510647,9
Otu000210,4.791153155513544,0.03360891515929841,0.3673469387755101,0.0001962705490296316,yes,0.246,52.0,0.009966855962923715,10
Otu000215,5.452404109282741,0.023862891461694322,-0.18707482993197277,0.05791195179909563,no,0.348,39.0,0.006643503614269818,12
Otu000231,2.2821833127195816,0.13756215078725922,-0.3435374149659864,0.0004969155988576264,yes,0.156,60.0,0.008689062076241049,12
Otu000137,3.7327015575318696,0.0593976916076539,-0.34863945578231287,0.0004091157992424651,yes,0.484,14.0,0.008563540595129973,12
Otu000674,0.710439749064287,0.4035669697802481,0.018707482993197275,0.8495940753186882,no,0.502,12.0,0.006822859927356047,14
Otu000056,4.46816522852503,0.039867250274197505,-0.314625850340136,0.001425984662435095,yes,0.304,45.0,0.006050431765917144,15
Otu000010,0.7605997712346589,0.3875744892583719,0.011904761904761902,0.9039463242886906,no,0.224,54.0,0.006473272786828323,15
Otu000977,0.4195670810396002,0.5203048805958709,-0.006802721088435374,0.945022506107728,no,0.536,9.0,0.006447471174642255,17
